,mgv850_cluster1,mgv850_cluster2,mgv850_cluster3,mgv850_cluster4,mgv850_cluster5,mgv850_cluster6,mgv850_cluster7,mgv850_cluster8
1965-01-01,0.105818436,0.48405686,-0.5914942,-0.16748457,0.11509047,0.561765,0.4138546,0.06549263
1965-02-01,0.16145042,0.47493201,-0.26756316,0.1033165,-0.1718998,0.54233795,0.3473318,-0.097135164
1965-03-01,0.16542411,0.38059318,-0.29405457,0.09478035,-0.010449362,0.45668238,0.18985505,-0.3039153
1965-04-01,0.035763405,-0.13878553,-0.5527873,-0.1972138,-0.09448601,0.39516345,0.10567127,-0.2185541
1965-05-01,0.04562409,-0.2865487,-0.1367251,-0.22561845,0.5429266,0.30185488,-0.22679587,-0.41738683
1965-06-01,-0.0067700148,-0.7382272,-0.24151334,0.280073,0.43254575,0.2588799,-0.42342097,-0.51172566
1965-07-01,-0.07461743,-1.5849221,-0.5201146,0.36999664,0.35733956,0.034438826,-0.46830922,-0.4332816
1965-08-01,-0.08771598,-0.96517026,-0.3058285,0.27477473,0.47978884,0.028257513,-0.49744973,-0.45108977
1965-09-01,-0.042827774,-0.443731,-0.2241467,-0.07152681,0.26344234,0.15114817,-0.25196272,-0.32348952
1965-10-01,0.10346367,0.13230984,-0.35071677,-0.5385114,0.101256035,0.3414448,0.034438826,0.049009096
1965-11-01,0.23150547,0.22723737,-0.3339389,-0.19382879,-0.13024941,0.5647085,0.1770509,0.18720594
1965-12-01,0.21325584,0.2663858,-0.151001,-0.39325017,0.30730027,0.64388835,0.20928212,0.092719935
1966-01-01,0.3227518,0.5581247,-0.24173835,-0.3123358,0.1394589,0.71132696,0.1802549,0.068282746
1966-02-01,0.19660227,0.27964106,-0.29005706,-0.013164711,-0.040940713,0.528468,0.20991163,-0.033996724
1966-03-01,0.23421565,0.20441432,-0.31985846,-0.061772775,0.023002053,0.44759923,0.38958785,-0.123979494
1966-04-01,-0.0075226785,-0.14871755,-0.33852047,-0.26517433,0.13613153,0.30177507,0.17171958,-0.17750625
1966-05-01,-0.025172044,-0.33533782,-0.22134033,-0.07913275,0.16347352,0.40202922,0.010271335,-0.2671997
1966-06-01,0.00072336197,-0.89389646,-0.33736315,0.19833831,0.7448896,0.2737097,-0.4149046,-0.3852479
1966-07-01,-0.07884345,-1.1069908,-0.37685722,0.3836565,0.52311534,0.07609477,-0.44702062,-0.49982405
1966-08-01,-0.09041677,-0.9759227,-0.28296843,0.23696442,0.51834136,-0.009403372,-0.52890205,-0.43371123
1966-09-01,0.016636658,-0.63479817,-0.27298635,-0.062351417,0.21063495,0.08535347,-0.18155691,-0.28296837
1966-10-01,0.11226151,-0.1764936,-0.25519234,-0.24636766,0.06987407,0.3947959,0.054684065,-0.031971384
1966-11-01,0.21251564,0.24549966,0.055552103,-0.38669452,0.14090554,0.5782335,0.08000078,-0.1436542
1966-12-01,0.14944085,0.44600797,-0.28918907,-0.3807632,0.001012659,0.59284484,0.26951435,0.019385362
1967-01-01,0.051623702,0.6086602,-0.4529565,-0.54837704,0.1563699,0.6894263,0.24346408,-0.11623664
1967-02-01,0.014154887,0.5700257,-0.6474613,-0.06394677,-0.021482134,0.5398841,0.31057492,0.0611158
1967-03-01,0.12373038,-0.035137463,-0.3841803,0.020149898,0.09525408,0.52040035,0.16702773,-0.10741063
1967-04-01,0.03097422,-0.05978365,-0.3655292,-0.040299796,0.046461344,0.42281485,0.032472968,-0.054454684
1967-05-01,0.13022497,-0.31174058,-0.20066638,-0.17935076,0.4394676,0.30757743,-0.049292326,-0.157036
1967-06-01,0.055953432,-1.0614501,-0.30890965,0.14621162,0.2721069,0.17185698,-0.39050844,-0.46594566
