,zgv200_cluster1,zgv200_cluster2,zgv200_cluster3,zgv200_cluster4,zgv200_cluster5,zgv200_cluster6,zgv200_cluster7,zgv200_cluster8
1965-01-01,0.18985519,0.45476913,0.3047985,0.0063285828,0.0026491166,0.38957083,-0.14305362,-0.30877203
1965-02-01,-0.14084606,0.48464546,-0.590464,0.23135814,0.49686107,-0.77340186,0.66316813,0.42710036
1965-03-01,0.11214695,0.11347151,-0.37838548,0.5355679,0.14231777,-0.6939276,0.5471948,0.42047748
1965-04-01,-0.27212563,-0.06740592,0.49435902,0.62357825,-0.08374224,0.3354106,-0.3788271,-0.6162195
1965-05-01,-0.3280519,0.044152357,-0.63314456,0.20030442,-1.2667307,-1.304113,-0.37294006,1.1966757
1965-06-01,-0.16042022,-0.037087966,0.062549114,-0.22826758,-0.99695987,-0.58766764,0.51452196,0.3835367
1965-07-01,-0.15114823,-0.08771596,-0.28169197,0.792093,-0.37779683,-0.966642,-0.124656774,-0.08801031
1965-08-01,-0.35940018,-0.07226267,-0.3312897,0.80357265,-0.75323886,-0.68450844,-0.24416247,-0.17675647
1965-09-01,-0.28434104,-0.049303483,-0.3134815,0.39501628,-0.948981,-0.54322094,0.13966855,0.2769823
1965-10-01,-0.04415226,0.263148,-0.5510212,-0.92690486,-0.15791817,-1.304113,0.7480879,0.549991
1965-11-01,-0.10287497,-0.035027504,0.031053817,-0.2507853,0.6803876,-0.5003933,-0.43519497,-0.46418834
1965-12-01,-0.11332436,0.24489832,0.24519268,0.095957756,-0.1792585,-0.29979438,0.43107396,0.4662487
1966-01-01,-0.3100211,1.0365381,-0.5971848,0.047016717,-0.067270085,-0.7717978,0.5715788,0.4726267
1966-02-01,-0.2634383,0.20152096,-0.4873827,-0.19515559,0.11761417,-0.19747028,0.41794258,-0.2975797
1966-03-01,0.03081398,0.1126955,-0.07218876,0.4217039,-0.13048954,-0.15898886,0.11963944,0.0128753185
1966-04-01,-0.26821238,0.22510163,-0.29020172,0.2925164,0.052658748,-0.09967546,-0.033707332,0.15088758
1966-05-01,0.10546217,0.2230763,0.31378245,0.5468407,-0.8057944,-0.67660695,-0.24911651,0.74734896
1966-06-01,0.117903516,0.0727674,-0.17446825,0.31031042,-0.49837747,-1.0479667,0.06669144,-0.47378397
1966-07-01,-0.14510079,-0.16000156,-0.21251562,0.5022834,-0.6465162,-1.0507156,-0.38264388,1.0301726
1966-08-01,-0.35125104,0.18618624,-0.061772753,0.6729902,-1.0106428,-0.6588128,-0.50879335,-0.42835864
1966-09-01,0.07652874,-0.064232066,-0.5763528,0.445574,-0.703081,-0.96246874,-0.25316706,0.23537302
1966-10-01,0.087378785,-0.48188525,0.08000068,-0.31031045,0.17475757,-0.35978648,0.45497727,0.20832033
1966-11-01,-0.08680014,-0.16622218,1.3228338,0.6313262,-0.5494447,-0.61165154,-0.534544,0.6333515
1966-12-01,-0.0050632954,0.30987644,0.15754223,0.18705425,-0.027486611,-0.45280734,0.29757977,0.4024632
1967-01-01,-0.3164034,0.1776855,-0.3745217,-0.3926733,0.42331427,-0.5676943,1.2587857,0.66960955
1967-02-01,0.09891777,0.1537054,0.28826016,-0.4652795,0.6199841,0.45295638,-0.059950113,-0.91007614
1967-03-01,0.24279794,-0.17235656,-0.6151548,-0.2148213,0.31990045,0.04845972,0.67327315,-0.35770234
1967-04-01,-0.011323905,0.72556293,0.29092464,-0.17701931,0.18551232,0.75736976,-0.037302256,-0.7836813
1967-05-01,-0.32922608,0.056619547,-0.91274035,-0.027976703,-0.5227316,-0.9127405,0.1164031,0.66877687
1967-06-01,-0.08609505,-0.04046632,-0.10424662,-0.35603708,-0.27810192,-0.37918434,0.009825158,-0.14254805
1967-07-01,-0.07960053,-0.10974202,-0.1931726,-0.10507925,0.121732,-0.45911804,-0.06028316,-0.08126571
1967-08-01,-0.032639503,0.13955058,-0.19217345,-0.21815181,-0.33688635,-0.38184896,0.00999167,0.25945082
1967-09-01,-0.25062475,-0.08692765,-0.22997531,0.09958382,-0.7039143,-0.3801836,-0.070274875,0.14804348
1967-10-01,0.018484592,-0.07643642,-0.19433828,0.19783536,-0.51590407,-1.0229821,0.6343056,0.70491344
1967-11-01,0.29009193,-0.13072462,-0.3911744,-0.90957654,1.0756049,-0.4797674,0.8990852,-0.19150734
1967-12-01,-0.20349732,0.23630352,0.6054962,1.2053304,-0.7448802,0.05412159,-0.6852633,0.09292259
1968-01-01,0.052520465,0.3260232,-0.40331736,0.29855958,0.29586983,-0.37755263,0.821499,0.4030343
1968-02-01,0.056908894,-0.53299046,0.33027,-0.055918027,0.027746677,0.4774972,-0.5941464,-0.29049045
1968-03-01,-0.36169738,0.096263885,-0.161242,-0.23896095,-0.0032560348,-0.21503648,0.33508325,-0.1302394
1968-04-01,0.0539361,0.28822538,-0.22862673,-0.5099155,0.112260625,0.1503416,0.43899164,-0.47126836
1968-05-01,-0.16591363,0.61113405,-0.8380621,0.4981656,-0.6254322,-0.7749243,0.029162312,0.17228404
1968-06-01,-0.20555171,-0.14467895,-0.17964534,-0.49391866,-0.88874215,0.1126852,-0.067243144,0.14623615
1968-07-01,-0.03864727,-0.055351734,-0.12896529,0.069508195,-0.6921091,-0.2865266,-0.51656896,0.50212944
1968-08-01,-0.42554292,-0.043885015,-0.00042469503,0.32630625,0.14977531,-0.9104015,-0.45923537,-0.16860333
1968-09-01,-0.06497812,-0.20951553,0.0627131,0.012316132,-0.617363,-0.5404934,-0.5976855,0.24165067
1968-10-01,-0.17001903,-0.1126853,-0.060731195,0.25722274,-0.63590795,-1.4821807,0.43219662,0.9034648
1968-11-01,0.14184766,-0.20611791,0.024207532,0.1145257,-0.29714394,-0.35645947,0.13505249,0.3863296
1968-12-01,0.15713663,0.31554738,-0.10136013,0.502271,-0.21914187,-0.44352168,0.42639238,0.5317164
1969-01-01,0.38368472,0.031797074,-0.63064194,-0.6366986,0.40624553,-0.39080113,0.26149315,-0.2549823
1969-02-01,0.041184805,0.049664,0.28571945,0.40488282,-0.2923817,0.30706888,-0.19789906,0.2203083
1969-03-01,-0.03573389,0.3256929,0.09160586,-0.067530945,-0.14248124,0.12658271,0.24180922,-0.23862949
