,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8
1965-01-01,1011.7296,1017.35944,1025.8068,1027.3683,1015.75073,1021.4104,1013.70917,1018.0453
1965-02-01,1010.30444,1014.8031,1021.97406,1022.1831,1012.2704,1018.1594,1011.7296,1011.95654
1965-03-01,1011.8133,1013.6378,1021.07056,1015.1721,1010.85205,1016.9129,1012.4254,1015.868
1965-04-01,1009.86163,1010.937,1019.4271,1005.7729,1008.55804,1012.5129,1009.97205,1013.9578
1965-05-01,1009.283,1006.4216,1019.8246,1006.488,1003.59674,1011.6967,1007.7146,1012.5532
1965-06-01,1011.1156,1001.09314,1015.7644,1000.83826,1000.02954,1008.1754,1005.85046,1010.5296
1965-07-01,1010.80304,998.1982,1014.1507,999.6593,999.0404,1005.28546,1004.92456,1010.3293
1965-08-01,1010.4465,1002.2014,1016.93524,1001.1111,1002.78125,1009.67126,1006.5524,1012.9414
1965-09-01,1011.24646,1006.80115,1019.64966,1008.63,1005.99243,1013.36,1008.97235,1015.2825
1965-10-01,1010.56805,1012.33307,1023.24536,1015.3309,1009.6347,1016.4894,1010.6207,1024.2104
1965-11-01,1011.2248,1016.43604,1027.3236,1023.3161,1013.99005,1018.7964,1012.24,1028.3574
1965-12-01,1010.1029,1017.64905,1028.6843,1032.2867,1014.3566,1019.6584,1011.74945,1022.51306
1966-01-01,1012.2518,1018.7003,1029.0331,1027.862,1015.8807,1019.66675,1013.9292,1024.4779
1966-02-01,1011.0263,1015.6147,1023.10596,1020.94727,1012.8289,1016.4847,1012.3463,1016.47845
1966-03-01,1010.3091,1012.99664,1018.2046,1011.0344,1010.26337,1014.3304,1010.9406,1012.97284
1966-04-01,1009.4228,1010.187,1017.89044,1008.4946,1007.022,1013.2983,1009.5893,1014.2697
1966-05-01,1010.5044,1007.1997,1020.5856,1008.42456,1003.8518,1012.613,1008.37695,1012.608
1966-06-01,1009.8847,1000.19354,1017.2815,1000.4764,999.88495,1006.94995,1004.9239,1012.59106
1966-07-01,1008.6342,997.70056,1013.7033,999.44055,998.43414,1005.2982,1003.31665,1007.9207
1966-08-01,1009.615,999.87115,1013.886,1000.83,1001.42523,1006.1638,1005.9235,1009.7689
1966-09-01,1010.2684,1006.29083,1020.0441,1010.17456,1006.2571,1012.0609,1008.1379,1015.11084
1966-10-01,1010.09564,1012.15045,1023.7656,1018.0056,1009.93787,1018.1133,1009.8992,1023.618
1966-11-01,1009.77014,1017.8022,1030.8888,1027.5598,1011.661,1024.3953,1010.1526,1020.8947
1966-12-01,1009.81775,1016.6674,1025.3785,1027.8452,1013.6312,1018.3686,1011.6598,1017.8485
1967-01-01,1011.3859,1019.26794,1029.7607,1038.602,1016.6457,1022.613,1013.49084,1020.76196
1967-02-01,1010.7278,1014.8491,1021.70306,1024.7034,1012.7406,1019.7491,1012.1108,1015.3215
