,abs_vo500_cluster1,abs_vo500_cluster2,abs_vo500_cluster3,abs_vo500_cluster4,abs_vo500_cluster5,abs_vo500_cluster6,abs_vo500_cluster7,abs_vo500_cluster8
1965-01-01,0.00014499801855655042,1.7510781920767236e-05,0.008697917413276931,9.238038156009107e-05,3.747966419021257e-05,0.002965416933875531,0.00015180771697487216,1.3665647694930765e-05
1965-02-01,0.00013602320568342866,1.9474509826977737e-05,0.009481389618789157,9.187253319261664e-05,3.235296689230312e-05,0.0031746848253533244,0.00015917721611913294,1.4370991152645729e-05
1965-03-01,0.00014223770887366737,2.0020938574730063e-05,0.007764138960434745,9.705983285567964e-05,3.658087389570177e-05,0.002772499865386635,0.00015131811323954025,2.0917544437300727e-05
1965-04-01,0.00014269052944318564,2.4998037891540058e-05,0.007530614190424482,9.717796611194326e-05,3.9188017592694654e-05,0.0024408935860265046,0.00014348204331326997,7.541869232833657e-06
1965-05-01,0.00012957142543099405,3.464381820993454e-05,0.00623339922943463,9.62020041899652e-05,4.926841938868165e-05,0.002237775916000828,0.00014447650755755603,-2.2560702935455388e-06
1965-06-01,0.00011932888473556548,3.177463960517863e-05,0.004173520331581434,0.0001034556758154563,6.070296899739747e-05,0.002149109641322866,0.00014185649206410744,-1.1551850320756785e-05
1965-07-01,0.0001195595325919351,2.781645369915558e-05,0.0022907079255674034,0.00011118146277213882,6.505791514174706e-05,0.0017807746189646423,0.00013405218624029658,1.7799190269821945e-06
1965-08-01,0.00012556708868403262,3.1295073876251644e-05,0.0026618967240210623,0.00011022261956154748,5.791971719340433e-05,0.001989908778341487,0.00013237057601145352,7.198342662680565e-07
1965-09-01,0.00012250357367857187,2.5475219445070252e-05,0.004049869797502955,9.726986549880906e-05,5.755938230011659e-05,0.0021562220354098827,0.0001366604692520923,-3.119815043343503e-06
1965-10-01,0.00011811956668410588,2.996480578163062e-05,0.005028754821978509,9.251256819374651e-05,4.605338555065137e-05,0.0023251448874361813,0.0001367217237202567,3.7207354826781134e-06
1965-11-01,0.0001315557811823156,2.3680717103637844e-05,0.007307023527876785,9.290075400645879e-05,4.091899553932768e-05,0.002760672359727323,0.00013778432048638933,8.969302219459982e-06
1965-12-01,0.0001390938349585566,2.5945891615092047e-05,0.008864263266635438,8.68289741144205e-05,3.599375707415652e-05,0.0030090738437138498,0.00015254796608132892,1.3249317021291063e-05
1966-01-01,0.00013250854088390175,1.8702721284907535e-05,0.008076783948733162,0.00010421141201664728,3.849440239534913e-05,0.0028701606788672507,0.0001420137323293602,1.0725305325346806e-05
1966-02-01,0.00014509251168756573,2.00229806068819e-05,0.009270062825332086,9.141731425188482e-05,3.6484817440085156e-05,0.003041946911253035,0.00015028022062324453,1.8742503016255796e-05
1966-03-01,0.00014032736578007676,2.2135424972345523e-05,0.007793424204767993,9.047201914385098e-05,3.856768464312971e-05,0.0027780665550380945,0.00015075397641339805,1.4751874270283832e-05
1966-04-01,0.0001402240067599686,2.2457596146739977e-05,0.007505431616057953,9.739926301537908e-05,4.1106581699716135e-05,0.0027157686417922378,0.0001437949322280474,1.4647657546144426e-05
1966-05-01,0.00012291066350708543,3.297887338876968e-05,0.006721654305389772,9.341841144271678e-05,4.7237225299807194e-05,0.0027939589926972985,0.00014546826605510432,-8.74783078567513e-06
1966-06-01,0.00012104095798416959,2.713418975222989e-05,0.003778479731408879,0.00010757289096040443,5.986079992873806e-05,0.0020555702212732285,0.00013239238114692853,2.006450472435972e-06
1966-07-01,0.00012202253856230526,2.8298808545168002e-05,0.0029191105568315834,0.00010873515781929232,6.348657538919839e-05,0.0020181316358502954,0.00013545489991884097,-1.3595547206553724e-06
1966-08-01,0.00012582859199028462,3.169734771377296e-05,0.002331405266886577,0.00011147921112650591,5.90134363789465e-05,0.001971166057046503,0.00013335884432308376,5.297924114226286e-06
1966-09-01,0.00012218618023864648,2.8139599332159076e-05,0.0036932336418734244,0.00010377225407864897,5.52354552532558e-05,0.0020698072330560535,0.00013877150877306121,-3.661054392978258e-06
1966-10-01,0.00012653611149828604,2.9764708285386276e-05,0.007037113149029514,9.1950689103989e-05,4.332403109344076e-05,0.0028796112746931612,0.00014835088677500607,-9.020981739382705e-08
1966-11-01,0.00013687073347952078,2.7895159638276146e-05,0.008592991313586634,8.863037995373209e-05,4.0822856193054704e-05,0.0029847363475710154,0.00014240951031752047,7.72093642353866e-06
1966-12-01,0.00013544503653301271,2.5316895906663766e-05,0.009752715898988148,8.597187978146528e-05,3.184935089445354e-05,0.00312892283545807,0.0001471100517846935,1.2361938199016247e-05
1967-01-01,0.00014062022307404764,2.5233386969332406e-05,0.010061571568561098,8.375305629602667e-05,2.5766724009579635e-05,0.003217611520085484,0.00015616777773175272,2.4341755988643854e-05
1967-02-01,0.00014029956892719147,1.9562570568745113e-05,0.0104358196646596,8.567770203592738e-05,2.9395230256663517e-05,0.00330341950757429,0.00015437668707818375,2.3308865593207884e-05
1967-03-01,0.0001492491180585973,1.81127439819171e-05,0.008518309914506972,0.00010055359948805913,3.210052339834621e-05,0.0029046545387245715,0.0001509727667325933,1.5394873760972892e-05
1967-04-01,0.0001401135604181844,2.2228444625701137e-05,0.006978469415723036,9.4948659857942e-05,3.75672197485154e-05,0.0025880846078507602,0.0001534418402115989,1.5649282166426325e-05
1967-05-01,0.0001322159665438381,3.297535667592283e-05,0.006787466797201584,9.169462255495428e-05,4.446485980201654e-05,0.0024741885135881603,0.000151728636410553,2.746875793491199e-06
1967-06-01,0.00012459603129644635,2.6154529699678757e-05,0.004270796489436179,9.800186051978488e-05,6.162667944673684e-05,0.002078780235024169,0.0001413185941601114,-5.859161926006588e-06
1967-07-01,0.00011395530708358381,2.7822031933326452e-05,0.0021893800294492394,0.00011056871934905992,6.635565125778365e-05,0.0019343056192155927,0.0001271056476070953,1.4090253408483022e-07
1967-08-01,0.00012152906694811664,2.3314266530048504e-05,0.001906350371427834,0.0001136721106444451,6.376775891573133e-05,0.0018510318477638066,0.00012933764992340002,-9.431481965786286e-07
1967-09-01,0.0001185694499225873,2.360928712213146e-05,0.002704869257286191,0.00010537491848312869,5.922950468986896e-05,0.0020710825629066676,0.00012978935046703555,1.9113514326818404e-06
1967-10-01,0.00012904131802281846,2.9918341429687905e-05,0.006288043611372511,8.905074166789375e-05,4.4402539843540116e-05,0.0025358557468280196,0.0001438803678865952,-4.479965317235232e-06
1967-11-01,0.00013366614574031834,2.2671418351126792e-05,0.008614947243283193,9.812220351132392e-05,3.323184500914067e-05,0.002972545044030994,0.00015176999568211613,1.1059457468339437e-05
1967-12-01,0.0001490957705148806,2.0500645058789468e-05,0.009506617789156735,9.880797599045628e-05,3.253702559475964e-05,0.002953027724288404,0.00014941028894099873,1.7673511365501327e-05
1968-01-01,0.00014904919091215425,1.9031533936088507e-05,0.009394327450233202,9.27477567866272e-05,2.783164768803959e-05,0.0029791402630507946,0.0001529797600596794,2.386013306932e-05
1968-02-01,0.00015079959767818864,1.5848639209469272e-05,0.01151709584519267,0.00010148804802964958,3.60077978303373e-05,0.0034934075665660203,0.00015231154293360305,1.1491976200280382e-05
1968-03-01,0.00013641587833666967,2.2137101041153073e-05,0.008309339561189216,9.100317752368196e-05,3.5573271194567216e-05,0.0027899228734895587,0.00015057474911372992,1.6857054182158514e-05
1968-04-01,0.00013957786130184237,2.308762911222099e-05,0.005991053573476772,0.00010075109457829967,4.0529644311276036e-05,0.002314484299859032,0.00014023838730281568,1.285674026500298e-05
1968-05-01,0.00013834503112809249,3.172917136648071e-05,0.006781115856332084,9.61361163515701e-05,4.160371841125992e-05,0.0024498748825863004,0.00014946496094125905,7.774436975675297e-06
1968-06-01,0.00011702768797813742,2.8790561503098748e-05,0.002896283209944765,0.00010468773797145803,6.0401587780930475e-05,0.0019134253670927137,0.0001397495111632452,5.3397292513561e-07
1968-07-01,0.00012479506915918101,2.8997837511096374e-05,0.0022382109212533883,0.00011390515687202827,6.181217031553388e-05,0.0016934151062741876,0.00012756070191244362,-2.226613086501554e-06
1968-08-01,0.00012258312414848693,2.9670482468819025e-05,0.0022115898900665343,0.00011261480621113959,5.84755404896539e-05,0.0018808069580700248,0.00013231118600742775,7.919709806477234e-06
1968-09-01,0.00011599700816010159,2.69763469467372e-05,0.0038152267128073922,9.978313620969721e-05,5.927590503728701e-05,0.0022469641407951713,0.00013170691772756982,1.455340381539827e-06
1968-10-01,0.0001228752538466964,2.7067047388603292e-05,0.005896321575467786,9.11633900681476e-05,4.557475187562264e-05,0.0024886042228899896,0.00014057061434868956,6.546898608424575e-06
1968-11-01,0.00013009486321135665,2.3499701672422124e-05,0.007198606423723201,9.185169565844936e-05,4.1070722280765726e-05,0.002805962285492569,0.00014484960502159083,9.705196172641688e-06
1968-12-01,0.00013677611908254522,2.0675510573450344e-05,0.008189149472552042,9.222436616524915e-05,3.362365993170091e-05,0.0028100295457988977,0.00014921132560630213,2.0534743801666387e-05
1969-01-01,0.00013349198087342771,1.8133006224594456e-05,0.010612808788816135,8.85051054798101e-05,3.508480346416819e-05,0.0035809710971079767,0.00014831748558208346,9.280639308902513e-06
1969-02-01,0.00013584941808841432,1.722059897431228e-05,0.011426230776123703,9.468223854330264e-05,3.260455154695937e-05,0.0037464185152202845,0.0001518529529676016,1.4852062690806633e-05
1969-03-01,0.00012487906604763808,2.0404901252255686e-05,0.006588642039181044,0.00010272316204565059,4.323696366900319e-05,0.0026929465821012855,0.00014133127024251735,9.92798447896348e-06
1969-04-01,0.00013766269451783347,2.344624070766648e-05,0.00680383915702502,9.237099018517054e-05,3.938247446748841e-05,0.0026361297932453454,0.00015073097756612697,1.394018246022218e-05
1969-05-01,0.00013111912940749553,2.8804390153492847e-05,0.005042466606634359,9.568270966324403e-05,4.9388454269169816e-05,0.0021664320956915617,0.000139708754431922,8.371001669615907e-07
1969-06-01,0.00012714874712940028,2.8929774825450122e-05,0.004364284298693141,9.82335391368165e-05,5.933884667568616e-05,0.002152338420273736,0.00014667676850876887,6.150486046389385e-08
1969-07-01,0.00011475868059615432,2.739351267726826e-05,0.0020873216271866113,0.0001111497584605348,6.555796684137298e-05,0.001887114194687456,0.0001299827431466838,2.086086207479336e-06
1969-08-01,0.00012526799293010736,2.593009888923483e-05,0.002284999694287156,0.00011262805788579431,5.774996633924355e-05,0.0017707093502394855,0.00012974650189789827,1.2649942012406731e-05
1969-09-01,0.0001202144496211851,2.919757120946001e-05,0.003252262104069814,9.623271142589618e-05,5.9150661860557295e-05,0.0021715879847761244,0.00013742743476541364,-1.8273310568398908e-06
1969-10-01,0.00012164581911983312,2.703852390238483e-05,0.005410201265476644,9.728321149143286e-05,4.4698063453624047e-05,0.0023700203746557236,0.00013093967936583795,4.326658142872475e-06
