,vws850-200_cluster1,vws850-200_cluster2,vws850-200_cluster3,vws850-200_cluster4,vws850-200_cluster5,vws850-200_cluster6,vws850-200_cluster7,vws850-200_cluster8
1965-01-01,28.62128257751465,27.725996017456055,33.79050064086914,31.103958129882812,5.259986400604248,37.275352478027344,38.195289611816406,15.498883247375488
1965-02-01,25.342103958129883,18.21898651123047,46.000850677490234,32.42089080810547,17.173667907714844,30.65086555480957,50.682125091552734,11.492115020751953
1965-03-01,19.163278579711914,17.567468643188477,31.783754348754883,28.419397354125977,3.305433750152588,31.236635208129883,39.999351501464844,6.541858196258545
1965-04-01,22.51699447631836,11.892309188842773,34.72386932373047,15.402066230773926,5.7715654373168945,30.054174423217773,37.02134704589844,5.544748783111572
1965-05-01,14.94271469116211,8.648904800415039,19.34113883972168,9.251945495605469,18.824989318847656,8.156991958618164,20.5848388671875,12.08742904663086
1965-06-01,33.586822509765625,27.329025268554688,24.919424057006836,14.742016792297363,31.246540069580078,8.363450050354004,8.616881370544434,36.771244049072266
1965-07-01,26.40872573852539,36.62306594848633,12.054178237915039,27.0318603515625,30.078378677368164,16.287412643432617,5.078772068023682,40.19894790649414
1965-08-01,23.62740707397461,28.244178771972656,14.532760620117188,20.473886489868164,30.31975555419922,12.311302185058594,5.845184803009033,35.54307556152344
1965-09-01,31.49821662902832,21.79236602783203,25.791044235229492,11.339961051940918,22.546661376953125,6.845057964324951,15.26140308380127,26.527938842773438
1965-10-01,25.759057998657227,8.115084648132324,32.50661849975586,14.55721378326416,14.08674430847168,7.96480131149292,21.958141326904297,8.39433479309082
1965-11-01,29.910377502441406,15.138938903808594,34.88483810424805,24.290359497070312,7.654857158660889,22.068870544433594,30.691715240478516,7.757431507110596
1965-12-01,30.863208770751953,14.616522789001465,40.31122970581055,24.348247528076172,13.41943645477295,30.102840423583984,41.6212043762207,12.30322551727295
1966-01-01,27.946369171142578,24.552364349365234,26.174474716186523,34.975894927978516,4.567085266113281,32.900299072265625,30.949790954589844,14.17922306060791
1966-02-01,31.32569694519043,14.649011611938477,42.21516036987305,22.480562210083008,7.304752349853516,33.64558029174805,44.58971405029297,2.826021909713745
1966-03-01,34.72182846069336,16.824127197265625,39.765892028808594,24.191118240356445,9.374241828918457,28.13573455810547,37.28565216064453,7.081639289855957
1966-04-01,23.714340209960938,16.269725799560547,23.97644805908203,24.035364151000977,5.062549591064453,35.10108184814453,31.65865135192871,8.655895233154297
1966-05-01,29.014427185058594,11.558462142944336,26.146732330322266,10.121845245361328,11.285616874694824,13.695555686950684,26.708072662353516,8.915806770324707
1966-06-01,23.77434730529785,22.012313842773438,15.96711254119873,16.634227752685547,24.85975456237793,7.537566184997559,7.702075958251953,29.22907829284668
1966-07-01,27.639789581298828,30.926898956298828,10.798258781433105,23.45680809020996,29.62653350830078,17.129365921020508,3.8479058742523193,35.11634826660156
1966-08-01,24.724790573120117,29.686092376708984,15.014612197875977,22.407567977905273,25.206621170043945,16.421890258789062,7.5229716300964355,34.02348709106445
1966-09-01,22.808589935302734,17.034587860107422,17.14628791809082,6.645711898803711,23.8382568359375,3.539841413497925,9.22761058807373,25.210391998291016
1966-10-01,24.690017700195312,6.1948370933532715,37.769535064697266,12.908601760864258,18.184701919555664,17.55294418334961,36.600914001464844,14.685606002807617
1966-11-01,26.759319305419922,7.561900615692139,38.29046630859375,15.398425102233887,10.503750801086426,34.91582489013672,43.72040939331055,10.681842803955078
1966-12-01,33.13630294799805,15.907933235168457,40.732566833496094,27.08740997314453,9.275552749633789,31.04107093811035,42.9964599609375,9.434793472290039
1967-01-01,30.56829071044922,16.120086669921875,49.99637985229492,24.348134994506836,9.729850769042969,30.24207878112793,47.83660888671875,6.74920129776001
1967-02-01,38.33165740966797,17.772478103637695,51.300724029541016,25.418254852294922,13.026103973388672,36.1555290222168,48.198455810546875,7.946201324462891
1967-03-01,24.43212890625,19.419734954833984,40.055335998535156,27.113365173339844,2.441474676132202,35.65554428100586,49.09625244140625,5.149082660675049
1967-04-01,24.525129318237305,14.406808853149414,32.41893005371094,19.331575393676758,1.8254663944244385,29.22154998779297,34.31550979614258,8.724445343017578
1967-05-01,17.228979110717773,5.219865798950195,33.381526947021484,6.232506275177002,12.400897026062012,12.06095027923584,25.174245834350586,12.509786605834961
