,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6
1965-01-01,1016.508,1018.38086,1020.8243,1011.177,1015.14795,1028.5845
1965-02-01,1014.9395,1012.18536,1016.9768,1009.5441,1011.76306,1022.7356
1965-03-01,1013.7104,1016.0366,1019.40906,1011.3594,1011.17206,1015.7297
1965-04-01,1011.1931,1014.5433,1012.0868,1009.8108,1008.0204,1006.2492
1965-05-01,1005.48706,1016.95447,1012.3454,1009.40955,1003.4268,1006.0346
1965-06-01,999.98553,1014.8968,1008.2579,1011.6353,999.8906,999.9607
1965-07-01,996.37805,1012.5197,1004.5469,1011.27936,1000.9207,999.3883
1965-08-01,1000.0227,1014.1526,1008.9966,1010.8589,1004.1177,1000.99023
1965-09-01,1004.77875,1018.33,1014.42737,1011.5591,1005.3537,1008.9761
1965-10-01,1011.0772,1023.3682,1016.4596,1010.8304,1009.20795,1015.9908
1965-11-01,1015.2397,1023.4364,1019.1399,1010.9885,1013.54974,1024.8126
1965-12-01,1016.90796,1021.4984,1019.3303,1010.15814,1012.71814,1033.8695
1966-01-01,1017.8842,1021.80914,1019.5941,1011.738,1015.2392,1029.3279
1966-02-01,1015.6184,1015.11774,1017.31146,1010.3836,1012.3613,1022.09265
1966-03-01,1013.55304,1012.0929,1015.4558,1009.8046,1009.0366,1011.10583
1966-04-01,1009.8271,1013.10803,1013.7458,1009.3521,1007.48193,1008.65295
1966-05-01,1006.18945,1015.6028,1013.8272,1010.9856,1003.8568,1008.5754
1966-06-01,999.16516,1015.42505,1007.1978,1010.44995,1001.55475,1000.3424
1966-07-01,995.7459,1008.4584,1004.7293,1009.2482,1000.74805,999.39044
1966-08-01,997.8389,1010.8561,1006.1262,1009.8759,1002.89734,1000.27234
1966-09-01,1004.2492,1018.60834,1013.27576,1010.7478,1005.03156,1009.8616
1966-10-01,1010.4305,1023.8808,1019.3807,1010.473,1010.4267,1018.25903
1966-11-01,1015.4501,1025.6051,1026.7236,1009.8872,1011.4,1028.67
1966-12-01,1015.8225,1017.69763,1019.18976,1009.5837,1011.97766,1029.3735
1967-01-01,1019.1178,1019.3268,1021.36053,1010.8918,1014.117,1041.1931
1967-02-01,1015.03345,1013.8391,1019.9442,1010.0494,1012.06287,1026.1996
1967-03-01,1011.3322,1013.99225,1013.95233,1009.7439,1010.80615,1014.9261
1967-04-01,1010.7307,1015.83813,1013.0003,1009.5371,1007.7834,1008.86597
1967-05-01,1005.6255,1015.0719,1012.73047,1008.728,1003.9291,1004.0553
1967-06-01,999.1234,1013.7288,1008.3022,1008.6976,1001.1,1000.70233
1967-07-01,994.7968,1010.94836,1004.5168,1008.858,1000.6407,998.34424
1967-08-01,996.61505,1010.5428,1006.00354,1010.4274,1000.13275,1001.6253
1967-09-01,1002.73975,1015.4238,1011.5274,1010.8113,1004.05096,1007.7972
1967-10-01,1011.27563,1021.07837,1019.50305,1011.20526,1009.5393,1018.1332
1967-11-01,1014.1867,1022.2545,1018.65704,1010.3454,1013.1883,1029.2506
1967-12-01,1016.5064,1021.35474,1018.65125,1010.51154,1015.0226,1033.1927
1968-01-01,1016.3068,1016.30963,1016.23596,1010.1069,1013.7392,1027.0471
1968-02-01,1016.9129,1015.5153,1021.03326,1011.2046,1013.2855,1026.9456
1968-03-01,1012.37964,1012.9191,1016.64954,1008.7408,1009.4342,1012.5556
1968-04-01,1010.37665,1017.3308,1016.20087,1009.777,1008.7566,1013.63837
1968-05-01,1006.86664,1014.3181,1013.1131,1009.7019,1004.4645,1004.7829
1968-06-01,999.476,1014.50354,1007.82983,1010.0861,1001.1848,1001.5784
1968-07-01,995.90094,1012.15063,1006.25916,1010.6092,1000.772,1000.4557
1968-08-01,998.7712,1012.29083,1006.906,1011.8522,1001.2536,1001.37524
1968-09-01,1004.1639,1015.9375,1012.6987,1011.2862,1005.28876,1011.00995
1968-10-01,1010.801,1020.3212,1019.0189,1010.7774,1009.94586,1017.1347
1968-11-01,1015.84955,1022.9002,1021.07404,1011.5231,1014.1843,1025.8743
1968-12-01,1015.9461,1016.3147,1020.23755,1010.71515,1013.71344,1026.9799
1969-01-01,1015.5119,1012.5131,1023.1479,1009.62036,1012.9817,1027.9293
1969-02-01,1016.688,1011.84174,1024.1332,1010.71796,1012.7533,1028.7067
1969-03-01,1011.8136,1015.8812,1015.67346,1010.5838,1010.49146,1015.1325
1969-04-01,1009.7889,1015.1125,1014.46735,1009.729,1008.84607,1011.5815
1969-05-01,1004.9357,1014.9522,1012.7608,1009.17554,1005.1066,1004.4459
1969-06-01,999.7544,1014.3644,1007.3217,1010.318,1000.78955,1003.563
1969-07-01,996.2658,1012.48315,1005.83923,1010.39417,1000.09064,999.4816
1969-08-01,999.214,1013.82776,1009.1562,1010.3286,1004.23627,1003.0114
1969-09-01,1004.663,1016.94696,1014.043,1010.89954,1004.36914,1010.6843
