,vws_u500-250_cluster1,vws_u500-250_cluster2,vws_u500-250_cluster3,vws_u500-250_cluster4,vws_u500-250_cluster5,vws_u500-250_cluster6
1965-01-01,6.394291717783522,22.55559943054294,17.05665071866383,64.19149673438874,10.61769623588932,40.719810291279856
1965-02-01,0.4469077632518209,29.610663866369677,14.647408190234032,61.674649507955685,-1.9380148235637338,56.99715924899895
1965-03-01,0.8724493832845909,21.436900301774198,15.861719674863403,49.52682115877416,8.198631420804267,47.77991416751233
1965-04-01,3.7580140017614276,16.71557005221037,10.968928380730672,46.48054442504047,3.9022677449304553,38.91420358565302
1965-05-01,-8.868741111224722,16.360767810306058,5.252945513635819,51.85218546543818,-11.277989643226682,28.408494324055702
1965-06-01,-24.06283120021933,26.28274411440039,-6.383133383820617,54.48350201143556,-27.36776205099897,12.143363945520415
1965-07-01,-24.796667716909063,21.404733347234043,-12.759097133118837,33.57401827159903,-28.91378870262078,-5.4317314559008265
1965-08-01,-14.268866992600445,19.942901880560537,-10.320150038463384,34.449398744118405,-24.516048306437327,1.6361467215652197
1965-09-01,-16.09830195140247,24.80776097233002,-3.5116331840474224,52.1435570368461,-14.18392940188515,20.704366040326846
1965-10-01,-5.393128397236439,24.578263405233482,6.926328787955131,50.64473359276078,-3.7601898726173513,29.753748710158167
1965-11-01,1.532031502535585,21.73456336084778,13.68548173843929,54.45985247557866,4.26116255774311,36.56523158545425
1965-12-01,-2.6962331772588133,25.029318909251614,11.04783696885139,87.19186353298375,-1.448638306116625,44.440302469093545
1966-01-01,3.5823045056377496,19.326424877987137,18.405626463987076,67.50383819375776,9.723494675344975,41.48073354355204
1966-02-01,3.2503916672313355,25.01845484225556,14.304017655388519,63.654749172667294,-0.43552928164406085,51.6445657788075
1966-03-01,2.421924843415716,27.293620228852156,13.38119163281361,65.33596701486204,1.0353367932439839,44.63495280827245
1966-04-01,5.107792100347605,15.70391844870069,17.13834084753841,41.74428804405619,3.927054748172793,35.08050919669151
1966-05-01,-8.37487664946433,20.25633721082258,5.579450013140418,58.534374664047455,-3.9637531056831463,28.781156273574577
1966-06-01,-18.739868222341197,20.55875033524919,-5.124592969001605,50.53957379997444,-19.892493044772735,8.16081863141587
1966-07-01,-19.857069047888608,20.82191131215927,-12.324078757900574,32.93666567872937,-25.36469580473662,-5.883136304305582
1966-08-01,-18.423957271774036,22.692024525554636,-12.31897166081442,23.17891670149035,-21.71158663846479,-6.167710497176099
1966-09-01,-14.156339646189549,22.400372087920303,-3.1396276727228734,38.67948193227319,-16.183355898103585,14.316630416063688
1966-10-01,-5.2609384427473485,19.73164562726637,6.28095864112938,59.05622015515516,-8.023572135893437,42.550620388559196
1966-11-01,-5.146903710264914,18.583834009307125,8.940138217716845,98.95976010242428,4.780690875204707,38.46142805674435
1966-12-01,-2.941690865437737,25.337306077163312,13.206974163008889,87.20172710423967,4.390879212222607,47.52637314229246
1967-01-01,-0.7788733459977758,32.36825266996114,9.826009573212716,90.61568295988032,5.706013988640467,51.60176369912225
1967-02-01,3.37435370800535,29.205382636115385,16.388218424230427,68.93666875407688,1.352126054060888,54.58026557184242
1967-03-01,5.247213352561138,23.15834870535922,13.896059424517953,49.97975396468876,3.838450834059221,54.520782021326596
1967-04-01,3.798430857506589,19.045014752335792,12.72787382067873,47.11272282056574,9.703557312230885,35.10406853602429
1967-05-01,-7.655379657646306,18.723926325326246,5.720322102757244,46.02057548453551,-4.25465495649851,30.130747741664955
1967-06-01,-14.124873751283927,26.804117369076074,-5.265341257716117,46.83082930883307,-20.430231905679147,6.2712396063396545
1967-07-01,-20.389582538763907,20.299445949730636,-13.375585473960154,27.93842832123586,-28.366461700889303,-6.550216747964383
1967-08-01,-22.495277799897316,23.26111314368394,-12.778122435591214,22.23765553151488,-20.421450297968367,-5.636574067605273
1967-09-01,-16.62648667886518,27.017136857036025,-6.79070930323388,47.43493137258294,-15.865002716267382,11.194899837453654
1967-10-01,-5.3550998100265454,19.649859394893838,6.908700568965205,61.67517190075687,-1.146143725082125,34.21945587477353
1967-11-01,2.8488206789697292,21.308706085993496,16.240680509434796,54.69540361303276,5.2841876744110605,46.5240977530714
1967-12-01,5.221952500066739,20.025686237707415,17.028255852196967,76.40221467782193,6.741967088537274,49.317425959589066
1968-01-01,3.6748363120815264,29.164926397018544,15.144985239389746,71.83373172767143,3.6317716956530344,55.494624469699495
1968-02-01,-0.5406289995849259,22.389294120905177,20.30992369242672,79.55208493123936,-3.4625088488820794,58.32818988002641
1968-03-01,2.2590751117471477,28.094935459160514,14.175040795177397,54.925115830100665,-1.8909988548598518,42.202023702730514
1968-04-01,7.408445190348075,15.125284433949277,14.945237656476346,35.20461879175404,11.597178683579646,31.176236814624158
1968-05-01,-2.7651707165355104,14.188247430784896,6.337426576609702,48.46404053948131,2.320730682066066,29.33594828146252
1968-06-01,-17.02600552934761,26.505198513819693,-5.668365059076614,46.277941338669685,-17.61720945459086,9.101927745966067
1968-07-01,-21.551802552817794,19.074488143869637,-13.093179571716034,32.24646074639573,-21.346989364846046,-4.008609253808271
1968-08-01,-23.194324065368217,21.510716684303766,-11.094493773171491,32.77446291908345,-12.092646026798851,-1.4914815694446169
1968-09-01,-15.017085627408278,26.44199978191264,-5.544561749181277,50.25144709290297,-13.416863933526365,11.23576970078342
1968-10-01,-4.927038169827115,22.044622197446557,6.268516540024284,61.507651347136864,-3.2047543877483537,30.888354975277526
1968-11-01,0.6260371938069326,18.2374564296788,15.737822051680334,68.83285257527787,9.716932100201474,39.4867313446042
1968-12-01,1.0637490191045333,23.247919905805613,17.742865501762566,74.97248034445934,5.607302625605216,47.45286027079809
