,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6
1965-01-01,28.209106,25.392975,27.281555,26.713226,21.613342,11.975891
1965-02-01,28.460602,25.32013,27.728119,26.901825,20.501648,9.825836
1965-03-01,28.547913,25.895416,28.154236,27.245117,21.21167,10.958984
1965-04-01,29.538849,27.316956,29.491943,28.7016,22.375732,12.992767
1965-05-01,28.835297,28.703583,29.910583,29.414612,25.848022,18.714355
1965-06-01,28.202637,29.247955,28.919647,27.35788,29.26242,23.874634
1965-07-01,28.134277,28.51297,28.409698,26.460236,31.543182,26.921295
1965-08-01,27.88977,27.439209,28.287933,26.009674,33.275085,26.451263
1965-09-01,27.785004,27.51355,29.057343,27.218658,32.957733,25.061646
1965-10-01,28.5484,28.74002,29.302338,28.375763,31.6315,22.746979
1965-11-01,28.71405,28.562866,28.68512,28.43216,28.6008,18.470856
1965-12-01,28.66565,26.691254,28.153229,27.895264,24.937408,14.962677
1966-01-01,28.493256,25.511871,28.053009,27.431732,22.713043,13.225769
1966-02-01,28.931488,25.694946,28.005615,27.688904,22.209778,11.432526
1966-03-01,29.350067,25.994995,28.802399,28.148315,22.873932,13.265106
1966-04-01,29.556305,27.725739,29.905273,29.33191,23.863342,14.643341
1966-05-01,28.719696,28.729279,30.034882,29.454956,26.97937,20.0625
1966-06-01,28.495789,29.005615,29.74945,28.25827,29.70105,24.670715
1966-07-01,28.560822,28.802887,29.142792,27.182617,31.466064,27.849792
1966-08-01,28.057037,27.733307,28.845245,25.797302,33.609833,28.336426
1966-09-01,28.121613,28.447876,28.716156,27.039398,33.228058,26.478119
1966-10-01,28.268341,29.231537,28.494263,27.936523,31.07019,23.496216
1966-11-01,28.294556,27.488708,28.42517,28.020752,28.47409,21.200684
1966-12-01,28.40097,26.098358,27.970306,27.404999,25.124573,16.978241
1967-01-01,28.189362,24.959045,27.535278,26.549164,22.491486,13.420044
1967-02-01,28.51941,25.18692,27.725098,26.38739,21.322052,10.685028
1967-03-01,28.97116,26.983887,28.16333,27.822754,21.15979,11.181854
1967-04-01,29.436432,27.575867,29.435425,29.351288,22.159943,13.9313965
1967-05-01,29.246613,29.103363,30.12555,30.459595,25.395264,19.454987
1967-06-01,28.654633,29.514038,29.42389,28.627075,28.31958,24.819305
1967-07-01,28.356659,28.74527,28.667145,26.7435,31.4888,26.817596
1967-08-01,27.909912,27.463684,27.911926,25.979218,33.572235,27.43161
1967-09-01,28.301056,27.836273,28.454315,26.022797,33.089935,25.963196
1967-10-01,28.13327,28.557983,28.029602,27.342987,31.242401,22.324707
1967-11-01,28.108734,27.486725,28.085205,27.673004,29.020752,19.55014
1967-12-01,28.630096,26.37439,28.187866,26.678894,24.600952,16.20514
1968-01-01,28.270508,25.089142,27.631958,26.525513,21.5878,13.276367
1968-02-01,28.550934,24.85373,27.122986,26.595734,19.913055,11.847931
1968-03-01,28.398102,25.895874,27.90744,27.378204,20.85379,11.614471
1968-04-01,29.333893,27.683899,29.291382,29.157318,22.908417,13.691345
1968-05-01,28.816559,28.769562,29.696442,29.857697,26.396423,20.78061
1968-06-01,28.460419,29.483276,29.068787,28.444092,28.617706,24.016357
1968-07-01,28.304138,29.032684,28.888275,27.26297,30.924072,25.924072
1968-08-01,27.574585,27.53946,28.517792,26.37268,31.850006,27.54242
1968-09-01,27.567657,27.678925,28.4263,26.442902,32.23877,25.87857
1968-10-01,28.059296,28.415924,28.292755,27.779846,30.423523,22.82779
1968-11-01,27.905457,27.75708,28.501984,28.15326,28.1503,19.372437
1968-12-01,28.54895,26.607605,27.60968,27.871338,25.414124,15.558014
1969-01-01,28.981506,25.178436,27.596558,27.65039,22.926422,13.979462
1969-02-01,29.15686,24.6698,27.980103,27.704742,21.26358,11.589539
1969-03-01,29.75113,26.442871,28.644104,28.133423,22.406494,10.829651
1969-04-01,30.169556,28.742554,29.890106,29.934204,23.082306,11.832581
1969-05-01,29.850616,29.694214,30.428497,30.463867,26.708984,18.90802
1969-06-01,28.65744,29.282501,29.537323,28.827179,29.334259,23.816559
1969-07-01,28.660004,28.539001,28.83075,27.233551,31.244263,25.299957
1969-08-01,28.64975,27.113556,28.811768,26.184967,32.969666,26.194702
1969-09-01,28.37082,27.872925,29.086609,26.980225,32.44052,24.59082
1969-10-01,28.683075,28.419525,29.14096,28.276978,30.548462,20.638031
1969-11-01,28.648712,28.421051,28.784088,28.549774,27.554016,17.81842
1969-12-01,28.360565,26.800262,28.141113,27.685791,24.769775,14.625519
1970-01-01,28.766876,25.953186,27.709991,27.752869,22.522705,12.191467
1970-02-01,28.714722,25.737762,27.583435,27.946075,22.188995,10.360779
1970-03-01,29.511261,26.373657,28.591248,28.5737,21.958618,10.718231
1970-04-01,29.84909,28.290619,29.898682,29.996307,24.01712,13.312927
1970-05-01,29.250397,29.083038,29.94931,30.143524,26.634003,18.466156
1970-06-01,28.701813,29.376434,29.230774,28.284424,28.854706,22.770142
1970-07-01,28.708008,28.543213,28.838165,26.741455,31.284088,26.284302
1970-08-01,28.370697,28.16043,28.718323,26.00122,33.387024,27.945557
1970-09-01,28.060242,27.888733,28.358276,26.211975,33.26355,24.661255
1970-10-01,28.178009,28.26892,28.405823,27.480652,30.193634,21.427063
1970-11-01,28.119629,27.58963,28.530823,27.907837,27.884613,19.671783
1970-12-01,28.678558,26.536896,28.058167,27.428467,25.542511,17.427338
1971-01-01,28.700226,25.118256,27.718872,27.081451,22.726654,13.9982605
1971-02-01,28.326172,25.39743,27.519745,27.165955,21.616333,10.9296875
1971-03-01,28.926544,26.06009,27.75644,27.758423,22.078827,10.925232
1971-04-01,29.179535,27.793976,29.450317,28.942352,23.57309,13.151306
1971-05-01,29.071808,29.171143,29.44983,29.6633,26.977173,19.014221
1971-06-01,28.508514,29.067871,29.276886,27.978302,29.279846,23.712433
1971-07-01,28.136414,28.269348,28.84552,26.917389,31.370544,26.095154
1971-08-01,27.78659,27.768799,28.653778,26.102081,33.502228,27.166443
1971-09-01,27.86316,27.629944,28.29602,26.649078,32.00946,25.729492
1971-10-01,27.544464,28.036621,28.384491,27.35321,29.902954,21.727997
1971-11-01,28.129517,27.69516,27.941254,27.626465,27.483185,18.787903
1971-12-01,28.150269,26.124817,27.783112,27.577057,24.814362,15.207916
1972-01-01,28.525146,25.172668,27.775238,27.28601,21.685333,11.240051
1972-02-01,28.742249,24.746063,27.496918,27.130585,20.21283,9.493042
1972-03-01,28.945496,25.945496,27.65857,28.174103,20.421814,9.324219
1972-04-01,29.633698,27.510773,29.487366,29.390747,22.730286,12.6006775
1972-05-01,29.26593,28.603088,29.956512,30.221924,25.043549,18.230988
1972-06-01,29.141602,29.121033,29.579193,28.771423,28.401764,22.8154
1972-07-01,28.668121,28.282196,28.970856,27.296051,31.001953,24.546173
1972-08-01,27.901031,27.163574,28.798676,26.528961,32.426636,26.01532
1972-09-01,27.925415,27.371613,28.905823,27.48114,32.034943,22.674347
1972-10-01,28.258759,28.57727,29.131073,28.82547,30.229584,19.801056
1972-11-01,28.9039,27.93689,29.422302,28.934998,27.69394,16.653748
1972-12-01,28.69107,26.499786,28.570099,28.248718,24.135834,12.589661
1973-01-01,28.901428,24.965546,27.902405,27.01065,21.127716,9.553589
1973-02-01,29.10675,24.822327,27.72763,27.646576,20.640839,9.24823
1973-03-01,29.890717,25.62622,28.37619,28.279572,21.479645,9.801147
1973-04-01,29.853333,27.635406,29.950928,29.542664,23.219452,12.259369
1973-05-01,29.133942,29.053833,30.029572,29.90918,26.51065,18.36853
1973-06-01,28.764038,29.117432,29.132965,28.311615,28.127167,23.07721
1973-07-01,28.726654,27.820343,28.680054,27.048035,31.306732,26.411163
1973-08-01,28.114532,27.547058,28.81308,26.019897,33.465424,26.929108
1973-09-01,28.100952,27.40387,28.728119,26.532501,32.520782,24.461182
1973-10-01,28.03833,28.459198,28.96402,27.665009,31.022736,22.114594
1973-11-01,28.185394,27.426178,28.660645,28.073761,27.19513,18.081635
1973-12-01,28.111145,25.96457,28.364044,26.849487,23.699036,15.096222
1974-01-01,27.704773,25.104187,27.550598,26.613739,21.627472,11.732269
1974-02-01,28.271088,25.188873,27.671478,26.905457,20.64508,10.8967285
1974-03-01,28.883423,26.085602,28.24759,27.781128,21.344543,10.703888
1974-04-01,28.792877,27.583862,29.66806,29.2706,23.407196,12.942261
1974-05-01,28.5961,28.471771,29.988647,29.80069,25.466888,18.22464
1974-06-01,28.448273,29.089966,29.07724,28.202087,28.589722,21.962769
1974-07-01,28.223114,27.981323,28.59903,26.962738,30.623505,25.42627
1974-08-01,27.944122,27.340607,28.810486,26.25592,33.01654,26.534912
1974-09-01,27.671967,27.345978,28.970062,26.993073,32.348877,24.720947
1974-10-01,27.712097,27.966156,28.972992,27.796783,30.157532,21.908417
1974-11-01,27.89566,27.534424,28.890259,27.745392,27.744415,18.157593
1974-12-01,28.085571,25.889313,28.102234,27.219208,24.695984,14.918732
1975-01-01,28.24118,24.78482,27.583954,26.857422,21.866913,12.110352
