,mgu850_cluster1,mgu850_cluster2,mgu850_cluster3,mgu850_cluster4,mgu850_cluster5,mgu850_cluster6
1965-01-01,0.067783736,0.32881624,0.18216857,0.6657791,0.1482769,-0.9297447
1965-02-01,0.057029724,0.48686942,-0.19194527,0.8072128,0.6322136,-1.3035328
1965-03-01,0.08570709,0.10949669,-0.2815632,0.74431723,0.15088387,-1.5948727
1965-04-01,0.111126326,0.12253227,-0.57550967,0.3020939,0.8688046,-1.7816032
1965-05-01,0.12709427,-0.6432934,-0.94669074,-1.2018573,0.29785728,-1.450832
1965-06-01,0.13035354,-1.8409141,0.7804903,-0.58496016,0.73258555,-1.088776
1965-07-01,0.02867775,-2.017543,0.98710024,-0.45167428,0.5758358,-0.8691303
1965-08-01,0.020856475,-1.822339,0.30600414,-0.44743767,0.29948655,-1.4726661
1965-09-01,0.063547134,-1.3507859,-0.16066018,-0.2867771,0.7974361,-1.4537647
1965-10-01,0.057029344,-0.3829128,-1.1314663,-0.14208527,0.68696177,-1.0288131
1965-11-01,0.057681274,0.13784866,-0.92159766,0.2424572,0.85707283,-0.40767974
1965-12-01,0.03975754,0.07169418,-0.89976346,0.25614396,0.40865746,-0.5093552
1966-01-01,0.10010986,0.148032,-0.15689392,0.5635708,0.60000455,-0.72505987
1966-02-01,0.06072273,0.26553804,0.2606144,0.7555851,0.45853728,-1.0070091
1966-03-01,0.110285185,0.11586533,-0.5402664,0.7775768,0.54289246,-2.0028586
1966-04-01,0.12932244,0.19037323,-0.8248417,-0.12965088,0.34496957,-2.0747418
1966-05-01,0.13654366,-1.1330494,-0.2048153,-0.7434406,-0.032494735,-1.2321755
1966-06-01,0.038402937,-2.0964046,0.76346284,-0.62462157,0.8008808,-1.3250641
1966-07-01,0.07385178,-2.2237577,0.89967823,-0.7086487,0.6265911,-0.8353451
1966-08-01,0.01706772,-1.9303204,0.277026,-0.541251,0.2665226,-1.432724
1966-09-01,0.028227616,-1.2275798,-0.108644105,-0.5543804,0.33709222,-1.1553695
1966-10-01,0.061379243,-0.5067867,-0.8136822,-0.5343586,0.18183975,-0.794973
1966-11-01,0.061050795,0.11553688,-0.84880257,0.17494659,-0.108644105,-0.44475135
1966-12-01,0.046280287,0.19234276,-0.7240753,0.479216,0.4962837,-0.7444252
1967-01-01,0.060736846,0.32131958,-0.743214,0.819952,0.59561616,-0.6765995
1967-02-01,0.071186446,0.50189817,-0.7259075,0.72002983,1.059309,-1.2986656
1967-03-01,0.07445183,0.4493248,0.06563568,0.91105807,0.69292676,-1.2722156
1967-04-01,0.0855545,0.41667023,-0.49569398,0.47740746,0.26580697,-1.3949963
1967-05-01,0.12735215,-0.5985554,-0.88428116,-0.8274628,0.3023796,-1.3979352
1967-06-01,0.093718335,-1.9755917,0.96559083,-0.7592152,0.47283593,-1.6147602
1967-07-01,0.037226103,-2.1914375,1.011307,-0.36932126,0.8842815,-0.8493412
1967-08-01,0.038858794,-2.1489868,0.90616,-0.23347893,-0.04310379,-1.082167
1967-09-01,0.054532625,-1.5272468,0.03983841,-0.45716172,0.53879774,-1.5314919
1967-10-01,0.08065643,-0.19037513,-0.68606913,-0.14563866,0.52540934,-0.775869
1967-11-01,0.04996147,0.44769174,-0.5198582,0.5698196,0.3765053,-0.833667
1967-12-01,0.07608452,0.14465904,-0.4646721,0.33013612,0.84476966,-0.78827745
1968-01-01,0.05360756,0.34243163,-0.11851959,0.49559632,0.83292234,-0.92336273
1968-02-01,0.07585259,0.4583992,-0.36467665,0.9018463,0.37051162,-1.2285976
1968-03-01,0.09153404,0.38072282,-0.58640134,0.65094835,0.73810655,-1.3784794
1968-04-01,0.114508435,0.19911346,-0.57764816,0.0929924,0.28408355,-1.2307854
1968-05-01,0.097733304,-0.531699,-1.0371418,-0.76873934,0.328574,-1.6990306
1968-06-01,0.09299278,-1.8828278,0.62250364,-0.5222176,0.73956525,-1.0342243
1968-07-01,0.006928635,-2.341227,1.4167706,-0.2957531,0.48246765,-1.0422474
1968-08-01,0.03683243,-1.8325024,0.6294327,-0.36175996,0.3909336,-1.5947335
1968-09-01,0.054336928,-1.2818401,0.11049728,-0.19327888,0.14696503,-1.1589435
1968-10-01,0.102838896,-0.37306517,-0.68121684,-0.25417978,0.5681671,-1.164779
1968-11-01,0.108673856,0.32456285,-0.8292755,0.5900475,0.31726915,-0.5313343
1968-12-01,0.04923134,0.17905656,-0.7092972,0.64693755,0.018233871,-1.3850434
1969-01-01,0.09321556,0.25708884,-0.16254655,0.7573341,0.58118665,-1.4775155
1969-02-01,0.107811734,0.5125195,-0.3174633,0.8810692,0.74738276,-1.7631328
1969-03-01,0.10946999,0.56128347,-0.6544987,0.7079067,0.6588112,-1.481828
1969-04-01,0.10316734,0.37816963,-0.89865077,0.5035629,0.48664436,-1.9382855
1969-05-01,0.057720564,-0.8425884,-0.5121876,-0.61170614,0.52412987,-1.0625241
1969-06-01,0.09155693,-1.6251342,0.5088703,-0.57720643,0.020235443,-1.1086342
1969-07-01,0.051417924,-2.1492639,1.0658411,-0.49394265,1.1202446,-0.99418795
1969-08-01,0.025211334,-1.8503773,0.18676262,-0.5201489,0.1847721,-1.5697358
1969-09-01,0.02587471,-1.2393348,0.13633995,-0.2935791,0.56725466,-1.3255837
1969-10-01,0.06767235,-0.1469551,-0.78088725,0.04975929,1.3262478,-0.9168957
1969-11-01,0.046110153,0.28495407,-0.77392083,0.42494315,0.19737816,-1.3060119
1969-12-01,0.042129137,0.16752282,-0.9560394,0.559293,0.9567028,-0.8996456
1970-01-01,0.04692421,0.49087104,-0.3094986,0.9108566,0.35642242,-0.9537872
1970-02-01,0.092516705,0.283873,-0.024626542,0.7437946,1.0116936,-0.9567825
1970-03-01,0.080868915,0.47423133,-0.39902002,0.9048668,0.3367874,-1.7198788
1970-04-01,0.12679482,0.26124343,-1.028999,0.04892082,0.36041564,-1.3767685
1970-05-01,0.07254906,-1.0492992,-0.5637531,-1.0020424,0.22596702,-1.2183583
1970-06-01,0.042930223,-2.002421,0.47090322,-0.6842243,0.4369583,-1.1521324
1970-07-01,0.05657501,-2.1388664,1.2037159,-0.3637436,0.7304829,-0.566415
1970-08-01,0.03494339,-2.1192315,0.80436325,-0.286203,0.42264825,-0.9611088
1970-09-01,0.03627472,-1.4523128,0.14010659,-0.3101639,0.49453202,-1.556477
1970-10-01,0.022297287,-0.3025097,-0.63763314,-0.44561118,0.5577629,-1.1025463
1970-11-01,0.04093361,0.080868915,-1.2316704,0.3101639,0.6675846,-0.76243097
1970-12-01,0.06189995,0.27155954,-0.9418068,0.71151316,0.5777302,-1.1551278
1971-01-01,0.06336441,0.4357136,-0.32172242,0.85378915,0.122809604,-0.741758
