,zgv500_cluster1,zgv500_cluster2,zgv500_cluster3,zgv500_cluster4,zgv500_cluster5,zgv500_cluster6
1965-01-01,0.022517776,0.028110314,-0.11347151,0.077119395,-0.3131873,-0.12244916
1965-02-01,0.49097404,-0.21060658,0.016042018,0.3183384,-0.3311425,-0.3457128
1965-03-01,0.53939444,-0.10552411,0.030465102,-0.09639931,-0.23415461,-0.329818
1965-04-01,0.47169417,0.031495344,0.052394103,-0.12627569,-0.5242355,0.37794408
1965-05-01,0.18897203,-0.59767556,0.07005505,-0.2659443,-0.06711157,-0.33246723
1965-06-01,1.1927019,-0.80018747,0.045624115,-0.5217335,-0.1770509,0.12553978
1965-07-01,0.114354566,-0.59811705,0.5254129,-0.41400176,-0.048420407,0.49833274
1965-08-01,0.4215077,-0.5900226,-0.038706888,-0.3152477,-0.33511627,-0.062696315
1965-09-01,-0.11479612,-0.5798674,0.07550051,-0.14952928,0.045918442,-0.012509823
1965-10-01,0.6586058,-0.5782485,0.035174705,-0.12980789,-0.11715088,-0.42989665
1965-11-01,0.23960009,-0.23533198,0.033114266,-0.19559486,-0.22311649,0.1250983
1965-12-01,0.32466692,0.0135400295,0.042827785,0.20736885,-0.2262071,0.050039314
1966-01-01,0.12209885,-0.39797848,-0.046727397,0.018083358,-0.1391695,-0.043689393
1966-02-01,0.26835698,-0.08535347,-0.029946018,0.038626052,-0.37584448,-0.3615225
1966-03-01,0.30871907,0.078120135,-0.08723412,0.2339263,-0.39016652,-0.09548011
1966-04-01,0.12397947,0.27486712,0.11356349,-0.0341414,-0.43993196,-0.1085001
1966-05-01,0.42763528,-0.14191818,0.20586097,-0.18184626,-0.22365499,0.0603261
1966-06-01,1.0536088,-0.9017086,0.16766891,-0.51747334,0.013309335,0.6525921
1966-07-01,0.1304895,-0.78886837,0.52022207,-0.34937048,0.035588074,0.51761806
1966-08-01,0.020687366,-1.0122341,0.34488577,-0.33201045,-0.29237172,0.36311373
1966-09-01,0.1837269,-0.37309593,0.108210824,-0.009982014,-0.10633016,-0.050488662
1966-10-01,0.6413082,-0.12470283,0.08115809,-0.13482952,-0.042098094,0.024014711
1966-11-01,0.07681813,-0.20181021,-0.037902713,0.23956832,-0.060326196,0.024738025
1966-12-01,0.27645835,-0.046872042,-0.0011573315,0.40217385,-0.16463089,-0.02821002
1967-01-01,0.5422155,-0.5317243,0.0014987469,0.2421319,-0.2574525,-0.39184064
1967-02-01,0.63647044,-0.17135744,0.13538733,0.14937572,-0.67144126,0.1049127
1967-03-01,0.5505419,-0.13005844,0.055953443,-0.072439715,-0.47177416,-0.19750233
1967-04-01,0.70757794,0.035803508,0.03164034,-0.31590384,-0.3738556,0.2706082
1967-05-01,0.7312249,-0.19650316,0.22164889,-0.32023358,-0.078434706,-0.2709412
1967-06-01,0.43330613,-0.1505414,0.14571209,-0.47760257,0.02964201,0.04596176
1967-07-01,-0.037801884,-0.58734465,0.11656966,-0.37668657,0.07260625,0.4865951
1967-08-01,0.059950113,-0.24129924,0.06044972,-0.20199859,-0.17768548,0.17402191
1967-09-01,-0.0056619644,-0.52939284,0.016319752,-0.14537905,-0.018151522,0.43597054
