,abs_vo850_cluster1,abs_vo850_cluster2,abs_vo850_cluster3,abs_vo850_cluster4,abs_vo850_cluster5,abs_vo850_cluster6
1965-01-01,8.573545e-06,6.198895e-05,9.37848e-05,0.000117264564,0.0001212767,6.246113e-05
1965-02-01,5.9426508e-05,6.439385e-05,0.00012280518,6.61424e-05,0.0001705593,4.649723e-05
1965-03-01,6.103277e-05,6.267991e-05,0.00015238191,5.3525626e-05,0.00017116053,9.4433795e-05
1965-04-01,6.8875626e-05,6.110057e-05,0.00017170192,6.84127e-05,0.00017708304,0.00010824404
1965-05-01,5.6976736e-05,6.4124644e-05,0.00017643096,4.7253132e-05,0.00012891318,0.000114687035
1965-06-01,5.1404175e-05,6.71218e-05,0.00015974918,4.430084e-05,5.2001094e-05,0.00012630776
1965-07-01,7.959899e-05,6.488739e-05,0.00013694745,2.5564128e-05,-2.8634997e-05,0.00016540539
1965-08-01,9.211706e-05,6.556938e-05,0.00015296519,-3.2234348e-05,-1.1953205e-05,0.00017281753
1965-09-01,6.4855485e-05,6.5677064e-05,0.00014864892,5.2929317e-06,2.1006548e-05,0.00013938217
1965-10-01,7.118182e-05,6.660134e-05,0.00012532674,8.66828e-05,7.032503e-05,0.00011414863
1965-11-01,6.717963e-05,6.6547494e-05,8.07014e-05,8.500474e-05,0.00011326335,3.4257344e-05
1965-12-01,6.633612e-05,6.4384876e-05,7.413278e-05,8.1738384e-05,8.203548e-05,1.6974333e-05
1966-01-01,5.3962205e-05,6.562504e-05,8.0089e-05,0.00010776843,8.155612e-05,3.8989507e-05
1966-02-01,4.605981e-05,6.3148414e-05,0.0001036414,0.00010351579,0.00013257141,4.2248226e-05
1966-03-01,5.3872587e-05,6.1038394e-05,0.00014879912,7.533601e-05,0.00018884137,4.58817e-05
1966-04-01,6.100919e-05,6.089175e-05,0.00014641212,7.708756e-05,0.00019293107,0.00011386677
1966-05-01,7.225177e-05,6.376757e-05,0.00012090448,2.907846e-05,0.0001294919,0.00014099562
1966-06-01,5.9110986e-05,6.606497e-05,0.00014418803,4.562462e-05,1.6577229e-05,0.0001425761
1966-07-01,8.1107355e-05,6.660266e-05,0.00014116557,5.9741287e-06,-1.2107666e-05,0.00015597758
1966-08-01,8.7535176e-05,6.691224e-05,0.00016919058,-8.14427e-06,-5.2154646e-06,0.00018688655
1966-09-01,6.850425e-05,6.5233995e-05,0.00017596057,2.360381e-05,5.7767462e-05,0.00013939885
1966-10-01,6.7665125e-05,6.567393e-05,0.00013518582,3.8887214e-05,0.00011003735,8.910864e-05
1966-11-01,0.00010465161,6.793059e-05,7.7090976e-05,5.07629e-07,0.00012674644,5.8207814e-05
1966-12-01,6.419459e-05,6.5160675e-05,9.287133e-05,8.5087726e-05,0.00010662383,3.0109491e-05
1967-01-01,4.8284368e-05,6.580113e-05,7.692956e-05,9.642594e-05,8.085983e-05,4.271163e-05
1967-02-01,3.2468037e-05,6.6089866e-05,0.000109155735,8.404236e-05,0.00012757094,8.072055e-05
1967-03-01,4.400145e-05,6.35554e-05,0.0001305944,7.357566e-05,0.00014594579,8.893349e-05
1967-04-01,4.429018e-05,6.2937834e-05,0.00014088464,9.36268e-05,0.00012012795,0.00012342946
1967-05-01,7.158378e-05,6.1951316e-05,0.00015221754,2.938298e-05,0.00011174659,0.00012683013
1967-06-01,7.018822e-05,6.406069e-05,0.0001416145,1.7633014e-05,2.5959831e-05,8.19557e-05
1967-07-01,6.884881e-05,6.538407e-05,0.00013983397,3.869922e-06,-6.643306e-06,0.0001232129
1967-08-01,8.573185e-05,6.31223e-05,0.00014381211,-3.4860837e-05,-8.822735e-05,0.00014250209
1967-09-01,6.337886e-05,6.616205e-05,0.00014904144,1.651817e-05,2.0024694e-05,0.00013538795
1967-10-01,9.720912e-05,6.59054e-05,0.00012728195,2.744203e-05,0.00011310204,7.502603e-05
1967-11-01,7.475988e-05,6.612997e-05,0.000106845844,7.6190336e-05,0.00014981165,5.851192e-05
1967-12-01,3.2107113e-05,6.419704e-05,0.00012845294,8.783603e-05,0.00012562197,2.8343857e-07
1968-01-01,3.949179e-06,6.418563e-05,0.000119662,0.00011289446,9.410574e-05,4.4311902e-05
1968-02-01,4.318173e-05,6.160797e-05,0.000119485194,0.00010017365,0.0001465616,1.8181683e-05
1968-03-01,2.376087e-05,6.206395e-05,0.00013777077,8.052946e-05,0.00015850071,9.796818e-05
1968-04-01,4.550814e-05,6.26502e-05,0.0001265947,9.043065e-05,0.00014549145,0.00010984218
1968-05-01,6.034132e-05,6.359938e-05,0.00016935408,4.49168e-05,0.00014062459,0.00014631095
1968-06-01,4.491258e-05,6.638176e-05,0.0001408137,5.8875252e-05,-1.392336e-05,8.490308e-05
1968-07-01,8.250734e-05,6.655857e-05,0.0001252547,-3.543734e-05,-6.719812e-05,0.00017095226
1968-08-01,8.990532e-05,6.476258e-05,0.00015238061,-8.86045e-06,1.9985746e-06,0.0002111619
1968-09-01,7.152669e-05,6.597231e-05,0.00012903278,1.8097962e-05,5.3123724e-05,0.00010231392
1968-10-01,8.1679136e-05,6.437174e-05,0.00014311221,3.3024196e-05,6.77801e-05,4.7475816e-05
1968-11-01,6.95539e-05,6.3943684e-05,7.0602706e-05,8.124599e-05,8.586094e-05,5.5041295e-05
1968-12-01,4.952817e-05,6.205464e-05,0.00011149166,8.574061e-05,7.421029e-05,4.4498014e-05
1969-01-01,2.9763687e-05,6.447686e-05,0.000104693536,0.000102543374,0.00011172855,4.4521254e-05
1969-02-01,3.303167e-05,6.0694307e-05,0.000121232035,7.866547e-05,0.0001726285,3.5538822e-05
1969-03-01,2.2153457e-05,6.0739447e-05,0.0001394948,0.00010086425,0.00015053805,8.348422e-05
1969-04-01,4.9868075e-05,5.923184e-05,0.00016957463,7.411558e-05,0.00014019245,0.00012039792
1969-05-01,6.915998e-05,6.0170707e-05,0.00013319356,3.9079605e-05,6.456856e-05,0.00013096016
1969-06-01,6.922317e-05,6.6282366e-05,0.0001531535,1.0868462e-05,5.692221e-05,0.00015073956
1969-07-01,6.761627e-05,6.500948e-05,0.00012922143,4.1880703e-06,-9.398255e-05,0.00014451054
1969-08-01,8.748593e-05,6.610182e-05,0.00014645504,-3.6472076e-05,-5.2943236e-05,0.00017641396
1969-09-01,6.047546e-05,6.38359e-05,0.00015374932,2.6116024e-05,-4.9693313e-05,9.3369395e-05
1969-10-01,6.888012e-05,6.3222025e-05,0.00012657636,6.322834e-05,0.00010390165,8.176897e-05
1969-11-01,6.9060676e-05,6.765456e-05,0.0001164384,6.2352665e-05,0.000115592346,3.0203537e-05
1969-12-01,3.1352545e-05,6.6228204e-05,8.7107845e-05,0.000108492546,8.4501415e-05,2.7973725e-05
1970-01-01,5.198179e-05,6.454937e-05,0.000105839994,8.671184e-05,0.00011574647,9.68196e-06
1970-02-01,1.9132225e-05,6.345546e-05,0.000112662725,9.521999e-05,0.00013464267,4.5553952e-05
