,r50_cluster1,r50_cluster2,r50_cluster3,r50_cluster4,r50_cluster5,r50_cluster6
1965-01-01,4.673233,6.7518883,3.1842651,6.838703,6.322727,2.062214
1965-02-01,5.333355,6.6585197,2.6076775,6.507824,6.4046288,1.8591003
1965-03-01,5.96072,6.1802177,3.7559357,6.0802994,6.306347,2.0507507
1965-04-01,4.8452263,6.0475388,4.0212975,5.846058,5.4496574,1.9966927
1965-05-01,4.624092,5.6855316,4.383301,5.208866,4.728924,2.6994095
1965-06-01,3.703518,5.0958443,3.6101532,4.5110664,4.095009,2.0736809
1965-07-01,3.3333244,4.7895317,3.190815,4.34235,4.0491447,2.3734398
1965-08-01,2.982788,4.4652023,2.5618134,4.1015587,3.685501,2.1490326
1965-09-01,3.0908966,5.087654,2.3799934,4.5028763,3.7592125,1.7313347
1965-10-01,3.2203026,6.1671143,2.6027641,5.1842957,4.209671,1.8885841
1965-11-01,4.0819054,7.806778,3.0057182,6.735508,5.4300003,2.2882614
1965-12-01,6.3833313,10.498058,5.911579,9.421875,7.5283127,4.0982857
1966-01-01,6.5795403,10.501316,4.3765182,9.437561,7.9141617,3.2405357
1966-02-01,6.807724,10.473408,4.629326,9.450695,8.155476,3.1108475
1966-03-01,5.9639435,8.401714,4.279667,7.6252403,6.5171623,2.8120766
1966-04-01,4.064617,6.23645,3.2947083,5.7981415,5.051216,2.3163147
1966-05-01,4.2566833,4.1417694,3.961197,4.4372597,4.235344,2.2145348
1966-06-01,3.693615,2.866249,3.57378,2.9598198,3.2635155,2.5362892
1966-07-01,3.3357468,2.465702,3.1765137,2.757904,2.8941574,2.2834854
1966-08-01,2.84655,2.3212395,2.6118011,2.4936066,2.6085205,1.8615952
1966-09-01,2.7185059,2.4131699,2.255577,2.547779,2.7053757,1.7171326
1966-10-01,3.2044182,3.0681686,2.1866302,3.2569504,3.2520256,1.7811546
1966-11-01,6.1100464,4.719612,4.763935,5.093899,5.8244095,3.4145432
1966-12-01,6.4925385,5.30402,3.5704956,5.6963615,6.484329,2.3786964
1967-01-01,7.3563538,5.9696198,2.9900856,6.175686,7.2009583,2.0796738
1967-02-01,6.51688,5.1842003,3.914013,5.369999,6.1098137,2.4782944
1967-03-01,4.7669983,4.442692,3.3143883,4.527149,4.814289,2.108387
1967-04-01,4.43087,4.221424,3.7147026,4.3075676,4.462963,2.5982208
1967-05-01,4.184265,4.424114,3.6640282,4.361618,4.261963,2.4039764
1967-06-01,3.7856407,3.914013,4.437626,3.7839546,3.704567,2.7840195
1967-07-01,3.875164,3.2316246,3.7957764,3.116768,3.1049423,2.5695076
1967-08-01,3.3481712,3.53228,3.0694733,3.4174232,3.3819542,2.3701935
1967-09-01,3.628559,4.7923317,2.9883995,4.403843,4.152172,2.175953
1967-10-01,4.1707535,6.8698997,2.8228683,6.2871666,5.515259,2.1202126
1967-11-01,4.179199,7.6857224,2.4090424,6.5658646,5.518635,2.699566
1967-12-01,4.702812,8.871456,2.8819847,8.070831,6.7145042,1.8719177
1968-01-01,6.611492,10.622562,3.3343887,9.745342,8.560692,2.3895645
1968-02-01,4.934311,7.4613495,3.2040138,6.9865227,6.476288,2.4265862
1968-03-01,3.9460297,5.8904,3.2136688,5.3093414,4.5689354,2.3799095
1968-04-01,3.4293518,4.8441734,3.2056236,4.501335,4.1874657,1.9131279
1968-05-01,3.675621,5.1612625,3.56456,4.5415726,4.047432,2.37508
1968-06-01,3.2555199,4.597908,3.6289406,4.0957184,3.5194893,2.386345
1968-07-01,3.0140839,4.354862,3.1203156,3.815651,3.0414467,2.4491196
1968-08-01,3.1492882,4.316231,2.497406,3.9251022,3.6530838,2.0563812
1968-09-01,2.9142876,4.494896,2.7098732,3.9733925,3.5275383,2.204464
