,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5,ssta30_cluster6
1965-01-01,2.7844238,-0.031707764,1.8568726,1.2885437,-3.8113403,-13.4487915
1965-02-01,2.7780762,-0.36239624,2.0455933,1.2192993,-5.1808777,-15.856689
1965-03-01,2.7686768,0.11618042,2.375,1.4658813,-4.567566,-14.820251
1965-04-01,3.394165,1.1722717,3.3472595,2.5569153,-3.7689514,-13.1519165
1965-05-01,2.792389,2.660675,3.8676758,3.371704,-0.19488525,-7.3285522
1965-06-01,2.4620667,3.5073853,3.1790771,1.6173096,3.5218506,-1.8659363
1965-07-01,2.6635742,3.0422668,2.9389954,0.9895325,6.0724792,1.450592
1965-08-01,2.4999084,2.049347,2.8980713,0.619812,7.8852234,1.0614014
1965-09-01,2.3145447,2.0430908,3.5868835,1.7481995,7.487274,-0.40881348
1965-10-01,2.8841553,3.0757751,3.638092,2.7115173,5.9672546,-2.9172668
1965-11-01,2.9245605,2.7733765,2.89563,2.6426697,2.8113098,-7.318634
1965-12-01,2.8891602,0.9147644,2.3767395,2.1187744,-0.8390808,-10.813812
1966-01-01,2.649994,-0.33139038,2.2097473,1.5884705,-3.1302185,-12.617493
1966-02-01,2.938568,-0.29797363,2.0126953,1.6959839,-3.783142,-14.560394
1966-03-01,3.2858582,-0.06921387,2.7381897,2.0841064,-3.190277,-12.799103
1966-04-01,3.2794495,1.448883,3.628418,3.0550537,-2.4135132,-11.633514
1966-05-01,2.601593,2.6111755,3.9167786,3.336853,0.8612671,-6.055603
1966-06-01,2.5867615,3.0965881,3.8404236,2.3492432,3.7920227,-1.2383118
1966-07-01,2.897644,3.1397095,3.4796143,1.5194397,5.802887,2.186615
1966-08-01,2.6487732,2.3250427,3.4369812,0.3890381,8.201569,2.9281616
1966-09-01,2.7485046,3.074768,3.343048,1.6662903,7.85495,1.105011
1966-10-01,2.712555,3.6757507,2.9384766,2.3807373,5.5144043,-2.0595703
1966-11-01,2.6342163,1.8283691,2.7648315,2.3604126,2.8137512,-4.459656
1966-12-01,2.723236,0.42062378,2.292572,1.7272644,-0.5531616,-8.699493
1967-01-01,2.5489197,-0.6813965,1.8948364,0.9087219,-3.1489563,-12.220398
1967-02-01,2.7467651,-0.5857239,1.9524536,0.6147461,-4.450592,-15.087616
1967-03-01,3.0414429,1.0541687,2.233612,1.8930359,-4.769928,-14.747864
1967-04-01,3.3190308,1.4584656,3.3180237,3.2338867,-3.9574585,-12.186005
1967-05-01,3.1608582,3.0176086,4.039795,4.3738403,-0.6904907,-6.630768
1967-06-01,2.8888855,3.748291,3.658142,2.8613281,2.553833,-0.94644165
1967-07-01,2.9442139,3.3328247,3.2546997,1.3310547,6.076355,1.4051514
1967-08-01,2.6822205,2.2359924,2.6842346,0.7515259,8.344543,2.2039185
1967-09-01,3.0119019,2.5471191,3.1651611,0.7336426,7.8007812,0.67404175
1967-10-01,2.8106995,3.2354126,2.7070312,2.0204163,5.9198303,-2.9978638
1967-11-01,2.6810303,2.059021,2.6575012,2.2453003,3.593048,-5.8775635
1967-12-01,3.182129,0.9264221,2.7398987,1.2309265,-0.8470154,-9.242828
1968-01-01,2.8005066,-0.38085938,2.1619568,1.0555115,-3.8822021,-12.193634
1968-02-01,2.960968,-0.7362366,1.53302,1.0057678,-5.6769104,-13.742035
1968-03-01,2.7772217,0.2749939,2.28656,1.7573242,-4.76709,-14.006409
1968-04-01,3.345337,1.695343,3.302826,3.1687622,-3.0801392,-12.297211
1968-05-01,2.8625183,2.8155212,3.7424011,3.903656,0.4423828,-5.1734314
1968-06-01,2.6274414,3.650299,3.2358093,2.6111145,2.784729,-1.8166199
1968-07-01,2.6867676,3.4153137,3.2709045,1.6455994,5.3067017,0.30670166
1968-08-01,2.1375122,2.1023865,3.080719,0.9356079,6.4129333,2.1053467
1968-09-01,2.1026611,2.2139282,2.9613037,0.9779053,6.773773,0.41357422
1968-10-01,2.370636,2.7272644,2.6040955,2.0911865,4.7348633,-2.8608704
1968-11-01,2.129181,1.9808044,2.725708,2.3769836,2.3740234,-6.403839
1968-12-01,2.7090454,0.7677002,1.7697754,2.031433,-0.42578125,-10.281891
1969-01-01,3.022766,-0.78030396,1.6378174,1.6916504,-3.032318,-11.979279
1969-02-01,3.048706,-1.4383545,1.8719482,1.5965881,-4.844574,-14.518616
1969-03-01,3.5156555,0.20739746,2.4086304,1.8979492,-3.8289795,-15.405823
1969-04-01,3.671753,2.244751,3.3923035,3.4364014,-3.4154968,-14.665222
1969-05-01,3.4553528,3.2989502,4.0332336,4.0686035,0.3137207,-7.4872437
1969-06-01,2.6399536,3.2650146,3.5198364,2.8096924,3.3167725,-2.2009277
1969-07-01,3.0309448,2.9099426,3.2016907,1.6044922,5.615204,-0.32910156
1969-08-01,3.241333,1.7051392,3.4033508,0.7765503,7.561249,0.7862854
1969-09-01,2.862152,2.3642578,3.577942,1.4715576,6.9318542,-0.9178467
1969-10-01,3.0609741,2.7974243,3.5188599,2.6548767,4.926361,-4.98407
1969-11-01,2.9401245,2.7124634,3.0755005,2.8411865,1.8454285,-7.890167
1969-12-01,2.6367798,1.076477,2.417328,1.9620056,-0.95401,-11.098267
1970-01-01,2.9342346,0.12054443,1.8773499,1.920227,-3.3099365,-13.641174
1970-02-01,2.8140259,-0.16293335,1.6827393,2.0453796,-3.7117004,-15.539917
1970-03-01,3.4661865,0.32858276,2.546173,2.5286255,-4.0864563,-15.326843
1970-04-01,3.5853271,2.0268555,3.6349182,3.732544,-2.246643,-12.950836
1970-05-01,3.1289673,2.961609,3.8278809,4.0220947,0.51257324,-7.6552734
1970-06-01,2.9556885,3.63031,3.4846497,2.5382996,3.1085815,-2.9759827
1970-07-01,3.2658386,3.1010437,3.395996,1.2992859,5.841919,0.84213257
1970-08-01,3.1085205,2.8982544,3.4561462,0.7390442,8.124847,2.6833801
1970-09-01,2.827423,2.6559143,3.1254578,0.9791565,8.030731,-0.5715637
1970-10-01,2.7438354,2.8347473,2.9716492,2.0464783,4.7594604,-4.0071106
1970-11-01,2.6983643,2.1683655,3.109558,2.4865723,2.4633484,-5.749481
1970-12-01,3.2539978,1.1123352,2.633606,2.0039062,0.11795044,-7.997223
1971-01-01,3.211029,-0.37094116,2.2296753,1.5922546,-2.7625427,-11.490936
1971-02-01,2.7900085,-0.13873291,1.9835815,1.6297913,-3.9198303,-14.606476
1971-03-01,3.2348328,0.3683777,2.0647278,2.0667114,-3.6128845,-14.7664795
1971-04-01,3.2366333,1.8510742,3.5074158,2.9994507,-2.369812,-12.791595
1971-05-01,3.2476196,3.3469543,3.6256409,3.8391113,1.1529846,-6.809967
1971-06-01,2.8796692,3.4390259,3.6480408,2.3494568,3.651001,-1.9164124
1971-07-01,2.7724304,2.905365,3.4815369,1.5534058,6.0065613,0.73117065
1971-08-01,2.6557922,2.6380005,3.5229797,0.97128296,8.371429,2.0356445
1971-09-01,2.708496,2.4752808,3.1413574,1.4944153,6.8547974,0.5748291
1971-10-01,2.2566833,2.7488403,3.0967102,2.0654297,4.6151733,-3.559784
1971-11-01,2.8014526,2.367096,2.6131897,2.2984009,2.1551208,-6.540161
1971-12-01,2.8329468,0.8074951,2.4657898,2.259735,-0.5029602,-10.1094055
1972-01-01,2.9690552,-0.38342285,2.2191467,1.7299194,-3.870758,-14.31604
1972-02-01,3.0221558,-0.97402954,1.776825,1.410492,-5.507263,-16.22705
1972-03-01,3.1290894,0.12908936,1.8421631,2.3576965,-5.3945923,-16.492188
1972-04-01,3.5066833,1.3837585,3.3603516,3.263733,-3.3967285,-13.526337
1972-05-01,3.214264,2.551422,3.9048462,4.1702576,-1.0081177,-7.8206787
1972-06-01,3.2904053,3.2698364,3.7279968,2.920227,2.5505676,-3.035797
1972-07-01,3.0798645,2.6939392,3.3825989,1.7077942,5.4136963,-1.0420837
1972-08-01,2.4711914,1.7337341,3.3688354,1.0991211,6.9967957,0.58547974
1972-09-01,2.4008179,1.8470154,3.3812256,1.956543,6.5103455,-2.8502502
1972-10-01,2.4820557,2.8005676,3.35437,3.048767,4.452881,-5.975647
1972-11-01,3.01474,2.0477295,3.533142,3.0458374,1.804779,-9.235413
1972-12-01,2.7210388,0.52975464,2.6000671,2.2786865,-1.834198,-13.380371
1973-01-01,2.8979797,-1.0379028,1.8989563,1.0072021,-4.8757324,-16.44986
1973-02-01,3.0245667,-1.2598572,1.6454468,1.5643921,-5.441345,-16.833954
1973-03-01,3.728363,-0.5361328,2.2138367,2.117218,-4.6827087,-16.361206
1973-04-01,3.6003418,1.3824158,3.697937,3.2896729,-3.0335388,-13.993622
1973-05-01,2.9682007,2.888092,3.8638306,3.7434387,0.34490967,-7.7972107
1973-06-01,2.987915,3.3413086,3.356842,2.535492,2.3510437,-2.6989136
1973-07-01,3.230957,2.324646,3.1843567,1.5523376,5.811035,0.9154663
1973-08-01,2.8104858,2.2430115,3.5090332,0.71585083,8.161377,1.625061
1973-09-01,2.7679138,2.0708313,3.3950806,1.1994629,7.187744,-0.8718567
1973-10-01,2.6046448,3.0255127,3.5303345,2.2313232,5.5890503,-3.3190918
1973-11-01,2.7115173,1.952301,3.1867676,2.599884,1.7212524,-7.3922424
1973-12-01,2.756897,0.61032104,3.0097961,1.4952393,-1.6552124,-10.258026
1974-01-01,2.3368225,-0.26376343,2.1826477,1.2457886,-3.7404785,-13.635681
1974-02-01,2.7308655,-0.35134888,2.131256,1.3652344,-4.8951416,-14.643494
1974-03-01,3.1716003,0.3737793,2.5357666,2.0693054,-4.367279,-15.007935
1974-04-01,2.857666,1.6486511,3.7328491,3.3353882,-2.5280151,-12.99295
1974-05-01,2.717804,2.5934753,4.1103516,3.9223938,-0.41140747,-7.653656
1974-06-01,2.810089,3.4517822,3.4390564,2.5639038,2.951538,-3.675415
1974-07-01,2.8108826,2.5690918,3.186798,1.5505066,5.211273,0.014038086
1974-08-01,2.6670837,2.063568,3.5334473,0.97888184,7.739502,1.2578735
1974-09-01,2.4029846,2.0769958,3.7010803,1.7240906,7.079895,-0.54803467
1974-10-01,2.386322,2.6403809,3.6472168,2.4710083,4.8317566,-3.4173584
1974-11-01,2.5179443,2.1567078,3.5125427,2.3676758,2.3666992,-7.2201233
1974-12-01,2.707672,0.5114136,2.7243347,1.8413086,-0.6819153,-10.4591675
1975-01-01,2.8433228,-0.6130371,2.1860962,1.4595642,-3.5309448,-13.287506
1975-02-01,2.5186768,-0.6609192,2.0099487,1.4786072,-4.913086,-14.898315
1975-03-01,3.1638184,-0.43115234,1.9813538,1.8257751,-4.5121765,-15.178192
1975-04-01,3.4860535,0.808136,2.9976196,2.9052124,-2.740631,-11.953583
1975-05-01,2.8156128,2.930664,3.8693542,3.4775696,1.0410156,-6.4327087
1975-06-01,2.7474365,3.2424622,3.5833435,2.7384644,2.3702698,-0.22515869
1975-07-01,3.1773376,3.042511,3.0561829,1.5003357,6.5455017,3.1226501
1975-08-01,2.6699524,2.1833801,2.8731384,0.68551636,7.55954,3.3351746
1975-09-01,2.6669006,2.4443665,3.0534973,1.6697388,7.8388977,0.5184021
1975-10-01,2.6603088,2.6876526,3.3321533,1.8418274,4.559845,-3.5465698
1975-11-01,2.706421,2.2278748,2.9869385,2.1340637,2.1439514,-7.0491943
1975-12-01,2.8204346,0.9873657,2.5705566,1.8840942,-1.0418396,-10.527313
1976-01-01,2.5705261,-0.31207275,1.8077393,1.6371765,-3.9654236,-12.462524
1976-02-01,2.622284,-0.1305542,2.2513123,1.2150269,-4.9196167,-15.432587
1976-03-01,2.9776611,0.71414185,2.3794556,2.0015564,-5.3101196,-15.609772
1976-04-01,3.4287415,1.7704163,3.1259155,3.2840576,-3.0196533,-12.843445
1976-05-01,3.0231628,3.0107117,3.6163635,3.565155,0.24499512,-8.028351
