,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7,w_cluster8
1965-01-01,0.020223975,0.02542454,-0.013448715,-0.000315845,0.021537244,-0.009298742,0.025266945,0.043495357
1965-02-01,0.03624606,0.027578354,0.021957457,0.008246779,0.021327138,-0.035039127,-0.034986615,0.018122673
1965-03-01,0.03960806,0.012922049,-0.01733607,0.024373949,0.015233457,-0.009193659,0.053266227,0.010768294
1965-04-01,0.030309975,-0.009193659,-0.09749907,0.02069676,0.020118892,-0.026476502,0.053949118,0.00892967
1965-05-01,-0.0042032003,-0.03446132,-0.05936122,0.012922049,-0.12712681,-0.2146442,0.031728327,-0.05799538
1965-06-01,0.004937291,-0.039714456,0.010190427,0.0032037497,-0.03614229,-0.28787303,0.04696244,-0.07753712
1965-07-01,0.015233457,-0.028577805,0.026685297,0.00010442734,-0.02469045,-0.20681703,0.05536747,-0.06314349
1965-08-01,0.016389132,-0.028998017,0.029942274,0.0033613443,-5.3167343e-05,-0.1985696,0.04228717,-0.11835402
1965-09-01,0.015706241,-0.012030363,0.025687218,0.013289809,-0.0075652003,-0.17030764,0.038084626,-0.056787193
1965-10-01,5.185604e-05,0.003151238,0.03755933,0.006408155,-0.000315845,-0.079113066,0.05100739,-0.031309426
1965-11-01,-0.002732277,0.012764454,0.012764454,0.0072486997,-0.029680908,-0.10548383,0.05237317,-0.03451383
1965-12-01,0.023008108,0.016441703,0.019593596,0.027525842,-0.020225286,-0.03924167,0.050061822,0.014918268
1966-01-01,0.01229614,0.029484212,-0.0022476315,0.012979984,0.025882483,-0.019800425,-0.024086058,0.03180939
1966-02-01,0.040608585,0.028891504,-0.023584545,0.03518319,0.030760765,-0.040453434,0.013891816,0.022189558
1966-03-01,0.017721534,0.017949522,-0.03256607,0.018496633,-0.008356929,-0.013964713,0.010381281,0.017949522
1966-04-01,0.015031636,-0.013463199,-0.042094767,0.019180477,-0.034617722,-0.051988184,0.033633053,0.015578747
1966-05-01,-0.002202034,-0.011821866,-0.06402439,0.021414459,-0.04528618,-0.15643871,-0.02577293,-0.050255656
1966-06-01,-0.006897986,-0.013599932,-0.030833602,-0.00028717518,-0.0585078,-0.25300193,0.03878492,-0.10833949
1966-07-01,0.0021291971,-0.016928136,0.04092771,0.007098675,-0.017064929,-0.2171213,0.069012225,-0.1383844
1966-08-01,0.017858326,-0.027596593,0.026976645,-0.011411548,-0.010454118,-0.16190976,0.0089223385,-0.043644905
1966-09-01,0.017448008,-0.019070983,0.030396044,0.0131623745,0.010381281,-0.09160733,0.03276682,-0.032702863
1966-10-01,-0.0044816136,0.015122831,0.02971214,0.0045911074,0.02364844,-0.03904009,-0.020119548,-0.010636508
1966-11-01,-0.040088713,0.01325357,0.0037704706,0.010244489,-0.032885253,-0.096303284,-0.006533265,-0.03676051
1966-12-01,0.007417798,0.022691011,0.0073722005,0.0074633956,-0.004436016,-0.0671702,0.04940778,0.0052294135
1967-01-01,0.03250277,0.018534958,0.0051949024,0.038518906,0.01142025,-0.0100284815,-0.050205708,0.026957512
1967-02-01,0.025754273,0.014925301,-0.03911507,-0.033255935,0.025126517,0.0006958246,0.09690136,0.023243189
1967-03-01,0.026957512,-0.008511424,-0.014213681,0.00090515614,-0.017195582,-0.044974327,0.032241225,0.008699894
1967-04-01,0.021726131,0.00566566,-0.14322007,-0.0063664913,-0.039690614,-0.083268166,0.10024947,-0.05810511
1967-05-01,0.015814602,-0.0011351109,-0.05632639,0.024969578,-0.08944118,-0.28206158,0.05253905,-0.032157302
1967-06-01,0.02256316,-0.017927885,-0.0023384094,0.008909225,-0.079606175,-0.33317232,0.043070257,-0.08645928
1967-07-01,0.0078105927,-0.043666482,0.035380065,0.0031023026,-0.027919888,-0.2875545,0.042913318,-0.08577919
1967-08-01,0.0413962,-0.045654416,0.03177041,-0.014370561,-0.0015536547,-0.21400094,0.043227196,-0.043928027
1967-09-01,0.024603367,-0.013899803,0.031665802,-0.005529523,0.013983607,-0.1292522,0.018482625,-0.02567041
1967-10-01,0.025649667,0.02204001,0.027062118,0.0082291365,0.0022653341,-0.05616951,0.057979763,-0.021380663
1967-11-01,0.012728095,0.00932765,0.037158728,-0.013324261,-0.03524387,-0.08682549,0.04641831,0.0012713671
1967-12-01,0.027689934,0.012309551,0.0024222136,0.017122447,0.029573202,-0.02394402,0.021935344,0.030514836
1968-01-01,0.040499568,0.025286555,0.0057216883,0.036705613,0.0074698925,-0.058552265,0.022013366,0.020599931
1968-02-01,0.01922369,0.0056101084,-0.030097663,-0.013731599,0.0058704615,-0.026489675,0.027964652,0.016359627
1968-03-01,0.02952686,0.0002911389,-0.061974287,0.007135123,-0.017525554,-0.012355357,0.08889103,0.013718754
1968-04-01,0.02171579,-0.011537045,-0.13513798,-0.0032052398,-0.085742235,-0.1696927,0.045595348,-0.034784287
1968-05-01,0.012640059,-0.023662806,-0.18427336,0.016657203,-0.10192233,-0.26744264,0.043772787,-0.04229781
1968-06-01,0.008622944,-0.027531147,-0.11222547,0.028931737,-0.09076363,-0.2823953,0.023017645,-0.12974465
1968-07-01,0.020934671,-0.019273728,0.011784583,0.008176595,-0.049179018,-0.27324516,0.05738637,-0.073839664
1968-08-01,0.021901757,-0.03697884,0.03112626,-0.0127645135,-0.011239499,-0.14979303,0.056010127,-0.05702728
1968-09-01,0.0023368895,-0.026043326,0.039755642,-0.002052188,0.002932012,-0.13882035,0.03756112,-0.033370852
1968-10-01,0.0035271645,-0.004655868,-0.06989694,-0.0015686452,0.015615702,-0.059482157,0.0005142987,-0.009974837
1968-11-01,0.029675633,0.01208213,-0.027754337,-0.018120676,-0.024406731,-0.100694895,0.05072835,0.0051265657
1968-12-01,0.03678,0.016917557,-0.03891301,0.00959003,0.019930393,-0.05022049,0.019484043,0.027964652
1969-01-01,0.021267593,0.021522224,-0.014585078,0.025443614,-0.010918319,-0.06551218,-0.01509434,0.014086843
1969-02-01,0.042860687,0.020605564,-0.0002745986,0.03186041,-0.024057508,-0.095661044,-0.003330171,0.01887405
1969-03-01,0.027073264,0.033846617,-0.058637023,0.021624088,-0.01580733,-0.03750229,-0.005825639,0.010267317
1969-04-01,0.017397106,0.009197891,-0.09555918,0.034101248,-0.124383986,-0.18045467,0.05961573,-0.07085955
1969-05-01,0.0032393932,0.0050727725,-0.06133616,0.008077502,-0.07829493,-0.27166516,0.074282706,-0.0908739
1969-06-01,0.027022362,-0.030678034,0.025698245,0.008586764,-0.064493656,-0.25419718,0.042198658,-0.13288873
1969-07-01,0.025188982,-0.03546518,0.027378857,0.0034940243,-0.011427581,-0.17913061,0.017397106,-0.04096532
1969-08-01,0.0057857633,-0.058025897,0.03089279,-0.023242712,0.0037996173,-0.19150585,0.02004534,-0.07961899
1969-09-01,0.028040886,-0.034395754,0.03206414,-0.0048071146,0.0040542483,-0.11964768,0.02559638,-0.034141123
1969-10-01,0.0012532473,-0.007353425,0.02559638,-0.030066907,-0.008830309,-0.114198506,0.047189474,-0.047636807
