,mgu200_cluster1,mgu200_cluster2,mgu200_cluster3,mgu200_cluster4,mgu200_cluster5,mgu200_cluster6,mgu200_cluster7,mgu200_cluster8
1965-01-01,1.8673108,-0.5510681,0.9300705,-1.1301628,0.79743576,1.3850037,-2.1100936,0.20530644
1965-02-01,1.897618,-0.7224838,0.5628006,0.5100071,-0.5318413,1.8757839,-1.7868179,-2.696032
1965-03-01,3.552779,-2.2189393,0.8880318,-0.97211,0.7964592,1.3406836,0.4536293,1.2051159
1965-04-01,1.4110744,-0.3086113,0.58007205,1.8171246,0.17891006,1.6890526,-2.7967298,-0.62374055
1965-05-01,-1.3211304,0.92713773,0.1560978,0.6810959,0.24050179,1.5730383,-2.145615,-0.2564701
1965-06-01,-0.4699234,1.919452,-0.6638241,0.17825794,1.9510624,1.0229473,0.60027695,-1.6245277
1965-07-01,-0.60060275,2.6735458,-0.8870541,1.0200145,1.3810933,1.1057217,1.7428232,-1.1669878
1965-08-01,-1.3191754,1.9572544,-0.6661053,1.5049286,1.9999454,0.9743908,1.3996685,-1.3638214
1965-09-01,-0.16489677,2.5197291,0.3431553,1.3413353,0.47122708,1.0483662,-1.3517637,-1.1777418
1965-10-01,2.4382582,-0.541618,0.7609375,-1.38924,2.531135,0.9838413,-1.0816063,0.49208373
1965-11-01,1.3762047,-0.45851746,0.40963516,0.25386277,1.0086082,1.224995,-1.2442223,0.6335169
1965-12-01,1.6652629,-0.9766716,1.6023678,-0.9515789,1.688401,1.5212228,-1.9683346,1.1480868
1966-01-01,2.6648986,-2.4663193,1.1543843,0.7417997,0.43063813,1.8229889,0.4339199,1.4274719
1966-02-01,3.2996955,-1.2850205,0.9275772,1.7304283,0.35448915,1.7172989,2.2309787,2.4262757
1966-03-01,1.6217849,-1.7465115,0.92560846,1.3027443,-1.2755016,1.3654366,-2.0333843,-2.0159883
1966-04-01,1.005696,-0.48939133,0.5507698,0.6498951,-0.06630249,0.8701378,-0.19825096,2.1226628
1966-05-01,-0.7316248,1.6821781,0.1385128,1.5302082,2.2296662,1.4317391,-1.0145584,-2.8086636
1966-06-01,0.89639604,1.1284544,-0.515649,1.4281285,0.47691804,0.66860425,0.66138345,-1.6329439
1966-07-01,-0.7303116,2.2204757,-1.2288929,1.9795548,0.38829574,0.78742373,1.7918072,-0.7398302
1966-08-01,0.30755156,1.3936641,-0.8044914,1.5433372,2.1663175,0.9318447,1.6578896,-0.38534182
1966-09-01,3.0272646,0.33019942,-0.16936645,1.4438833,2.4479384,1.043771,-0.7624779,-0.859306
1966-10-01,1.8548273,0.49529952,1.0139023,-0.24879818,2.6005654,1.0329396,-0.993552,-1.2111686
1966-11-01,0.24190521,-0.89442635,0.31674194,1.3572308,-1.0165279,0.8872055,0.12275772,-0.54715955
1966-12-01,0.5678383,-1.1218903,0.81105614,0.33085555,-0.06498947,1.5439934,-3.4910538,-1.1474917
1967-01-01,2.3961806,-0.32523805,2.5222268,-1.1605377,0.67431337,0.20637569,-2.0379612,-0.37454605
1967-02-01,2.0457985,-1.2793992,1.3306675,-1.7623584,2.1728241,1.834851,-2.5894942,0.8624029
1967-03-01,0.7771751,0.359198,0.7468063,1.6271694,-0.053879548,2.0088992,-3.086821,-0.7154581
1967-04-01,-0.7869713,1.1115555,0.9587334,2.0595138,-1.118087,1.43908,-2.8252597,-2.1313531
1967-05-01,0.5903915,0.8526062,-0.22400895,0.30303305,0.9561211,1.4119766,-0.16163865,-1.8041563
1967-06-01,0.08065643,1.5249609,-0.48165244,0.6818241,0.104494095,1.2950737,0.20702896,-1.8361572
1967-07-01,-0.5100616,1.726765,-1.5909226,1.528553,0.88003653,0.78599167,1.6813755,0.19233437
1967-08-01,-1.3541787,2.1855595,-0.91563,1.2643788,0.95024335,0.6148823,2.513083,-0.4823057
1967-09-01,1.0263283,-0.9659172,-0.18613014,1.6101891,1.8057888,1.095882,-0.32491112,-1.6366392
1967-10-01,1.1344143,0.7458267,0.1658844,0.78729784,0.41177216,0.721336,-2.8086057,0.32850343
1967-11-01,2.8569343,-1.3107483,0.16131249,-0.9737545,1.2918084,0.97244835,-2.03437,-1.9801636
1967-12-01,1.9821228,0.41862947,0.8588108,-0.6419857,-1.0733505,0.34972858,-1.996817,-0.770644
1968-01-01,1.4448509,0.09262772,1.7894703,-0.78770256,0.12654305,1.6297423,-3.492878,-1.0747036
1968-02-01,3.657711,-3.1694088,0.42375487,1.8576653,-1.3649864,1.761755,-1.1064304,-0.20276031
1968-03-01,2.9498734,-2.1373725,0.9415962,1.6884549,-0.97186434,0.71841395,-0.7005447,-2.9123116
1968-04-01,0.4062504,-0.6487606,0.4507408,1.8025993,-0.16118698,0.73992956,-1.8795459,-0.42484894
1968-05-01,2.0549557,0.056524657,-0.37452355,0.726437,1.2792873,0.9751465,-1.5659233,-0.5411808
1968-06-01,1.081268,1.3937962,-0.25089723,1.2231274,2.4593823,1.0291188,0.16519852,-1.251572
1968-07-01,-1.0006745,2.5487285,-0.9704056,0.7960903,2.182228,1.2362553,1.3719155,0.43433055
1968-08-01,-0.32237396,3.0457833,-0.76946867,1.1385219,1.959775,1.2687114,2.0199466,-1.6333885
1968-09-01,1.1943176,-0.015681077,-0.37634698,1.1986935,0.44490623,1.0309422,-1.6206253,0.41864967
1968-10-01,2.4021282,-0.78077394,0.3063286,-0.867202,2.0432858,1.0353184,-1.2709,1.098772
1968-11-01,2.1567006,-0.055430602,0.20385475,-0.79754907,2.794886,0.76509285,-0.31398734,1.0251076
1968-12-01,2.3423214,-0.7450348,0.9591007,0.13237801,1.2708995,0.860638,-2.401399,-0.2596504
1969-01-01,1.3428341,-0.90561676,0.97295725,0.3977417,-0.03781662,1.6991097,-0.82600176,-0.3131508
1969-02-01,2.865132,-3.271499,0.7984684,1.3876168,-2.9278293,2.131019,0.6757294,-2.700927
1969-03-01,3.4542816,-4.1655054,0.3151413,1.1975372,-2.8541856,0.7725941,1.5518227,0.026869964
1969-04-01,0.7974739,-0.826997,-0.030519104,2.4617515,-0.3436699,1.2370125,-3.6947837,-1.494765
1969-05-01,0.43920746,0.80808866,-0.31381455,-0.044451524,0.606398,1.1089661,-1.7574936,0.48034173
1969-06-01,1.3531173,1.8785741,-0.908934,1.4927747,1.5733845,0.18875313,1.5800194,-2.5211308
1969-07-01,0.8077568,2.9736075,-1.4456695,1.5176544,2.9381127,0.88007355,1.0306782,-0.3177952
1969-08-01,0.43688545,1.0127647,-0.8668041,1.7754071,1.9853904,0.8545307,-0.38480416,0.09155674
1969-09-01,1.3342087,0.8541988,-0.5509998,1.3166275,0.9640007,1.0747979,-0.2915886,-1.4138237
1969-10-01,1.2078207,0.7059166,0.16221504,0.4740389,1.5209717,0.80178565,-1.2360176,-0.9308281
1969-11-01,1.945583,-1.3750111,0.38878518,1.3282379,-1.2459694,0.78918,0.54171103,-0.8034447
1969-12-01,1.9319824,-1.8719391,0.5984367,0.22822876,-0.8376125,1.4377079,-2.8910072,-1.9535446
1970-01-01,2.911946,-2.4293952,0.5960342,1.2879124,0.25891343,1.6160473,0.91351926,0.7364731
1970-02-01,1.500235,-0.85461503,1.3481483,-0.37838668,-0.01530838,0.87691194,-2.8317432,-1.1158578
1970-03-01,2.4413757,-1.8849442,0.8076908,0.7491188,-0.73680574,1.0406463,-0.11082077,-3.2380853
1970-04-01,2.5129266,-1.5341797,0.43729132,-0.2169815,0.10050354,1.3741058,-0.73214644,0.37006682
1970-05-01,-0.35575676,0.56574976,-0.37672272,1.6283604,-0.26024476,1.5165421,-1.542167,-0.48321685
1970-06-01,0.34277764,0.72449243,-0.5204899,1.5481575,0.63863146,1.1175216,0.37705535,-1.5405029
1970-07-01,-0.15308532,1.9584923,-0.90153885,1.2216866,1.4679539,0.6928772,2.0433545,-0.3238085
1970-08-01,0.09451294,1.7448384,-0.61333925,0.4632492,0.08519516,1.1092026,1.9292065,-0.25458735
1970-09-01,-0.9707596,2.6047778,-0.28254205,1.097887,1.2835861,1.1035446,0.47423133,-1.1298355
1970-10-01,0.57839584,-0.19967613,-0.074546054,0.519824,-0.92882764,0.9048668,-1.3548043,-1.1398191
1970-11-01,1.2935699,-1.020346,0.40634155,1.0436417,0.39669055,1.2476444,-1.926544,-0.5664152
1970-12-01,1.6832714,-0.029951477,1.0393155,-0.39469337,0.47722703,1.7002442,-2.6979604,-0.77008533
1971-01-01,2.9448223,-0.5774673,0.5176956,-1.4884154,1.8183037,1.7392609,-0.12738267,1.86599
1971-02-01,2.5505898,-1.2486756,0.62286794,0.6924381,0.62646025,1.1438293,-2.9507012,-1.8744825
1971-03-01,2.4401908,-2.1001778,0.70354307,-0.027109528,0.79140437,1.3626659,-3.3942535,-0.71954787
1971-04-01,0.079042815,-1.2339767,0.285141,1.741874,-0.688192,1.8594577,-1.4662049,-0.8593418
1971-05-01,0.4265682,-0.7322861,-0.02025032,-0.72052765,0.9302189,1.4733906,-1.256514,-0.73457223
1971-06-01,-0.54741824,1.4292971,-0.65324366,1.3025675,1.6448673,1.6520531,1.1124737,-1.5563526
1971-07-01,-1.6866748,2.5763924,-0.43342742,1.1330509,1.4648987,1.4505272,2.0590234,-1.5635382
1971-08-01,0.4311409,1.959404,-0.63037986,1.2068676,0.07806244,1.3424156,1.7275026,-1.0487827
1971-09-01,0.8185142,1.4292967,-0.06401787,0.9246662,1.4093729,0.9775791,-0.31159744,-2.3588624
1971-10-01,1.2016413,0.8746931,0.22406273,0.863588,2.021462,1.1872699,-2.3471038,-0.99488986
1971-11-01,2.7965355,0.03886795,-0.010125351,0.35601768,-0.56864834,0.66271555,-3.4311619,-2.6116676
1971-12-01,1.0804647,2.5626748,1.5197712,-0.5660351,2.1886926,1.0990822,-2.9536407,-0.63005334
1972-01-01,0.35950738,1.4403236,1.4486449,-1.9992383,3.0146384,0.9531387,-1.7057225,0.9620333
1972-02-01,1.0073662,-1.2340301,0.5408386,-0.8713673,2.2835732,1.9768589,-2.0187488,-0.21748352
1972-03-01,0.048488617,-1.4561043,0.7327862,1.3838009,-0.5416996,2.1630683,-2.7254264,-1.0156868
1972-04-01,0.463945,-0.3649582,0.50067025,0.6791328,1.1763604,1.651495,-3.6323712,-1.6213686
1972-05-01,-0.7324993,-0.8903038,-0.15550919,0.49493217,1.0816777,1.4245434,-1.3863838,-3.7485726
1972-06-01,1.5209478,-0.09869957,-0.61687165,-0.8171402,-1.2245623,1.0079399,1.2400558,-4.003928
1972-07-01,-1.2931354,2.6057813,-0.4547638,0.609412,0.799638,1.0656102,2.299067,-1.3766285
1972-08-01,0.5881802,2.1111364,-0.5112864,0.99043787,1.7458909,1.028024,1.7565066,-2.1814308
1972-09-01,-1.139061,2.728869,-0.51845896,0.64958036,1.2822326,1.5169308,-0.13255577,-0.59449214
1972-10-01,1.1135254,1.0142521,0.5985092,0.17961006,0.29351655,1.1075003,0.6039604,-1.7605236
1972-11-01,2.5323303,-1.5160698,0.8997723,-1.2443596,0.58531076,0.7634865,-2.5538495,0.21604863
1972-12-01,2.19922,0.8377975,0.81140137,-1.9587829,2.850809,1.8311052,-1.4738934,1.2171023
1973-01-01,2.678722,-1.5427574,1.3137172,-0.8843063,1.622078,0.93591195,-0.9492912,0.05128746
1973-02-01,2.8494668,-2.9558632,0.99261475,-0.67692757,-0.45170975,1.7230594,-4.1466193,-1.5217333
1973-03-01,1.0075871,-1.369146,0.7521065,2.129216,0.33034056,1.6466062,-1.5876739,-1.2382199
1973-04-01,1.8571708,-2.3834221,0.3676117,1.0872253,-0.77504194,0.88812864,-0.8964111,-1.6128395
1973-05-01,0.4733715,-0.11436081,-0.08282433,0.80594176,-0.40137824,1.374561,-1.0110909,-0.4673187
1973-06-01,-0.83365595,0.96330756,-0.21438713,1.5443504,0.71387976,1.4497398,-1.4755428,-1.410239
1973-07-01,0.23636703,1.9425433,-0.53931236,0.895137,-0.64953196,1.3895333,2.1855998,-0.780776
1973-08-01,-0.7043232,1.558367,-0.2519764,0.5530098,2.6054542,1.2608372,0.25993997,-0.6562214
1973-09-01,0.35200232,1.6402353,0.0070083616,2.677129,1.6243076,0.8581848,-0.7329931,0.18762855
1973-10-01,1.2168766,-0.2309517,0.565115,-0.29084015,1.7252891,0.79734117,-0.8992783,0.087283894
1973-11-01,0.74573517,0.8760239,0.8199585,-0.7428684,0.61034966,1.5026197,-1.3392017,-1.6160252
1973-12-01,0.39532584,-0.048101045,1.1356453,0.40647507,-0.23445587,2.596535,-3.0641723,-0.99261475
1974-01-01,0.04733505,3.0527809,1.2461601,-0.51641196,3.167831,1.7254276,-2.4009383,1.6702034
1974-02-01,2.3542607,-1.3503631,1.0453148,-1.2205207,1.9683487,2.1622906,-1.6254978,0.38722688
1974-03-01,1.2234787,-0.13871841,0.67978364,1.2865928,1.8687474,2.0192993,-3.5856285,0.42470056
1974-04-01,0.62324446,-0.35830003,0.3599434,0.9125141,1.1166465,1.3815911,-2.240853,-0.5808403
1974-05-01,-0.4851839,2.1162705,0.1495655,0.09434128,2.2849014,1.4802059,-2.015026,-0.43916398
1974-06-01,-0.5216713,0.5479687,0.14430618,2.1859581,1.478891,1.5222816,-0.20314598,-1.1656252
1974-07-01,0.2918995,1.112702,-0.59464645,0.8720821,0.7202156,1.0196755,1.0982383,0.67156565
1974-08-01,0.20873412,1.8588864,-0.73533666,1.1853478,0.8415119,1.2734439,1.8339036,-0.95853424
1974-09-01,0.014134598,2.2756972,-0.2471939,1.1945522,0.78267175,0.6748527,-2.04724,-1.8999755
1974-10-01,0.86517906,0.15449639,-0.11406441,0.15614013,0.6245592,0.9480156,-0.6689358,-1.2080295
1974-11-01,1.7214832,-0.4516552,0.27020416,0.0072315214,0.4394928,0.8211311,-2.6096725,-0.40826473
1974-12-01,2.5127015,-1.8362045,0.994693,-1.4394451,1.1899502,1.9732792,-3.4571006,-0.67419565
1975-01-01,2.1034608,0.251136,1.7509835,-3.0357983,2.6579864,0.8018616,-2.6269505,0.3857294
1975-02-01,1.7221649,-0.19634858,0.90890276,-1.6277908,2.090793,2.0258715,-1.2338276,0.6457329
1975-03-01,1.346886,-1.2667633,0.67898524,1.1423042,0.3030731,1.6718109,-2.6402516,0.35754395
1975-04-01,2.8014474,-1.3263009,0.5751106,0.105774686,-0.85474813,1.5524184,-1.8402904,-1.2471285
1975-05-01,0.42563248,0.04402008,0.02153473,1.4019902,1.6448921,1.7278652,-2.5113578,-1.2696135
1975-06-01,0.78127635,0.89560163,-0.54249114,-0.11210861,0.4626854,1.3240845,0.4164486,-0.8138956
1975-07-01,0.040219497,0.5282404,-0.33632547,0.89401853,0.13364372,1.163839,1.5293,0.3524769
1975-08-01,-1.612273,2.0857258,-0.56402624,1.1055676,1.3386523,1.3117332,1.679095,-0.8154789
1975-09-01,-0.64351577,2.4302852,-0.059221268,1.2952656,1.542601,1.3082497,0.251136,-1.5872548
1975-10-01,-0.20996627,1.665477,-0.25873643,0.3584938,2.730825,1.2088089,-0.08677368,0.5266569
1975-11-01,1.4976311,-0.38382912,0.6108967,-0.4839035,0.80281126,1.4501274,-2.981961,-0.95577276
1975-12-01,0.67328453,-0.3550102,0.5728935,0.49435425,-1.0666149,1.4618447,-1.1008171,-2.9946284
