,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5,ssta30_cluster6,ssta30_cluster7,ssta30_cluster8
1965-01-01,-8.554474,1.2845459,-4.7499084,-2.056488,-5.4644165,-1.1843262,-19.42337,0.24719238
1965-02-01,-9.322266,1.3036194,-5.9787292,-2.5792847,-6.8099976,0.015319824,-21.619202,-0.28656006
1965-03-01,-9.508789,2.1719055,-6.2296143,-2.3162537,-7.2160645,0.5926819,-22.459839,-0.04498291
1965-04-01,-9.132294,1.9127502,-5.6360474,-2.4212341,-7.048126,0.4407959,-22.19461,0.016174316
1965-05-01,-7.9028625,1.4641724,-4.001465,-1.6169128,-5.489868,0.19580078,-17.868622,0.8334656
1965-06-01,-5.8092346,0.97314453,-1.6189575,0.35891724,-3.6482239,-0.3161621,-13.136505,1.4327087
1965-07-01,-3.955658,0.53948975,0.46313477,1.5588684,-1.8540344,0.2600708,-6.112671,1.8208313
1965-08-01,-2.3450012,0.24859619,1.7380066,2.267395,-0.24038696,-0.7608032,-2.451294,2.4849548
1965-09-01,-3.273346,0.6659546,1.3595276,2.5480347,-0.9501648,-1.6277771,-5.6004944,2.8868408
1965-10-01,-5.3542175,1.0345154,-0.06021118,1.7270813,-2.2731018,-1.5735779,-10.552399,2.5942688
1965-11-01,-7.3106384,0.42974854,-1.6983032,0.55947876,-4.2030945,-1.2727051,-13.618011,2.11026
1965-12-01,-8.63736,0.7131958,-2.7026978,-0.73080444,-5.2349243,-1.4163818,-17.261414,1.4546509
1966-01-01,-9.402618,1.4634094,-4.604767,-1.7358398,-6.2658997,-0.046966553,-20.098175,0.8885193
1966-02-01,-10.325348,1.5477295,-5.86438,-2.4629211,-7.4085083,0.7519531,-21.840881,0.32028198
1966-03-01,-10.178772,1.7285767,-6.203949,-3.0637207,-7.6643677,-0.42373657,-22.314606,0.097717285
1966-04-01,-10.112061,1.7504272,-5.5603027,-2.6011047,-6.887085,-1.7624817,-21.571106,0.2758789
1966-05-01,-8.697113,2.0281982,-4.801941,-1.9415894,-6.1953125,-3.4675903,-18.831879,0.5284424
1966-06-01,-7.0442505,1.9881592,-2.765808,-0.41531372,-4.65036,-3.785492,-11.842072,1.4833679
1966-07-01,-5.1417847,0.8078613,-0.7423401,1.0136108,-2.636444,-2.9158325,-4.573944,2.3535156
1966-08-01,-3.0260315,0.5524292,0.81518555,2.1792908,-1.004303,-2.7320251,-3.3800354,2.6734924
1966-09-01,-2.8012695,0.9067993,1.2199707,2.8790894,-0.620697,-3.0367737,-5.478058,3.200348
1966-10-01,-4.7464294,1.0771484,0.52038574,2.448822,-1.965271,-3.3470154,-9.916962,2.889557
1966-11-01,-7.048706,1.0986633,-1.5720825,1.0023499,-3.836853,-2.9331665,-11.729065,2.397705
1966-12-01,-8.386841,1.2547302,-3.7453308,-0.96920776,-5.5264893,-2.8900452,-13.989532,1.4927673
1967-01-01,-8.830811,1.912384,-5.0691223,-2.1833801,-6.3797913,-1.5257874,-17.267212,0.59820557
1967-02-01,-9.292572,1.8042297,-5.5198364,-2.5679932,-6.672241,-0.16452026,-18.854797,0.045318604
1967-03-01,-9.699036,1.8479614,-5.3929443,-2.5067139,-6.998596,-0.3581543,-19.958435,-0.10623169
1967-04-01,-9.539642,1.8255615,-5.0818176,-2.5281067,-6.4340515,-0.9545288,-19.905731,0.097229004
1967-05-01,-9.024719,1.7996216,-3.5236511,-1.3876343,-6.296234,-2.6652527,-18.62503,0.82299805
1967-06-01,-6.712921,0.88357544,-1.5704651,-0.032928467,-4.275421,-3.0438843,-12.006653,1.8396606
1967-07-01,-3.8454895,0.4180298,0.30386353,1.0675964,-2.1091309,-3.600586,-5.9118958,2.388794
1967-08-01,-2.1848145,0.34136963,1.6920776,2.0827332,-0.630249,-3.3897705,-3.9757385,2.968689
1967-09-01,-2.462616,0.13116455,1.5745239,2.6758423,-0.23544312,-4.435364,-6.737152,3.091034
1967-10-01,-3.6719666,0.3977356,0.44430542,2.1951904,-1.0681763,-3.8096924,-8.03717,3.2879944
1967-11-01,-6.4159546,0.62213135,-1.2164001,1.030304,-3.1230164,-2.8240356,-12.3081665,2.6214294
1967-12-01,-7.846039,0.7571411,-2.9524841,-0.5199585,-4.8355713,-3.0736694,-15.513153,1.4733276
1968-01-01,-8.738281,1.3591919,-4.35849,-1.4571228,-5.827484,-2.4161682,-18.848633,0.54953
1968-02-01,-9.496307,1.7091064,-4.865265,-2.0593262,-6.664154,-0.36132812,-20.273376,0.115478516
1968-03-01,-10.135101,2.0115662,-4.941681,-2.27771,-6.8746033,-1.034729,-21.03186,0.069732666
1968-04-01,-9.960175,2.0811157,-4.55011,-2.1883545,-6.6269836,-2.4178467,-19.135712,0.39746094
1968-05-01,-8.742065,1.8183899,-3.111908,-0.66851807,-5.768463,-3.6727905,-15.574127,1.3529358
1968-06-01,-6.2023315,1.3533325,-1.8146667,1.0718994,-4.3208313,-4.3218384,-10.466888,1.7653503
1968-07-01,-3.9820862,0.93188477,0.28344727,2.1397095,-2.5308838,-3.6581116,-4.908966,2.0195312
1968-08-01,-2.1448364,0.9138489,1.7615967,3.3720398,-0.5803833,-2.1309814,-3.311615,2.557434
1968-09-01,-2.3132324,0.8067627,1.5422668,3.2541199,-0.15426636,-2.7069397,-4.577057,3.073578
1968-10-01,-4.55838,1.1652832,-0.43875122,2.0699158,-1.7311707,-2.6422424,-6.919647,2.733673
1968-11-01,-6.9696655,0.9515381,-1.7421265,1.2641296,-3.6166992,-2.6264954,-11.677368,2.3997498
1968-12-01,-9.058716,1.3859558,-3.1318054,-0.39562988,-5.3897095,-2.2217102,-15.444153,1.6505737
1969-01-01,-10.101593,1.4465637,-5.224304,-1.6248169,-6.2380066,-1.4381714,-17.825134,0.71383667
1969-02-01,-10.464813,1.6647949,-6.2177124,-2.2843933,-7.474457,-0.44467163,-17.576141,0.31729126
1969-03-01,-10.900299,2.1553345,-7.1249084,-2.8347473,-8.088379,1.3703308,-18.008545,0.50427246
1969-04-01,-10.844208,2.1278381,-6.5570984,-2.72995,-8.016907,0.8551941,-17.075653,1.0951843
1969-05-01,-9.755646,1.773529,-5.4480286,-1.7654724,-7.287781,-0.030853271,-13.12085,1.4612732
1969-06-01,-7.7934875,1.366272,-3.0300293,-0.20169067,-5.1871643,-1.3005371,-9.025116,2.3676758
1969-07-01,-4.504944,1.1363525,-0.31680298,1.8198242,-2.9277344,-2.1298828,-5.9385986,2.9596863
1969-08-01,-3.078308,0.81552124,1.420044,2.3204346,-1.15448,-1.8820496,-3.258789,3.2879944
1969-09-01,-3.7958984,0.50094604,1.3926086,2.6134644,-1.3224182,-2.59198,-3.933319,3.4815369
1969-10-01,-5.560913,0.840271,0.06704712,1.9652405,-2.1449585,-2.3110962,-6.80896,3.1753235
1969-11-01,-7.4855957,0.9516907,-2.1135254,0.720459,-3.8030396,-1.4418335,-9.756073,2.6042786
1969-12-01,-8.806274,1.0841675,-3.5357056,-0.9550476,-5.815399,-0.8571167,-13.224121,1.8215027
1970-01-01,-10.286621,1.4078064,-5.0853577,-1.8020935,-7.1009827,-0.7932434,-17.34439,1.2399292
1970-02-01,-10.813904,1.6290283,-5.9861145,-2.5132751,-7.6138,0.17337036,-18.45279,0.7767029
1970-03-01,-10.942261,1.9056396,-6.4383545,-2.977417,-8.036621,-0.4312744,-19.853455,0.5119629
1970-04-01,-10.249725,2.021698,-5.660095,-2.2017212,-7.611145,-1.1463928,-19.734833,0.42242432
1970-05-01,-9.37027,1.6598511,-4.1798706,-1.4493103,-6.427948,-2.9933167,-15.423859,1.4490967
1970-06-01,-7.319763,1.4416504,-1.9671631,0.33361816,-4.621765,-3.9429932,-8.868927,1.9328918
1970-07-01,-4.620514,1.0296326,-0.25247192,1.7600708,-2.922577,-4.003723,-3.660736,2.1206055
1970-08-01,-2.4796448,1.0722351,0.929657,2.341919,-1.0291443,-3.8712769,-2.3985596,2.8244019
1970-09-01,-2.683258,0.83813477,1.1088257,2.4937134,-0.35098267,-3.0949707,-4.218994,2.9074707
1970-10-01,-4.87442,1.0309143,0.06237793,1.7499695,-2.1263123,-2.80661,-6.8146057,2.7412415
1970-11-01,-6.606964,1.5314636,-2.1226807,0.51693726,-3.8258057,-2.8815308,-10.832947,2.7572632
1970-12-01,-8.489502,1.2890015,-3.242279,-0.8175354,-5.4707336,-2.5196228,-13.54715,1.680542
1971-01-01,-9.5885315,1.4242554,-4.294861,-1.5183105,-6.193329,-1.2771912,-17.230286,0.89453125
