,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7,w_cluster8,w_cluster9
1965-01-01,0.04066807450726628,0.013940247184456253,0.02320000144132113,0.0017089943867176771,0.022819924071944993,0.25208592414855957,-0.0036321646040117983,0.07776626199483871,0.02964822600175322
1965-02-01,-0.018074990172560017,0.03630216869947722,0.06209884028313524,0.021374807693064213,0.03169854011001258,-9.203577041625977,0.012398379286063597,0.0026279084850102663,0.030380944449421583
1965-03-01,-0.0428603341182073,0.03760739115716742,0.014538733067653948,-0.0009086156933335587,0.0035306908479281543,-21.17549777030945,-0.010419902610498787,0.04896746203303337,0.04166143295247998
1965-04-01,0.011699221795424819,0.019886769461546015,-0.0024291169750740972,0.030532311648130417,-0.019343780225207066,-18.74328851699829,-0.05124699036847025,0.13238921761512756,0.05190521148981247
1965-05-01,0.0004287205229047686,-0.018763493599115517,-0.028681998156895074,0.0020574868540279567,0.020843522687410486,-41.06915593147278,-0.06849892287446349,0.061086177825927734,-0.031429539080214716
1965-06-01,-0.0034848841702720774,-0.03191028862333984,0.0059846354553760115,-0.020755601581186056,0.04154841640386089,-21.432900428771973,-0.02297093144824241,0.049940161406993866,-0.145913138820798
1965-07-01,0.0020199662685627118,-0.02439335229799902,0.019029216935574,-0.026878551580011845,0.042644669783526455,-32.94779658317566,-0.012157891170690523,0.061043739318847656,-0.06728891146253894
1965-08-01,0.0012033719637353595,-0.021178820404967817,0.014660171217332452,-0.006720973760820925,0.030274589642368517,-37.62834668159485,-0.00950053659261473,0.04446667060256004,-0.09786687230905601
1965-09-01,-0.035104400012642145,-0.03344818561089982,-0.011200567517997856,0.003842966689262539,0.009072618559002876,-40.93257784843445,0.00016403903297129894,0.047422826290130615,-0.0833575127530942
1965-10-01,0.06846406031399965,-0.0301647033515594,0.0003154826117679477,-0.01093874336220324,0.03114291627345414,-49.09071326255798,0.0010029456559443634,-0.03463824465870857,-0.08387116847180688
1965-11-01,0.05501075259720286,-0.029250791483967427,-0.028368126664121272,0.003535591240506619,-0.004802956566985312,-31.93919062614441,0.005305408118855233,0.02848220057785511,0.01063709831343288
1965-12-01,0.038538508427639805,-0.0005854990520923259,-0.04120702713222827,0.013420101022347808,0.003210081646604271,-30.84653615951538,0.016188115856591488,0.1010659858584404,0.014875177500060703
1966-01-01,0.010519812349230051,0.03952987947695547,0.015086969518560474,-0.004933868767693639,0.016136056390301936,-37.72393465042114,0.0005485164939157115,-0.008602750487625599,0.000658629624898323
1966-02-01,-0.028339742372433346,0.03625438180115583,0.05699557773137497,0.007966439588926733,0.017885163683315806,-22.847360372543335,0.004994409196328797,-0.01567893847823143,0.010293114114453836
1966-03-01,0.059651886112987995,0.014674849138199855,0.02394748567524603,-0.004269120690878481,0.014388244920249644,-15.288257598876953,-0.01649941917783862,0.05562407150864601,0.009959397952904745
1966-04-01,-0.025905468889201682,0.021635706489570708,0.03938617784593065,0.014507463201880455,0.00020995222288986733,-8.70937705039978,-0.03069501257682807,0.08498726040124893,0.011620374264574684
1966-05-01,0.004856156010646373,-0.029166317992950892,0.03190154557005834,-0.025514308363199234,0.06074658755598397,-49.98810291290283,-0.0509291387244359,0.05913785845041275,-0.07581624729904982
1966-06-01,0.03654251340776682,-0.04096863287368709,0.014199505923158032,-0.0072110677137970924,0.03562199016069544,-36.29691004753113,-0.04015603421518467,0.04837173968553543,-0.11188892763009115
1966-07-01,0.017021895231058203,-0.060399504472240274,0.002616099318710424,-0.017736490117385983,0.02462434871443387,-2.8645217418670654,-0.016992961700330645,0.07567720115184784,-0.044370305403012095
1966-08-01,-0.019699926876152556,-0.03290958300554495,0.010815784492987698,-0.012139305472373962,0.039906157501812645,-33.807605504989624,-0.007113049294324529,0.05498649552464485,-0.048892929185742305
1966-09-01,0.005983755787989746,-0.023433655540612962,0.009531696658518355,-0.0158932083286345,0.01781348556537053,-12.466132640838623,-0.0031792752494748007,0.026330064982175827,-0.06263867614016069
1966-10-01,0.056929835894455515,-0.022369654004951178,-0.013500586215217235,-0.0069966563023626804,0.02252765256783058,-16.181856393814087,0.008109210046545771,0.0364484041929245,-0.11283978325339546
1966-11-01,0.055227025101582214,-0.023563383750135093,-0.018451036096124328,0.018324643606320024,-0.032764570466403305,-5.458688735961914,0.006228005013509885,0.07509686052799225,0.016102486545533208
1966-12-01,0.004514438721040885,-0.004109295366479339,0.02336496234697811,0.023475971538573503,-0.021715505562465768,-10.555839538574219,-0.004893326944352796,0.0958900898694992,0.023593893274664882
1967-01-01,0.03966154375423988,0.02281925935807417,0.06102120219650915,-0.005338909104466438,0.058742850248155926,-4.680526256561279,-0.002203060426568025,0.034285880625247955,0.011637965237837188
1967-02-01,0.04495284520089626,0.03687207111351782,0.014123307951426103,0.0005040706673753448,0.043617763781342016,-15.289819240570068,-0.03329751413040513,0.11434528976678848,0.04689318366942153
1967-03-01,0.007229961435465763,0.018366285526066378,0.020014396789720505,0.03270786255598068,0.0019890796152296766,-7.604885101318359,-0.03446156952855171,0.06844522058963776,0.05241860594369669
1967-04-01,-0.01653653453104198,0.012830238481112522,0.024032880062774077,0.030335474293679,-0.011696210452194872,-20.479369163513184,-0.05744139620121694,0.06131739914417267,0.019228056205057468
1967-05-01,-0.03187058609910309,-0.010347009884367745,0.0010807781432897359,-0.013241127599030733,0.06809751021450965,-37.74822950363159,-0.06913772015363578,0.02168511413037777,0.012263248517977453
1967-06-01,0.0035138609140024832,-0.04076046145541205,0.0028862771814910032,-0.01266063773073256,0.03615389096325842,-34.32166576385498,-0.03948219889312383,0.06972654908895493,-0.0884341298544829
1967-07-01,-0.022642289210731786,-0.029380966343066035,0.027396072144225493,-0.012175451265648007,0.046758488591375026,-9.875309467315674,-0.009963780191520716,0.05606917291879654,-0.063125364713173
1967-08-01,-0.004388351226225495,-0.01772133593293403,0.02424296591494043,-0.007183630368672311,0.04346452268033192,3.2973647117614746,-0.008199887737731806,0.04969831183552742,-0.04589805699909617
1967-09-01,-0.002124415671763321,-0.02641428677405385,-0.0014407089635161527,-0.002423864643787965,0.008293051786463836,-2.9960155487060547,-0.006813889731896804,0.024310095235705376,-0.08256956605257187
1967-10-01,0.01147540945870181,-0.02739649239203913,-0.004003827570606086,0.004026995447929949,0.013776614876656698,-8.499455451965332,0.001981733179332426,0.047025248408317566,-0.08266108127030652
1967-11-01,0.06741253503908715,-0.02663636968719016,-0.01864115376088579,0.018581015756353736,0.033418079517010986,-3.5976290702819824,0.0022918529708513477,0.0024409506004303694,0.021659290269676564
1967-12-01,-0.03756536946942409,0.00954765571857528,0.07156215734400992,0.03090930636972189,-0.055641725916287,8.764177560806274,0.005474916796806274,0.12773321568965912,0.0241422918583967
1968-01-01,-0.0115675376340126,0.01319045629754341,0.03334140184067064,0.02390535781159997,-0.019143163708263432,-1.484745740890503,-8.96132332366585e-05,0.0911019966006279,0.03395379413809397
1968-02-01,0.11063573571542899,0.027951956626108228,-0.00756064240457648,-0.011854377808049321,-0.018092493751439558,-0.41351318359375,-0.018473133568233192,0.018002299591898918,0.04584259658524421
1968-03-01,0.01836068113334477,0.026907305494486857,0.037534285526154405,0.024993503466248512,-0.02482383961564508,-14.406490325927734,-0.043151430135605316,0.08356409519910812,0.0479907275433034
1968-04-01,-0.015211756302354237,0.003089012055517101,0.03649171568074469,0.01805333886295557,-0.016282638534903526,-35.04632115364075,-0.06845691710110478,0.06409244239330292,0.02796300182086045
1968-05-01,-0.013132119784131646,0.0003589464606141015,0.01574680524862419,-0.008262302726507187,0.026611407319533417,-24.694788455963135,-0.097971082033727,0.08499930799007416,-0.08913758952599185
1968-06-01,0.012746131202826898,-0.026988368749404128,0.0201561819698851,-0.022805805783718824,0.04322045193663959,-31.5127432346344,-0.0658967250945584,0.05669931694865227,-0.11460865987876877
1968-07-01,-0.01955226374169191,-0.026008516228456294,0.014863201117111466,-0.0033211195841431618,0.037706299717056344,-8.856910467147827,-0.03245763118135049,0.04846139997243881,-0.053245135566499915
1968-08-01,0.008321598094577592,-0.0261209605943425,0.005040367891601587,-0.004452950379345566,0.019075968784504925,-20.778095722198486,-0.009229101690669988,0.05764620751142502,-0.08914517650825789
1968-09-01,0.009494961705058813,-0.025038864369765462,-0.004890316828959069,-0.009791221236810088,-0.0003524049604713018,-16.805607080459595,-0.003904666776625102,0.05983855202794075,-0.0879942365320383
1968-10-01,0.05771880581354102,-0.029547866681974264,0.017840382090564502,-0.004941252409480512,0.014292588457465174,-15.938949584960938,-0.01350826780693043,0.011616932228207588,-0.10523728004335303
1968-11-01,0.01526648411527276,-0.01970590795758817,0.02346911893810256,0.0020998869149480015,0.0435982124301894,-21.083098649978638,-0.009292518937235211,-0.021319756284356117,0.003837625932904472
1968-12-01,0.03828048938885331,0.001083097333530728,-0.0013575133457148479,0.03491238923743367,0.009708832307108518,-1.1016309261322021,-0.0052608708982299635,0.0657992959022522,0.027830117439801717
1969-01-01,0.007859980299447974,0.012732348103317427,0.04194943644737793,0.022388456854969263,0.06312680398595745,-0.39922595024108887,-0.011664713989168206,-0.04935123026371002,0.044064321843659986
1969-02-01,0.030664742613832157,0.022369459030225126,0.005691324881577896,0.015141823096200824,-0.00269542355893244,-5.624347925186157,-0.004675544348339106,-0.06634676456451416,0.03457237694379503
1969-03-01,0.04391983772317569,0.03013619885063,0.01221563177719965,-0.006084140622988343,-0.008699949830770493,-22.03306555747986,-0.020338615383827845,0.0033337653148919344,0.01787470521784462
1969-04-01,-0.01925528437520067,-0.011550237109764017,-0.008702910331598783,-0.007494317251257598,0.04023164189581214,-54.26991581916809,-0.06658871651895894,0.12745679914951324,0.02519566652290853
1969-05-01,0.009393056582969924,-0.038136400469987515,-0.04490573211746701,-0.016607018187642097,0.04430474584986424,-35.71208119392395,-0.053102958122355826,0.046027977019548416,-0.036557145680473975
1969-06-01,0.023079027111331623,-0.05083919516195068,-0.014954364969063614,-0.029271289240568876,0.024214359642616635,-41.06960892677307,-0.023064854236057142,0.062098804861307144,-0.12377034666725494
1969-07-01,0.0005197936843615025,-0.030086008604053114,0.005928204016033876,-0.018433736404404044,0.03490379915155214,-14.327794313430786,-0.009417593879187667,0.05017264559864998,-0.08890760312499726
1969-08-01,0.0042827586488177385,-0.04120881086309179,0.006349942394358627,-0.015551572432741523,0.03082224264227111,-19.058912992477417,-0.016740151999780795,0.05287542566657066,-0.11706614982237859
1969-09-01,0.029963935958221555,-0.03522153166558245,-0.013222106558791663,-0.016779247671365738,0.01681885232442412,-14.89308476448059,-0.007785100414848967,0.04811875894665718,-0.10123828145782506
1969-10-01,0.012698794792716702,-0.046087830937166015,-0.03182193485356994,0.012145544169470668,0.01410440670262123,-39.4501268863678,-0.00953487176823136,0.03209913894534111,-0.07444658786454032
