,mgu850_cluster1,mgu850_cluster2,mgu850_cluster3,mgu850_cluster4,mgu850_cluster5,mgu850_cluster6,mgu850_cluster7,mgu850_cluster8,mgu850_cluster9
1965-01-01,-0.2434349,0.22094879,1.0711782,0.18901214,0.454607,0.084077835,0.74627227,0.36303386,0.9343071
1965-02-01,0.73258555,0.240176,0.8629389,-0.36759624,-0.7439915,0.10949669,-1.0897534,0.5686661,0.7146618
1965-03-01,0.2069355,0.27309036,0.98188627,-0.14469223,0.54683226,0.25484046,0.62862855,0.105586246,1.4048824
1965-04-01,0.2479969,-0.190316,0.48784715,0.3138256,0.29753113,0.26494294,1.177742,0.054096986,0.18575363
1965-05-01,0.8046055,-0.24539033,0.9427799,0.3258831,0.5852863,-0.17467347,1.0255547,0.81405604,0.32849044
1965-06-01,0.4598213,-0.47578925,1.1308148,0.801021,0.37932777,-0.38910484,1.3602364,0.33142358,-0.0084728245
1965-07-01,-0.532819,-0.23105125,1.313961,1.1705723,0.45623666,-0.34445876,1.0164295,0.053118896,0.02346344
1965-08-01,-0.9515789,-0.3529316,1.5570701,0.16522256,0.03519554,-0.22388153,0.72378653,0.4112648,0.49469072
1965-09-01,-1.0780216,-0.41321984,0.28775483,-0.26592103,0.2708088,-0.11829567,0.75930786,0.889661,0.3356598
1965-10-01,0.1310051,-0.1189476,0.4969719,0.59701765,-0.6155933,0.011405945,0.72509,0.9727615,0.25288543
1965-11-01,0.3594494,0.015968323,0.7645222,0.35097617,0.783749,-0.07169418,0.97243536,0.9506014,0.2763489
1965-12-01,0.060614396,-0.054096602,0.5530235,-0.083100125,1.1106098,-0.022486115,1.4247612,0.79189605,0.8143822
1966-01-01,0.8254982,0.3804184,0.8218876,-0.19693795,0.97746885,-0.035776902,0.19825096,0.25470656,1.3221099
1966-02-01,-0.016411591,0.47757453,1.0276878,-0.35087776,0.9052582,0.08402672,0.076805875,0.20875435,1.4524174
1966-03-01,0.4526291,0.15393981,0.5924549,-0.050219346,-0.44770545,0.105033495,0.3072235,0.40437928,0.4414692
1966-04-01,0.26028594,0.07483635,0.93906593,-0.3180546,1.3572308,0.10765953,1.011933,-0.050219346,1.0644497
1966-05-01,0.35087737,0.13654366,1.0805328,1.5866635,0.4920166,-0.085668184,1.5423527,0.7933319,-0.08008804
1966-06-01,0.047264863,-0.30558243,0.43720207,0.9597443,0.6164158,0.0049236296,0.74147147,0.8826103,0.023632813
1966-07-01,-0.816964,-0.30853614,1.3542767,0.5241833,-0.2031742,-0.29639167,0.40831834,0.6692608,0.73884547
1966-08-01,-1.41861,-0.22057076,1.5554817,0.81959,0.88031274,-0.21105194,1.1839253,0.33742028,0.42834014
1966-09-01,-0.48052865,-0.3364357,0.7995678,0.51696205,0.44245377,-0.085667804,0.45295754,0.03774643,0.53337365
1966-10-01,-0.23993607,-0.5330456,0.33840522,0.2159752,0.51367986,0.05776863,-0.2402645,0.75427246,0.7395023
1966-11-01,0.23402786,-0.14015427,0.11356735,-0.09846916,0.053173445,0.264225,-0.1877472,0.70470965,0.32265013
1966-12-01,0.6420177,0.38796768,0.8258263,0.12899438,0.2195858,0.06761551,0.698473,0.56455576,0.023304367
1967-01-01,0.34711647,0.18286438,1.3561375,0.61749494,0.59169805,-0.0045719147,0.08914642,0.56296194,0.6302303
1967-02-01,0.07183991,0.31740075,1.25197,0.24686737,0.6305569,0.2729908,0.9120377,0.04832859,0.58451384
1967-03-01,-0.16817017,-0.013061523,0.8950577,0.31217614,0.42744637,0.33764648,1.1882938,0.17470093,0.2573166
1967-04-01,0.2876854,-0.3689949,0.99922484,-0.65537393,-0.79905355,0.12506637,-0.038205337,0.18808937,0.117882155
1967-05-01,0.4604271,-0.20800857,1.1928657,0.00195961,0.39348564,-0.14400597,0.3663826,-0.038532257,0.1936409
1967-06-01,0.60573924,-0.5165928,0.13257714,1.0531048,0.14302635,-0.1658844,0.8405247,0.6285976,0.038532257
1967-07-01,-0.8415047,-0.16457824,1.266338,1.0893509,0.41667062,-0.2703785,0.74092865,-0.0091434475,0.48393822
1967-08-01,-0.992041,-0.28376657,0.7167641,1.2183361,0.35658646,-0.20213088,0.6201073,0.37846488,0.14629173
1967-09-01,-0.8274624,-0.49928588,-0.088820264,0.014368057,0.56100273,-0.042124175,0.8003597,0.5410835,0.37226027
1967-10-01,-0.6654968,-0.36213723,0.40948638,0.75986826,0.33144227,0.016000366,1.1517208,0.73309135,0.16653748
1967-11-01,-0.14106712,0.14727135,0.7317856,0.4493248,-0.5926777,0.1286583,0.28376693,0.31250286,0.2158455
1967-12-01,0.3327484,0.45879477,0.86501503,-0.63186264,-0.116249464,-0.044736482,-0.065308765,0.4166704,0.7281933
1968-01-01,0.34680787,0.021516036,0.6589714,0.6483959,0.53097,0.027350998,0.5382633,0.33404428,0.4284958
1968-02-01,-0.09736862,0.44125938,0.39530984,-0.97077066,0.5575916,0.37014732,-0.004740906,0.8533443,0.8828834
1968-03-01,-0.22427674,0.24141617,0.5926002,0.06892395,-0.38218156,0.23193474,0.36139488,0.22464104,0.25308532
1968-04-01,-0.10940323,0.013492966,0.07038269,0.02115097,0.7103912,0.14696503,0.2556389,0.27460176,0.84386253
1968-05-01,-0.037197113,-0.15571709,0.86355555,0.22719383,0.5692612,-0.202396,0.46715125,0.107579805,0.64584273
1968-06-01,0.040114593,-0.29465905,0.9875458,0.1951023,0.19801979,-0.18598557,1.1108062,0.706015,0.425943
1968-07-01,-0.38911057,-0.3457138,1.0553753,0.41646117,0.24834518,-0.3679596,0.58202475,0.35993654,0.22245331
1968-08-01,-0.669912,-0.31872788,0.5962471,0.50799525,0.49705505,-0.16228104,0.9591007,0.74065936,0.47882158
1968-09-01,-0.6903343,-0.31143418,0.05214882,-0.7187786,1.0495408,-0.08278122,0.87814254,0.94779587,1.0429764
1968-10-01,0.2333931,-0.3486313,0.59952927,0.6071873,0.24396896,0.035373688,0.5200294,0.89345896,1.1374279
1968-11-01,0.42594224,0.21114807,1.2643356,0.35993615,0.75852853,0.027715301,0.8310989,0.51455957,0.38436928
