,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5,ssta30_cluster6,ssta30_cluster7,ssta30_cluster8,ssta30_cluster9
1965-01-01,-18.68991,0.7451782,1.022583,1.8538513,-6.315155,-4.7309265,-1.7047424,-0.67337036,-5.99881
1965-02-01,-20.38675,0.33963013,1.1579285,1.3200989,-7.877289,-5.4248657,0.05621338,-1.5214844,-6.8449097
1965-03-01,-21.675995,0.17108154,2.200348,0.9265137,-8.406097,-5.68573,1.3895264,-2.0213623,-7.4685364
1965-04-01,-21.697632,0.56903076,2.8981934,1.183258,-7.769104,-6.144989,0.9048462,-1.9107971,-7.6333923
1965-05-01,-17.114685,1.0375366,2.6487122,1.8578491,-6.119568,-4.996399,0.5949707,-1.2776184,-6.2991943
1965-06-01,-10.427643,2.618225,2.529419,2.1661682,-4.4595337,-3.307434,0.39285278,-0.3131714,-3.2390747
1965-07-01,-4.6986084,3.2778015,2.1676025,2.147644,-1.9927368,-1.7836914,-0.44995117,0.90670776,0.53048706
1965-08-01,-2.9542542,3.861084,1.9186096,2.4285583,-0.096191406,-1.2797241,-2.3205566,1.5858154,2.1316833
1965-09-01,-5.717743,3.4142456,1.6464233,2.5625305,-0.7555847,-1.1627197,-2.5438538,2.4083252,0.41897583
1965-10-01,-10.451599,3.0523071,1.6751709,2.3258362,-2.1977844,-1.3450317,-1.4438477,1.4865723,-1.6010132
1965-11-01,-13.995239,1.9336243,1.3917542,2.5323792,-4.7509766,-2.7042236,-2.2531738,0.61886597,-3.0115662
1965-12-01,-17.235962,1.1936951,1.6547546,2.2095947,-6.1285706,-4.01297,-1.9807129,-0.23382568,-4.3737183
1966-01-01,-19.701294,0.59552,1.8875122,1.5193787,-7.601776,-5.018799,-1.0237732,-1.1372375,-6.29718
1966-02-01,-21.534271,-0.3680725,1.6853943,1.164978,-8.713135,-5.1054077,-0.31866455,-1.6358643,-7.5935974
1966-03-01,-22.099762,-0.5422363,2.2843323,1.0740051,-9.037079,-5.523651,-0.76464844,-1.7520447,-8.001251
1966-04-01,-21.242828,0.25421143,2.3843384,1.2279968,-8.906799,-5.1790466,-1.7816162,-1.4412231,-7.979889
1966-05-01,-18.61908,1.4452515,1.9308777,1.7331848,-7.1267395,-4.4746704,-2.6350098,-0.8124695,-6.113098
1966-06-01,-11.276764,2.4863892,1.6296082,2.4400024,-5.199524,-3.7587585,-2.3684387,0.17974854,-2.8409424
1966-07-01,-4.2128906,3.3303528,1.5169067,2.7090454,-2.8164978,-2.8018494,-2.6036682,0.9364624,-0.57592773
1966-08-01,-3.396698,4.0855103,1.5121155,2.7592163,-1.237793,-1.456665,-3.6322021,2.1419678,1.8373718
1966-09-01,-5.1860657,4.046051,1.4786682,2.5941772,-1.3045044,-0.6217041,-4.1805115,2.467102,0.69854736
1966-10-01,-9.623474,3.4382324,1.2158203,2.5350647,-2.2093506,-1.2148743,-3.7882996,1.8466797,-0.33135986
1966-11-01,-13.151154,1.9004822,0.9992981,2.5802612,-5.0632935,-2.4031677,-4.267517,1.3018799,-2.870636
1966-12-01,-15.387939,0.53411865,0.7000122,2.6596985,-6.6087036,-4.1850586,-3.6994324,0.14025879,-4.552185
1967-01-01,-17.641327,0.19354248,0.76297,1.9534607,-7.3949585,-5.0651245,-2.3200989,-0.75250244,-6.214508
1967-02-01,-19.540436,-0.21261597,1.1546326,1.2883606,-7.8707275,-5.4742737,-0.48205566,-1.9720154,-6.741852
1967-03-01,-20.444733,-0.046661377,1.7818604,1.1478271,-7.7563477,-6.048523,0.21026611,-2.4831543,-7.3747253
1967-04-01,-21.506378,0.2925415,2.2232056,1.3598022,-6.942871,-5.6482544,-0.77020264,-1.5279541,-7.908966
1967-05-01,-19.325165,1.1570435,2.2548523,1.9508667,-6.214081,-5.3075867,-1.8714294,-1.5393982,-6.1885376
1967-06-01,-11.996124,2.6564941,1.6974182,2.2908936,-3.8632202,-3.9578857,-2.7528992,-0.32992554,-3.8537292
1967-07-01,-4.730438,3.8361816,1.1006775,2.623169,-1.7059631,-2.4882507,-4.113434,1.0390625,0.048919678
1967-08-01,-3.5365295,4.1421204,0.74954224,2.7262878,-0.23660278,-1.3409119,-5.006958,1.423645,2.527954
1967-09-01,-6.9950867,3.6965332,1.2579956,2.7469482,-0.11224365,-0.58602905,-5.45105,1.9251099,1.1698608
1967-10-01,-9.556671,2.8642883,0.8674927,2.820221,-1.2089233,-0.7596741,-4.327057,1.9472961,-0.6855469
1967-11-01,-13.307312,1.9863892,0.8595276,2.5813599,-3.436554,-2.2460938,-3.9629211,1.1740417,-2.174469
