,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,msl_cluster10
1965-01-01,1010.7392,1011.8605,1003.8529,1020.77155,1013.69556,1019.45435,1013.2745,1019.1796,1012.1643,1022.08203
1965-02-01,1011.41205,1020.15326,1017.4568,1019.89154,1015.31036,1023.6181,1020.92914,1015.8984,1010.5569,1022.28046
1965-03-01,1012.7255,1018.2333,1010.1482,1017.22925,1017.63416,1022.3257,1017.3694,1015.3681,1011.4034,1020.7567
1965-04-01,1012.85706,1023.3844,1019.2795,1017.39294,1020.1372,1020.3133,1018.42303,1014.3269,1011.5733,1020.6445
1965-05-01,1011.97455,1023.9456,1021.09534,1018.3678,1020.5533,1027.2157,1019.00165,1012.52094,1010.35034,1023.7422
1965-06-01,1013.1696,1024.9155,1018.0453,1017.6094,1022.90063,1024.3766,1021.4997,1013.86914,1010.24927,1021.2243
1965-07-01,1011.39844,1024.6544,1024.4257,1016.5719,1020.6041,1023.2442,1019.85315,1016.40436,1010.6008,1020.26306
1965-08-01,1011.50885,1022.6538,1020.2649,1016.84467,1019.5574,1020.3474,1019.15356,1016.10736,1010.4334,1018.2953
1965-09-01,1011.2589,1021.73346,1013.39844,1018.25,1016.97,1023.3639,1014.56866,1014.3653,1010.86505,1018.3697
1965-10-01,1011.2583,1014.3795,1021.00665,1017.9542,1016.2469,1018.4968,1019.14056,1019.38794,1011.28064,1020.358
1965-11-01,1011.2,1020.9334,1022.39764,1020.2711,1019.6348,1012.09357,1016.5998,1018.6097,1011.45483,1016.5973
1965-12-01,1011.4034,1023.6647,1020.198,1022.1142,1022.6104,1019.4668,1019.527,1018.627,1010.2983,1019.56537
1966-01-01,1011.56464,1015.1778,1008.3069,1021.0781,1019.65924,1019.8006,1018.2441,1019.34686,1010.09937,1022.072
1966-02-01,1011.5139,1019.4827,1023.044,1021.6414,1016.4465,1020.1261,1020.04974,1017.75024,1010.4762,1021.6664
1966-03-01,1012.1705,1015.3756,1015.0558,1020.64185,1018.5483,1019.11346,1018.2603,1018.2403,1010.37537,1021.4943
1966-04-01,1012.60425,1019.4458,1017.4091,1017.6532,1017.4016,1021.8441,1020.51166,1013.742,1010.8342,1020.2344
1966-05-01,1012.9409,1023.3782,1021.18695,1016.28186,1019.7681,1024.6995,1018.1195,1015.47076,1011.3243,1020.66437
