,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5,ssta30_cluster6,ssta30_cluster7,ssta30_cluster8,ssta30_cluster9,ssta30_cluster10
1965-01-01,1.022583,1.4516907,1.068512,0.7451782,-4.89209,-2.76651,-10.231995,-6.182434,-2.2281494,-11.402069
1965-02-01,1.1579285,0.71536255,1.1773987,0.33963013,-5.1748962,-3.4375,-11.422913,-6.597931,-1.1762085,-12.460236
1965-03-01,2.200348,0.28433228,0.9803772,0.17108154,-5.900299,-4.044159,-11.535065,-6.831848,0.2793579,-12.751038
1965-04-01,2.8981934,0.35299683,2.0210266,0.56903076,-5.214447,-3.8707275,-11.114655,-6.6314697,0.7935791,-12.679413
1965-05-01,2.6487122,1.1528015,2.5923157,1.0375366,-3.6931152,-2.9187317,-9.995514,-6.2019043,0.7775879,-11.531799
1965-06-01,2.529419,1.4272156,2.729004,2.618225,-1.2342529,-1.8659363,-7.169403,-5.6845093,0.96517944,-9.890259
1965-07-01,2.1676025,2.4125977,3.5093079,3.2778015,0.8538208,-1.6110535,-3.8129578,-4.6207886,0.49957275,-4.6237793
1965-08-01,1.9186096,2.7039795,3.4509277,3.861084,1.4441223,-0.31573486,-3.4866333,-2.9582214,-0.777771,-1.741272
1965-09-01,1.6464233,3.3548584,3.2191467,3.4142456,1.7626953,0.18395996,-3.228424,-3.304779,-1.0105591,-3.6969604
1965-10-01,1.6751709,3.002411,3.6340942,3.0523071,0.34146118,0.26312256,-5.7214355,-3.762024,-0.34710693,-7.6614075
1965-11-01,1.3917542,2.336792,3.2528992,1.9336243,-1.9422913,-1.2268066,-9.017578,-3.796936,-0.64349365,-9.032043
1965-12-01,1.6547546,1.3648376,2.9545288,1.1936951,-3.1263123,-2.6752625,-11.135162,-4.647156,-1.1090088,-10.182129
1966-01-01,1.8875122,0.7674866,2.3443909,0.59552,-4.178131,-4.1271973,-11.903412,-6.0490723,-0.5734558,-11.475769
1966-02-01,1.6853943,0.10748291,1.9864807,-0.3680725,-5.1563416,-4.6838074,-12.629974,-6.5012817,-0.11843872,-12.821594
1966-03-01,2.2843323,0.3614502,2.0145264,-0.5422363,-5.4237976,-4.5851746,-13.401215,-6.7127686,0.1758728,-12.808685
1966-04-01,2.3843384,0.5734253,2.1634521,0.25421143,-5.0746765,-4.2289734,-12.975433,-6.5043335,-0.21228027,-12.532654
1966-05-01,1.9308777,1.5350037,2.5768738,1.4452515,-3.533142,-3.5714722,-11.283112,-6.0001526,-1.4100647,-11.388519
1966-06-01,1.6296082,1.7713013,2.9453125,2.4863892,-0.5111084,-2.7940674,-9.28833,-5.2237244,-0.8555603,-9.915192
1966-07-01,1.5169067,2.4246216,3.8633728,3.3303528,1.2687988,-1.6969604,-5.3944397,-4.5265503,-0.2859497,-5.867981
1966-08-01,1.5121155,2.7859497,2.9226074,4.0855103,1.4556274,-1.0930786,-3.2045593,-3.9730835,-2.3921204,-2.8938904
1966-09-01,1.4786682,3.0248413,2.6183777,4.046051,1.5109558,-0.31811523,-3.4432373,-3.4195251,-2.2329102,-3.6424255
1966-10-01,1.2158203,3.0847168,2.4316711,3.4382324,0.274292,-0.7191467,-5.459015,-3.1801147,-2.590088,-6.8342285
1966-11-01,0.9992981,2.5177307,2.0986633,1.9004822,-1.7516174,-1.4888611,-8.000824,-4.2730713,-3.018402,-9.474365
1966-12-01,0.7000122,1.395935,2.0943909,0.53411865,-2.995453,-2.1174622,-10.687927,-4.5794373,-2.7972717,-10.516968
