,zgu250_cluster1,zgu250_cluster2,zgu250_cluster3,zgu250_cluster4,zgu250_cluster5,zgu250_cluster6,zgu250_cluster7,zgu250_cluster8,zgu250_cluster9,zgu250_cluster10
1965-01-01,0.9506012,0.6364498,0.17011109,0.40865764,-0.29264298,-0.35358277,-0.6918499,-0.6331911,0.51554716,-0.59375936
1965-02-01,-0.08114509,0.63710177,-0.38160896,-0.03161049,-1.4208508,-0.19096756,0.89096487,-0.3799797,1.1050705,-0.32457963
1965-03-01,1.1519973,0.44352683,0.28221512,-0.2903618,-1.2546498,-1.0965971,0.45069638,0.783749,0.26559526,-0.31480312
1965-04-01,0.636124,0.39594802,0.13230857,-0.98742616,-0.17793217,0.38682327,0.20628396,-0.55921555,0.13002777,-1.1963171
1965-05-01,0.2610325,-0.19455223,-0.13589343,-0.82969874,-0.35358316,-0.3314232,0.08538151,0.52956027,-0.46699065,-0.89129066
1965-06-01,-0.7381252,0.12839814,-0.29166526,-0.20856552,-0.6882652,-0.3301197,0.70651495,0.5393368,-0.5034895,0.051163483
1965-07-01,-0.56671065,-0.099394225,-0.105912015,0.11634026,-0.40344352,0.4709011,0.47416002,0.41191617,0.2564701,-0.44222373
1965-08-01,-0.25418893,-0.08049317,-0.3464138,0.23300628,-0.46601295,0.56051904,1.2758329,-0.84990346,0.77690583,-0.12155457
1965-09-01,-0.37509155,0.1114521,-0.19031563,0.058984756,-1.1800232,-1.1477607,0.6133121,1.7131679,-0.32816428,-0.08114471
1965-10-01,-0.21606064,0.27765235,-0.4340767,-0.044646073,0.17630272,0.1342636,-0.29622784,-0.23105125,1.3273224,0.042038728
1965-11-01,-0.053444672,-0.007169342,0.08244858,-0.3822609,0.36140442,0.532819,-0.023137664,0.39040795,0.19846344,-0.27439347
1965-12-01,0.5318413,0.2932949,-0.17793217,-0.5002308,-0.13002738,0.20172195,0.006191635,0.021508027,0.40605086,-0.55563104
1966-01-01,0.382716,0.5241833,0.32068062,-0.27210236,-0.97910917,-0.8573364,-0.3134594,-0.119147494,0.954821,-0.44606417
1966-02-01,0.3669613,0.23205872,0.05776844,-0.3699154,-0.7815155,0.7424561,-0.40700492,-0.32691687,0.96795046,0.004266739
1966-03-01,0.19792251,0.0328228,0.02494545,-0.27013358,-0.36138153,0.07582092,-0.62330854,-0.68862647,0.514336,-0.43654576
1966-04-01,0.70372504,0.34989318,-0.060066223,-0.35383186,-0.847818,-1.1671858,0.31510085,0.12308617,0.48578033,-0.18019828
1966-05-01,0.7578831,-0.21203652,-0.05153217,-0.22089882,-0.3974863,0.8159796,-0.026586533,-0.06860008,-0.32954293,-0.54683113
1966-06-01,0.12013245,-0.08107261,0.0019695282,-0.3216652,-0.51991653,-0.37647972,0.12242985,-0.15722218,-0.6938782,-0.4004406
1966-07-01,-0.98075104,-0.018709183,-0.19102974,-0.035448838,-0.7844696,0.06269188,0.5793255,-0.18512173,0.27046165,-0.122429654
1966-08-01,-0.0869812,-0.225494,0.06925621,0.10404892,-0.596722,0.62691915,0.5382969,0.08271408,0.39092198,-0.113896176
1966-09-01,-0.116521455,-0.130307,-0.1637867,0.0315094,-0.28785762,-0.15295506,-0.22844811,0.48577994,0.22286797,-0.12472763
1966-10-01,0.83928376,0.09157638,-0.27308732,-0.172649,-0.10372047,-0.912151,0.38271618,-0.26225585,-0.039387513,-0.26488152
1966-11-01,0.33052748,0.030853653,-0.20908241,0.31575736,0.49136028,0.17593117,-0.20809746,0.24223404,-0.035449218,-0.19529648
