,mgv50_cluster1,mgv50_cluster2,mgv50_cluster3,mgv50_cluster4,mgv50_cluster5,mgv50_cluster6,mgv50_cluster7,mgv50_cluster8,mgv50_cluster9,mgv50_cluster10
1965-01-01,-0.36778897,-0.06696441,0.14849904,0.2588799,-0.29434896,-0.04959779,-0.00088305474,-0.17616788,-0.050628018,-0.014717435
1965-02-01,-0.2650612,-0.10213909,0.049009107,0.27609932,-0.071673974,-0.047831677,0.08859901,-0.2675631,0.017955255,-0.15762386
1965-03-01,-0.13525331,-0.16071454,0.0774138,0.19530055,0.093014285,-0.30082464,0.14952925,-0.59016967,0.15173686,-0.09345579
1965-04-01,-0.04694866,-0.05460174,-0.02634425,0.12112459,-0.096252106,-0.08433094,-0.017219424,-0.07432313,-0.005739808,-0.06151893
1965-05-01,0.038412534,-0.09433885,0.043563653,0.072704196,-0.024872493,-0.0473902,-0.03988428,-0.009713531,0.00088305474,-0.087568834
1965-06-01,0.06328504,-0.010007858,0.07196832,0.07859115,-0.035763405,0.021781826,-0.0035321712,0.02148745,-0.003532195,-0.02089877
1965-07-01,-0.010449385,-0.01457026,-0.015011812,0.009271979,-0.021487499,-0.0019132852,-0.008830476,0.01707225,0.017513752,-0.007211566
1965-08-01,0.040914487,0.031053806,-0.035763405,0.0011773824,0.009566331,-0.0013245583,0.0075059175,-0.017955303,-0.016777897,0.010155058
1965-09-01,0.15247276,-0.015894841,-0.022812033,0.06814178,0.045624066,-0.08874621,-0.013392878,0.035174705,0.0017660856,-0.019132685
1965-10-01,-0.17778675,-0.029876422,0.15865406,-0.3763252,-0.09463318,0.040178634,0.010890913,-0.14158182,0.0073587177,-0.079032704
1965-11-01,0.1570352,-0.0075058937,-0.26623863,-0.010890913,-0.06961354,-0.4075261,0.007211542,-0.1972138,0.04385798,-0.023400735
1965-12-01,-0.0026491166,-0.03694079,-0.14835186,0.05003929,-0.2150219,-0.15880123,-0.03223121,-0.10449386,0.010743737,-0.014864611
1966-01-01,-0.38090783,-0.025606012,0.114142135,0.3033664,-0.2615577,-0.11515484,0.08925946,-0.2559157,0.004773998,-0.051790714
1966-02-01,-0.2751564,0.001012659,-0.045859385,0.124558166,0.0049186707,-0.15841022,0.07161009,-0.41794252,0.05670941,-0.010560679
1966-03-01,-0.10980215,0.030958723,-0.13540816,-0.1449562,0.009692669,0.13569751,0.09099545,0.05164609,-0.045859385,0.00868001
1966-04-01,0.006509972,0.002025318,0.019819355,0.1148655,-0.123979494,-0.12817483,0.08347277,-0.16318421,-0.014756012,0.048752736
1966-05-01,-0.16824761,0.0034719943,0.009692693,-0.042532064,-0.037179373,0.05453942,0.039060067,-0.10329213,-0.012296677,0.023146724
1966-06-01,0.08043478,0.016492033,0.044846725,0.08607678,-0.017504692,0.03312869,-0.00868001,0.026473999,0.035588074,0.004339981
1966-07-01,0.026474023,-0.016492033,-0.015334654,0.036022045,-0.017070675,-0.019964028,-0.071899414,0.002603984,0.03906002,-0.03660073
1966-08-01,0.026329374,0.025895357,-0.017649364,0.039494038,-0.013309335,-0.027197361,-0.030958723,0.019674683,0.0011573315,-0.024882698
1966-09-01,-0.10936813,-0.0494761,0.08578744,-0.027776051,0.03674538,0.023146724,-0.068716764,-0.052224778,-0.021700049,-0.03746872
1966-10-01,0.014321995,-0.055552054,0.0729121,-0.09866281,0.17041759,0.08434081,0.0026040077,-0.10401549,-0.019095993,-0.07218876
1966-11-01,-0.0756608,-0.049042035,-0.04991007,0.0076673506,-0.12152016,-0.18517356,0.09099545,-0.15190014,0.07551613,-0.14105019
1966-12-01,-0.27949637,-0.09620345,0.11197217,0.14900689,-0.13048951,0.09027214,0.21251562,0.028644085,0.019964028,-0.06944008
1967-01-01,-0.3057456,-0.3248963,0.13072456,0.2641136,-0.18401358,-0.080433086,0.25578716,-0.33005866,0.12373038,-0.12373038
1967-02-01,-0.18567884,-0.15587029,0.22447987,0.23713604,-0.26044998,-0.04429648,0.077269055,-0.31706953,0.14920919,0.05145719
1967-03-01,-0.091756985,-0.027643656,-0.15387197,0.14121583,-0.1280601,-0.18834329,-0.10657798,-0.10174866,0.14721085,-0.03014158
1967-04-01,0.023647022,-0.19233999,-0.10124908,0.16686116,-0.06810999,-0.16786034,-0.0699418,0.07560377,0.102747835,-0.13072456
1967-05-01,-0.040133286,-0.0014987469,0.06477942,-0.041632034,-0.029142415,-0.021149063,0.0056619644,-0.021981705,-0.105079256,-0.016153228
1967-06-01,0.08875948,-0.009159053,0.10041644,0.01265614,-0.018984204,-0.003164053,-0.032306455,-0.04995843,0.049791895,-0.004662788
1967-07-01,0.011656964,-0.013655305,-0.0502915,-0.061282337,0.01582017,0.01465447,-0.04429648,0.006161547,0.0026644468,-0.014821005
1967-08-01,0.009492099,-0.03680272,-0.0041631935,-0.031140756,0.005828476,0.03280604,-0.017651986,-0.0036636114,-0.015653634,-0.029475475
1967-09-01,-0.036636185,-0.044129945,0.1961701,-0.040299796,0.032306455,0.07360544,-0.0414655,-0.06927569,0.004329729,-0.033805203
1967-10-01,-0.11773536,-0.0597836,0.04179859,-0.03164034,0.13189027,0.20299777,0.017318916,-0.136553,-0.007327235,-0.04512912
1967-11-01,-0.26711106,-0.07410501,0.16153227,0.3577024,-0.17285617,-0.04046633,-0.060449697,-0.24313104,0.00066611764,-0.06494596
1967-12-01,-0.4259789,-0.11273952,-0.056119967,0.17152396,-0.028143238,-0.22364727,0.04979191,-0.3706916,-0.08659463,-0.09292267
1968-01-01,-0.056908943,-0.01967746,-0.13547726,0.016987741,-0.008493853,-0.014014888,0.024207544,-0.064695,-0.05152949,0.008210743
1968-02-01,-0.33621576,0.023641277,0.15458846,0.0678094,-0.37288097,0.23386462,0.13434474,-0.092866324,-0.09045974,-0.0117498515
1968-03-01,-0.16322389,-0.07970083,-0.12018828,-0.11749859,-0.09937831,-0.027180409,0.023216594,0.061439,-0.027746642,-0.07092383
1968-04-01,0.055210184,-0.05223732,0.030153226,0.07927613,-0.022933459,-0.18573269,0.05152949,-0.022508765,0.050113846,-0.089044094
1968-05-01,0.020809984,0.02831291,-0.004105377,-0.09456511,-0.070640706,0.07191478,0.01854496,0.0451591,0.021800946,-0.0049547553
1968-06-01,0.03468331,0.029162299,0.062429965,0.05591799,-0.019252777,0.0335508,0.014156449,-0.0029728531,0.025623178,0.034541737
1968-07-01,0.012174559,0.024065971,0.0011325121,-0.025764752,-0.028737616,0.024915362,-0.0024065971,0.032276712,0.008635426,-0.00906012
1968-08-01,0.026755715,-0.004388499,-0.07488763,0.0024065971,-0.01854496,0.0029728531,0.012174559,0.0052378895,-0.010475779,-0.0138733145
1968-09-01,0.048131943,-0.0060872794,0.013023937,-0.026047897,-0.0151474,-0.023216581,-0.01231612,-0.044592835,0.02746352,-0.0021234632
1968-10-01,-0.015288973,-0.01599679,-0.11424259,-0.09838736,-0.08677906,0.096971706,0.03369236,-0.02534008,-0.013023937,-0.03114419
1968-11-01,-0.37599543,-0.042186238,0.27038828,0.012599254,-0.03963808,0.10942936,0.033550788,-0.11056192,-0.017978692,-0.049972273
1968-12-01,-0.20003068,-0.044592835,-0.089044094,0.052945137,-0.0050963163,-0.14382954,0.019111216,-0.115233496,0.0195359,-0.10560715
1969-01-01,0.0068136216,-0.03664235,-0.13142791,0.24029502,-0.14414676,-0.12733969,0.12294867,0.12310012,-0.024377763,-0.036945175
1969-02-01,-0.15489718,-0.05572059,-0.12658271,0.08933463,-0.13294204,-0.23999222,-0.040427707,-0.10402186,0.09024312,-0.13703026
1969-03-01,-0.060414445,0.0028768778,-0.13142793,0.13339636,-0.20410696,-0.11371241,0.13506186,-0.06677387,-0.012113166,-0.117194936
1969-04-01,-0.18760274,-0.035582434,-0.0805526,0.01302166,-0.15731981,0.12067747,-0.009993362,0.31100568,-0.00651083,0.025891911
1969-05-01,-0.06480546,0.061322927,0.09796526,-0.07495024,-0.00075707433,0.10901854,-0.07116489,-0.030737162,-0.0,0.019683909
1969-06-01,0.049966834,0.023772096,0.043153178,0.08024975,0.058900297,-0.00651083,-0.0037853718,-0.06086869,0.010750437,-0.019683909
1969-07-01,0.070559226,-0.021500874,-0.03770225,-0.022409368,-0.047695614,-0.019683897,-0.011658931,0.031342827,0.01695845,-0.021652292
1969-08-01,0.056477655,0.02362069,-0.041033365,-0.022106528,-0.051329564,0.009236312,-0.038459323,0.0392164,0.06753093,-0.03618809
1969-09-01,0.047089957,-0.026346147,-0.039519213,0.017564083,0.025437664,-0.01559571,-0.0,-0.022863602,0.03361405,-0.025134826
