,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9,sst_cluster10
1965-01-01,26.447266,26.876373,26.493195,26.16986,20.532593,22.658173,15.192688,19.242249,23.196533,14.022614
1965-02-01,26.840454,26.397888,26.859924,26.022156,20.50763,22.245026,14.259613,19.084595,24.506317,13.22229
1965-03-01,27.979584,26.063568,26.759613,25.950317,19.878937,21.735077,14.244171,18.947388,26.058594,13.028198
1965-04-01,29.042877,26.49768,28.16571,26.713715,20.930237,22.273956,15.030029,19.513214,26.938263,13.465271
1965-05-01,28.69162,27.19571,28.635223,27.080444,22.349792,23.124176,16.047394,19.841003,26.820496,14.511108
1965-06-01,28.269989,27.167786,28.469574,28.358795,24.506317,23.874634,18.571167,20.05606,26.70575,15.850311
1965-07-01,27.638306,27.8833,28.980011,28.748505,26.324524,23.85965,21.657745,20.849915,25.970276,20.846924
1965-08-01,27.308472,28.093842,28.84079,29.250946,26.833984,25.074127,21.903229,22.43164,24.612091,23.64859
1965-09-01,27.116882,28.825317,28.689606,28.884705,27.233154,25.654419,22.242035,22.16568,24.4599,21.773499
1965-10-01,27.339417,28.666656,29.29834,28.716553,26.005707,25.927368,19.94281,21.902222,25.317139,18.002838
1965-11-01,27.181244,28.126282,29.042389,27.723114,23.847198,24.562683,16.771912,21.992554,25.145996,16.757446
1965-12-01,27.431244,27.141327,28.731018,26.970184,22.650177,23.101227,14.641327,21.129333,24.66748,15.59436
1966-01-01,27.730774,26.610748,28.187653,26.438782,21.66513,21.716064,13.93985,19.79419,25.269806,14.367493
1966-02-01,27.678314,26.100403,27.9794,25.624847,20.836578,21.309113,13.362946,19.491638,25.874481,13.171326
1966-03-01,28.348541,26.42566,28.078735,25.521973,20.640411,21.479034,12.662994,19.35144,26.240082,13.255524
1966-04-01,28.661194,26.85028,28.440308,26.531067,21.202179,22.047882,13.301422,19.772522,26.064575,13.744202
1966-05-01,28.04898,27.653107,28.694977,27.563354,22.58496,22.54663,14.834991,20.11795,24.708038,14.729584
1966-06-01,27.538635,27.680328,28.85434,28.395416,25.397919,23.11496,16.620697,20.685303,25.053467,15.993835
1966-07-01,27.180084,28.0878,29.52655,28.99353,26.931976,23.966217,20.268738,21.136627,25.377228,19.795197
1966-08-01,26.92038,28.194214,28.330872,29.493774,26.863892,24.315186,22.203705,21.43518,23.016144,22.514374
1966-09-01,26.851776,28.39795,27.991486,29.419159,26.884064,25.054993,21.92987,21.953583,23.140198,21.730682
1966-10-01,26.771606,28.640503,27.987457,28.994019,25.830078,24.83664,20.096771,22.375671,22.965698,18.721558
1966-11-01,26.659637,28.17807,27.759003,27.560822,23.908722,24.171478,17.659515,21.387268,22.641937,16.185974
1966-12-01,26.377747,27.07367,27.772125,26.211853,22.682281,23.560272,14.989807,21.098297,22.880463,15.160767
1967-01-01,26.403412,26.536133,26.797089,25.833984,21.814362,22.564606,13.582306,20.13211,23.559753,13.752075
1967-02-01,26.927277,26.24466,26.490082,25.560028,21.305542,22.249573,13.115051,19.547638,24.77774,13.1586
1967-03-01,27.711578,26.583221,26.763031,25.883057,20.681,21.882996,13.662445,19.538635,25.477905,13.690979
1967-04-01,28.340607,26.663849,27.834778,26.409943,20.849274,21.840424,13.342407,19.129456,25.28659,14.500824
1967-05-01,28.340607,27.40207,28.3266,27.242798,22.057281,22.769928,15.049225,19.895203,25.39627,15.251556
1967-06-01,27.463165,27.68753,28.291046,28.422241,24.92398,24.439697,18.102753,20.634918,24.625,17.239319
1967-07-01,26.513123,28.211395,28.441772,29.248627,26.257172,24.829346,21.09018,20.985016,23.211182,20.529755
1967-08-01,25.977234,28.531921,27.466675,29.369812,26.58371,25.253021,22.730377,21.945099,21.704193,24.192291
1967-09-01,26.54715,28.187866,27.227783,28.985687,26.909271,25.946686,21.441742,22.618195,21.682648,22.963257
1967-10-01,26.190063,27.90741,26.758026,28.18686,26.644836,25.486908,19.392883,22.602173,21.271973,19.840118
1967-11-01,26.287231,27.429626,27.400574,27.414093,25.26004,24.32901,17.42215,22.272614,21.979645,17.610443
1967-12-01,26.303772,27.313416,26.88321,27.003906,23.015839,22.94522,16.207123,20.604889,21.806854,15.832001
1968-01-01,26.275726,26.720886,26.305908,26.375153,21.09024,22.328247,14.823517,19.801758,22.298065,14.439697
1968-02-01,26.898438,26.68872,26.33606,25.69159,19.904633,22.085876,13.768494,19.974884,24.307678,13.486572
1968-03-01,27.25357,26.607605,25.82959,25.232605,19.688019,22.192719,13.116608,20.18805,24.26712,12.757019
1968-04-01,28.120148,27.171967,26.87915,26.060577,21.029388,22.223877,14.00296,20.032257,25.295898,13.626068
1968-05-01,27.930695,27.393555,27.825348,27.245178,22.664093,23.152252,14.911041,20.161346,24.756775,14.172119
1968-06-01,27.257538,27.482086,27.88321,28.243774,25.691101,24.792389,17.013153,20.813232,24.392242,15.690063
1968-07-01,27.26892,27.7388,28.20816,29.042572,26.459229,25.134155,18.897614,21.679321,23.909515,19.65982
1968-08-01,27.138336,27.691803,27.900024,29.56488,26.835144,25.54123,22.822845,22.708588,23.896637,23.038513
1968-09-01,26.969177,28.087494,27.913391,29.361603,27.329742,26.054138,22.926239,22.570587,23.412415,22.573578
1968-10-01,26.69812,28.342224,28.379303,28.778961,25.891418,25.923553,19.846283,22.023071,23.740845,18.77298
1968-11-01,26.775787,27.908447,28.460907,27.715057,24.762726,25.533325,16.178741,21.955292,23.758148,16.05658
1968-12-01,27.139801,27.350525,28.608307,26.556671,22.496399,23.713135,14.220093,20.093079,24.2305,13.995026
1969-01-01,27.217651,27.06842,28.60257,25.944489,20.751862,22.631592,13.415955,19.638672,25.274323,13.098541
1969-02-01,27.371979,26.929474,28.451843,25.721436,20.346283,21.818909,12.66272,19.339752,25.556335,12.978058
1969-03-01,28.373383,26.299316,27.793457,25.775787,20.890808,21.281525,12.38736,18.81366,26.753082,12.819611
1969-04-01,29.228119,26.975098,28.294403,26.944855,21.14206,21.549194,12.362762,19.169525,26.855133,13.454407
1969-05-01,29.125061,27.348389,28.825104,27.881653,22.908997,22.508545,13.348785,19.970428,26.61618,14.6024475
1969-06-01,28.24057,27.455048,29.06662,28.985596,23.67865,24.01654,14.6604,21.033356,26.147522,14.667053
1969-07-01,27.35556,28.11496,28.102661,29.909058,25.58197,23.822205,19.91507,21.048737,24.019623,19.662262
1969-08-01,26.906403,28.303131,27.893951,29.989563,25.989594,24.333923,21.362549,21.35382,22.839264,23.199219
1969-09-01,27.124847,28.273407,27.470428,29.546051,26.612091,24.543152,21.74405,21.17746,22.655182,23.079224
1969-10-01,26.763855,27.892944,27.770905,29.017914,25.600952,24.21344,18.912628,21.30307,22.544434,18.351166
1969-11-01,26.757202,27.72168,28.16214,27.852936,24.141663,23.864258,16.747284,20.69342,22.941833,15.257233
1969-12-01,26.972046,26.967926,27.588348,26.72232,22.220886,22.799286,13.785645,19.953522,23.539673,12.94986
1970-01-01,26.98941,26.691345,27.003357,26.029633,20.759155,22.223602,12.556671,19.30658,23.677734,12.2560425
1970-02-01,27.495636,26.404144,26.562195,25.172668,20.157867,21.547424,11.98587,18.98993,24.514557,12.006531
1970-03-01,27.928009,25.963501,26.925354,25.596222,20.280823,21.58255,12.088165,18.958435,25.045593,11.630493
1970-04-01,28.753448,26.482666,27.536438,26.73111,21.696716,21.472015,13.100098,19.16452,25.435059,12.752472
1970-05-01,28.2901,26.723877,27.863434,27.136108,23.56253,22.267517,14.864685,19.11908,24.635956,14.565582
1970-06-01,27.242523,27.089111,28.049377,28.409424,24.773865,22.974182,17.004272,19.819519,23.36676,16.161774
1970-07-01,26.423767,27.422272,27.370117,29.281372,25.406647,23.332153,19.55194,20.413055,21.71582,21.451355
1970-08-01,26.232635,27.679016,27.134033,29.530884,26.302887,24.849792,22.088257,20.977142,20.59024,23.560974
1970-09-01,26.280151,27.70227,26.436676,29.341827,26.778137,25.022339,22.62085,21.397614,20.618134,23.023254
1970-10-01,26.278625,27.850006,26.744537,28.808228,25.690765,25.15097,20.64862,21.064972,20.90741,19.68573
