,vo600_cluster1,vo600_cluster2,vo600_cluster3,vo600_cluster4,vo600_cluster5,vo600_cluster6,vo600_cluster7,vo600_cluster8,vo600_cluster9,vo600_cluster10
1965-01-01,-3.741813695038824e-06,-1.2119664461351931e-05,4.100249560875016e-05,1.113614871428581e-06,-4.255301995955326e-06,1.669905731642547e-05,-4.3940064642811194e-05,-1.8466252121080675e-05,-1.5209716784967028e-06,-5.871119760235564e-06
1965-02-01,2.3002949471144046e-08,8.606987951983077e-07,-3.0235150916269052e-05,-4.177464284617195e-06,-5.076295097852481e-06,-6.0604368347692515e-05,-4.3001862650271505e-05,-4.111580713989886e-06,-4.1640626032367665e-06,-1.9025545346570045e-06
1965-03-01,-1.0728569274457793e-06,-6.497944923467003e-06,2.9331116318895387e-05,1.1289559754206695e-05,-1.0420190063895361e-05,-6.234981023785971e-06,-2.3372024315904127e-06,-9.09350725513442e-06,-3.0825276434595125e-06,1.1933467855366567e-05
1965-04-01,-2.9057406815506206e-06,-2.837634686632858e-06,3.149774791946302e-06,-1.8754279962094086e-05,-8.198038554180837e-06,9.499772729143911e-06,7.103901225491427e-06,-3.4058790073946247e-05,-2.1834205532385372e-06,9.22530893553307e-06
1965-05-01,1.6934590500265281e-07,-7.980175572204947e-07,-5.9024336192594315e-06,-2.4997342633368033e-05,-7.389443131463244e-06,-3.064472217864442e-06,-4.3797259422717616e-05,-3.472191890198571e-05,-1.56983057106772e-06,1.8573037879024116e-05
1965-06-01,-3.955822042674602e-06,-3.141375600534957e-06,-2.397103908778859e-05,-1.356624226092309e-05,-4.296689789147953e-06,-6.321736061811232e-05,-2.088597830152139e-05,-5.899994123735398e-05,-7.308025507851678e-07,1.7085377395334137e-05
1965-07-01,-9.898449206957594e-06,3.60415075798907e-06,-5.170205472025154e-05,-1.0009841086381735e-05,-2.8020101202249257e-06,-1.428666022408064e-05,1.5818605447748268e-07,-2.5120847827305882e-05,-1.854366369059097e-06,-1.198305148540789e-05
1965-08-01,-2.8498458656637618e-06,-1.7912549689450923e-06,-4.402571558502728e-05,-1.487102862382825e-05,-1.5833931746003475e-06,-2.952496848033311e-05,1.823644561227411e-05,-2.0027024610109425e-05,-7.528422426605106e-07,-2.3564304380367197e-05
1965-09-01,-9.6841249614954e-06,2.3802064485304677e-06,2.617216680313316e-05,-2.8748984024989313e-05,-3.639022910167316e-07,-2.0748615707606612e-05,-8.366626389033627e-06,-3.0478031476377506e-05,-1.2744302357266053e-06,2.9967345148583668e-06
1965-10-01,-3.145933078485541e-06,-2.9826208750212877e-06,-4.764364160203921e-05,1.011908163188006e-06,-2.67820333811465e-06,-4.560470537958631e-05,-4.860204353462905e-05,1.8529898250717125e-08,-3.3182514149706106e-06,-2.155375720273393e-05
1965-11-01,-5.075091394246556e-06,1.080256121592053e-07,-3.452015052657928e-05,-5.3914527597953565e-06,-6.187401879742538e-06,3.67079145200058e-06,3.171012212987989e-05,-1.4844530531783155e-05,-1.7282628832465558e-06,-8.690609926513085e-06
1965-12-01,-1.0625288382470899e-07,-2.5411688208502405e-06,-2.763439436515408e-05,-1.1421135342162515e-05,-5.978703754294656e-06,-2.22238738318153e-05,-5.019282070861664e-06,-3.439600147560538e-05,-3.794589204452559e-06,1.0824410562943538e-06
1966-01-01,-1.050909001302595e-06,-1.1917406178933257e-05,2.4772297647673286e-05,7.263898724987585e-06,-1.2984369530184065e-06,-4.788885584835393e-05,-4.8131169023690745e-05,-2.477294174241251e-05,-5.142946898848087e-06,-1.903786268384364e-06
1966-02-01,-7.906077977774354e-06,5.13803752255626e-06,-2.7578636067558147e-05,6.71138524113404e-06,-4.420165409000118e-06,-6.5603632475148725e-06,-7.1113126978161745e-06,1.5173390823162792e-05,-5.537302517208536e-06,1.938997987357046e-06
1966-03-01,-7.81607680740611e-06,-7.676938063620279e-06,2.0409561329870485e-05,5.8845332912622125e-06,-4.260890928975414e-06,-2.8234022955495253e-05,-3.293866029707715e-05,9.010267376652335e-06,-2.584556521195504e-06,-1.0636059515592124e-05
1966-04-01,2.311883387543882e-06,-2.361107211375687e-06,1.1199290383956395e-05,-1.9599042389017995e-06,-5.217271355680472e-06,-4.3553266620550014e-05,-1.0891830243053846e-05,2.4311520974151787e-05,-4.595379299031592e-06,-3.6537476767585354e-06
1966-05-01,-3.880060830852017e-06,7.005778570601251e-07,-2.7240028053899458e-05,-9.504270161010532e-06,-6.140828092940056e-06,7.907483625156321e-06,-8.052757948462386e-06,-2.185922117600317e-05,-2.367007347726662e-06,4.7417269241931435e-06
1966-06-01,-1.6853088406302655e-07,-7.3566661740187556e-06,-8.275740050333392e-06,-1.1245525052395857e-05,-3.9083764767787624e-06,-8.88663705084652e-05,-3.4545420930953696e-05,-6.433437452609983e-05,-7.231010642887466e-07,-5.469802696704089e-06
1966-07-01,-9.009687952736082e-06,4.14410381684623e-06,-3.8552988026540025e-05,-1.109930659974149e-05,-2.143379301205389e-06,-1.3326218077753974e-05,2.2028716557542793e-05,-5.146483610068181e-05,-2.7069437793105553e-06,-1.5003104433870047e-05
1966-08-01,-4.6786650879463805e-06,8.682248638554786e-08,-5.4304109653458006e-05,-5.912256205596754e-06,-2.280365249715841e-06,-9.821056979630017e-06,-1.1118523616460152e-05,-3.5331751340501274e-05,-2.2013234385494454e-06,-2.0264696003222423e-05
1966-09-01,-5.008068910683505e-06,-2.577082038139148e-06,-2.378079945378102e-05,3.7789805497191587e-06,-2.9865702898411605e-06,-2.7887052475797154e-05,-2.961866084660869e-05,-4.049455648263184e-05,-1.8841091528412262e-06,-6.092322008852433e-06
1966-10-01,-3.798579806849981e-06,-3.3313484285220816e-06,-1.7873446330636868e-05,-1.1353435588211545e-05,-2.644942398433159e-06,-3.171286292714425e-05,-6.328334711724892e-05,-3.203590495104436e-05,-1.1489253479796472e-06,-3.0669902015587368e-06
1966-11-01,-1.3287505377472069e-06,-2.9549328246503137e-06,-8.051911052085604e-06,-4.916877413860574e-06,-7.495093257148255e-06,1.3671495498084158e-05,4.494076620176202e-06,-2.0307360110954115e-05,-1.3889175384888232e-06,-7.988027290492835e-06
1966-12-01,-2.306169790244894e-06,-1.6887290257727727e-05,1.3682706437599525e-05,1.7968347442042109e-06,-5.122312055997706e-06,-5.6163858411869463e-05,-2.8039166863891296e-05,-7.912140225536338e-06,-1.7986558228874848e-06,-9.31056092667859e-06
1967-01-01,-1.7100029860254533e-06,-1.2294927728362381e-05,1.2260408780172119e-07,-1.0787843823183923e-06,-5.652200248581115e-06,-7.07240850225879e-05,-4.568519216263667e-05,-1.402524795984001e-05,-2.880695761522166e-06,-2.114023219393049e-05
1967-02-01,3.074354026466608e-06,-7.658859127938436e-06,-7.740079718916667e-07,1.1262372936471365e-05,-8.362373509700976e-06,-3.435400056052738e-05,-6.549684621859342e-05,-4.9254117584496264e-05,-2.2496101004336388e-06,-9.610071679667777e-06
1967-03-01,-3.245241714466829e-06,2.9125135370122734e-07,3.538147650723314e-05,-1.9132090124508573e-05,-7.455833086724952e-06,1.2435303303321303e-05,2.6214675017399713e-05,-2.5645473605046778e-05,-1.9934397035905937e-06,-6.897266252457888e-06
1967-04-01,-2.3036235082448306e-06,3.939465386793017e-06,-2.608402108558823e-05,-3.476687399799832e-05,-1.0158149955764708e-05,-1.9965051041463783e-05,4.2556894186418504e-05,-4.11624341722927e-05,-1.9012589669066043e-06,2.6637337416306964e-05
