,vo600_cluster1,vo600_cluster2,vo600_cluster3,vo600_cluster4,vo600_cluster5,vo600_cluster6,vo600_cluster7,vo600_cluster8,vo600_cluster9,vo600_cluster10
1965-01-01,-8.575211e-06,-8.099611e-06,1.6774997e-05,3.7185237e-06,4.4992194e-06,1.8610008e-06,-1.4354155e-05,-8.898256e-06,-1.4009129e-07,-2.5270492e-06
1965-02-01,9.757699e-06,1.3858604e-05,-5.093483e-06,-3.173147e-06,2.5788831e-06,-2.264569e-05,-1.8123035e-05,3.2788157e-06,9.321957e-08,-2.6796042e-06
1965-03-01,-1.4906982e-07,-3.6128476e-06,6.0247185e-06,1.07806845e-05,-9.656578e-07,-3.6577185e-06,-7.5029675e-07,-4.810863e-07,-1.3694662e-06,1.0385847e-05
1965-04-01,-5.2639734e-06,-6.77153e-06,2.2199456e-06,-9.481533e-06,-4.6358327e-06,3.915935e-06,5.863192e-06,-1.250561e-05,2.6058042e-06,2.2737804e-06
1965-05-01,-8.835443e-06,-4.3666223e-06,-2.0873485e-06,-8.709809e-06,-9.3289855e-06,-1.0015501e-06,-1.1689022e-05,-1.5143829e-05,5.0017334e-06,2.3648718e-05
1965-06-01,-4.2724423e-07,8.061703e-06,-9.993026e-06,9.99542e-07,-3.0385418e-06,-1.5081016e-05,-2.4732144e-06,-1.9513936e-05,-3.1821182e-06,2.6035676e-05
1965-07-01,-8.772622e-06,-5.3626864e-06,-1.428237e-05,-2.9757284e-06,-6.5830827e-06,-1.4502293e-06,2.49812e-06,-5.981856e-06,-1.5579135e-06,3.207031e-06
1965-08-01,-1.02712e-05,3.6736528e-06,-1.7458995e-05,-9.230273e-06,-3.4244076e-06,-7.965005e-06,1.1363962e-05,-8.75468e-06,2.0314983e-06,-1.2200508e-05
1965-09-01,-7.345836e-06,3.781337e-06,1.0116644e-05,-1.32145215e-05,-3.5590056e-06,-2.8501017e-06,-8.288058e-06,-1.1446733e-05,6.195216e-06,2.0404696e-06
1965-10-01,-2.8142022e-06,-5.6184945e-07,-1.66783e-05,9.13853e-06,-1.3246026e-06,-1.3546538e-05,-1.4838726e-05,-2.9757284e-06,-2.859073e-06,-5.7036814e-06
1965-11-01,-8.422656e-06,-5.1562965e-06,-1.1132659e-05,-2.7424176e-06,8.743693e-06,6.2400795e-06,2.8570648e-06,-6.29593e-06,5.881142e-06,-5.147318e-06
1965-12-01,-4.016656e-06,-4.0794694e-06,-5.981856e-06,2.5699119e-06,-1.1361553e-06,-1.206591e-05,-5.640868e-06,-9.957133e-06,3.0455049e-06,8.348856e-06
1966-01-01,4.3398613e-06,-1.1008717e-05,3.7614373e-06,1.4963291e-05,6.4172928e-06,-1.5562779e-05,-2.066268e-05,-1.0291798e-05,-2.9270886e-06,6.9009184e-07
1966-02-01,-1.4210411e-05,8.1362705e-06,-1.3379435e-05,2.6127382e-06,7.7970617e-07,-3.4077493e-06,8.041461e-07,1.0892873e-06,4.0495433e-07,7.1830946e-06
1966-03-01,-4.9474947e-06,-4.3364853e-06,1.1362405e-05,1.2063028e-05,-1.1103511e-06,-1.1302e-05,-1.5782742e-05,-4.597183e-06,5.2441537e-06,1.6677077e-06
