,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7,w_cluster8,w_cluster9,w_cluster10
1965-01-01,0.005882859,0.68401146,-0.13542676,0.042339683,0.024268866,0.02237773,0.02411127,0.06046307,0.009822726,0.042129576
1965-02-01,-0.04192078,0.071074426,0.02510935,0.037716925,0.01602143,0.026947975,0.06072569,0.058887124,0.010190427,0.069025695
1965-03-01,0.011556268,0.49684185,-0.0128183365,0.027735949,0.025161922,0.030362546,0.041078925,0.063247204,0.010820806,0.035300493
1965-04-01,-0.046070755,0.47530395,-0.028682828,0.0321486,0.019646108,0.013184726,0.028891623,0.04627955,0.021852434,0.044493496
1965-05-01,-0.037245452,0.34250444,-0.00026333332,0.011188567,-0.009036064,0.021694839,0.017649889,0.1091072,0.038084626,0.05063969
1965-06-01,-0.099968016,0.00089240074,0.027946055,0.015811324,-0.014656961,0.026265085,0.020486593,0.102698326,-0.030573964,0.041184008
1965-07-01,-0.0907225,-0.081424415,0.014865756,-0.040292263,-0.028472722,-0.007827878,0.031938434,0.03319919,-0.01933223,0.03246379
1965-08-01,-0.09807688,-0.06818652,0.01969862,-0.03645748,0.020906866,0.0016278028,0.020801783,0.028996706,0.012764454,0.026317596
1965-09-01,-0.072336495,0.16169119,0.009560049,-0.079060495,0.030625165,0.022115052,0.031938434,0.07984716,0.014182806,0.014708161
1965-10-01,-0.085154176,0.06681937,-0.0044133067,-0.032675207,0.022535324,-0.023849964,0.020486593,0.020906866,-0.009666443,0.019646108
1965-11-01,-0.034986615,0.7423739,0.049431443,-0.014656961,0.031938434,-0.0543707,0.01901573,-0.009298742,0.008089185,-0.0014715195
1965-12-01,-0.17188358,0.6157731,0.046804845,-0.02537334,0.03414476,-0.012765825,-0.006146848,0.06177634,0.022167623,0.0287866
1966-01-01,-0.007673025,0.3912999,0.009104729,0.022827804,0.026338398,-0.033614695,0.048176825,0.052872717,0.017493606,0.06860191
1966-02-01,-0.06557447,0.045532465,-0.03201902,0.012797654,0.020730615,0.014530122,0.0497725,0.02497065,0.0011261702,0.06345004
1966-03-01,-0.04619801,0.46132874,-0.025864124,0.026839912,-0.015241265,-0.0040256977,0.025152981,0.024149954,0.017128825,0.035912633
1966-04-01,-0.039496064,0.17291567,0.036687672,0.01722002,0.004271984,0.0019012094,0.04562366,0.016536176,0.00851202,0.037052453
1966-05-01,-0.039496064,0.16211045,-0.04674512,-0.017156124,0.018451035,0.022964597,0.0029042363,0.026247203,0.020685017,0.0019924045
1966-06-01,-0.046061218,0.042158723,0.020320296,0.008375227,0.018633366,0.010335684,0.03180939,0.060258567,-0.002110839,0.042158723
1966-07-01,-0.12789834,-0.07200289,0.038739324,-0.060377,0.022007167,-0.03803712,0.0324021,0.03883052,0.007828116,0.025426567
1966-08-01,-0.0759238,-0.081896305,0.017812729,-0.03917688,0.021414459,0.017448008,0.026566327,0.026794314,0.0017188787,0.020092309
1966-09-01,-0.054039776,0.008831143,0.0147125125,-0.058963716,0.023602843,0.008056104,0.028481185,0.07457441,-0.053720653,0.009925365
1966-10-01,-0.04446554,0.40146685,0.03805542,-0.055225194,0.019362867,0.026156008,0.021505654,0.0618999,0.013846278,-0.00087988377
1966-11-01,-0.06671429,0.48608506,-0.029374659,-0.022900641,0.024058819,0.021642447,0.029028296,0.0012173653,0.037417173,-0.048204064
1966-12-01,-0.0033873916,0.4791551,0.052507997,0.037371576,0.015943468,0.023694038,0.014119804,0.029073894,0.034499288,0.034955204
1967-01-01,0.010478616,0.55810195,0.04171008,0.05792743,0.022144616,0.023923278,0.07362163,0.00985086,0.0072351694,0.039042056
1967-02-01,-0.014527559,0.36569095,0.0068689585,0.028631568,0.02240616,0.022981644,0.038309634,0.04050684,0.04416883,-0.001762867
1967-03-01,-0.04115534,1.0282482,0.0059273243,-0.011911869,0.032398164,0.023661733,0.0236094,0.030828774,0.036740243,0.02988708
1967-04-01,-0.0626564,0.95417154,-0.030535579,-0.019863605,0.028997779,0.02449876,0.0032069683,0.117774665,0.0068166256,0.04087305
1967-05-01,-0.12250376,0.06624538,-0.033622146,-0.11837089,0.037158728,0.02727139,0.033287525,0.054370046,0.027532995,-0.020543694
1967-06-01,-0.090592146,-8.881092e-05,-0.004744768,-0.013167381,0.03391528,0.022301555,0.0236094,0.07691741,-0.0537107,0.03004402
1967-07-01,-0.044974327,-0.08002472,0.024080217,-0.029489398,0.03286898,-0.009766936,0.027219057,0.022615433,0.029050052,-0.02080524
1967-08-01,-0.08886576,-0.05407691,0.0354324,-0.06380737,0.034699976,0.010530949,0.02884084,0.02517885,0.011838794,-0.0035415888
1967-09-01,-0.056221843,0.04155314,0.021726131,-0.022322297,0.025754273,0.018534958,0.026957512,0.029311657,-0.045654416,0.0060842037
1967-10-01,-0.04377103,0.07445866,-0.025199533,-0.010760903,0.01926732,0.018482625,0.052434444,0.041814685,-0.013010383,0.0236094
1967-11-01,-0.05512321,0.33676124,0.072313786,0.009066105,0.025702,0.025335789,0.033287525,-0.013010383,0.00064349174,0.035013855
1967-12-01,-0.017038584,0.58870566,-0.1420691,0.04014063,0.022301555,-0.0007688999,0.03250277,0.0657745,0.022981644,0.032712042
1968-01-01,-0.044417948,0.57310313,-0.22764337,0.030679941,0.020302355,-0.00093632936,-0.03437516,0.004233867,-0.0043583214,0.008027822
1968-02-01,0.01911211,0.06977248,-0.08410567,0.018256605,0.030159175,0.03224215,0.025509745,0.0031180084,0.030047596,0.028931737
