,abs_vo500_cluster1,abs_vo500_cluster2,abs_vo500_cluster3,abs_vo500_cluster4,abs_vo500_cluster5,abs_vo500_cluster6,abs_vo500_cluster7,abs_vo500_cluster8,abs_vo500_cluster9
1965-01-01,9.178363e-05,4.262067e-05,1.5001597e-05,5.9885955e-05,4.2354877e-05,9.77496e-06,2.0835076e-05,7.534413e-05,8.7060616e-05
1965-02-01,9.173876e-05,3.1807573e-05,1.8285906e-05,8.030072e-05,4.0344807e-05,9.245525e-06,2.3437395e-05,0.00010352997,4.5638826e-05
1965-03-01,0.00010826799,3.194217e-05,2.4441744e-05,5.4394157e-05,3.6046484e-05,1.112099e-05,3.264423e-05,9.112856e-05,4.8950056e-05
1965-04-01,9.561532e-05,4.4855075e-05,2.102283e-05,7.650492e-05,4.7173657e-05,-5.2197997e-06,1.6007318e-05,7.6223536e-05,6.1692466e-05
1965-05-01,7.390837e-05,3.0228231e-05,1.5423355e-05,6.494702e-05,6.0149374e-05,5.279225e-06,2.420912e-05,8.05398e-05,4.664386e-05
1965-06-01,8.2837025e-05,4.149898e-05,1.7639815e-05,6.8267225e-05,6.253633e-05,4.534422e-06,3.0409828e-05,6.731282e-05,4.136743e-05
1965-07-01,8.850829e-05,3.9309434e-05,1.5199015e-05,6.775573e-05,5.9763508e-05,5.772768e-06,3.4923505e-05,7.801824e-05,3.661146e-05
1965-08-01,7.452754e-05,3.9049202e-05,1.7011667e-05,6.724424e-05,4.8017166e-05,6.0509497e-06,3.5354235e-05,7.472496e-05,4.393386e-05
1965-09-01,7.1772665e-05,4.1830997e-05,1.5593852e-05,6.326e-05,5.9763508e-05,5.5484284e-06,2.7986971e-05,6.881141e-05,4.1448187e-05
1965-10-01,9.001584e-05,5.1262174e-05,1.19505985e-05,6.686735e-05,4.9336275e-05,2.6679277e-06,2.9503499e-05,6.342729e-05,4.682333e-05
1965-11-01,9.77241e-05,3.6743008e-05,1.642839e-05,6.456116e-05,4.8053065e-05,1.0115955e-05,2.4469351e-05,7.010359e-05,4.440945e-05
1965-12-01,9.644986e-05,3.641099e-05,1.796286e-05,6.129479e-05,4.8681206e-05,8.877609e-06,1.9489045e-05,7.429423e-05,4.813347e-05
1966-01-01,0.00010813741,2.339653e-05,1.3070357e-05,6.2311476e-05,4.5437268e-05,7.760404e-06,2.0432344e-05,9.7807264e-05,4.637494e-05
1966-02-01,9.415749e-05,2.4349702e-05,1.8023615e-05,5.853951e-05,4.6178626e-05,9.788955e-06,2.8636176e-05,9.9689176e-05,4.552767e-05
1966-03-01,9.5705385e-05,3.0891584e-05,1.7942146e-05,7.408361e-05,5.5327484e-05,7.206419e-06,2.2949705e-05,8.654023e-05,5.2900526e-05
1966-04-01,9.444263e-05,3.2138043e-05,9.4450315e-06,6.571684e-05,6.156793e-05,7.133099e-06,2.0766365e-05,9.203117e-05,5.584967e-05
1966-05-01,7.402674e-05,4.4244192e-05,1.8333192e-05,6.4454085e-05,6.322988e-05,3.2878065e-06,2.0807096e-05,6.728119e-05,3.81874e-05
1966-06-01,8.0837475e-05,3.8525137e-05,1.7103024e-05,7.137073e-05,6.915261e-05,3.581093e-06,2.7267513e-05,7.115092e-05,2.6048667e-05
1966-07-01,8.4250976e-05,3.976345e-05,2.4622523e-05,7.4662035e-05,5.891208e-05,6.1636288e-06,3.6563015e-05,9.108615e-05,3.291642e-05
1966-08-01,8.810442e-05,3.9022092e-05,1.9188605e-05,6.945622e-05,5.401585e-05,4.811261e-06,3.8673035e-05,7.4010444e-05,4.1723113e-05
1966-09-01,8.9611574e-05,4.0398903e-05,1.8186549e-05,6.941549e-05,5.0137973e-05,4.265426e-06,2.9051662e-05,7.520803e-05,4.0924726e-05
1966-10-01,8.2222425e-05,4.7836933e-05,1.15143175e-05,6.129313e-05,5.531934e-05,5.0149297e-06,3.239185e-05,8.038939e-05,4.5983892e-05
1966-11-01,8.8397705e-05,3.1135987e-05,1.647572e-05,7.772523e-05,4.6455618e-05,8.22477e-06,2.0660456e-05,8.997818e-05,4.9943235e-05
1966-12-01,8.502493e-05,3.9958974e-05,1.7404456e-05,8.5554304e-05,5.0154264e-05,9.414203e-06,1.9519903e-05,8.351776e-05,7.863627e-05
1967-01-01,9.035e-05,3.7345948e-05,1.20614295e-05,6.120614e-05,4.8476955e-05,9.011308e-06,1.9078092e-05,9.7528304e-05,5.539728e-05
1967-02-01,9.875543e-05,3.5020017e-05,1.57749e-05,5.4493023e-05,4.0552746e-05,1.1642018e-05,2.34332e-05,6.546253e-05,6.5647415e-05
1967-03-01,8.898652e-05,4.1524603e-05,1.5710737e-05,6.901806e-05,5.0393843e-05,1.6084318e-06,2.4363573e-05,7.9763005e-05,7.440575e-05
1967-04-01,8.1214705e-05,4.093109e-05,1.1836857e-05,7.649312e-05,5.0377803e-05,5.0963126e-07,2.081853e-05,9.2611765e-05,6.1885825e-05
