,vo500_cluster1,vo500_cluster2,vo500_cluster3,vo500_cluster4,vo500_cluster5,vo500_cluster6,vo500_cluster7,vo500_cluster8,vo500_cluster9
1965-01-01,1.4066586118133273e-05,-1.0150265793436722e-07,-1.9388172096257246e-05,-2.80411338988213e-05,2.7699167532219472e-06,-0.0012335112842265517,1.3029411523970532e-05,-9.983490572802325e-06,-7.742722611207379e-06
1965-02-01,8.870068251615686e-06,2.873381640937027e-06,-2.3221137547626907e-05,3.77377445046376e-05,-1.0604138764277988e-06,-0.002006132126552984,1.981846421865173e-07,-5.921896552215056e-06,-1.0902272993849624e-05
1965-03-01,3.161778956630521e-05,-2.6172974604387433e-07,-2.281009555122746e-05,-7.356296312840035e-06,6.569331492403409e-06,-0.0061429258494172245,-1.277211786624608e-05,-5.696666458815717e-07,-1.3539702258135043e-05
1965-04-01,-2.3772132222306523e-06,-5.637553917437878e-07,-2.091648999971053e-05,-4.5260953306246345e-05,-1.3099645764521335e-06,-0.006826708704466,1.4602404949153171e-05,-1.844145625749233e-06,-8.70241205188062e-06
1965-05-01,-1.697217571332162e-05,1.1409928378126152e-06,-9.933525561340624e-06,-2.9140038451360953e-05,-1.101839598459674e-05,-0.008136843825923279,3.5016060600786373e-06,-7.519491539235733e-06,-1.0720887749576595e-06
1965-06-01,-1.7813278480554633e-05,1.6691282422434838e-06,-1.9372731356661238e-06,-3.3173228075611405e-05,-9.651785558572056e-06,-0.006614933226956055,-1.6473407876011997e-05,-1.2890535906669409e-05,-2.0956400598387753e-06
1965-07-01,-2.0509994349347174e-05,3.4555761060542164e-06,-9.639466569308204e-07,-1.7736134496873194e-05,-3.638137046879352e-06,-0.005518369289347902,-2.993955396895967e-05,-1.3789096609637934e-05,-1.3580865419903096e-06
1965-08-01,-1.5071698685047027e-05,3.173108207975863e-06,-2.812620069630048e-06,-1.3297622242842206e-05,-3.4918208064744507e-06,-0.006316115468507633,-2.3497114741251594e-05,-1.4383694820828488e-05,-2.0373769239591234e-06
1965-09-01,-3.162905903247354e-05,2.6128862746732946e-06,-1.7623140251059287e-06,-3.814823988553447e-05,-9.96817869088625e-06,-0.007006178930168971,-8.397718805721717e-06,-5.9109699096178e-06,-5.940949289719423e-06
1965-10-01,2.6259220414265822e-06,4.168311444940604e-06,-1.19842666170987e-05,-4.243634571644685e-05,-4.244146156439898e-06,-0.006533275154652074,2.987279027652939e-06,-1.244173504614189e-05,-3.1508392339674174e-06
