,zgu200_cluster1,zgu200_cluster2,zgu200_cluster3,zgu200_cluster4,zgu200_cluster5,zgu200_cluster6,zgu200_cluster7,zgu200_cluster8,zgu200_cluster9
1965-01-01,0.5227165,0.079189494,0.01042862,-0.8929199,-0.30861148,0.6289547,-0.71629107,1.2132633,-0.03324013
1965-02-01,1.2259719,-0.23365822,-0.5100075,-0.26559487,-0.113407515,1.0278358,-0.7423614,0.056051634,0.32523155
1965-03-01,0.51913226,0.07397556,0.05148964,-0.889661,0.40083656,0.6054913,-0.5181549,0.38063127,-0.03324013
1965-04-01,0.1854271,0.11275558,0.09483223,-0.37639505,0.29101372,0.087336734,-0.59766996,1.2204323,0.31024075
1965-05-01,-0.71368444,0.55888975,-0.11666622,-0.18053932,0.10134964,0.077560045,0.7987396,0.6240662,-0.082448386
1965-06-01,-0.31121844,0.5008823,-0.4783966,0.05377121,0.26070634,-0.19976616,-0.13263436,-0.010102463,0.3043747
1965-07-01,0.43668365,0.38486823,-0.5109848,0.13393784,-0.21508293,0.25027847,-0.11405907,-0.14045563,0.08831444
1965-08-01,0.68826544,0.69022065,-0.5758354,0.018575286,0.19944039,-0.007821274,-0.16294174,0.019227028,-0.24376087
1965-09-01,-0.4787224,0.44743767,-0.33761483,0.0984169,0.4122421,-0.50446737,0.105912015,0.82546216,0.37509173
1965-10-01,1.0011132,0.16000862,-0.44548208,-0.23137704,0.8371941,-0.2186676,-1.3188496,0.77364653,0.94799423
1965-11-01,0.08277359,-0.029981231,-0.19455223,-0.53444827,0.3454361,0.39334106,-0.42267036,0.582679,0.64687824
1965-12-01,0.2717865,0.21182403,-0.329142,-0.038780022,0.792874,0.6172226,-0.2264885,0.3799799,0.24213123
1966-01-01,1.0972725,-0.091576196,0.42111892,-0.13326149,0.25273705,0.52746564,-0.3577713,0.186763,-0.41094398
1966-02-01,1.029657,-0.6705736,0.37385407,-0.5809668,0.08172913,-0.02067852,-0.33085555,-0.24584427,-0.5501129
1966-03-01,0.44639283,-0.0036104203,-0.2048153,-0.32560387,-0.04923439,0.43490487,-0.50744325,0.75000536,0.09157638
1966-04-01,0.51630557,-0.45427018,0.075164795,-0.22385255,0.36499175,0.09124794,0.06105118,0.8471615,-0.29310912
1966-05-01,-0.3505493,0.39125022,-0.2812931,0.02855606,0.070897676,-0.0045951842,-0.9505539,-0.20678481,0.5845772
1966-06-01,-0.46641463,0.33052748,-0.2911396,0.047921754,0.2560192,0.04824982,-0.69256496,-0.0016410828,1.0595262
