,vws850-250_cluster1,vws850-250_cluster2,vws850-250_cluster3,vws850-250_cluster4,vws850-250_cluster5,vws850-250_cluster6,vws850-250_cluster7,vws850-250_cluster8,vws850-250_cluster9
1965-01-01,53.721186350134744,22.808107560664293,27.340061204144334,54.78846539559585,47.81619088891658,34.06434825740892,24.609191895827983,14.34887138551106,63.75598945691252
1965-02-01,55.63041682461247,14.792820533617954,35.251388459456535,58.68388284324795,61.120018222180896,25.670632937774457,28.045033615617704,19.105878777495324,58.6611307905069
1965-03-01,68.04193945655751,14.742976988256823,33.62552904748933,42.766940659660854,68.31760807781134,27.937088553894558,22.256393233790234,23.699852598946002,61.25221856169422
1965-04-01,46.20167157613931,8.651900311826353,25.866468507911154,56.63037437485055,45.17793218772062,14.726187404437383,27.11467231561288,11.479381330037246,54.4486951546004
1965-05-01,25.354844157850863,10.006448619847392,23.276293299893112,38.813970564109425,31.718477743791087,13.940437834358974,25.011350020956286,12.66038972862282,37.18102372882084
1965-06-01,21.887683163447257,14.001398238533941,12.643666333885001,21.82737863616117,14.967970937154044,12.454462556270974,18.790434091855857,10.222935113859679,14.661993679103594
1965-07-01,19.125158424920123,17.262731544293903,10.26587006296201,11.447593925224865,10.884765303954675,15.554562787864086,15.557291237559939,12.940738690481458,11.84764461947995
1965-08-01,18.16448988804292,18.222389268034167,7.631101913995233,10.18178756869927,8.135405170450603,14.511251960249826,12.404999526062879,10.098791901492351,12.454193010838292
1965-09-01,26.802923908107203,13.1244248345984,7.918763808228374,22.111194028304656,12.55095859026661,14.637356575067418,13.615738614170022,8.7772390466226,7.903420520710141
1965-10-01,35.9009789266093,9.223804097252778,13.689827419098968,31.001108575104507,39.557579812971845,15.726582608136113,12.658849826046552,11.398287687608937,26.627463850819396
1965-11-01,48.90230304883393,16.786681478836734,26.98516251098094,40.02868001466397,45.3744829517442,25.375662720076605,20.968570336746748,17.02966099771872,40.32661364406699
1965-12-01,54.880362642624135,22.260934459225986,28.158734588361117,44.86756919513176,54.38886966640402,37.159964854306196,18.84531745485567,12.296890985079235,50.354315746867975
1966-01-01,64.3476322329742,26.604481277849104,37.7857820584554,34.87972857184193,75.4808255381318,42.186255173992144,20.838306063817612,23.350375033195228,51.64098832203921
1966-02-01,66.18685876067285,19.905093759911907,39.79243212244661,29.240251068456036,72.2042265459714,34.87879936323322,22.218386790633335,30.98453921195492,40.23826201808008
1966-03-01,36.61216368666836,11.455965046522534,42.599629405404286,58.64168090058971,59.78993227965294,24.05657105159995,33.05230458153438,16.44625995703003,51.46131518776559
1966-04-01,50.359702301836435,9.060896551946099,34.18853401388517,33.87307948331095,51.67762124873831,18.73781371093752,22.081526312634487,25.40013596572374,42.85984486058283
1966-05-01,36.101969320555725,9.104746230588209,19.335618913991976,45.040526048999254,28.796834175668142,10.879392934749083,28.724831747296527,12.230893608340374,32.35693935260361
1966-06-01,20.134070745479644,13.986102468909982,16.214531677230532,20.84287281968792,23.278571506933392,9.492399113532358,18.808906626806987,12.779409641326252,11.296293852832465
1966-07-01,20.71366265608034,12.79091701794676,9.265205894662856,12.7753557632794,9.780555491557438,14.472041784766269,14.70690750623568,16.982851374288295,8.444890950077657
1966-08-01,19.088337054887674,20.637673142892506,5.857827188602584,8.11878745144309,8.772364707008322,21.741197383771365,11.02663311558287,9.190766602495469,12.957086321329882
1966-09-01,34.956908951871746,16.642133924379,8.067336819762827,19.313730306680522,21.221871135632934,14.249866564553338,11.028082893480153,9.25259388391005,7.1294991968173145
1966-10-01,44.59771207549148,7.815623122839089,10.564069046333339,26.687037471407162,31.543322187967593,11.244169980057007,12.698964932189055,12.16663435318356,18.67151693059679
1966-11-01,38.733132802811305,23.392737637104737,26.419648124215016,36.202980176662905,38.36769423324551,31.55913880099701,19.305302103842518,17.25089982903202,34.353713565565954
1966-12-01,44.41369993162159,17.08011323612535,32.41575894439048,55.80637697537153,53.19897999467799,33.20560180825841,24.281166368357393,10.403337744904924,52.804344075840184
1967-01-01,53.65060888980898,16.665513868221772,29.418316417806718,63.621856505720565,52.53586093936121,28.013612715589993,23.97598739032611,15.891526393969695,65.89508934753931
1967-02-01,66.37335818209455,12.78702494209599,30.394671411549194,64.80857020185796,61.27165076181601,23.413758286125105,24.01436062438874,16.294898618606947,62.88806495671176
1967-03-01,47.893137258210906,12.745470948118982,30.281674994759427,59.51472533442844,41.67603192274419,18.956339615792345,30.50207048668149,12.507687281555228,54.52226146219237
1967-04-01,47.69112030593923,9.348690866689246,24.812250266899994,56.58717350657165,31.688174488119905,12.709328331924572,32.40474752304089,15.205424412195933,42.033077233616524
1967-05-01,40.81851363255074,8.690972201738223,20.05495590600791,41.9078208550349,35.15834488196228,11.340026723607311,27.77517111888048,16.74455516096329,30.075303919863472
1967-06-01,22.841110767783974,17.923822529113224,13.65569493286164,26.99129833175481,16.84280264728455,8.977598130508273,20.03339458857273,11.439918993433539,17.07452882943588
1967-07-01,22.275954491172417,17.398030438459628,10.407325532791692,11.321156082795165,11.28586257761623,17.569081533683523,14.789604341906408,12.027603553960558,13.893965620277282
1967-08-01,20.889714188470588,19.394687591219192,8.622549708051261,11.11507142600677,10.790852225124514,21.144185451001213,13.571193833957087,11.87632920284844,16.657479578760388
1967-09-01,26.11869731610641,18.205588705428177,7.74686752030484,15.039735554161501,20.908882100192958,16.28110583459568,12.616719012044355,10.136284421523227,10.024069687807517
1967-10-01,26.455834724762553,10.607877730408756,16.68562408214967,34.21384173292102,32.74139955842066,17.51500012645725,12.107726615492655,7.675187060633569,17.79323961180301
1967-11-01,54.99356922164616,15.602192826085725,22.803196889906072,45.07139072775438,49.17972949310693,27.409193701428297,19.09998007076543,13.929993229640516,37.02395891817738
1967-12-01,56.738759245947435,23.6105511895315,26.908620225023046,52.13547035757935,49.84089495595117,34.49046565466333,22.451862957614374,13.151397955193424,59.82603413702695
1968-01-01,49.44003785131687,27.184329044693403,31.712134716666213,60.871164673952954,47.53977704190329,40.05904007499675,27.434469059100294,13.387086944179728,63.990894574790545
1968-02-01,59.549901866510545,20.508015169227157,44.789167755927224,47.7786713164573,71.90290890472404,32.28043027883009,27.82936690889949,23.573364580625373,49.92100748255139
1968-03-01,41.79162178946717,9.334175063094385,32.46420735882563,49.27529652728298,60.87758030561647,14.39384035359453,29.73290374982983,17.034569803311577,36.38504749522648
