,vws_v250-50_cluster1,vws_v250-50_cluster2,vws_v250-50_cluster3,vws_v250-50_cluster4,vws_v250-50_cluster5,vws_v250-50_cluster6,vws_v250-50_cluster7,vws_v250-50_cluster8,vws_v250-50_cluster9
1965-01-01,-2.2812042236328125,-3.3268792629241943,4.387270927429199,0.7910628318786621,4.230530738830566,-0.9853330850601196,3.674211025238037,9.146893501281738,-0.37529492378234863
1965-02-01,-13.919025421142578,2.432058334350586,13.297213554382324,7.738433837890625,-1.3988933563232422,-1.2642288208007812,6.2328386306762695,-2.8669588565826416,-0.64094477891922
1965-03-01,-4.296023368835449,-3.095815420150757,10.443500518798828,1.7675654888153076,2.7072744369506836,0.2031008005142212,5.365245819091797,6.607398509979248,3.0082461833953857
1965-04-01,-2.3091673851013184,-3.02443528175354,6.977541923522949,-0.4510897397994995,0.9198405742645264,0.1530613899230957,1.699129343032837,12.197084426879883,12.725440979003906
1965-05-01,-1.4437816143035889,1.160470724105835,-1.706488013267517,0.08756875991821289,1.8249633312225342,0.8639142513275146,1.9125323295593262,2.004516363143921,4.958308219909668
1965-06-01,1.9647793769836426,-0.25755536556243896,2.209824800491333,4.383591651916504,5.992208957672119,-3.5557353496551514,-1.0912986993789673,-2.504173755645752,1.426856517791748
1965-07-01,5.092972278594971,3.2878780364990234,1.7469611167907715,6.987844467163086,0.6644928455352783,-1.892663836479187,-3.5182058811187744,-4.921514987945557,-1.1273564100265503
1965-08-01,-4.024486064910889,2.1509547233581543,1.5306146144866943,7.119565010070801,0.2649141550064087,0.7778170108795166,-3.9501631259918213,-1.183282732963562,0.0699077844619751
1965-09-01,-1.2914561033248901,1.1560554504394531,2.297393321990967,5.9833784103393555,5.346113204956055,0.7469104528427124,-5.784692764282227,5.2865071296691895,1.5166327953338623
1965-10-01,-3.420334815979004,-1.498236060142517,4.167981147766113,3.228271961212158,18.918542861938477,-0.2781597375869751,2.541703224182129,-3.499073028564453,-6.020171642303467
1965-11-01,5.300488471984863,-1.2252274751663208,3.342332124710083,1.393006443977356,6.2762556076049805,-0.008830547332763672,0.741759181022644,0.7645714282989502,8.364662170410156
1965-12-01,-2.961886405944824,-1.8610212802886963,4.630845069885254,2.8228063583374023,0.6895124912261963,-2.8132400512695312,4.913419723510742,5.739804267883301,5.581591606140137
1966-01-01,-10.126681327819824,-0.6076006889343262,5.444537162780762,0.30669379234313965,-1.4546253681182861,0.47450733184814453,10.691604614257812,0.2828238010406494,-6.771132469177246
1966-02-01,-15.027270317077637,-2.577963352203369,5.866964340209961,-3.260791063308716,3.7743587493896484,1.796039342880249,6.849253177642822,1.353358507156372,-4.011612415313721
1966-03-01,2.2278695106506348,-2.525883436203003,7.838050842285156,-0.6387041807174683,0.7312910556793213,-3.2246243953704834,1.9884459972381592,2.3161165714263916,-1.2781317234039307
1966-04-01,-3.732405424118042,-1.8011023998260498,3.6282451152801514,-3.890091896057129,-1.2491984367370605,0.6719775199890137,1.7063456773757935,6.772579193115234,-0.4361705780029297
1966-05-01,3.4054579734802246,-0.43183064460754395,5.832244873046875,2.5909833908081055,2.6683804988861084,-2.324073076248169,-4.493352890014648,2.9953274726867676,-3.9277052879333496
1966-06-01,5.672387599945068,2.44704008102417,9.659406661987305,3.524808168411255,7.181986331939697,-0.17938685417175293,-1.5978455543518066,-3.9949755668640137,-3.4900882244110107
1966-07-01,4.546879291534424,1.5139389038085938,1.0676414966583252,4.640913009643555,-6.391382217407227,1.2593251466751099,-0.7812011241912842,-4.921566963195801,2.1851930618286133
1966-08-01,1.543595552444458,1.4625818729400635,1.4408818483352661,8.000078201293945,2.818833827972412,0.5439472198486328,-3.015580654144287,-1.8654792308807373,0.06943988800048828
1966-09-01,2.172173023223877,-2.285013198852539,5.905301094055176,6.626465320587158,8.23733139038086,-0.35298705101013184,-2.593877077102661,-1.4271385669708252,-4.160618782043457
1966-10-01,1.6571588516235352,0.3631138801574707,3.121187686920166,3.728788375854492,0.13888013362884521,-1.2455816268920898,-0.16853690147399902,10.035540580749512,-1.1305716037750244
1966-11-01,6.217782020568848,-1.9240694046020508,0.24304044246673584,-0.2915036678314209,2.2531864643096924,1.0546214580535889,4.8152360916137695,6.802959442138672,5.7729315757751465
1966-12-01,-4.017398834228516,-1.2781317234039307,9.048188209533691,-1.387355089187622,-0.04195356369018555,-2.5736234188079834,0.7891576290130615,2.4050867557525635,0.4716140031814575
1967-01-01,-8.161541938781738,0.16319751739501953,8.09909439086914,-0.5312246680259705,-2.253957748413086,-3.9450507164001465,6.738559722900391,3.695258378982544,-3.8917620182037354
1967-02-01,-5.182354927062988,-1.9258975982666016,6.621157646179199,-3.014991283416748,11.576201438903809,-7.024155616760254,5.83930778503418,9.707756042480469,-3.6219863891601562
1967-03-01,1.6894276142120361,-6.5437211990356445,1.980851650238037,-0.7027485966682434,3.171527624130249,-3.819321870803833,4.731895923614502,3.944218158721924,7.029983997344971
1967-04-01,0.17152392864227295,-2.275606632232666,4.128231525421143,-1.1940065622329712,10.693602561950684,-0.9575367569923401,0.5903420448303223,-0.1015821099281311,11.935901641845703
1967-05-01,2.1340577602386475,-1.1015833616256714,2.0074963569641113,1.5570378303527832,13.070791244506836,-1.2964212894439697,2.1040825843811035,-6.568700790405273,2.9841835498809814
1967-06-01,5.483770370483398,1.8359723091125488,3.544550657272339,5.692763328552246,2.256455898284912,-2.291426658630371,-1.2339732646942139,1.6203184127807617,-0.5587018132209778
1967-07-01,8.280610084533691,1.169027328491211,0.060782670974731445,6.090764999389648,-0.718568742275238,0.2556205987930298,-1.690260410308838,-4.8950934410095215,-0.779351532459259
1967-08-01,-1.9209017753601074,0.9109086394309998,0.19816839694976807,7.919243812561035,2.9134089946746826,0.07577037811279297,-2.079103469848633,-3.1323938369750977,-0.9383859038352966
1967-09-01,1.2531239986419678,1.4079952239990234,1.8601188659667969,7.493764400482178,3.1815195083618164,0.09908425807952881,-1.8451313972473145,-1.236471176147461,-1.5828496217727661
1967-10-01,0.8651135563850403,0.8992517590522766,-2.073274850845337,1.9633662700653076,6.348051071166992,-1.14737868309021,4.48626708984375,3.0949246883392334,-5.681106090545654
1967-11-01,2.2905941009521484,-1.9233994483947754,4.463785648345947,1.0383026599884033,11.949224472045898,-2.42964506149292,3.087430953979492,-3.592844009399414,2.0932583808898926
