,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9
1965-01-01,26.13092,18.376068,22.27945,15.822388,20.299072,24.2229,26.709229,6.0013123,24.240356
1965-02-01,25.84253,17.500885,21.566925,15.286987,18.734833,24.131592,26.986145,4.063324,25.697845
1965-03-01,26.048615,17.558258,21.642273,15.600342,18.445435,24.513794,27.951141,3.319397,26.371918
1965-04-01,26.448761,18.238861,22.191132,15.925659,19.279175,24.894012,28.057434,3.9500732,26.58548
1965-05-01,26.891846,19.675354,23.250427,17.4505,20.954712,25.37851,27.50708,8.174286,26.238708
1965-06-01,27.309967,21.315948,25.142487,19.45282,22.862732,26.491669,26.713715,12.604065,25.424408
1965-07-01,27.39978,23.05783,26.31604,20.711212,25.033722,27.169281,26.010193,19.358032,25.730774
1965-08-01,27.90625,24.491333,27.372864,22.034943,26.554565,27.728607,25.638458,22.938568,24.629059
1965-09-01,28.70108,23.429565,27.490112,21.002106,26.009674,28.254028,26.136414,19.869965,23.842682
1965-10-01,28.672638,22.089355,26.541565,19.70581,24.678467,27.858826,26.698761,15.111847,24.090668
1965-11-01,28.178162,20.170319,25.444855,18.053223,22.696564,26.961212,26.219238,12.171478,24.516785
1965-12-01,27.85434,19.106049,24.299255,16.956512,21.529999,25.949799,26.489685,8.515076,24.360107
1966-01-01,27.11554,18.105835,23.049927,16.369537,19.848663,25.223938,27.306671,5.7450867,25.796295
1966-02-01,26.617798,17.11087,22.118988,15.850128,18.784607,24.689392,27.54065,4.1520386,26.744873
1966-03-01,26.437256,17.269196,21.46643,15.77298,18.687286,24.314178,27.792786,3.7496033,25.640472
1966-04-01,27.069122,17.826965,22.398376,16.314575,19.243011,24.871918,28.027283,4.7057495,24.514374
1966-05-01,27.305664,18.42453,22.939484,17.18045,20.35144,25.267303,28.146301,7.2862244,22.650513
1966-06-01,27.821045,20.11493,24.419586,18.871857,22.246582,26.099396,27.897186,14.066956,22.123535
1966-07-01,27.762024,22.006042,25.826569,19.644928,24.157349,26.947601,26.471039,21.089233,22.747345
1966-08-01,28.037872,23.653046,27.155884,21.56781,25.370667,27.880554,25.960693,22.028229,22.676239
1966-09-01,28.66623,23.857788,27.39795,22.06958,25.641998,28.396942,26.279907,19.89505,22.336334
1966-10-01,28.839722,22.46695,27.208832,20.47348,24.99295,28.130676,26.632935,15.638824,22.20877
1966-11-01,28.42923,20.559204,25.64502,17.907654,22.49469,27.174042,26.759003,13.931274,22.727173
1966-12-01,27.38736,19.054413,23.498749,16.616638,20.549622,25.77008,26.932465,11.688202,22.78769
1967-01-01,26.87622,18.194397,22.108368,15.786438,19.529602,24.647522,27.552826,8.37323,24.114655
1967-02-01,26.401917,17.823792,21.985138,15.309143,19.319763,24.227356,27.576874,6.9178467,25.608124
1967-03-01,26.202606,17.658539,22.031738,15.455383,19.577698,24.437683,27.77768,5.971283,25.571564
1967-04-01,26.395905,18.238983,22.400848,15.614655,20.116058,24.546356,27.942963,6.21167,25.162872
1967-05-01,26.89624,18.681213,23.813171,16.63733,21.480316,25.424316,27.885376,7.460724,23.420502
1967-06-01,27.513763,20.715057,25.113312,18.15033,23.385956,26.270721,26.649323,13.759094,22.721863
1967-07-01,27.815765,22.92218,26.093414,20.8638,25.075745,26.822632,25.830475,19.50055,21.81186
1967-08-01,27.826263,24.444214,27.164185,22.394318,26.512604,27.444153,25.569061,21.251953,21.837921
1967-09-01,28.527435,24.449219,27.222778,21.850922,26.278717,28.034119,25.420319,18.552002,20.85379
1967-10-01,28.732758,23.401978,26.453522,21.217377,25.068726,27.915405,25.720306,17.2854,21.512878
