,mgu200_cluster1,mgu200_cluster2,mgu200_cluster3,mgu200_cluster4,mgu200_cluster5,mgu200_cluster6,mgu200_cluster7,mgu200_cluster8,mgu200_cluster9
1965-01-01,0.33957022,1.3566517,0.6700161,0.6234142,-1.9360726,1.2465035,1.8242941,-0.3324005,-1.186215
1965-02-01,-2.3564615,2.801618,-0.26461715,0.96591794,0.78244555,2.3101857,1.8197315,-0.803302,-2.0615373
1965-03-01,0.06094017,-0.4634056,0.5839828,0.2998127,-0.24441223,3.1359744,1.6600491,-2.3848138,0.578117
1965-04-01,0.12611695,2.4144688,0.12807235,0.15675011,-0.6110306,0.28840676,1.1731796,-0.16554871,-2.661814
1965-05-01,-0.033566095,1.6447327,0.07397537,0.10623779,0.65241814,-1.7301137,0.736496,0.5540012,-1.7972457
1965-06-01,-1.6607008,1.0594463,2.217961,-0.32946777,2.2951953,-0.19878884,0.37802428,1.8197315,0.12253227
1965-07-01,-1.104744,1.0998554,1.2129371,-0.40083617,1.3993423,-2.0191722,0.06485061,2.6647468,1.6857939
1965-08-01,-1.3869591,0.6061424,2.1218255,-0.07625656,1.364473,-1.1011597,0.3539093,1.6965481,2.0302525
1965-09-01,-0.23659095,1.179697,0.054096602,0.44189757,1.604323,0.6944569,0.37411422,2.2997575,-1.0614016
1965-10-01,-0.5729027,2.2394695,2.4092543,0.3822609,-0.87532216,2.5350456,0.5015343,-0.5077259,-0.9317001
1965-11-01,1.2324903,1.5674982,0.75344163,0.090595625,-0.6142899,0.00586586,0.43375054,-0.3920372,-1.6297419
1965-12-01,1.4534391,0.3330528,1.5231781,1.013171,-1.7076279,0.83751947,0.5663849,-1.02751,-1.5528333
1966-01-01,1.1340344,-0.75131834,0.39387664,1.0296574,-0.021334838,2.8674164,0.4749487,-2.5007834,1.2236412
1966-02-01,0.5317329,-1.9897296,0.2215561,1.0831589,0.7696993,2.964573,1.1389577,-1.3181717,2.8421428
1966-03-01,-2.1587682,2.2332764,-1.2912567,0.51925963,0.7063507,-0.24978256,1.537101,-1.7520916,-2.2329483
1966-04-01,2.1282432,0.22221184,-0.17264862,-0.39354745,-0.11783447,1.2144501,1.4629208,-0.46707153,0.9709042
1966-05-01,-2.570697,2.2194908,2.3596451,-0.0045951842,2.0534062,-0.29081172,0.8202465,1.540055,-2.248375
1966-06-01,-0.99256724,1.3861153,0.78184396,-0.46805573,1.6749573,0.88162553,0.17264862,1.0893952,-0.17232056
1966-07-01,-0.02855606,0.796286,1.1012115,-0.87801516,1.1973827,-0.04004402,0.013457489,2.3363407,1.3631389
1966-08-01,-0.7221058,0.6587578,2.4246345,-0.703397,1.575832,-0.22385292,0.479216,1.0365499,1.2679522
1966-09-01,-0.9768122,1.3477123,2.5004554,-0.30033034,1.6079983,3.1523201,0.6292168,0.28982696,-0.2881859
1966-10-01,0.42440128,1.7852424,3.0013344,0.24321823,1.6552635,2.068833,0.7608368,0.4562393,-1.1330497
1966-11-01,-1.9267095,0.7546007,-0.95974445,0.16674118,-0.15131417,-0.72505987,-0.04824982,-0.7979267,0.278339
1966-12-01,-1.1074479,1.416312,-0.27768213,0.59081423,0.08763733,0.2855606,1.6329437,-1.1218895,-3.0719037
1967-01-01,-0.09796295,2.713908,0.9074661,3.3820176,-1.0328594,2.2861352,2.5156956,-0.72656024,-1.5181034
1967-02-01,0.1097187,2.3952012,2.0523293,1.2598072,-1.7868493,2.1950297,2.5065522,-1.5487992,-1.5030826
1967-03-01,0.52932775,2.7426438,-0.13257714,1.225193,0.095350645,0.3422184,2.2397661,0.46010056,-3.147232
1967-04-01,-3.387242,2.754726,-1.0145725,1.1794773,1.6359856,0.18678322,1.51843,1.2699295,-3.015308
1967-05-01,-2.322055,1.8684855,1.0619217,-0.58582,1.6532929,0.40132293,0.60541266,0.83236086,-1.6931312
1967-06-01,-2.7442768,2.0670238,0.38270968,-0.3595253,2.0147772,0.03983841,0.6965187,1.6686401,-0.46532518
1967-07-01,0.5394508,1.4508355,1.2793999,-1.297686,1.2467453,-1.0328591,-0.100249484,1.4165481,1.60725
1967-08-01,-0.40948638,0.48524475,1.0615947,-0.9633053,1.3411167,-1.3757305,0.1590271,1.4926331,1.8518314
1967-09-01,-1.2611134,0.86436236,2.432427,-0.5178989,2.8510566,1.691172,0.80884933,-1.1559662,-0.522797
1967-10-01,0.38499528,1.6467617,0.70794755,-0.7121929,1.0433085,0.9685297,0.22041741,0.7046822,-2.2809105
1967-11-01,-2.044819,2.347199,1.1729466,-0.35495338,-0.50516355,1.8622811,1.0077149,-1.1128616,-2.3667915
1967-12-01,-1.289196,1.3009517,-0.9028942,-0.8872202,-0.9231399,1.6552525,1.5870043,0.348423,-1.4475701
1968-01-01,-1.1516507,1.4707432,0.070747375,2.3186169,-0.9029404,0.7946316,0.8285465,0.07585297,-2.6315098
1968-02-01,-0.61739844,0.27751923,-1.5535247,0.4160965,-0.053242873,2.9458618,1.635212,-2.9812355,0.16155204
1968-03-01,-3.0581822,1.6979367,-0.86939013,0.68486404,2.084494,1.4244286,1.3321655,-2.1928036,-0.8792366
1968-04-01,-0.11049728,2.2573514,-0.2811657,-0.5966118,1.7150768,-0.5641556,1.5050224,-0.6772049,-2.3864472
1968-05-01,0.026985932,2.2197897,1.517786,-0.6071873,0.8620968,1.7971289,1.2202098,0.15608177,-1.1071599
1968-06-01,-1.5170567,1.4937172,2.469593,-0.6199509,2.2916312,0.7990078,0.0904396,1.3500347,-0.8303696
1968-07-01,-0.15207043,0.91461027,2.3022065,-0.48283273,1.4339104,-0.3829109,0.13675384,2.1260676,1.433181
1968-08-01,-1.7278401,0.52258223,2.2715735,-0.50835955,1.824844,0.5586853,0.2333931,3.19056,1.0272955
1968-09-01,1.7165352,1.3799381,0.16775131,-0.40770873,0.71002656,1.9200252,0.26074448,-0.12544861,-1.2420902
1968-10-01,1.1097126,1.9105432,1.9575866,-0.032456208,-0.37744102,2.5304942,0.9718647,-0.53972244,0.00729332
1968-11-01,0.25417978,0.7413885,2.8072846,-0.36467665,-0.12909546,1.6439644,1.3617046,-0.3136223,-0.27715492
1968-12-01,-0.44198877,2.0173938,0.99155694,0.88981247,-1.439016,1.7271111,1.5185153,-0.63235015,-0.8872593
1969-01-01,0.57024,1.0064617,0.15524825,1.2250706,-0.24083443,0.6939751,1.1925611,-0.7646316,-0.949073
1969-02-01,-3.6639328,1.3670498,-2.8823822,1.6768837,1.261892,1.4134918,1.2015178,-3.3895938,0.6996139
1969-03-01,-1.2794739,-0.6823643,-3.0412796,0.4100155,1.8118973,2.9663093,1.546183,-4.1658373,1.0330002
1969-04-01,-0.3549486,3.1189044,-0.43257293,-0.08890305,1.1026627,-0.37750548,1.0698223,-1.0336635,-4.2262115
1969-05-01,0.21661834,2.4491458,0.3619148,0.098191455,0.2955696,0.07994652,1.19422,0.76065177,-1.7485371
1969-06-01,-2.2620513,1.1278744,1.3166275,-0.5788647,1.5319185,0.7745844,0.5543175,1.6393983,1.9475739
1969-07-01,-1.5415388,0.6810371,3.003795,-0.7002773,1.9425976,0.5204811,-0.20003204,2.528429,0.820031
1969-08-01,0.4309143,1.1408112,1.940939,-0.066014096,1.4692223,0.84590566,0.4710533,0.5854994,0.21064682
1969-09-01,-1.3740162,1.4071891,0.93414533,-0.40470773,2.3426614,1.4277561,0.66909486,1.2715124,-1.7710943
1969-10-01,-1.0336637,2.0925384,1.2482916,0.07795639,0.6986187,2.0125918,0.7540169,0.75501215,-0.84656906
1969-11-01,-1.6297783,1.5717258,-1.2735031,0.01227417,0.634927,0.6767246,0.34035262,-1.4350544,0.18211861
1969-12-01,-1.4728714,1.7631325,-0.8969917,0.4952694,-1.1607155,0.9603516,1.4612606,-1.6828552,-1.84706
1970-01-01,-0.3687355,-0.36840287,0.15674591,0.44893876,1.2027168,2.981833,0.77973634,-2.3109207,1.5015663
1970-02-01,-1.2100385,1.687265,-0.20167312,0.49686128,-0.6003601,1.2752663,1.3148687,-0.9038681,-3.1385796
1970-03-01,-4.412182,2.792141,-0.58072585,0.1041645,0.7820656,1.7967545,1.424358,-1.7967545,-0.41998595
1970-04-01,-0.017970657,1.3118737,-0.055908967,-0.15741158,-0.3347908,1.5098861,1.3671173,-1.601738,-0.075876996
1970-05-01,-1.1674411,2.2653282,-0.1906906,-0.50751114,1.0126919,-2.3844686,0.6655876,0.50451565,-1.3504776
1970-06-01,-1.9245472,1.72953,0.6399628,-0.3191494,2.358178,0.72449267,0.379718,0.65360737,-1.1960614
1970-07-01,-0.6060175,1.1012154,1.4160382,-0.6080147,0.62731665,-0.3960247,0.6289803,1.8982563,2.193112
1970-08-01,-0.20599937,0.4951973,0.6146706,-0.5278107,1.4489845,-0.31315917,0.43562698,1.59375,1.558474
1970-09-01,-0.70286065,0.82765883,1.5092205,-0.31715316,1.5155433,-0.40600854,0.43895492,2.6899734,0.012979126
1970-10-01,-0.86925775,2.075303,-0.891555,-0.52415085,0.5015205,0.052581023,0.5264797,-0.4592556,-1.3797636
1970-11-01,-0.3367874,1.345486,0.20666485,0.5111717,0.64362335,-0.024626542,1.2712727,-1.2619549,-1.7059015
1970-12-01,-1.3042195,2.5831466,0.5927063,1.1068726,-0.5108391,1.5092201,1.518206,-0.013645172,-2.1112447
1971-01-01,1.4404018,1.1030018,1.7830284,0.85019606,-0.81132853,2.7462363,2.1220615,-0.4396332,0.29722595
1971-02-01,-1.8127506,2.4290862,0.64769095,0.76494825,0.5817131,1.5429611,1.4103527,-1.4234177,-2.6773186
1971-03-01,-0.9161741,2.3833587,0.80120313,0.5813869,-0.3965187,1.756572,1.2898293,-2.0364869,-3.364531
1971-04-01,-1.5298965,2.824625,-0.95961493,0.19107398,1.8379005,-0.3795349,1.4008808,-1.0193863,-2.509435
1971-05-01,-1.5769298,2.7246788,0.9044159,-0.21491699,-0.35993728,0.48927918,0.8129616,-0.9521023,-1.7944599
1971-06-01,-1.1647333,1.0932033,1.4159054,-0.24790612,2.5842316,0.93087196,0.32106933,1.6438869,0.25084534
1971-07-01,-0.960268,1.2715381,1.8862407,-0.10288582,1.4795967,-0.58595926,0.212957,2.3451443,1.741874
1971-08-01,-0.7881384,0.54741824,0.5291271,-0.10615158,1.7585316,0.5088768,0.3560173,1.6791624,1.0461695
1971-09-01,-1.4851494,1.1820443,1.6040394,-0.11170425,2.275574,0.99782944,0.8234131,1.1372969,-0.24953918
1971-10-01,-0.7489435,2.3320794,2.1563568,0.11007156,0.5193283,1.3391491,0.79728395,0.7744204,-1.7947868
1971-11-01,-1.3767109,2.6972425,-0.38116723,-0.5742012,0.13718109,1.3571132,1.1696327,0.14730683,-3.5347009
1971-12-01,-0.7022368,1.9433994,2.2821064,1.1369702,-0.60163724,2.2523835,1.2009882,2.6766648,-2.7854304
1972-01-01,0.05164528,2.5816798,3.206873,0.85759526,-3.19597,0.8372238,1.7593759,1.3648643,-1.3203926
1972-02-01,0.06369553,2.212131,2.1280646,0.89403343,-0.8524311,0.6355217,1.94329,-1.3533875,-1.843729
1972-03-01,-1.467581,2.914791,-0.5503071,0.97723997,0.20285034,-0.87222826,1.828236,-1.3671604,-2.7785053
1972-04-01,-1.0971712,2.7466578,1.2449337,0.39078102,0.29265594,0.5663742,1.3312954,-0.3399971,-3.6633575
1972-05-01,-1.7128952,2.3771083,0.8487007,0.119931415,1.5169308,0.10501175,1.1766472,-1.2483766,-1.1935753
1972-06-01,-3.546009,1.8070042,-0.65044117,0.035003662,2.087322,1.5533692,0.6214622,-0.12366142,0.0823452
1972-07-01,-1.3376076,0.7732418,0.9781006,-0.43984374,1.4147885,-0.45505065,-0.14977112,2.6634517,1.6847775
1972-08-01,-1.7720001,0.9749447,1.6466173,-0.6111336,1.6925243,0.65818787,0.40139693,2.2895987,1.190993
1972-09-01,-0.82976437,1.8296707,1.6044407,-0.69892997,2.3911674,0.22580376,0.19797286,2.8126485,-1.4182316
1972-10-01,-2.5983214,1.862092,0.12825203,-0.04648056,1.5132011,0.75746095,0.39336318,1.0865555,0.12653045
1972-11-01,0.22752532,3.0671444,0.46710092,0.44644317,-2.6812406,2.6184056,1.2753468,-1.7829033,-2.2801304
1972-12-01,1.3066206,2.0985122,2.8089187,0.610273,-2.4924488,1.9846058,2.0032554,0.64412844,-1.228866
1973-01-01,-1.1305488,-0.070719145,1.569835,1.2506435,-0.05096855,3.090294,1.497523,-1.5844886,-0.65622175
1973-02-01,-1.1604927,2.312703,-0.651762,1.2879143,-1.2070023,0.8776169,1.7211479,-3.0861518,-3.8487713
1973-03-01,-1.4264854,2.494279,0.22999611,0.9269924,1.0235138,0.1917698,1.7122288,-1.5316086,-1.9708946
1973-04-01,-2.4503183,2.8440511,-0.53039247,0.2322258,0.9097908,1.436998,1.5023015,-2.5809257,-1.1665452
1973-05-01,-0.3930958,2.4882264,-0.20960884,-0.20483056,0.75051385,0.7030487,1.0920036,-0.52688825,-0.74541664
1973-06-01,-0.6957222,2.52709,1.0591927,-0.25707322,1.1948967,-0.63010025,0.6269142,0.96330774,-2.1515148
1973-07-01,-1.2471396,0.4335518,-0.17679748,-1.0279744,1.3646858,0.18093872,0.42718124,1.893486,2.2082171
