,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5,ssta20_cluster6,ssta20_cluster7,ssta20_cluster8,ssta20_cluster9
1965-01-01,-0.38775635,-8.142609,-4.2392273,-10.696289,-6.2196045,-2.2957764,0.19055176,-20.517365,-2.2783203
1965-02-01,-0.9802246,-9.321869,-5.255829,-11.535767,-8.087921,-2.691162,0.16339111,-22.75943,-1.1249084
1965-03-01,-0.9642639,-9.45462,-5.3706055,-11.412537,-8.567444,-2.4990845,0.93826294,-23.693481,-0.6409607
1965-04-01,-1.0861206,-9.2960205,-5.34375,-11.609222,-8.255707,-2.6408691,0.5225525,-23.584808,-0.94940186
1965-05-01,-0.55389404,-7.7703857,-4.1953125,-9.995239,-6.491028,-2.0672302,0.061340332,-19.271454,-1.2070312
1965-06-01,0.31582642,-5.678192,-1.851654,-7.541321,-4.1314087,-0.5024719,-0.28042603,-14.390076,-1.5697327
1965-07-01,0.8480835,-3.493866,-0.23565674,-5.8404846,-1.5179749,0.6175842,-0.5415039,-7.1936646,-0.82092285
1965-08-01,1.4624329,-1.9524841,0.92904663,-4.4088745,0.11074829,1.28479,-0.8053589,-3.505249,-1.8147583
1965-09-01,2.104828,-3.166687,0.89385986,-5.5941467,-0.58657837,1.6577759,-0.45983887,-6.726288,-2.7535706
1965-10-01,1.788269,-4.7950134,-0.34280396,-7.1785583,-2.205902,0.9744568,-0.18560791,-11.772522,-2.7937012
1965-11-01,1.094635,-6.913208,-1.6386719,-9.030304,-4.386963,-0.12231445,-0.86428833,-14.912048,-2.566742
1965-12-01,0.8442688,-7.904022,-2.7108154,-10.053558,-5.480072,-1.0602722,-0.52038574,-18.494995,-2.6499634
1966-01-01,0.07333374,-8.936371,-3.992279,-10.672668,-7.1935425,-1.8182678,0.26446533,-21.29712,-1.2459106
1966-02-01,-0.5985718,-10.105499,-5.0973816,-11.366241,-8.431763,-2.5269775,0.3242798,-23.064331,-0.47149658
1966-03-01,-0.93756104,-10.105621,-5.908386,-11.601837,-8.6875305,-3.0606384,0.41796875,-23.625214,-1.7343445
1966-04-01,-0.6187134,-9.86087,-5.289459,-11.3732605,-8.444824,-2.815918,0.33944702,-22.982086,-3.173462
1966-05-01,-0.21786499,-9.098999,-4.5840454,-10.343079,-7.1720886,-2.2562256,0.6227722,-20.237305,-4.8730164
1966-06-01,0.59490967,-7.111206,-2.806549,-8.354279,-4.979553,-1.1267395,0.671051,-13.15918,-5.1026
1966-07-01,0.9114685,-4.844513,-1.0239868,-7.2056274,-2.6932068,0.0970459,-0.3795166,-5.761322,-4.1032104
1966-08-01,1.552185,-2.8326416,0.67019653,-4.917877,-1.1150208,1.394867,-0.5249939,-4.4574585,-3.8094482
1966-09-01,2.2073975,-2.6010437,0.93911743,-4.3892517,-0.8168335,1.9381104,-0.17892456,-6.5637817,-4.1224976
1966-10-01,2.1018982,-4.270874,0.4710083,-6.2643433,-1.744873,1.3928528,-0.104888916,-11.098999,-4.5290527
1966-11-01,1.4954529,-6.3745728,-1.2887573,-9.026123,-4.439087,0.2402649,-0.17477417,-13.002502,-4.206604
1966-12-01,0.46743774,-7.865509,-3.421173,-10.303284,-6.3703003,-1.1498413,0.012542725,-15.23172,-4.1322327
1967-01-01,0.10107422,-8.5807495,-4.6667786,-10.9887085,-7.2455444,-2.1276245,0.77767944,-18.401917,-2.660492
1967-02-01,-0.47427368,-9.052399,-4.8910522,-11.567047,-7.556427,-2.6488342,0.7006836,-19.958344,-1.2680664
1967-03-01,-0.9317627,-9.47583,-5.1026306,-11.678986,-7.556671,-2.6966858,0.64331055,-21.163086,-1.5628052
1967-04-01,-1.0975647,-9.254486,-5.092621,-11.878815,-7.377411,-2.947113,0.4494934,-21.2818,-2.330597
1967-05-01,-0.618042,-8.833069,-3.7011108,-10.876953,-6.033966,-2.0899658,0.37109375,-20.053558,-4.0937805
1967-06-01,0.47799683,-6.320709,-1.9224548,-8.885437,-3.6498108,-0.76504517,-0.3864441,-13.276672,-4.313904
1967-07-01,1.2781982,-3.615387,-0.44415283,-5.673767,-1.4618225,0.2850647,-0.7070923,-7.037018,-4.725708
1967-08-01,1.576416,-1.8056335,0.91433716,-3.8555298,0.26275635,1.1943054,-0.68078613,-4.9978943,-4.4119263
1967-09-01,2.2252808,-1.8529358,0.9206238,-4.451233,-0.0234375,1.7319641,-0.88183594,-7.7501526,-5.4483643
1967-10-01,2.3700256,-2.9607544,0.090789795,-5.145355,-1.2940063,1.5526733,-0.64242554,-9.077332,-4.8498535
1967-11-01,1.7143555,-5.675293,-1.1398315,-8.233032,-3.316925,0.59802246,-0.50930786,-13.439606,-3.9554749
1967-12-01,0.6611328,-7.5523987,-2.7364807,-9.774078,-5.242096,-0.84484863,-0.39260864,-16.662903,-4.223419
1968-01-01,-0.058166504,-8.560516,-3.692047,-10.413818,-6.383728,-1.751709,0.26779175,-19.940033,-3.5075684
1968-02-01,-0.55859375,-9.225647,-4.440796,-11.64975,-7.4445496,-2.3832092,0.5429077,-21.439575,-1.5275269
1968-03-01,-0.5026245,-9.7013855,-4.767151,-12.225891,-7.431122,-2.7758484,0.7897949,-22.253632,-2.2565002
