,zgv850_cluster1,zgv850_cluster2,zgv850_cluster3,zgv850_cluster4,zgv850_cluster5,zgv850_cluster6,zgv850_cluster7,zgv850_cluster8,zgv850_cluster9
1965-01-01,-0.3471846,0.3140703,-0.1122941,0.58384115,0.049450636,0.22164473,-1.1180845,-0.25019664,-0.3055343
1965-02-01,0.029876422,0.20398387,0.029876422,0.67420626,0.12539268,-0.072409846,-1.053475,-0.13672504,-0.48994383
1965-03-01,-0.32790476,0.12406807,-0.19794965,0.6335861,0.18691154,-0.007947421,-1.0065262,-0.14099312,-0.346596
1965-04-01,-0.16027303,0.15894847,-0.076677896,0.4818492,-0.027227258,0.7915043,-0.46610156,0.14364234,-0.124656774
1965-05-01,-0.15114817,0.27065384,-0.17499046,0.60621166,0.10890913,0.5071632,-0.09330861,-0.12347937,-0.38309515
1965-06-01,0.015306139,0.23283002,-0.19794968,0.7505897,0.0604887,0.59914726,0.0141287325,0.063579366,-0.1377553
1965-07-01,0.07447033,0.2905224,-0.09860687,0.6898068,-0.032084037,0.9086553,0.12686439,0.1760207,-0.15938996
1965-08-01,-0.057839584,0.21369736,-0.0813875,0.5585271,-0.028551828,0.51893723,-0.06490395,0.13981578,-0.11052804
1965-09-01,-0.14658579,0.20736885,-0.21487474,0.2687406,-0.009566331,0.59296596,-0.043122124,0.12686443,-0.21634646
1965-10-01,-0.24857768,0.09860692,0.0011774063,0.24033591,0.01633637,0.17631502,-0.24548702,0.067847446,-0.28036737
1965-11-01,-0.15571061,0.16542411,-0.09492753,0.3262858,-0.025755549,0.4237153,-0.42680597,-0.17160544,-0.33658805
1965-12-01,-0.082564875,0.24224916,-0.15261993,0.6237254,0.035763383,0.1988327,-0.5969397,-0.119652845,-0.42901358
1966-01-01,0.14958553,0.17041759,-0.19660226,0.91053313,0.10358145,-0.5027174,-0.6563536,-0.23942366,-0.4797154
1966-02-01,-0.029222727,0.2090437,-0.18777756,0.6858656,0.045859385,-0.12152014,-0.99805677,-0.26546374,-0.20933299
1966-03-01,-0.15985684,0.21613236,-0.13396148,0.7800437,0.005063343,0.18965825,-0.70438296,-0.3198584,-0.10647488
1966-04-01,-0.16347356,0.22539106,-0.20383558,0.5439474,0.13294888,0.25099698,-0.34705582,0.051790714,-0.25099698
1966-05-01,-0.09808407,0.3061151,-0.20513758,0.42069125,0.039494038,0.53468865,-0.028644014,-0.15117693,-0.2502737
1966-06-01,0.002314663,0.2230763,-0.09070611,0.26633173,0.023725366,0.67602825,0.105317496,0.03341806,-0.09041679
1966-07-01,-0.3589185,0.17027287,-0.11949487,0.483766,0.017504692,0.90358925,0.27139503,0.25389037,0.1069088
1966-08-01,-0.1005435,0.22712696,-0.10763216,0.5135673,-0.095624804,0.83805525,0.07204409,0.20325692,-0.09765015
1966-09-01,-0.03703475,0.2572177,0.007378006,0.42546526,-0.026763368,0.35645917,-0.089838125,0.14915156,-0.21945962
1966-10-01,0.045280717,0.16651154,-0.08491945,0.15233421,-0.023725366,0.42401853,-0.2020996,0.057288073,-0.241883
1966-11-01,-0.25027364,0.2745777,-0.016202688,0.24217233,0.046872042,0.92210656,-0.29656702,-0.1981936,-0.22770567
1966-12-01,-0.09793947,0.25099698,-0.104160115,0.37859315,0.03341808,0.18141222,-0.723045,-0.26662102,-0.34531975
1967-01-01,0.15986699,0.275937,-0.10874281,0.68109995,0.11840149,0.059783585,-1.1272287,-0.13255636,-0.29059157
1967-02-01,-0.25628677,0.20716095,-0.1683599,0.6857627,0.046461344,0.35337263,-1.1547058,-0.09258963,-0.22081633
1967-03-01,0.033805214,0.28875977,-0.056286477,0.5307251,-0.012323069,0.45062503,-1.1678616,0.17285618,-0.10108252
1967-04-01,-0.34471315,0.21282291,-0.09725241,0.49392232,-0.04829315,0.3490429,-0.06561208,-0.43597063,-0.30857658
1967-05-01,-0.21565394,0.17518756,-0.1262283,0.6103255,-0.030641174,0.5646968,-0.22631168,0.15453808,-0.3195674
1967-06-01,-0.18284783,0.29125762,-0.1938387,0.46577913,-0.0029975057,0.65462196,0.0694422,0.3958373,-0.19000857
1967-07-01,-0.049458884,0.2747713,-0.031140756,0.46261507,0.006661105,0.9830154,-0.090424754,0.43313962,-0.06094929
1967-08-01,0.020482969,0.3027481,-0.06944223,0.61365604,-0.09841813,0.8609503,-0.090258226,0.14954224,-0.14088276
1967-09-01,-0.0009991645,0.1528728,-0.085761964,0.28143248,-0.047460508,0.61415565,-0.042964257,-0.0013322115,-0.17019174
1967-10-01,-0.1600335,0.17119087,-0.15270628,0.42281485,0.031973384,0.8452967,-0.16552892,0.06627819,-0.30524603
1967-11-01,-0.24596202,0.1910077,-0.04263119,0.35820192,-0.036636185,0.9625324,-0.4900922,-0.1540385,-0.20083287
1967-12-01,-0.15387197,0.36569571,-0.10774368,0.50990903,0.07910085,0.3104084,-0.7933399,0.042631198,-0.22381377
1968-01-01,-0.3492397,0.39411563,-0.0906013,0.6802176,0.06964977,0.071773246,-1.0089304,-0.037373044,-0.27661705
1968-02-01,-0.30238187,0.2393856,-0.20951553,0.6267061,0.043601893,0.37019128,-1.0818361,0.045725346,-0.38406458
1968-03-01,-0.46914482,0.22324724,-0.076444864,0.7212713,0.14722712,0.78681564,-0.6167967,0.2715208,-0.184317
1968-04-01,-0.41138658,0.024349118,-0.2175847,0.39638072,0.015430545,0.44083196,-0.14298019,-0.24334946,-0.19238618
1968-05-01,-0.2672738,0.08224897,-0.2509939,0.3994951,0.0077860355,0.53412306,0.22791891,0.13972418,-0.28907478
1968-06-01,-0.17171773,0.14566989,-0.22324726,0.36580276,-0.06851723,0.6813501,0.25439146,-0.014014888,0.029162288
1968-07-01,0.031002617,0.20682578,-0.09683015,0.60688716,-0.02378285,0.6945156,0.09569763,0.35688418,-0.011325168
1968-08-01,-0.28581876,0.30563784,-0.029870104,0.5247797,-0.1899796,0.8321163,-0.078285195,0.12627557,-0.17653097
1968-09-01,-0.25439146,0.24802105,-0.115091965,0.31342387,-0.0097679375,0.4381423,-0.04657471,0.23683743,-0.26373476
1968-10-01,-0.39708853,0.032276727,-0.027321959,0.32588157,-0.0049547553,-0.053653,-0.22607854,0.049547575,-0.28709286
1968-11-01,-0.21121433,0.17214242,-0.0070782425,0.35108006,-0.03652365,0.19323559,-0.6313778,-0.073188856,-0.261045
1968-12-01,-0.017412448,0.30011672,-0.0923001,0.6132575,0.10688124,0.45130777,-1.095568,0.11693232,-0.30776128
1969-01-01,0.2112234,0.24180928,-0.14414677,0.6654674,0.075858735,-0.12976234,-0.8765394,-0.21788569,-0.32069626
1969-02-01,-0.11446947,0.28269118,-0.03876214,0.7691864,0.109927036,0.22712192,-0.7925042,-0.01075046,-0.35491592
1969-03-01,-0.32357308,0.19153957,0.0702564,0.55054367,-0.053600788,0.25922188,-0.54993796,-0.38777286,-0.29707554
1969-04-01,-0.2031984,0.20107868,-0.13263921,0.5263173,0.020743798,0.8052231,-0.17579241,0.12400856,-0.34991926
