,mgv850_cluster1,mgv850_cluster2,mgv850_cluster3,mgv850_cluster4,mgv850_cluster5,mgv850_cluster6,mgv850_cluster7,mgv850_cluster8,mgv850_cluster9
1965-01-01,0.20707448,-0.15188405,0.22620718,-0.069024846,0.4902382,-0.109497786,0.7826739,0.049744986,-0.83300763
1965-02-01,0.19588922,-0.003679371,-0.073587224,-0.12553987,0.7158567,0.13819683,1.1506101,0.18779464,-0.5700067
1965-03-01,0.16409953,0.001471734,0.12789464,-0.011626815,0.8244715,-0.08904056,1.1701844,0.00058870314,-0.4147377
1965-04-01,0.103316486,-0.07814963,0.27403885,-0.05151105,0.45005956,-0.13510618,0.63962036,-0.02045722,-0.38250646
1965-05-01,0.24504551,-0.267416,0.07034941,-0.044741035,0.28905067,-0.3414448,0.72071344,-0.22650151,-0.541602
1965-06-01,0.19441748,-0.21016514,-0.011185264,-0.02928772,0.88378274,-0.017808104,0.56308955,-0.17028089,-0.04179754
1965-07-01,0.23489046,-0.26785755,0.10419953,-0.20162901,0.7051129,0.1039052,0.46683747,-0.13098526,-0.5833996
1965-08-01,0.12951353,-0.35498485,0.091836885,-0.114354566,0.50510275,0.092131235,0.4416706,-0.26697448,-0.43696102
1965-09-01,0.2197315,-0.12642291,-0.058722615,-0.0057397843,0.52497137,0.14938211,0.59061116,-0.21958432,0.09978428
1965-10-01,0.20663297,0.013981581,-0.07064376,-0.044005156,0.46669024,0.060930252,0.6371183,0.013981581,-0.007358694
1965-11-01,0.21487474,0.046507142,-0.008094597,-0.16954498,0.2878732,-0.13216266,0.70996964,0.095957756,-0.6971654
1965-12-01,0.20442533,-0.035174705,0.12936637,-0.12392087,0.2337131,-0.14172903,0.8873149,0.13495898,-0.88289964
1966-01-01,0.1161675,0.10430481,0.01736002,-0.037179373,0.55566543,-0.21309428,1.1243509,-0.24202767,-0.74532366
1966-02-01,0.15059821,-0.014900684,0.13772282,-0.06307478,0.7865537,-0.14770487,1.0753089,-0.08390679,-0.64637154
1966-03-01,0.18300357,-0.09027211,0.084485486,0.0039059639,0.48911867,-0.009982014,0.8072411,-0.059458114,-0.7072762
1966-04-01,0.11414216,0.00593133,-0.17837425,-0.15595083,0.5537847,-0.08144746,0.8114365,0.052369405,-0.2771817
1966-05-01,0.08897011,-0.2074523,0.00549736,-0.04716139,0.55074674,0.21945962,0.64709485,-0.20021892,-0.1592782
1966-06-01,0.115299486,-0.245789,0.080868766,-0.13916953,0.5809821,-0.059313394,0.44022122,-0.11009149,-0.055552054
1966-07-01,0.2347943,-0.31537372,0.16014619,-0.16694558,0.53902876,0.16911559,0.33360177,-0.13613153,-0.28557238
1966-08-01,0.19732563,-0.224089,0.0679934,-0.0881021,0.47233734,0.5092274,0.3649945,-0.3213051,-0.37772518
1966-09-01,0.13685486,-0.18676493,0.0571434,-0.03327336,0.46987796,0.051501416,0.5552314,-0.017504692,0.0820261
1966-10-01,-0.023580695,-0.016781354,-0.044846725,-0.033418037,0.24376364,-0.051646043,0.6078902,-0.030380059,-0.10806613
1966-11-01,0.25475836,0.012007356,0.06394277,-0.14220753,0.20947762,0.007956696,0.4245972,0.094467446,-0.772087
1966-12-01,0.20426962,-0.04441271,-0.41736388,-0.44253582,0.4088286,0.08289409,0.505032,0.35935247,-0.78438365
1967-01-01,0.08376362,0.05245634,0.028476333,-0.23930088,0.59966767,0.080766104,1.0033319,-0.030474614,-0.8144889
1967-02-01,0.21332249,-0.046794403,0.12406345,-0.19500446,0.67244047,0.20199856,1.0138232,0.15387197,-0.6359708
1967-03-01,0.1545381,0.036969244,0.056619547,-0.20516261,0.3650296,-0.28826016,0.56419724,0.06810999,-0.6048301
1967-04-01,0.18551232,-0.023646992,0.0699418,-0.2056622,0.42731112,-0.47260675,0.44962588,-0.24379711,-0.35986722
1967-05-01,0.14737736,-0.21199028,0.122231625,-0.10824325,0.66378105,0.09675284,0.71940136,-0.13105762,-0.4141554
1967-06-01,0.15287283,-0.33189052,0.07860126,-0.26261482,0.67610407,0.20183206,0.5705253,-0.23963395,-0.10940896
1967-07-01,0.25911775,-0.47893485,0.17618674,-0.2777689,0.49508804,0.20366387,0.35420528,-0.17918424,-0.5651964
1967-08-01,0.06877611,-0.3567032,0.07593682,-0.13172373,0.59850204,0.2026647,0.4671113,-0.33089137,-0.32606202
1967-09-01,-0.13255638,-0.16752729,-0.09458796,-0.001998353,0.48243195,0.081099175,0.47510466,-0.20083289,0.17668632
1967-10-01,0.18234827,-0.13938403,0.061615396,0.061448872,0.28243166,0.033472132,0.64379764,-0.10957549,-0.40949258
1967-11-01,0.1683599,0.10324743,0.048459686,-0.32373065,0.12256465,-0.03164034,0.48759428,-0.08076613,-0.71623737
1967-12-01,0.20133248,-0.05928401,-0.03530396,-0.11057468,0.4184851,-0.14571208,0.8188187,0.10857632,-0.56869346
1968-01-01,0.24278316,-0.070640706,0.08918567,-0.10744743,0.33409223,-0.038930275,0.8621281,0.10900469,-0.85151064
1968-02-01,0.18601578,-0.001132524,0.0035391091,-0.17638941,0.36636904,-0.036240507,0.80847514,0.019677449,-0.51472867
1968-03-01,0.21914192,-0.16732928,0.13703446,-0.14623621,0.41704902,-0.04926443,0.66875076,-0.057050515,-0.5832459
1968-04-01,0.13094719,0.01854496,0.05478549,-0.21815093,0.3648118,-0.16152516,0.43417844,-0.026330996,-0.2294761
1968-05-01,0.14482051,-0.29997525,0.09598075,-0.11452571,0.6967807,-0.012032986,0.6850308,-0.16294071,0.11169442
1968-06-01,0.14029044,-0.18856397,0.06752628,-0.30124933,0.5087829,0.31965265,0.3924169,-0.164498,0.23414774
1968-07-01,0.18488328,-0.3295622,0.044168137,-0.24745484,0.47650623,-0.07899301,0.29148138,-0.11848955,-0.41874784
1968-08-01,0.16874494,-0.19408493,-0.003255987,-0.09852892,0.39270005,-0.19663313,0.4466361,-0.085646555,-0.3983626
1968-09-01,0.08253213,-0.15204032,0.044875957,-0.046291612,0.44139823,-0.09498978,0.594288,-0.059598662,0.095272936
1968-10-01,0.17001902,-0.1888471,0.07885145,-0.04770725,0.37642008,0.20187101,0.5865019,0.14312175,-0.16520579
1968-11-01,0.2989843,-0.13830855,0.14014888,-0.17681411,0.2310333,0.07531233,0.7267923,-0.048698235,-0.5784327
1968-12-01,0.25566554,-0.31639674,0.08989348,-0.2242382,0.23896095,-0.11013718,0.8437246,0.2869513,-0.7493011
1969-01-01,0.14081562,-0.06768236,0.053600766,-0.20622683,0.5232891,-0.015747119,0.7184626,-0.019683886,-0.5426701
1969-02-01,0.1944164,-0.07207336,0.15762265,-0.23696387,0.34386268,-0.19608195,0.7507139,0.059051704,-0.49209756
1969-03-01,0.22969599,-0.173824,-0.06874225,-0.06828804,0.62140566,0.02346927,0.80840284,0.15035474,-0.30313215
1969-04-01,0.17639807,-0.18533151,0.20834656,-0.025286246,0.3812621,0.052995123,0.77569723,-0.022863578,-0.27057797
1969-05-01,0.22439651,-0.21349463,0.2507426,-0.05435785,0.3537046,-0.081309676,0.704381,-0.1879056,-0.119011916
1969-06-01,0.16383064,-0.22893894,0.18563434,-0.23423848,0.5762841,0.1093214,0.486041,-0.20774087,0.41078797
1969-07-01,0.17321834,-0.39322385,0.034371138,-0.15853113,0.6052044,0.023620654,0.4609062,-0.11189542,-0.3426513
1969-08-01,-0.058597468,-0.32281598,0.05905173,-0.19153953,0.51223576,0.09978223,0.3577928,-0.124160014,0.229696
1969-09-01,-0.0048452853,-0.277543,0.09872236,-0.040124893,0.4571208,0.15262596,0.47619906,-0.04148761,0.2203083
1969-10-01,0.19774754,-0.026497567,0.030434335,-0.03906498,0.32236177,-0.28163126,0.55251205,-0.082672395,-0.20758948
1969-11-01,0.25316527,-0.07540449,-0.06965075,-0.017412687,0.118254855,0.2171286,0.61656046,0.014990044,-0.82536125
1969-12-01,0.33008394,-0.15777406,-0.11568077,-0.1783665,0.38807577,-0.084640786,0.71906817,-0.027406048,-0.77993685
1970-01-01,0.06692295,-0.22945002,0.24110587,-0.12349963,0.4038949,-0.020168543,0.992057,-0.1177372,-0.48980767
1970-02-01,0.1990662,-0.17234945,0.043480255,-0.052647732,0.7296039,-0.17496875,0.90575135,-0.1787667,-0.9122995
1970-03-01,0.10739102,-0.1210113,-0.039027452,-0.06757774,0.8221958,0.029859925,0.94281423,-0.124940254,-0.23377185
1970-04-01,0.11380825,-0.14785907,0.14039408,-0.09665189,0.692279,-0.14406107,0.9015604,0.09665189,-0.4353264
1970-05-01,0.15925297,-0.23914142,0.3102552,-0.17025399,0.24215356,-0.27751404,0.5685174,0.05382645,-0.35779533
1970-06-01,0.12533316,-0.24883282,0.119701646,-0.1917322,0.5723154,0.08696051,0.52123916,-0.1732662,-0.2705729
1970-07-01,0.10699811,-0.3048856,0.050552346,-0.23848657,0.503297,0.11590366,0.3242684,-0.21032917,-0.17994538
