,zgu500_cluster1,zgu500_cluster2,zgu500_cluster3,zgu500_cluster4,zgu500_cluster5,zgu500_cluster6,zgu500_cluster7,zgu500_cluster8,zgu500_cluster9,zgu500_cluster10,zgu500_cluster11,zgu500_cluster12
1965-01-01,0.03372909975986855,1.4293439189592998,-0.1797806609559942,0.28012892867945416,3.0005954205989838,0.024462705995473597,-0.12770193436789135,0.72986676886275,-0.09822839376877765,-0.8613202916948419,1.0226999337856586,-1.0151491216991257
1965-02-01,-0.026032383389332715,1.5689565738042197,-0.15523568899543197,0.20308192772201344,3.3442169427871704,-0.8227981626987457,-0.12932559327473717,0.30895290342537135,-0.37528957639421734,-1.60316338664607,1.6099593960321865,-0.8414720063624175
1965-03-01,-0.08090810905046322,1.5350434184074402,-0.056368661009603076,0.12802734405179567,2.9029302299022675,-0.40856293506092495,-0.06478029111075023,0.8233871814366933,-0.0977278896132294,-1.066363014672932,1.2601045461801381,-0.36353838184605475
1965-04-01,-0.0936872380621293,1.2675193945566814,-0.09175318948648593,0.24668940260440486,2.2161826491355896,0.02059931866824627,-0.11505362769914051,0.11008336535982184,-0.21112734565929492,-1.007752747912156,0.8808636894592872,-1.513835399047188
1965-05-01,-0.14624595893181713,1.3465229670206706,-0.8118735419379339,0.1672991091691995,1.2694320331017177,0.6510152171055477,-0.15797346593841674,0.27411014244363113,-0.11064762971839126,-0.3155481462415896,1.3634906365321233,-1.3963970153228096
1965-06-01,-0.2168245102260627,1.304754912853241,-0.36234971549775863,0.07858874771413923,1.382289951046308,0.04370431415736675,-0.3227192494604323,0.31404547594689036,-0.35017348673878884,-0.17275639662617132,0.9088993645631349,0.06694548317919606
1965-07-01,-0.37141043473692503,0.12549106031656265,0.17723993018821432,0.03181892576851422,1.1928280194600425,0.43628791140185463,-0.225216339504908,-0.04641288841092909,-0.3348947179560759,-1.1617059770383333,1.1384215492468615,-1.2397981208303699
1965-08-01,-0.15325744627226218,-0.3633902966976166,-0.11817303796609242,-0.026429121535790117,0.4931235996385416,0.2753830204407374,-0.10445501123155866,0.02701111842651625,-0.23362002506548046,-0.06073912801711183,0.5486271702326261,-0.028252577328163643
1965-09-01,-0.4003111930454478,0.35687384506066644,-0.4751079612308078,0.004522498590942425,1.379457488656044,0.5891676164335675,-0.12390978989147004,-0.4815450793987996,0.011509999974953885,0.7747608580087361,0.702631645477735,0.052370248443406556
1965-10-01,-0.15159004240059384,0.39463711281617486,-0.6987848767527827,-0.11561016870450369,1.0072486475110054,0.014823642818050252,0.07411562615916842,-0.046232544087074896,-0.08486789860287491,-0.22642904598461955,0.8597865127600156,-0.8948248365651006
1965-11-01,0.051651632084566,0.6480309367179871,-0.44843813887348877,0.05626909057550792,2.9284400244553885,0.7999598979949951,-0.1290992730193668,-0.47871055635246074,-0.5697004040893243,-1.0158040021595203,1.8749145361093373,-3.3925154934758726
1965-12-01,0.04775584949290051,0.9851616621017456,-0.5983902348412408,0.3927232343939286,3.0760834614435835,0.08090535282260843,-0.1836853131415352,-0.10740370363802523,-0.25330981125636975,-1.5547630033994975,1.0676712943957403,-2.2842425367106562
1966-01-01,-0.3734143049109216,1.6706264019012451,-0.15597646986996686,0.1721370069286491,3.2978467643260956,-0.6270101086960899,-0.20098243913953268,0.6457808855417613,-0.18922452415738789,-0.9320834749623349,0.853073253081395,-0.05782293560712234
1966-02-01,0.08671534265957627,1.2373968958854675,-0.38487458670580826,0.3991946012158937,2.7611528833707175,-0.11060110603769621,-0.20378556043382676,0.06930431401407397,-0.19489034098021837,-1.54000018772326,1.3071032670828011,-2.277582883834839
1966-03-01,0.03078830674948061,1.3407812515894573,-0.43599103335981015,0.12728641682033298,2.9615893959999084,-0.028012444575627647,-0.17869062130413357,-0.11980306055094744,-0.1830046730382102,-0.5533625812906968,1.0366450135524456,-1.1513840893040532
1966-04-01,-0.03436610248743319,0.7967039446036022,-0.2233635910131313,0.1450523828403859,2.1464750170707703,-0.05086064856085513,-0.11828302864044432,0.2828571039277154,-0.3833366900074239,-0.3784146355955224,0.8174632604305561,-0.05109868538768395
1966-05-01,-0.1944022727947609,0.8860580126444499,-0.4030745062563154,0.08022298541250107,0.9323572119077047,0.432583275768492,-0.2937487903095427,0.44611233311730464,0.02087875060280975,-0.9742080381042079,0.5662926687644078,-1.4192732779876045
1966-06-01,-0.031045008925538436,0.9248726566632589,-0.3478439041861781,0.004454779356152196,1.3698113461335502,-0.1399264774388737,-0.21735957217594934,0.3232861088739859,-0.36426767402765703,0.03286574379001793,0.6367107996573814,1.2691771206648452
1966-07-01,-0.0024010847304381574,0.140652929743131,-0.16896066566308338,0.02539329277940943,0.8961896722515424,0.35052551991409725,-0.250580386509971,-0.12033335059075742,-0.4365564304955152,-0.1699049025774002,0.7481707403293022,-0.7916646159213522
1966-08-01,0.016859181079210018,-0.6232771774133047,-0.1473469176778087,-0.0026020807909625993,-0.2516916021704674,0.20894437200493285,-0.18209409382608202,0.16082527266966332,-0.01315601664234181,-0.22856753907705607,0.4816369941601386,0.4235794686752817
1966-09-01,-0.16282928888412082,-0.11976102987925212,-0.23257820694534864,-0.0016919768981258326,0.763971358537674,0.13607836638887724,-0.13157719421008277,-0.7730062748934772,0.263575266818611,0.19219278504973963,1.5153733583597035,-0.02075144616158112
1966-10-01,0.03622419054747796,0.3515404214461645,-0.37828242337262186,0.06919392867933345,1.5385229140520096,0.21269679483440188,-0.047881354296964315,-0.4089496425680212,-0.1583931093313256,-0.1570421712178933,0.6985982450155112,-0.23272763127865997
1966-11-01,-0.1002529247974356,0.6267315646012624,-0.3231337500943078,0.23857807811302473,2.617412308851878,0.3768247448735767,-0.2548835343784756,-0.8391970718229139,-0.15434342987683355,-0.8019523401009409,0.721055670426442,-2.642654336017111
1966-12-01,-0.2319851853683883,1.1914419134457908,-0.28109202782313025,0.1266318125815331,3.0763079722722373,-0.18795662456088597,-0.26018846602666945,0.10906901915331145,-0.25040968036165046,-0.9349911620742396,1.0743289039685175,-0.571080718351447
1967-01-01,0.0592017436728758,1.3809861739476523,-0.311932271277463,0.23224406604525408,3.559825321038564,-0.6941553619172838,-0.2828511926862929,0.438956795512019,-0.2967378922871181,-1.2146104323236566,1.2810752942011907,-0.6196743120317874
1967-02-01,0.14891651477299483,1.4620456099510193,-0.2661868653915546,0.1930616324460959,2.8389059007167816,-0.46696894698672825,-0.16988396408065917,0.6086436075133247,-0.3517603387638014,-1.0990321636199951,0.9957425869428194,-0.4726042242153831
1967-03-01,0.01424123332196591,1.0770395398139954,-0.35656276676389903,0.25537130953390386,3.0258558690547943,-0.08003264148202208,-0.1497016421386174,-0.05356941271472622,-0.5415578885954253,-0.879721186662975,1.3753839410268343,-2.4322387964829155
1967-04-01,-0.09649753862736271,0.6697483360767365,-0.12889854885913707,0.16605446610269667,1.9400812685489655,0.06581199251943165,-0.1621886614769224,-0.12702072995740013,-0.48740725128018125,-0.9275859123782108,0.9030993741292219,-1.4594635237818179
1967-05-01,-0.19645540080234117,0.2826438595851263,-0.1521492031989274,0.07054396916793872,0.9997094050049782,0.11369876770509614,-0.04261511244944164,0.08863935599455962,-0.24170315995508312,-0.1034418709183994,0.6761358334467961,-0.21915165302546127
1967-06-01,-0.13184431100300714,0.5983361601829529,-0.3535447021325429,0.05075258639039872,1.4417767524719238,-0.05878198167516126,-0.2576270746806311,0.45835452305304036,-0.19164965773115353,-0.04392899572849274,0.6526972811955671,0.14512166380882263
1967-07-01,-0.17508198233211741,-0.18157657235860825,0.008244488250326226,-0.05747085979467705,0.7011712218324344,0.3104969445202086,-0.10982114407751295,-0.3599534566337998,-0.16618448556685936,0.20964931892721275,0.4119560122489929,-1.6244223584299502
