,mgu250_cluster1,mgu250_cluster2,mgu250_cluster3,mgu250_cluster4,mgu250_cluster5,mgu250_cluster6,mgu250_cluster7,mgu250_cluster8,mgu250_cluster9,mgu250_cluster10,mgu250_cluster11,mgu250_cluster12
1965-01-01,5.950896201595183,-16.720268461439343,-0.05951596405168977,-17.024904251098633,6.5232666445450045,-4.668003140073834,2.930569364911034,1.5609331365324495,9.619947402707993,9.504513880785773,-3.2501484666551863,-14.854000806808472
1965-02-01,5.8025606216922885,-17.78707151059751,-0.08511238477446817,-14.326009750366211,6.298572916380117,-8.302287621931596,10.89341299874442,1.9975492587456338,5.758272832439792,8.949927722706514,-3.778566916783651,-8.603863716125488
1965-03-01,6.325799034487817,-15.914026896158854,0.2144516869024797,-19.306060791015625,6.267784011196083,-6.071586319894501,0.7052348483176458,1.9514111372140739,4.384954129495928,9.743782351998721,-12.01580251966204,-15.621533393859863
1965-04-01,2.5623890661424205,-8.45659927085594,0.29177861382262876,-6.474957466125488,3.336671036733708,-0.17831491475755518,7.901875178019206,2.4731776653191986,4.116990104798348,3.3023104948156017,1.2117774713607061,-1.7384415864944458
1965-05-01,1.5646935470642582,-1.5165429424356531,0.306648678249783,10.231611251831055,3.4750394418206016,-3.951380108342026,7.798585437593006,1.4470439690809984,10.50607850474696,-5.531004246543435,14.865097545442127,-0.0501595763489604
1965-06-01,0.6646171692878969,-5.492242177327474,0.15802865076546718,5.711157321929932,2.928891316266127,-5.611576817252419,15.21884600321452,0.7497054644120046,10.864161675976169,-1.1569217723958631,16.664104234604608,10.253788232803345
1965-07-01,-0.8914948471130864,6.214349358170121,0.455800210586702,7.420331954956055,1.2800235143849548,3.8289933493643096,12.339567002795992,1.3719893928267,7.725404923962008,-4.595568250207339,13.713636852446058,15.380829572677612
1965-08-01,0.3213582500334709,5.845038537625913,0.0668586278804625,8.392287254333496,0.7580096453008518,1.243441393881133,8.94738549277896,0.8022874848455446,4.802828450356761,-1.5634855803321388,8.920170011974516,11.77130937576294
1965-09-01,0.6905340379284274,4.71873195083053,0.20336015055877993,10.766168594360352,1.9908434908154986,-2.297278967770663,14.724245525541761,0.8817486019216033,8.065728987416913,-2.1711612448972812,14.769602957225981,12.90408730506897
1965-10-01,1.6159226817469443,-2.153010500801934,0.019423610935307513,11.095662117004395,3.2566570899855924,-5.00912738568855,10.07821900503976,0.8127608360388341,5.759216893103815,-0.3694571554660797,9.548581214178176,-0.8782979100942612
1965-11-01,3.2099566152018886,-2.3267807783903898,-0.2679822420833087,6.5381669998168945,4.743537432710889,-4.194711555134166,11.81613944825672,0.7649505495006204,7.236691444150863,1.2545484830351437,11.403401692708334,-1.9658325612545013
1965-12-01,4.7272782171926195,-14.102483678747106,-0.07026588374918158,-5.1451897621154785,6.63644830945512,-9.289961150198272,18.069444383893696,0.746837181922717,7.2537206834362395,4.703298737021053,1.2328373534338815,-2.054028809070587
1966-01-01,6.214152997539889,-16.319794125027126,-0.23013777805097174,-17.67571258544922,7.002009136576048,-6.036034858588016,10.355616751171294,1.3757177779817173,9.745250978777486,10.086685769698198,-6.2176886058989025,-11.557831764221191
1966-02-01,5.098753975283715,-7.579031697026005,0.06583792091620089,-2.1774070262908936,5.91473445086412,-2.636080438440496,3.20261972291129,2.18452816335564,1.3528572936211862,7.607180931988884,-6.3745703016008655,-13.521645069122314
1966-03-01,3.89939546585083,-7.767072430363407,0.1431224322078204,-2.729085922241211,4.382017632605325,-2.2229992982113,7.912502402351016,2.591821067353599,6.5201520919799805,3.361196377698113,3.2809666224888394,-5.231181979179382
1966-04-01,2.840752947715021,-3.7968154306764954,0.1693657853386619,-1.9476748704910278,3.2231888300935987,1.2470497326417402,3.073516913822719,2.212575052538489,8.907798797853532,1.4111267293200773,7.500261352175758,1.0157819837331772
1966-05-01,1.610746883576916,-4.93803995626944,0.21492786178685197,2.8741116523742676,3.2080213788529517,-0.29956389105681214,8.31121319816226,1.0776655796246652,5.065154260204684,-0.415012941640966,4.741318169094267,1.343744546175003
