,mgv500_cluster1,mgv500_cluster2,mgv500_cluster3,mgv500_cluster4,mgv500_cluster5,mgv500_cluster6,mgv500_cluster7,mgv500_cluster8,mgv500_cluster9,mgv500_cluster10,mgv500_cluster11,mgv500_cluster12
1965-01-01,-0.19765529,-0.6003248,-0.64594877,-0.09007077,0.13451746,0.6905426,-0.5199674,-0.69304454,0.33820695,0.07270417,-0.18514547,-0.17263564
1965-02-01,0.41267723,-0.5820751,-0.2916998,-0.30582854,0.01457026,0.6272575,-0.8388945,-1.1250017,0.4716943,0.09831254,-0.091542505,-0.056956507
1965-03-01,0.15629931,-0.5310055,-0.37058532,-0.3723514,0.06151893,0.96119654,-0.84124935,-0.9859217,0.025313998,0.17646217,0.009124803,0.0100078825
1965-04-01,0.034291647,-0.44579148,-0.20207056,-0.078296825,0.05990001,0.7249814,-0.6987844,-0.7897383,0.068583295,0.08918774,-0.040472973,-0.21531625
1965-05-01,-0.22193913,-0.3106854,0.317161,-0.78076065,0.2865487,0.23577365,-0.9520718,-0.31171545,0.2254713,0.55528927,-0.0426806,-0.08874621
1965-06-01,-0.16527693,-0.33173126,-0.010743809,-0.7455859,0.08182903,-0.0023547888,-0.5967924,-0.5991473,0.036793612,0.19162115,-0.043269277,0.004856753
1965-07-01,-0.014864636,-0.43504778,-0.22782612,-0.056809425,0.03826537,0.9096855,-0.22900347,-0.5402775,0.28963935,-0.2237052,0.033114243,0.01766094
1965-08-01,-0.114943266,-0.009124851,0.3811819,-0.43092686,0.028993357,0.15438601,0.23783393,-0.056367826,-0.16836758,0.24960789,0.056073476,-0.09757666
1965-09-01,-0.3392372,-0.48582286,0.5907583,-0.3371767,-0.010890913,-0.71777,0.0950747,-0.517171,-0.11214695,0.30553418,0.013981581,0.060341526
1965-10-01,0.05666218,-0.15100098,0.36955512,-0.24622297,-0.13996291,0.101550385,-0.1802887,-0.2223806,0.05651512,0.87936753,-0.092278436,0.028993368
1965-11-01,-0.49921584,-0.49833274,0.27374452,0.06622853,0.16630715,0.97400075,-0.34394675,-1.0302212,0.7832625,0.32967082,-0.07123244,-0.21016517
1965-12-01,0.15070668,-0.6550736,0.03340864,0.1125885,0.19338727,0.8196146,-0.5839883,-0.89555675,0.48582307,0.41974163,0.18823615,-0.47449055
1966-01-01,0.30365577,-0.6614169,-0.39537457,-0.09099543,0.20123163,0.29454175,-1.0269902,-0.9164645,-0.07016344,-0.13005552,0.0881021,-0.06596804
1966-02-01,0.15971223,-0.6395722,-0.024159383,0.06278539,0.24882701,0.9339692,-0.7071316,-0.9286165,0.5459728,0.39407256,0.025461387,-0.32087106
1966-03-01,0.030669402,-0.54090935,0.04340005,-0.02285738,0.14958553,0.1819909,-0.5234047,-1.1042422,0.2923717,0.61946356,0.0912848,-0.3124804
1966-04-01,-0.075805426,-0.4580153,-0.015045357,-0.21873629,0.051935386,0.21367297,-0.39248124,-0.76268375,-0.2185916,0.21945962,-0.066980764,-0.21642163
1966-05-01,0.014177417,-0.15161085,-0.15537229,-0.49519467,0.46900997,0.7014896,-0.32723647,-0.41635123,0.4996794,0.35211915,0.18806691,-0.10112214
1966-06-01,0.20354629,-0.15435958,-0.018806648,-0.51761806,-0.029367376,-0.25663903,-0.18922429,-0.5014154,-0.6465162,0.31190175,0.04311075,0.074792765
1966-07-01,-0.15479355,-0.4418126,-0.026329374,0.00014467239,0.20499296,0.27906242,-0.12976618,-0.241883,0.100254156,0.1411949,0.12745151,0.032405376
1966-08-01,0.060036756,-0.12397947,-0.04123006,0.26821238,0.058011413,0.08969345,0.4156279,0.23493895,-0.26879102,0.117035486,0.046438076,-0.05323739
1966-09-01,-0.0063653467,-0.49808797,0.5368587,0.40289706,-0.027342057,-0.30437908,0.07942219,-0.024882698,0.22611432,0.03327336,0.02705269,0.04933138
1966-10-01,0.09027214,-0.34589848,0.46640602,-0.037179373,-0.007088661,-0.07045279,-0.17663822,-0.28210038,0.060904764,0.34589845,-0.11573348,-0.0510674
1966-11-01,-0.18879032,-0.61063886,0.13222551,0.3836565,0.38351187,0.6563536,-0.6700969,-0.8118704,0.71262896,0.12701754,0.08520875,-0.30235377
1966-12-01,0.07334609,-0.50083673,-0.35284248,0.241449,0.28701907,0.12123084,-0.8292304,-0.954078,0.19992962,0.1254262,0.061772726,-0.11529951
1967-01-01,0.4729398,-0.5322238,-0.17735243,-0.25911775,0.35470486,0.34521276,-0.6771033,-1.1770207,-0.019150734,0.5785186,0.18834327,-0.21348903
1967-02-01,-0.013821816,-0.42647848,-0.31024188,-0.13605346,0.2422984,0.59267354,-0.38451338,-0.7610334,0.22864313,0.32689467,0.19866803,-0.15970045
1967-03-01,0.1172358,-0.42015037,0.08909254,-0.1503749,0.073938474,0.5179024,-0.25412187,-0.9192351,0.43980068,0.423814,-0.03380521,-0.14304765
1967-04-01,0.2572859,-0.22431335,0.042964242,-0.43430528,0.060616232,0.41365576,-0.28109947,-0.6486269,0.21099111,0.014487934,-0.08376364,0.026644493
1967-05-01,-0.13388859,-0.27743584,-0.23497117,-0.07960043,-0.13838485,-0.068443045,-0.09791853,-0.32023352,-0.051790237,0.15770212,0.021315599,-0.020982563
1967-06-01,-0.12356386,-0.41615373,-0.4154876,-0.13222332,0.26910943,-0.15603682,-0.4063286,-0.6474613,-0.38035017,0.30541256,0.03763535,-0.0009991645
1967-07-01,-0.27227345,-0.16869298,0.08676114,-0.2298088,0.027976727,0.30890965,0.31390548,-0.23580384,0.15154058,0.091590464,0.1114073,0.11074118
1967-08-01,-0.4412995,-0.42864332,-0.2731061,-0.28443,0.055786908,0.27643666,-0.41365582,-0.049458884,0.12389688,0.0079933405,0.06544554,0.15120752
1967-09-01,-0.048792742,-0.20899275,0.5631981,0.0527894,-0.17285617,-0.34920943,0.31124106,-0.11057466,-0.41931778,0.3225649,0.06011665,0.07676947
1967-10-01,0.05145719,-0.39000884,0.6812664,-0.66727793,-0.0,-0.1179019,-0.28609523,-0.29142419,0.13039151,0.65079176,-0.07260625,0.062781096
1967-11-01,0.06427984,-0.41332275,0.242798,0.05611998,0.20399694,0.38684478,-0.3225649,-0.64629555,0.2672776,-0.13022499,-0.032972563,0.03796841
1967-12-01,-0.29109114,-0.61815244,-0.5119074,-0.1861786,0.06661124,0.85212433,-0.6737727,-0.99733675,0.7631983,0.8223156,-0.0539551,0.008659458
1968-01-01,-0.051246356,-0.88378733,-0.9181876,0.31583047,0.3478241,1.0237947,-0.67908514,-0.90799487,0.88392895,0.051104784,0.14623618,-0.3716069
1968-02-01,-0.090318106,-0.7798791,-0.38802838,-0.29813486,0.40076923,0.63236874,-0.66620266,-1.1802235,0.5673906,-0.23103333,0.0058041094,-0.20909083
1968-03-01,0.4126606,-0.4581028,0.11523352,-0.14312172,0.055351723,0.51996654,-0.51147264,-0.71900624,0.23358154,0.307195,0.2853941,-0.26854792
1968-04-01,0.1921031,-0.2594878,0.04246931,-0.25410834,0.10758905,0.10928781,-0.31285763,-0.42695865,0.051671028,-0.15586257,0.063704036,-0.16279921
1968-05-01,0.10787217,-0.25538245,-0.056342673,0.1473687,-0.13703446,-0.24986139,-0.12910688,-0.5353971,-0.12132081,0.26897264,0.07233949,0.015430522
1968-06-01,0.18870553,0.13561885,-0.29601145,-0.25892153,0.091167554,-0.508783,-0.9391392,-0.33409232,-0.41931415,0.19323559,0.023216581,-0.10235115
1968-07-01,0.12471837,-0.089327194,-0.0067950725,-0.46135885,0.12500149,0.4009107,-0.18983805,-0.29233074,-0.33536643,0.16081731,0.16619678,0.023358142
1968-08-01,-0.22381353,-0.42257014,0.18983802,-0.09031818,0.17653097,0.3703328,0.16860338,0.011891425,-0.16180825,0.042610932,0.1919615,0.0726226
1968-09-01,-0.026755702,-0.5894748,0.2618944,-0.00014152526,-0.09442353,-0.10192647,-0.063137785,-0.23938563,-0.004105377,-0.05294515,0.077152684,0.032984544
1968-10-01,-0.4109618,-0.37726945,0.2926139,-0.65459454,-0.33649892,0.460651,-0.56951416,-0.3144148,0.55380046,0.37047437,-0.13604352,0.062288404
1968-11-01,0.025906324,-0.46319914,-0.08692064,-0.3129992,-0.26161125,-0.089044094,-0.26373473,-0.27746648,-0.4137931,0.002265072,-0.1500584,-0.004388499
1968-12-01,-0.036240507,-0.2630269,0.53030074,0.100086115,0.08012553,0.22791891,0.025481652,-0.56102026,0.6472331,0.38363993,0.14482053,-0.030436372
1969-01-01,0.4068512,-0.37732536,0.17473249,0.07434459,0.16019669,0.8741167,-0.7066521,-1.1777031,0.7181597,0.025589084,-0.015292883,-0.15232316
1969-02-01,0.20955782,-0.024832059,-0.0021197796,0.20970926,-0.012416005,0.52934563,-0.27572608,-0.6884824,0.5182923,0.57386154,0.079946935,-0.665316
1969-03-01,0.564171,-0.35309896,0.113409616,-0.21092062,0.3341721,0.29677266,-0.5617483,-0.7504109,0.44046515,0.22242816,-0.045878638,-0.31388256
1969-04-01,0.23514688,-0.63715285,-0.1983532,-0.09584546,-0.17927495,0.4257779,-0.35007066,-0.618226,-0.08176394,0.12294869,-0.16065094,-0.07707007
1969-05-01,-0.113258146,-0.35037345,0.27315196,-0.15928812,0.042093277,0.13203356,-0.6298849,-0.58173513,-0.05844612,0.81991035,-0.041033365,0.01287024
1969-06-01,-0.181849,-0.14974909,0.29904395,-0.53873336,0.10114497,-0.47589627,-0.33523202,-0.5877916,-0.18306032,0.5131443,0.04088197,-0.01196177
1969-07-01,-0.10023649,-0.21682577,-0.06616819,-0.17397544,0.082369566,0.20546965,0.1866943,-0.62458545,-0.14490381,0.15414011,0.0039367797,0.021955121
1969-08-01,-0.13475904,-0.48740378,0.08721483,-0.3552187,0.11674069,0.4483388,-0.057689,-0.26891237,0.5288914,-0.09735961,0.08963747,-0.016201377
1969-09-01,0.033311225,-0.442585,-0.1662533,-0.19063099,0.057537556,0.6594108,0.010901856,-0.111895464,0.046332885,-0.09463415,-0.0072679045,0.13400196
1969-10-01,-0.070862055,-0.44955006,-0.13173075,-0.31691083,-0.12204023,-0.31797078,-0.28571945,-0.163982,-0.23136158,0.31963634,-0.052540876,-0.046484303
1969-11-01,-0.9645113,-0.40034026,0.115832135,0.025891876,-0.2677011,0.4112423,-0.8595809,-0.5360079,0.43138027,0.23015022,-0.10432468,-0.021046638
1969-12-01,0.22893894,-0.5991477,0.051026724,-0.28359967,0.28829348,0.14626653,-0.8812332,-0.81491363,0.26331005,0.36899748,0.089031816,-0.009387707
1970-01-01,-0.1384296,-0.50709504,-0.33998415,0.070982814,0.3241374,0.29951608,-0.8128974,-0.74178356,-0.17719515,0.17994538,0.21700838,-0.09835444
1970-02-01,0.008119822,-0.37338012,-0.30920747,-0.15820527,0.4412198,0.12192805,-0.67355096,-0.67944443,-0.07740009,0.10018794,0.029467035,0.102938175
1970-03-01,0.43257618,-0.5778159,-0.33212626,-0.19487533,0.11747527,0.31772012,-0.8684263,-1.092376,0.06875648,0.21111497,-0.2231637,-0.24032009
1970-04-01,0.27031094,-0.21478195,-0.15558597,-0.59248394,0.04073,0.11223669,-0.27502573,-0.19828042,-0.4107051,0.41777715,0.15270475,-0.34771106
1970-05-01,-0.0020954371,-0.31091,0.3289832,-0.22774747,-0.057362508,0.02566905,-0.45431623,-0.63570225,-0.19081545,0.36656994,0.071506694,-0.11092703
1970-06-01,-0.052385855,-0.12363062,0.101235606,-0.5251681,-0.034443665,0.20862658,-0.30409986,-0.63675,-0.26887035,0.2504043,0.120225504,-0.042301558
1970-07-01,0.12284484,-0.251583,0.18413626,0.40206137,0.11446309,0.28668156,0.3029212,-0.8081826,-0.1902916,-0.19042256,-0.013358379,0.048325945
1970-08-01,0.022394944,-0.16239612,-0.17208752,0.23036674,0.17300422,-0.19697078,-0.26952517,0.10712905,0.46505538,0.046230506,0.14772809,-0.028026437
1970-09-01,0.16959918,-0.50644016,0.19579212,0.5575164,0.07582851,0.074387886,0.35137805,-0.29034856,-0.07124474,-0.29296786,0.04714725,0.028943181
1970-10-01,0.2879912,-0.29558712,0.5209772,0.06574421,0.10870061,0.22525911,-0.36656997,-0.48522392,0.5372168,0.28118104,-0.08407929,-0.069542214
1970-11-01,0.21923475,-0.58043516,-0.010608101,0.40062076,0.21936575,0.79691964,-0.340508,-0.93626606,0.54311025,0.30030185,-0.070589945,-0.36486742
1970-12-01,0.4828666,-0.36133137,-0.13135752,0.0717686,0.24097487,0.86305696,-0.9646853,-1.0160235,0.49648696,0.5152148,0.28432417,-0.43034974
1971-01-01,0.21622524,-0.30763882,-0.33455884,0.047506236,0.02274542,0.30864644,-0.24602461,-0.44814196,-0.039156627,0.25322255,0.12092491,-0.110128045
1971-02-01,0.11444678,-0.49147338,-0.5201211,-0.11934137,0.2427136,0.4785172,-0.2394025,-0.80515844,0.15734634,0.36810118,0.13157782,0.13215367
1971-03-01,0.5253036,-0.6413339,-0.59886616,-0.44396725,-0.14223072,0.57194614,-0.47563797,-0.7295803,-0.055711843,0.32793683,0.012668324,-0.25423026
1971-04-01,0.23278043,-0.24300146,-0.08565521,-0.02763996,-0.03699727,0.3312479,-0.26977772,-0.26171607,0.25754127,0.3797618,-0.2605644,-0.0837837
1971-05-01,0.15029238,-0.24962358,0.34103698,-0.30216837,-0.022169566,-0.14568573,-0.28359774,-0.53768396,-0.26445124,0.2458806,-0.020586025,-0.14079115
1971-06-01,0.17663677,0.005182457,0.051681004,-0.030231226,0.14611761,0.2966979,-0.23076503,-0.4166151,-0.20974712,0.12106887,-0.042035807,0.025624562
1971-07-01,0.13244157,-0.1109918,-0.055136003,0.14870885,0.0823441,0.107824706,0.07327475,-0.17433338,-0.043619346,-0.10696097,-0.10811263,0.057007454
1971-08-01,0.05470414,0.005614376,0.28330985,-0.17418942,0.020873953,0.49075356,0.44238368,-0.36810124,0.21579342,-0.014539766,0.101202644,0.054560173
1971-09-01,-0.21694508,-0.43950447,0.076729774,0.3493866,0.11084783,0.3698287,0.05671959,-0.097171806,0.25307855,-0.057727255,0.037861012,0.004606664
1971-10-01,-0.2326365,-0.26790628,0.6355756,-0.43417805,0.15806615,0.17606091,-0.53753996,-0.59728277,0.46772033,0.40754575,0.15864196,0.052400805
1971-11-01,-0.148421,-0.2877725,-0.17505321,-0.41978216,0.09256516,0.49464053,-0.8389886,-0.42856365,0.06391744,0.32145876,-0.030807067,-0.13244157
1971-12-01,0.09414883,-0.7279967,-0.3783222,0.04189186,0.50702083,1.0506072,-0.617149,-0.86864394,0.40553027,0.1782203,0.23637943,-0.42597246
1972-01-01,0.11219025,-0.24858102,-0.013283968,-0.05142603,0.18229279,0.43771315,-0.21372712,-0.61171985,0.3377546,0.27856863,-0.04221933,-0.21556845
1972-02-01,0.17795245,-0.1337603,0.089173555,-0.068655685,0.031302787,0.5767344,-0.122843765,-0.85596067,0.30671483,0.34196338,0.0060501336,0.0034196377
1972-03-01,0.11547842,-0.29185265,-0.18268736,-0.22201316,0.052346706,0.38983828,-0.26212806,-0.6663025,0.012626315,0.27041405,-0.10561409,0.08720064
1972-04-01,-0.49045444,-0.41167125,0.44047517,0.09509201,-0.04445524,0.66945904,-0.24739733,-0.64183897,0.5660809,0.5095254,0.028935384,-0.248318
1972-05-01,0.105877124,-0.50886786,0.30908236,-0.056160737,-0.056555487,0.09285621,-0.3306523,-0.91790867,-0.044192217,0.4212726,-0.06194799,-0.13323417
1972-06-01,-0.17650571,-0.20741396,0.2719925,-0.23029919,0.09417143,0.3242076,-0.46349198,-0.7704698,0.14783344,0.47848567,-0.01644056,0.054188013
1972-07-01,-0.091146395,-0.07312755,-0.10219445,-0.4467883,0.29803422,0.29316783,0.018018866,-0.11455774,-0.08167668,0.22411743,0.10955982,0.10403576
1972-08-01,0.020517802,-0.36550623,0.27975237,0.06997089,0.023805905,-0.2708087,-0.022096157,-0.03380177,0.23332426,0.23214054,-0.013020921,-0.04905858
1972-09-01,-0.0944345,-0.48282593,0.45257536,-0.18308182,0.18689616,0.07510042,0.01920252,-0.44389477,0.11455774,0.107192375,0.024200488,0.07220688
1972-10-01,-0.25857696,-0.54806215,0.5431958,-0.25094834,-0.20333669,0.111532785,0.20162682,-0.59396404,-0.012757873,0.15888138,-0.08259733,-0.2667314
1972-11-01,0.0950921,-0.5677908,0.21675225,-0.40062338,0.09561825,0.4312684,-0.4574418,-1.1806943,-0.07523193,0.41456485,-0.040114928,-0.23095682
1972-12-01,0.03406477,-0.25949764,-0.08075595,-0.24568753,0.16677293,0.43574023,-0.62040055,-0.63657796,0.25765628,0.40207,-0.042613912,-0.23161443
1973-01-01,0.26761174,-0.5183246,-0.23644578,-0.50835145,0.0594231,-0.007756853,-0.62262666,-0.8392647,0.022855043,0.41028255,0.109011605,-0.25431424
1973-02-01,0.26996645,-0.54865944,-0.0011081218,-0.07659902,0.055683184,0.3709442,-0.4694286,-0.9823511,0.12230911,0.3055649,0.14530265,-0.13463695
1973-03-01,0.6702759,-0.6774787,-0.32842,-0.14391752,0.11053528,0.4845268,-0.6399411,-0.95201623,-0.23492202,0.044047892,0.20486426,-0.30501086
1973-04-01,-0.15569124,-0.43355313,0.31332177,-0.1277112,-0.07050433,0.041693114,-0.38299498,-0.71737117,0.16275558,0.38216394,-0.15264395,-0.22467196
1973-05-01,0.21469884,-0.4708138,-0.025209785,-0.32107872,0.044324923,0.41734686,-0.38867417,-0.7176482,-0.04252424,0.19960067,0.02507129,-0.11732253
1973-06-01,0.17633009,0.07701454,-0.1376843,-0.5231726,0.061223805,0.15264396,-0.53536195,-0.35556898,-0.7542163,0.38548836,0.11455222,-0.10277841
1973-07-01,0.10444061,0.026179409,-0.23741536,-0.66279614,-0.12314018,0.612792,0.16774213,0.40875888,-0.20001622,-0.06745698,0.11552183,0.05041959
1973-08-01,-0.21317515,-0.36969754,-0.10236287,-0.060115684,0.041416097,0.19987771,0.12577195,0.046679687,0.05817647,0.0027703047,0.057345368,0.20320205
1973-09-01,-0.21816173,-0.1405931,0.3565386,-0.32911253,-0.03753767,0.17813078,-0.17619157,-0.6688908,-0.07216652,0.3059805,0.06787254,0.056375764
1973-10-01,-0.41900903,-0.46111766,0.33396062,-0.049865533,-0.25251356,0.6657049,-0.32190976,-0.47386113,0.47870916,0.11011972,0.13172813,-0.0756294
1973-11-01,0.092112735,-0.54311883,-0.11773805,-0.1218935,0.20929678,0.5888289,-0.8472986,-0.8629508,0.5276051,0.26193255,-0.022578001,-0.41900903
1973-12-01,0.23118214,-0.4658273,-0.7331619,-0.44200248,0.19142826,0.3551535,-1.0424668,-0.9024277,-0.17910023,0.95409393,0.025071284,-0.017452907
1974-01-01,0.47821513,-0.33480674,-0.8739214,0.071984865,0.14481163,0.60127705,-0.7143761,-0.460675,0.16880664,-0.4247527,-0.09092823,0.07030098
1974-02-01,0.28962326,-0.29916507,-0.11141515,0.20472887,0.03522067,0.22521572,-0.26983798,-0.72588235,0.3046376,0.43485585,-0.08433312,-0.07128324
1974-03-01,0.22760122,-0.82130086,0.053883385,-0.038588356,-0.12165861,0.07633486,-0.29677963,-1.0173298,0.11422159,0.009120894,0.034378737,0.02371431
1974-04-01,0.17020974,-0.50445527,0.35725814,-0.30197152,0.18550482,0.13905844,-0.52003086,-0.8587667,0.077036425,0.31614402,-0.05991721,-0.24696557
1974-05-01,0.12586823,-0.38812885,0.21904162,0.07479124,0.052620508,0.12474568,-0.19813375,-0.53630817,-0.15323095,0.36848384,-0.02217077,-0.09640076
1974-06-01,0.005051577,-0.3294745,0.25398168,0.008559609,0.1530906,0.39163685,-0.24345751,-0.8631166,-0.43710098,0.16908723,0.034799695,-0.10594262
1974-07-01,0.10959096,-0.3228794,0.01571598,-0.060618818,-0.022872377,0.6858908,0.09261207,-0.6680699,-0.31852943,-0.11758928,-0.014172459,0.03522066
1974-08-01,-0.07647512,0.35585493,-0.08475409,-0.07226546,-0.062162377,0.13583107,0.48944086,0.31824878,-0.4693749,0.06693335,0.22479482,0.093313694
1974-09-01,-0.07142357,-0.45800892,0.3625903,0.37016773,0.03241422,0.02455623,0.05977688,-0.16010667,0.02174983,-0.1860661,0.16557917,0.10945066
1974-10-01,-0.04841087,-0.6273768,0.29327163,-0.35810003,0.2162352,0.0228724,-0.3631516,-0.64477664,-0.10341682,0.19490638,0.08573635,-0.009962821
1974-11-01,0.27601203,-0.53855336,-0.020907879,-0.43934613,0.15982601,0.45029116,-0.77724,-0.6952923,0.19153872,0.16459695,-0.097944304,-0.1460745
1974-12-01,0.45323792,-0.60660917,-0.13428752,-0.23503831,0.312636,0.12109735,-0.7140953,-1.1029258,0.36890483,-0.21960294,0.124044076,-0.4114222
1975-01-01,0.48159027,-0.53648734,-0.11623669,-0.06992991,0.28737038,0.5512517,-0.77043706,-1.0971346,-0.065097906,0.32924777,0.08523128,-0.057044555
1975-02-01,0.34871003,-0.39568788,-0.34159622,-0.3348851,-0.103754,0.07543297,-0.6077594,-1.0602235,-0.17677097,0.434344,0.0595948,-0.14683941
1975-03-01,0.47420806,-0.46065158,-0.21234,0.36964872,0.1420074,0.09449253,-0.59863234,-0.86640614,-0.12697439,0.39139277,0.10080109,-0.30038995
1975-04-01,0.23569469,-0.23542623,0.24549294,-0.56574774,-0.0782517,0.5733985,0.0675139,-0.47702676,-0.14724207,0.20415242,0.124290034,-0.19797817
1975-05-01,0.19623327,-0.23032579,0.014227581,-0.6041354,-0.10348554,0.21435332,-0.090734385,-0.5699087,-0.1899248,0.41957942,0.08751307,0.024160052
1975-06-01,-0.02523384,-0.074493505,0.097177126,-0.5190384,0.049528074,0.18831415,-0.24025829,-0.83432704,-0.03167651,0.28267252,-0.03301873,-0.120800234
