,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5,ssta20_cluster6,ssta20_cluster7,ssta20_cluster8,ssta20_cluster9,ssta20_cluster10,ssta20_cluster11,ssta20_cluster12
1965-01-01,-3.2597656,-15.975311,1.8466187,-6.7929077,-12.867279,-10.265686,0.17410278,-4.9248047,-1.5967407,-19.40918,-8.401581,-13.845764
1965-02-01,-4.036865,-16.73346,1.5081177,-7.9177856,-14.594391,-11.504822,-0.068115234,-6.1055603,-2.5319824,-21.325897,-9.816345,-16.225494
1965-03-01,-4.42807,-16.985443,1.1752625,-8.8558655,-15.034515,-11.76181,-0.25424194,-6.754242,-2.61734,-21.722107,-10.770874,-17.354675
1965-04-01,-4.0828857,-17.484497,1.38974,-8.338013,-15.576965,-12.730377,0.4472046,-6.7792664,-2.1054993,-21.93573,-11.044891,-17.223541
1965-05-01,-2.6130981,-16.14746,1.4718933,-5.9835815,-12.807404,-10.832001,1.0038757,-4.387909,-0.6511841,-17.5206,-9.013794,-13.767395
1965-06-01,-0.22802734,-14.121643,1.9723816,-3.3186035,-10.268646,-8.049255,1.79776,-1.2394104,0.91259766,-10.974182,-5.7475586,-8.644012
1965-07-01,1.8814392,-11.2282715,2.373413,-0.09793091,-7.9605713,-4.254303,1.5481262,1.8001099,2.5161438,-6.842407,-1.7180786,-5.4193726
1965-08-01,2.6419678,-8.043304,3.2122803,0.9584656,-4.733185,-1.5173645,2.7213135,2.482788,3.0541077,-3.4358826,-0.52493286,-1.8442078
1965-09-01,1.9132385,-7.7456665,2.6496887,0.809021,-4.6127014,-1.1069946,2.0853882,1.622345,2.2056274,-5.0542603,-0.40594482,-4.1810913
1965-10-01,0.6541443,-7.696991,2.4259644,-1.79776,-5.673706,-2.9059448,1.5647583,0.18362427,1.2883301,-9.039215,-1.9589233,-6.5858154
1965-11-01,-0.8173828,-11.996124,2.3640137,-3.282257,-8.95694,-6.5100403,1.2263794,-1.6556396,0.4694519,-14.562775,-4.771637,-9.994293
1965-12-01,-1.760315,-14.41748,1.5108948,-5.198639,-10.395355,-8.482819,0.99346924,-3.0366516,-0.52386475,-18.479034,-6.696045,-12.9071045
1966-01-01,-2.9297485,-15.836121,1.3476868,-6.7482605,-12.914246,-10.471954,0.17871094,-4.7078857,-1.6659851,-21.607239,-8.797699,-15.356537
1966-02-01,-3.740326,-16.826233,1.083252,-7.682373,-14.5780945,-11.927521,-0.38778687,-5.323303,-2.4508362,-22.887848,-9.982452,-17.190338
