,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,msl_cluster10,msl_cluster11,msl_cluster12
1965-01-01,2091.7702188297194,2200.8473271908965,2981.9285673253676,1946.8683096078726,2990.5208812040437,3390.721842447917,4377.71579908288,2030.20654296875,4808.612641834077,3173.178291320801,2917.168143136161,1301.8436554939515
1965-02-01,2086.4252830038267,2200.123927904212,2988.509952320772,1943.959280160757,2985.7639088350184,3379.6858723958335,4388.175632642663,2030.5106201171875,4804.886300223215,3172.685432434082,2911.837158203125,1300.672843686996
1965-03-01,2082.460489078444,2202.9872728430705,2984.062464096967,1945.1062715970552,2984.6230899586394,3379.704996744792,4378.669539741848,2030.4317626953125,4803.096226283482,3172.0821380615234,2908.726981026786,1303.003914125504
1965-04-01,2070.521638831314,2202.9989491338315,2993.260641659007,1942.7769587590144,2983.517276539522,3366.0019938151045,4416.001560377038,2032.826904296875,4822.314162481399,3168.7198638916016,2899.3040248325897,1303.336417905746
1965-05-01,2059.4938317123724,2202.180812669837,3004.2537913602937,1939.8892916165864,2977.65915814568,3360.072428385417,4436.233122452445,2034.8074951171875,4839.909435453869,3161.4295959472656,2886.683523995536,1302.4417606476813
1965-06-01,2053.7840551259565,2203.444771144701,2992.8628360523894,1940.3940054086538,2971.5717988855695,3351.451619466146,4413.26559315557,2032.0262451171875,4818.705822172619,3160.9207153320312,2880.029471261161,1304.2567493069555
1965-07-01,2045.6270178970026,2198.8626231317935,2989.4612031824445,1937.9117525540864,2969.6739645565253,3348.651326497396,4415.346891983695,2028.349365234375,4805.381266276042,3155.3943634033203,2877.5108119419647,1302.909644342238
1965-08-01,2053.001559510523,2197.983982252038,2987.5398523667277,1940.2843768780047,2973.149378159467,3358.8071695963545,4415.48780358356,2025.841552734375,4823.76708984375,3156.0131072998047,2880.6059919084823,1303.2191516507055
1965-09-01,2065.9070073341836,2197.568147078804,2989.360315659467,1939.892578125,2973.5452090992644,3363.086140950521,4417.985999065897,2027.374267578125,4828.742036365327,3149.735641479492,2888.041643415179,1303.2604192918348
1965-10-01,2077.9385313695793,2197.042183254076,2996.5655158547793,1943.6366154597356,2990.5553481158086,3379.496053059896,4439.561926800272,2025.8953857421875,4837.323288690476,3163.690948486328,2906.961146763393,1303.3262585055443
1965-11-01,2086.388163663903,2201.900979746943,3001.3521082261027,1945.0394850510816,2999.0318747127753,3386.529947916667,4444.075343919837,2035.7960205078125,4850.719052269345,3173.4960556030273,2914.140799386161,1303.300072454637
1965-12-01,2095.2689034598216,2201.7332657523775,2994.735538258272,1945.0670682466946,2993.029067095588,3390.646158854167,4415.140699303668,2033.3289794921875,4823.502022879465,3176.1489868164062,2918.6209542410716,1301.5081590221773
1966-01-01,2091.4919483418366,2205.398824940557,2987.76263068704,1949.148442195012,2992.8001852596503,3391.6353352864585,4375.410262398098,2034.40625,4807.73199172247,3181.7626953125,2918.1211635044647,1303.7703975554434
1966-02-01,2082.679592833227,2203.740658967391,3002.602251838235,1945.9787222055288,2990.887451171875,3381.9260660807295,4435.387652853261,2035.5643310546875,4835.119919549851,3176.0168075561523,2911.160365513393,1302.6901146673388
1966-03-01,2070.8928322305487,2202.481742527174,2988.6733111213234,1942.8213266225962,2978.027523265165,3367.937215169271,4395.95018469769,2031.6378173828125,4814.133998325893,3169.051170349121,2897.5015694754466,1302.1976987777218
1966-04-01,2067.4802196269134,2202.553657863451,2997.782808191636,1941.5351280799277,2982.97119140625,3363.7754313151045,4413.420834748641,2033.9039306640625,4838.213820684524,3167.138671875,2895.8122907366073,1302.1815539944555
1966-05-01,2062.7253318319517,2202.678912618886,2995.0568704044117,1939.871098445012,2977.989286534926,3358.8645426432295,4426.27536939538,2031.319580078125,4826.658703031994,3161.245536804199,2889.373779296875,1303.5725648941532
1966-06-01,2051.448899872449,2202.623184867527,2990.9743365119484,1941.7530940129207,2973.6651252297793,3356.7207845052085,4410.142450747282,2030.634765625,4825.297037760417,3161.2098693847656,2881.8399483816966,1304.1125882056451
1966-07-01,2047.4372708067604,2197.8227698284645,2993.7368953929226,1938.2000262920672,2971.1301915785843,3351.1912027994795,4427.463962720788,2028.7515869140625,4828.236316499256,3158.04500579834,2879.84130859375,1301.9730500252015
1966-08-01,2050.6772411112884,2197.2264828889265,2989.4427131204043,1939.099590594952,2967.7628461052386,3354.071248372396,4426.958432404891,2023.850830078125,4825.451078869048,3148.47412109375,2873.576136997768,1302.88330078125
1966-09-01,2069.144735530931,2197.067128057065,2987.0734719669117,1939.635760967548,2975.034287396599,3364.6966552734375,4418.972380264945,2024.238525390625,4827.256266276042,3145.8173751831055,2886.4768763950897,1303.3579967867943
1966-10-01,2078.781190210459,2196.453857421875,2987.5852697035843,1942.3225989708533,2987.9328110638785,3378.951619466146,4423.707116168478,2026.091064453125,4839.351399739584,3162.738800048828,2904.8259626116073,1302.4989761844759
1966-11-01,2087.257852359694,2197.6391336192255,2989.0522676355695,1941.8630746694712,2992.818675321691,3382.093709309896,4419.661016049592,2030.1851806640625,4841.001674107143,3167.052459716797,2912.6565987723216,1301.479964717742
1966-12-01,2094.377291932398,2199.9388321586275,2985.5224609375,1941.8399517352764,2991.752175723805,3382.9268391927085,4383.514404296875,2030.5206298828125,4812.235804966518,3169.8104858398438,2916.4334542410716,1300.604248046875
1967-01-01,2102.5114098373724,2200.023087211277,2988.092579561121,1946.3140634390024,2994.3436566521136,3397.5242106119795,4390.553880774456,2030.8480224609375,4809.4970703125,3177.733039855957,2926.2845284598216,1300.7467552923388
1967-02-01,2094.242765465561,2201.5674093495245,2989.642872529871,1945.8057110126201,2995.073206284467,3389.5554606119795,4392.274806810462,2033.068115234375,4824.670991443452,3177.060890197754,2921.56005859375,1301.6768916960684
1967-03-01,2077.445516780931,2199.4594408118205,2995.897360409007,1944.5001455453726,2988.757503733915,3377.2725423177085,4420.790962550951,2032.703125,4835.152762276786,3173.5015869140625,2906.668875558036,1301.5258001512098
1967-04-01,2071.6157874282526,2201.589700450068,2997.8445614085476,1942.6077035757212,2991.945872587316,3369.8447672526045,4440.21871815557,2034.972900390625,4861.338878813244,3169.6910858154297,2902.2021484375,1302.5509151335684
1967-05-01,2056.8689463089922,2198.126751443614,2992.1214384191176,1939.1839834359976,2974.808816348805,3355.344645182292,4428.280506963315,2026.8516845703125,4831.13287062872,3156.134033203125,2884.015764508929,1301.714812247984
