,50,60,70,75,80,90
0,abs_vo850_cluster9,abs_vo850_cluster9,abs_vo850_cluster9,abs_vo850_cluster9,vo850_cluster10,vo850_cluster10
1,vo850_cluster9,vo850_cluster9,vo850_cluster10,vo850_cluster10,,
2,vo850_cluster10,vo850_cluster10,,,,
3,month,month,,,,
