experiment,model,n_clusters,n_features,MSE_mlp,MSE_mlp_noFS,MSE_lgbm,MSE_lgbm_noFS,MSE_pi-lgbm,MSE_pi-lgbm_noFS,MSE_Y_mlp,MSE_Y_mlp_noFS,MSE_Y_lgbm,MSE_Y_lgbm_noFS,MSE_Y_pi-lgbm,MSE_Y_pi-lgbm_noFS,R2_mlp,R2_mlp_noFS,R2_lgbm,R2_lgbm_noFS,R2_pi-lgbm,R2_pi-lgbm_noFS,R2_Y_mlp,R2_Y_mlp_noFS,R2_Y_lgbm,R2_Y_lgbm_noFS,R2_Y_pi-lgbm,R2_Y_pi-lgbm_noFS,R_mlp,R_mlp_noFS,R_lgbm,R_lgbm_noFS,R_pi-lgbm,R_pi-lgbm_noFS,R_Y_mlp,R_Y_mlp_noFS,R_Y_lgbm,R_Y_lgbm_noFS,R_Y_pi-lgbm,R_Y_pi-lgbm_noFS
test1_linreg_nc5_nv8_nd9,linreg,5,18,1.2964709742838814,1.2757425409092933,1.8900902282256824,1.762087494414311,1.538497951704621,1.4097142281101105,14.4200523912758,16.670299370519345,19.715898289698515,16.075672179574706,29.84216594960314,24.529985960706032,0.7134892211853565,0.7180700561655158,0.5823036272616844,0.6105913125875797,0.6600029965259325,0.6884632749876958,0.026931929986974,-0.1249151941240245,-0.3304328290053242,-0.0847896302654751,-1.0137554315098862,-0.655288444768197,0.84494878062431,0.8482696162139887,0.8219011211652927,0.8328058487960806,0.8267369928974393,0.8452255757258265,0.3176750247684442,0.3811554945331542,-0.0935671292528379,0.1898401159092416,-0.0865372872281288,0.2778643082231831
test1_linreg_DSnc5_nv8_nd9,linreg,5,21,0.9370019882724888,0.8723144195769114,0.8982834536524127,0.9200966856730142,0.9528770742864489,0.982214199376824,27.418511034581105,14.958380714666992,14.163579642956908,13.991011160649876,25.050959702946223,25.133645882011976,0.0395078106449827,0.1058170663969564,0.0791970007975229,0.0568369212644968,0.02323474365837,-0.0068378494205274,-0.8778674367151309,-0.0244851011286837,0.0299500594585644,0.0417691087540936,-0.7157161242379027,-0.721379221075588,0.3357737711071435,0.3444268760546892,0.2880868861531372,0.2438881843479335,0.3802204558467613,0.3134958905764263,0.1828172363001617,0.3775607034693451,0.2574027748846702,0.2470201849216027,0.4777939200872225,0.4274716890888571
test2_linreg_nc5_nv8_nd9,linreg,5,20,1.2363420546487554,1.2757425409092933,1.7965658227264565,1.762087494414311,1.450890503823321,1.4097142281101105,15.692781540494773,16.670299370519345,15.191601039972246,16.075672179574706,27.00262108983963,24.529985960706032,0.7267772807992318,0.7180700561655158,0.6029718495275631,0.6105913125875797,0.6793636136321495,0.6884632749876958,-0.0589520920176265,-0.1249151941240245,-0.0251323298462584,-0.0847896302654751,-0.8221423664923724,-0.655288444768197,0.8540017274588778,0.8482696162139887,0.8407664520670174,0.8328058487960806,0.8438511566150457,0.8452255757258265,0.4197276038056338,0.3811554945331542,0.2260737034294226,0.1898401159092416,0.301693624135821,0.2778643082231831
test2_linreg_DSnc5_nv8_nd9,linreg,5,16,0.8921560873644759,0.8723144195769114,0.8877633922323632,0.9200966856730142,0.9592866047370512,0.982214199376824,17.315297690029315,14.958380714666992,13.725977623339112,13.991011160649876,25.19295858904438,25.133645882011976,0.0854779772890786,0.1058170663969564,0.0899807952312164,0.0568369212644968,0.0166645292807176,-0.0068378494205274,-0.185908076777939,-0.0244851011286837,0.0599210006903696,0.0417691087540936,-0.725441491305328,-0.721379221075588,0.311279336026625,0.3444268760546892,0.313269236815652,0.2438881843479335,0.3535900419748321,0.3134958905764263,0.2474991480226896,0.3775607034693451,0.2655134249608172,0.2470201849216027,0.3673765112257142,0.4274716890888571
test3_linreg_nc5_nv8_nd9,linreg,5,21,1.269972171347487,1.2757425409092933,1.8763279370405608,1.762087494414311,1.5469141390878665,1.4097142281101105,14.352356391817011,16.670299370519345,18.1001609829419,16.075672179574706,28.23710875440152,24.529985960706032,0.7193452664170331,0.7180700561655158,0.5853449948232688,0.6105913125875797,0.658143079528442,0.6884632749876958,0.0315000698073827,-0.1249151941240245,-0.2214025467239015,-0.0847896302654751,-0.9054458453297228,-0.655288444768197,0.848856606079615,0.8482696162139887,0.8215007837173076,0.8328058487960806,0.8269460364704977,0.8452255757258265,0.4452599257955689,0.3811554945331542,-0.059601258845941,0.1898401159092416,0.0423330147304922,0.2778643082231831
test3_linreg_DSnc5_nv8_nd9,linreg,5,10,0.8362924733533653,0.8723144195769114,0.888490229287141,0.9200966856730142,0.951554382839295,0.982214199376824,12.9390087774579,14.958380714666992,13.232188950389618,13.991011160649876,23.029109526368952,25.133645882011976,0.1427420659445784,0.1058170663969564,0.0892357367118262,0.0568369212644968,0.0245905943607364,-0.0068378494205274,0.1138197396673235,-0.0244851011286837,0.0937401117420648,0.0417691087540936,-0.5772415512123072,-0.721379221075588,0.3861759719149802,0.3444268760546892,0.3076788884335605,0.2438881843479335,0.3420899546203097,0.3134958905764263,0.4093376539196555,0.3775607034693451,0.310206345274968,0.2470201849216027,0.3945558401766463,0.4274716890888571
test4_linreg_nc5_nv8_nd9,linreg,5,21,1.2707108466822792,1.2757425409092933,1.7955250321513667,1.762087494414311,1.435807905406863,1.4097142281101105,15.571949712950408,16.670299370519345,15.65404580225238,16.075672179574706,24.54729942599919,24.529985960706032,0.7191820244705025,0.7180700561655158,0.6032018567735153,0.6105913125875797,0.6826967596142528,0.6884632749876958,-0.0507983357042391,-0.1249151941240245,-0.0563381965178531,-0.0847896302654751,-0.6564567609296725,-0.655288444768197,0.8486045781512352,0.8482696162139887,0.831434617959053,0.8328058487960806,0.8436829368499605,0.8452255757258265,0.4369120605244055,0.3811554945331542,0.1950244384053566,0.1898401159092416,0.3583464675243017,0.2778643082231831
test4_linreg_DSnc5_nv8_nd9,linreg,5,17,0.8973679172831849,0.8723144195769114,0.892458213678731,0.9200966856730142,0.9594584166939786,0.982214199376824,21.51192797046825,14.958380714666992,13.840231981177675,13.991011160649876,26.012915008761247,25.133645882011976,0.0801354892348154,0.1058170663969564,0.0851682768095998,0.0568369212644968,0.0164884100784833,-0.0068378494205274,-0.4733312463887742,-0.0244851011286837,0.0520958296656837,0.0417691087540936,-0.7815995174712937,-0.721379221075588,0.3493203059088778,0.3444268760546892,0.2987270555091899,0.2438881843479335,0.3622360366935554,0.3134958905764263,0.2610412846886265,0.3775607034693451,0.2799489504028096,0.2470201849216027,0.391051441921497,0.4274716890888571
test5_linreg_nc5_nv8_nd9,linreg,5,18,1.250199706677193,1.2757425409092933,1.8750891842535875,1.762087494414311,1.5276705357226188,1.4097142281101105,12.700172936087602,16.670299370519345,17.871924423236937,16.075672179574706,26.96510806577738,24.529985960706032,0.7237148391758063,0.7180700561655158,0.5856187502970085,0.6105913125875797,0.6623957777351431,0.6884632749876958,0.1429897456387081,-0.1249151941240245,-0.2060010972261945,-0.0847896302654751,-0.8196109799943112,-0.655288444768197,0.8513661339666411,0.8482696162139887,0.826044178130474,0.8328058487960806,0.828462123587179,0.8452255757258265,0.5046131347114048,0.3811554945331542,-0.0350564043197512,0.1898401159092416,0.0490383606212995,0.2778643082231831
test5_linreg_DSnc5_nv8_nd9,linreg,5,17,0.827210369412917,0.8723144195769114,0.885983897657025,0.9200966856730142,0.9420620014741,0.982214199376824,14.62711621941287,14.958380714666992,14.437172429955908,13.991011160649876,23.13470921985251,25.133645882011976,0.1520518539779994,0.1058170663969564,0.0918049009022867,0.0568369212644968,0.0343209452818248,-0.0068378494205274,-0.0017971146150099,-0.0244851011286837,0.0112119527474604,0.0417691087540936,-0.5844739726034531,-0.721379221075588,0.401429824846936,0.3444268760546892,0.3117783197822092,0.2438881843479335,0.38469888553176,0.3134958905764263,0.378837536403528,0.3775607034693451,0.20952149563326,0.2470201849216027,0.5237460481453899,0.4274716890888571
test1_lgbm_nc5_nv8_nd9,lgbm,5,10,1.2271694875099752,1.2757425409092933,1.7112801144420298,1.762087494414311,1.381004741890512,1.4097142281101105,12.430374196126564,16.670299370519345,12.394628446361605,16.075672179574706,21.31106699396868,24.529985960706032,0.7288043522931487,0.7180700561655158,0.6218193788490944,0.6105913125875797,0.6948078653559366,0.6884632749876958,0.161195819518486,-0.1249151941240245,0.1636079499873046,-0.0847896302654751,-0.4380751378050092,-0.655288444768197,0.8539557874005941,0.8482696162139887,0.8411139072927754,0.8328058487960806,0.8480386555997714,0.8452255757258265,0.5115471234326552,0.3811554945331542,0.4122584266508391,0.1898401159092416,0.4488796356304921,0.2778643082231831
test1_lgbm_DSnc5_nv8_nd9,lgbm,5,15,0.8897435298183846,0.8723144195769114,0.890111745152578,0.9200966856730142,0.9554967558185564,0.982214199376824,20.78033417611676,14.958380714666992,13.842163180236527,13.991011160649876,24.539303975044938,25.133645882011976,0.0879510165231388,0.1058170663969564,0.0875735702029389,0.0568369212644968,0.0205493879369526,-0.0068378494205274,-0.4232250914052737,-0.0244851011286837,0.05196356370048,0.0417691087540936,-0.6806733157855114,-0.721379221075588,0.3458441481975666,0.3444268760546892,0.3052935773223909,0.2438881843479335,0.3457195967922107,0.3134958905764263,0.1225476106525644,0.3775607034693451,0.2463343055909515,0.2470201849216027,0.3432350853807324,0.4274716890888571
test2_lgbm_nc5_nv8_nd9,lgbm,5,10,1.2375940479645,1.2757425409092933,1.7406743449419744,1.762087494414311,1.328038612353323,1.4097142281101105,16.019404511202602,16.670299370519345,11.87014605168972,16.075672179574706,20.12057532931285,24.529985960706032,0.7265005992636788,0.7180700561655158,0.6153234649102204,0.6105913125875797,0.7065129997750699,0.6884632749876958,-0.0809926765525952,-0.1249151941240245,0.1990001287180802,-0.0847896302654751,-0.3577405179950217,-0.655288444768197,0.852397858244879,0.8482696162139887,0.8433797295076342,0.8328058487960806,0.858279380319094,0.8452255757258265,0.3509490605961345,0.3811554945331542,0.4497787768046108,0.1898401159092416,0.617962610674619,0.2778643082231831
test2_lgbm_DSnc5_nv8_nd9,lgbm,5,11,0.8172443004642516,0.8723144195769114,0.8698853054752985,0.9200966856730142,0.9492818901256612,0.982214199376824,14.055130532176996,14.958380714666992,12.602069893619744,13.991011160649876,23.95881254811508,25.133645882011976,0.1622677676084656,0.1058170663969564,0.1083070772516322,0.0568369212644968,0.0269200574025764,-0.0068378494205274,0.0373776346984252,-0.0244851011286837,0.136896359594817,0.0417691087540936,-0.6409160165452634,-0.721379221075588,0.4061580361253838,0.3444268760546892,0.3506814271520301,0.2438881843479335,0.3615570914606299,0.3134958905764263,0.2920019186294859,0.3775607034693451,0.3914428326929089,0.2470201849216027,0.4270854150358793,0.4274716890888571
test3_lgbm_nc5_nv8_nd9,lgbm,5,8,1.3081250188328284,1.2757425409092933,1.7521730891081764,1.762087494414311,1.3219108108834112,1.4097142281101105,17.62475619759633,16.670299370519345,12.004193363306856,16.075672179574706,19.399537142646725,24.529985960706032,0.7109137609966673,0.7180700561655158,0.6127823249913196,0.6105913125875797,0.7078671999125128,0.6884632749876958,-0.1893221350583347,-0.1249151941240245,0.189954588849956,-0.0847896302654751,-0.3090847144190667,-0.655288444768197,0.8432244133290162,0.8482696162139887,0.8419193107748042,0.8328058487960806,0.858866951674799,0.8452255757258265,0.2890021695712085,0.3811554945331542,0.4424890851489697,0.1898401159092416,0.648827970672182,0.2778643082231831
