experiment,model,n_clusters,n_features,MSE_mlp,MSE_mlp_noFS,MSE_lgbm,MSE_lgbm_noFS,MSE_pi-lgbm,MSE_pi-lgbm_noFS,MSE_Y_mlp,MSE_Y_mlp_noFS,MSE_Y_lgbm,MSE_Y_lgbm_noFS,MSE_Y_pi-lgbm,MSE_Y_pi-lgbm_noFS,R2_mlp,R2_mlp_noFS,R2_lgbm,R2_lgbm_noFS,R2_pi-lgbm,R2_pi-lgbm_noFS,R2_Y_mlp,R2_Y_mlp_noFS,R2_Y_lgbm,R2_Y_lgbm_noFS,R2_Y_pi-lgbm,R2_Y_pi-lgbm_noFS,R_mlp,R_mlp_noFS,R_lgbm,R_lgbm_noFS,R_pi-lgbm,R_pi-lgbm_noFS,R_Y_mlp,R_Y_mlp_noFS,R_Y_lgbm,R_Y_lgbm_noFS,R_Y_pi-lgbm,R_Y_pi-lgbm_noFS
test1_linreg_nc5_nv8_nd9,linreg,5,18,0.9262910784905726,1.0377891256706282,1.279419729042627,1.336015747651404,0.9500445349110102,0.9356308986696537,14.659358548938055,19.18686259858184,18.78103039319913,19.366554767152103,17.004053058377256,15.596456373234023,0.7395287965219312,0.7081757680745788,0.6402297244184141,0.6243150368850768,0.732849371960618,0.7369024577189296,0.2781825965016963,0.055251203799069,0.0752341210438727,0.0464032767827966,0.1627313441736922,0.2320405012593213,0.8602746499014623,0.8431364563586133,0.8530795030036894,0.8458002899303462,0.8586332931871489,0.8602766464360385,0.5469029677473304,0.4152230922879932,0.3127532546337093,0.2890338941076315,0.4428058241582484,0.5015424031829809
test1_linreg_DSnc5_nv8_nd9,linreg,5,7,0.5955143584981404,0.6246486152184889,0.6579024582930799,0.683877551260398,0.6243985906564539,0.6338305895002949,13.557144707732132,14.82274986560421,19.692251883886133,23.014007526293923,15.321720956510246,16.86141878936515,0.1582110924084137,0.1170283840687429,0.0700224373010136,0.0333053626889211,0.1173818061146484,0.1040492107038748,0.3355135831302797,0.2734815362165507,0.0348090120365455,-0.1280026678654509,0.249025095021479,0.1735587399686845,0.4026358437390939,0.3501927161529825,0.2721148929268903,0.207904473977143,0.3551792516783935,0.3378971094237893,0.6061738108233407,0.563006578597621,0.2805273893136906,0.1237551615945645,0.5346525441618657,0.4603938387227043
test2_linreg_nc5_nv8_nd9,linreg,5,18,0.9636574878173488,1.0377891256706282,1.30598327020695,1.336015747651404,0.9278081309520636,0.9356308986696537,15.231931597020516,19.18686259858184,19.751967461281613,19.366554767152103,16.323877250531332,15.596456373234023,0.7290214367588861,0.7081757680745788,0.6327601096327623,0.6243150368850768,0.739102204396022,0.7369024577189296,0.2499894672116068,0.055251203799069,0.0274258031625747,0.0464032767827966,0.1962227642725117,0.2320405012593213,0.8540873581794612,0.8431364563586133,0.845160699622099,0.8458002899303462,0.8611913213165964,0.8602766464360385,0.512961792514378,0.4152230922879932,0.2628447430633345,0.2890338941076315,0.4573808597435538,0.5015424031829809
test2_linreg_DSnc5_nv8_nd9,linreg,5,9,0.5916771911697322,0.6246486152184889,0.672259521601648,0.683877551260398,0.6353929713871305,0.6338305895002949,13.288018693544345,14.82274986560421,21.116192494930903,23.014007526293923,16.063477087034375,16.86141878936515,0.1636351176187762,0.1170283840687429,0.0497280204388875,0.0333053626889211,0.101840706873544,0.1040492107038748,0.3487044566297771,0.2734815362165507,-0.0349836482076704,-0.1280026678654509,0.2126688501049507,0.1735587399686845,0.411380076029182,0.3501927161529825,0.2381416782217813,0.207904473977143,0.3336519485136993,0.3378971094237893,0.6293606357319459,0.563006578597621,0.2139046779269833,0.1237551615945645,0.5047337967957104,0.4603938387227043
test3_linreg_nc5_nv8_nd9,linreg,5,16,0.9583610883327066,1.0377891256706282,1.2880666694557676,1.336015747651404,0.922628270322099,0.9356308986696537,16.377427858335846,19.18686259858184,19.4096885093683,19.366554767152103,16.006356011330737,15.596456373234023,0.7305107737285494,0.7081757680745788,0.6377982220234173,0.6243150368850768,0.7405587708722253,0.7369024577189296,0.1935859667242307,0.055251203799069,0.044279399008355,0.0464032767827966,0.2118573062390113,0.2320405012593213,0.854857404452367,0.8431364563586133,0.8517853830522109,0.8458002899303462,0.8617781945873628,0.8602766464360385,0.4481271409211897,0.4152230922879932,0.2745459166366574,0.2890338941076315,0.468587603688075,0.5015424031829809
test3_linreg_DSnc5_nv8_nd9,linreg,5,9,0.5854334983816951,0.6246486152184889,0.6534425021482779,0.683877551260398,0.6295546307728218,0.6338305895002949,11.297536123205058,14.82274986560421,17.34235865989163,23.014007526293923,14.33154230736834,16.86141878936515,0.172460885220139,0.1170283840687429,0.0763268052099714,0.0333053626889211,0.1100934891914398,0.1040492107038748,0.446265459298136,0.2734815362165507,0.1499860763890399,-0.1280026678654509,0.297557457610627,0.1735587399686845,0.4181490237812696,0.3501927161529825,0.2769528512221449,0.207904473977143,0.3385200741263452,0.3378971094237893,0.6722622125596492,0.563006578597621,0.3894977862773555,0.1237551615945645,0.5818907689402368,0.4603938387227043
test4_linreg_nc5_nv8_nd9,linreg,5,19,0.9280334746701404,1.0377891256706282,1.3357650306620044,1.336015747651404,0.938753594316599,0.9356308986696537,13.88809627937839,19.18686259858184,19.20496531015453,19.366554767152103,15.914212089461143,15.596456373234023,0.7390388381920213,0.7081757680745788,0.6243855380023582,0.6243150368850768,0.7360243619322564,0.7369024577189296,0.3161590554969022,0.055251203799069,0.054359837903347,0.0464032767827966,0.216394413794572,0.2320405012593213,0.8597897881366965,0.8431364563586133,0.840720480711536,0.8458002899303462,0.8595590792608538,0.8602766464360385,0.5701821178988951,0.4152230922879932,0.2937080594948361,0.2890338941076315,0.4790853901179208,0.5015424031829809
test4_linreg_DSnc5_nv8_nd9,linreg,5,6,0.5939220738776947,0.6246486152184889,0.6666283654104408,0.683877551260398,0.6327542131074007,0.6338305895002949,13.961171688653446,14.82274986560421,21.003870805899435,23.014007526293923,16.424506159890125,16.86141878936515,0.1604618652270576,0.1170283840687429,0.0576879373594949,0.0333053626889211,0.1055707218060034,0.1040492107038748,0.3157107082138546,0.2734815362165507,-0.0294783417223964,-0.1280026678654509,0.1949734636368182,0.1735587399686845,0.4042553228446823,0.3501927161529825,0.2520296252414031,0.207904473977143,0.3410323148816623,0.3378971094237893,0.592646833641802,0.563006578597621,0.2184023353575155,0.1237551615945645,0.4896658990619786,0.4603938387227043
test5_linreg_nc5_nv8_nd9,linreg,5,19,0.9776702962505814,1.0377891256706282,1.3814985487646625,1.336015747651404,0.9685650687939515,0.9356308986696537,17.68705302316238,19.18686259858184,21.54166888218047,19.366554767152103,18.47562829439483,15.596456373234023,0.7250810629806355,0.7081757680745788,0.6115253639424969,0.6243150368850768,0.7276414347780564,0.7369024577189296,0.1291008644003228,0.055251203799069,-0.0606979457966878,0.0464032767827966,0.0902719243178653,0.2320405012593213,0.8524780511765233,0.8431364563586133,0.8377661595339839,0.8458002899303462,0.8556632556991616,0.8602766464360385,0.5057455069367502,0.4152230922879932,0.190731789215448,0.2890338941076315,0.3712263206620168,0.5015424031829809
test5_linreg_DSnc5_nv8_nd9,linreg,5,13,0.6057051906604275,0.6246486152184889,0.6748802005906586,0.683877551260398,0.6406839005848342,0.6338305895002949,16.47704274246799,14.82274986560421,20.80202180232926,23.014007526293923,16.368206865726147,16.86141878936515,0.1438058486877156,0.1170283840687429,0.0460235614752599,0.0333053626889211,0.0943617175831567,0.1040492107038748,0.192398449040136,0.2734815362165507,-0.0195849663824865,-0.1280026678654509,0.1977329028150384,0.1735587399686845,0.3952947919144944,0.3501927161529825,0.2253705439022893,0.207904473977143,0.3206821807939507,0.3378971094237893,0.5464717445854866,0.563006578597621,0.2032457909936243,0.1237551615945645,0.4861658829912326,0.4603938387227043
