experiment,model,n_clusters,n_features,MAE_mlp,MAE_mlp_noFS,MAE_lgbm,MAE_lgbm_noFS,MAE_pi-lgbm,MAE_pi-lgbm_noFS,MAE_S_mlp,MAE_S_mlp_noFS,MAE_S_lgbm,MAE_S_lgbm_noFS,MAE_S_pi-lgbm,MAE_S_pi-lgbm_noFS,MAE_Y_mlp,MAE_Y_mlp_noFS,MAE_Y_lgbm,MAE_Y_lgbm_noFS,MAE_Y_pi-lgbm,MAE_Y_pi-lgbm_noFS,RMSE_mlp,RMSE_mlp_noFS,RMSE_lgbm,RMSE_lgbm_noFS,RMSE_pi-lgbm,RMSE_pi-lgbm_noFS,RMSE_S_mlp,RMSE_S_mlp_noFS,RMSE_S_lgbm,RMSE_S_lgbm_noFS,RMSE_S_pi-lgbm,RMSE_S_pi-lgbm_noFS,RMSE_Y_mlp,RMSE_Y_mlp_noFS,RMSE_Y_lgbm,RMSE_Y_lgbm_noFS,RMSE_Y_pi-lgbm,RMSE_Y_pi-lgbm_noFS,R2_mlp,R2_mlp_noFS,R2_lgbm,R2_lgbm_noFS,R2_pi-lgbm,R2_pi-lgbm_noFS,R2_S_mlp,R2_S_mlp_noFS,R2_S_lgbm,R2_S_lgbm_noFS,R2_S_pi-lgbm,R2_S_pi-lgbm_noFS,R2_Y_mlp,R2_Y_mlp_noFS,R2_Y_lgbm,R2_Y_lgbm_noFS,R2_Y_pi-lgbm,R2_Y_pi-lgbm_noFS,R2adj_mlp,R2adj_mlp_noFS,R2adj_lgbm,R2adj_lgbm_noFS,R2adj_pi-lgbm,R2adj_pi-lgbm_noFS,R2adj_S_mlp,R2adj_S_mlp_noFS,R2adj_S_lgbm,R2adj_S_lgbm_noFS,R2adj_S_pi-lgbm,R2adj_S_pi-lgbm_noFS,R2adj_Y_mlp,R2adj_Y_mlp_noFS,R2adj_Y_lgbm,R2adj_Y_lgbm_noFS,R2adj_Y_pi-lgbm,R2adj_Y_pi-lgbm_noFS,R_mlp,R_mlp_noFS,R_lgbm,R_lgbm_noFS,R_pi-lgbm,R_pi-lgbm_noFS,R_S_mlp,R_S_mlp_noFS,R_S_lgbm,R_S_lgbm_noFS,R_S_pi-lgbm,R_S_pi-lgbm_noFS,R_Y_mlp,R_Y_mlp_noFS,R_Y_lgbm,R_Y_lgbm_noFS,R_Y_pi-lgbm,R_Y_pi-lgbm_noFS
test1_linreg_nc5_nv8_nd9,linreg,5,13,0.3265416222635567,0.3424370788212862,0.3573326289407402,0.3655008321361319,0.319463321934779,0.3248469958280371,0.0486976999451317,0.0527210666221522,0.1199547962244457,0.1218179041080468,0.0903161473739514,0.0890929744128012,1.2041989053998674,1.3084371657598586,1.3322361062809869,1.3979855828659953,1.3700352493559875,1.3627010156007695,0.4592360081768822,0.4795753988852057,0.4844435533316738,0.4905141013274551,0.4745880527286525,0.4781702892560464,0.0601895295199853,0.0645702187388418,0.1434222749582377,0.1430010438748586,0.1303523470951059,0.1270399850030665,1.5701638024584452,1.712317086096757,1.6809744275463483,1.7517066165878323,1.7273747410127458,1.724787674026648,0.329611780483743,0.2689142804138213,0.2539964925290023,0.2351830548984222,0.2840410710855656,0.2731920257146067,0.9632769085643454,0.9577368510875228,0.7914882416078399,0.7927112406600905,0.8277595912197675,0.836401919267417,0.0009209872282226,-0.1881692104502184,-0.1450702379917898,-0.2434623911174249,-0.209157970766812,-0.2055388022321584,0.3118259705782097,0.1882204923800268,0.2342045627389555,0.1507661735406322,0.2650462423592643,0.1929703949987797,1.2019770028961,1.0119203753342885,2.1468146711568803,1.0584660603266411,1.9473222482912789,1.0461430484117542,-0.4629371258443882,6.41277084760655,-0.6767099913451209,6.66466200397938,-0.7705527429085461,6.4918989879465,0.5741787549623869,0.5231519702116195,0.52690546840652,0.5031564557779481,0.553127388782027,0.5404213878741384,0.9816814040118672,0.9790830657973104,0.9862468048983104,0.9951015987040516,0.9567035240773586,0.960114893741334,0.1368292559484513,-0.095698218352483,-0.0842199614561549,-0.2035050395376269,-0.0587916008952653,-0.0978467495946723
test1_linreg_Anc5_nv8_nd9,linreg,5,14,0.3371192600124419,0.3414321667764203,0.3792858230458698,0.380358141766333,0.3368258443719821,0.3329078414110062,0.0726933496531158,0.057006039316692,0.1446251173778058,0.1302297992807461,0.1107631384029758,0.0973171179826924,1.286889604159764,1.2410121531713576,1.3554366897059646,1.395228637249006,1.4011474437033906,1.3691130498017254,0.4734446031867359,0.4731622807173106,0.5046624335948375,0.5001933408290646,0.4908109986915921,0.4887256334416326,0.0889379620381751,0.0647634276366005,0.1556979509893701,0.1475665654764457,0.1382543738335247,0.1259858531624904,1.6706828481354845,1.6357274140996645,1.694487245866383,1.7451954808538044,1.7380652826596603,1.6989652711247705,0.2874869087173902,0.2883364208972669,0.1904261665509938,0.2047012156107978,0.2342569210510561,0.2407500992506726,0.9198189601891756,0.9574835506256352,0.7542671988917236,0.7792639454537478,0.8062440286160042,0.8391056107976526,-0.1310920284519692,-0.0842558606915637,-0.163553943160206,-0.2342356117428081,-0.224170988939105,-0.1697119225244536,0.2670877609097082,0.209786356978643,0.1672481835892636,0.1169198928305327,0.2123338063163216,0.1569476819494223,1.293997145973023,1.011991819054308,1.901020270730347,1.062258887179712,1.7104385617413178,1.04538046874938,-0.7175841913529903,5.939387809817124,-0.7668782099840163,6.622628897939459,-0.8589263165371595,6.328687647055845,0.5381207256903444,0.5391723851122021,0.4533958105662592,0.4717232162439589,0.5031606476703472,0.5083902167645061,0.9703767707088796,0.9794105324132416,0.9745117333210924,0.986894928955314,0.9585621908962854,0.9743623845612313,-0.0251737678114846,0.0602004933565232,-0.2322569081965583,-0.291905270468644,-0.0859943542957709,0.0164861580178716
test1_linreg_DSnc5_nv8_nd9,linreg,5,15,0.328299292888114,0.34291372020459,0.3357080358818909,0.3318288173069403,0.3101492918622262,0.3089790910293433,0.0473718157152375,0.0627798510579476,0.0478213170136666,0.0476107840031837,0.0480235905104436,0.0514336782846172,1.308895501662933,1.410673555607597,1.396447407529564,1.4106742589410328,1.3020140827892273,1.3425758298341204,0.459378803239242,0.4794658296011205,0.4702585067946419,0.4702855845672112,0.4626612012788711,0.4642223693670339,0.0527707041797449,0.0679203666673373,0.0544065319220981,0.0564256469817797,0.0537702823373621,0.0545510267409068,1.59879539023867,1.7649951152383812,1.732094072577827,1.7110376993291538,1.663305513437103,1.6669247547497008,0.3291948140055877,0.2692483066724088,0.2970445077017696,0.296963552156341,0.3195743611383667,0.314974662729784,0.9717718045516358,0.9532375367050312,0.9699945998267216,0.967726175604152,0.9706922842650276,0.9698350093488156,-0.0358471809172102,-0.2623998352911261,-0.2157740366922365,-0.186394352179914,-0.1211248213961377,-0.1260091145020276,0.3085758021410053,0.1885913868790765,0.2754372692089961,0.2193657102309923,0.2986596386323739,0.2393648021039324,1.0776275374830016,1.013189412724222,1.082514850476516,1.009102873547547,1.0805962182711737,1.0085080742862316,-0.6334513237540624,6.750932582992908,-0.9171821347839116,6.404685382152942,-0.7679276029708326,6.129597077175904,0.5740396653960121,0.5257082111998743,0.5497386609044306,0.5516462304124714,0.5719383195948626,0.5686998288572405,0.988030583079712,0.9830935817806412,0.9989231272396876,0.999813119223604,0.9972574883643216,0.9985361602013932,0.1357741725417812,-0.004256779155515,-0.3371507704593227,-0.3409083916680698,0.1392411909201085,0.1701333141104726
test2_linreg_nc5_nv8_nd9,linreg,5,15,0.3274083422323215,0.3361851533561656,0.3727661842378076,0.3655008321361319,0.3338095146596834,0.3248469958280371,0.0528020234981788,0.0433094608227885,0.1536367051987233,0.1218179041080468,0.1107097591157475,0.0890929744128012,1.1964595034008934,1.2151108298982891,1.3502829278918511,1.3979855828659953,1.388208809782253,1.3627010156007695,0.4615597346384001,0.4748026380201934,0.4978179260224333,0.4905141013274551,0.483620794636326,0.4781702892560464,0.0691404092478506,0.0539114513762585,0.1803892855557813,0.1430010438748586,0.1437921652464632,0.1270399850030665,1.5787263676637289,1.5578158701362457,1.674837640498415,1.7517066165878323,1.6889046307116582,1.724787674026648,0.3228103100618975,0.283393482139648,0.2122370164283284,0.2351830548984222,0.2565283031328023,0.2731920257146067,0.951542475005269,0.970538192711398,0.6701482338515463,0.7927112406600905,0.7904113387325834,0.836401919267417,-0.0100052674338706,0.0165729236898491,-0.1367248103058691,-0.2434623911174249,-0.1558997413948302,-0.2055388022321584,0.3019950531990459,0.2042978399917062,0.1880229902939534,0.1507661735406322,0.2336756894995892,0.1929703949987797,1.1332581937355102,1.008309740517298,1.907092356908248,1.0584660603266411,1.5763688184853957,1.0461430484117542,-0.5927006140303346,5.480056680968464,-0.7925275854823322,6.66466200397938,-0.8227649768149246,6.4918989879465,0.5697064876007294,0.5364329524575592,0.4926290414686983,0.5031564557779481,0.5336816312720912,0.5404213878741384,0.9804557699043256,0.987225554208498,0.975974195536068,0.9951015987040516,0.9671560920127548,0.960114893741334,0.256618262514257,0.214109141200938,-0.0956829565135689,-0.2035050395376269,0.077222151301997,-0.0978467495946723
test2_linreg_Anc5_nv8_nd9,linreg,5,14,0.3374511235775167,0.3410774048164649,0.3790425883799101,0.380358141766333,0.3335759987829094,0.3329078414110062,0.0595160170443474,0.0615390109615252,0.1431143576507204,0.1302297992807461,0.1113311390873539,0.0973171179826924,1.2798903045200167,1.3181697300502233,1.346712574697431,1.395228637249006,1.3873262654861298,1.3691130498017254,0.4677574275701369,0.4785817114719428,0.5017143783875008,0.5001933408290646,0.4907574972005461,0.4887256334416326,0.067712686257434,0.0715965070266545,0.155293077037687,0.1475665654764457,0.1433836422891068,0.1259858531624904,1.6439262752899757,1.6779654665480388,1.699186711661969,1.7451954808538044,1.741079982555001,1.6989652711247705,0.3045019889862116,0.2719407828165329,0.1998570144636935,0.2047012156107978,0.2344238535920321,0.2407500992506726,0.9535230710843888,0.9480385805165724,0.7555435349336367,0.7792639454537478,0.7916005572277819,0.8391056107976526,-0.0951524713784965,-0.1409745326488858,-0.1700168593246771,-0.2342356117428081,-0.2284213572187381,-0.1697119225244536,0.2845899804909293,0.1915810458205652,0.1769490353276847,0.1169198928305327,0.2125055181120493,0.1569476819494223,1.1704154060239071,1.0146557849825053,1.8963403719099987,1.062258887179712,1.7641312901647996,1.04538046874938,-0.663009308389569,6.197772870956035,-0.7766922678633987,6.622628897939459,-0.865380579480306,6.328687647055845,0.5523827659379108,0.5235380018770632,0.4683102667717664,0.4717232162439589,0.5101015889973939,0.5083902167645061,0.9868295370821608,0.981877345530566,0.977495409400234,0.986894928955314,0.9626992440265774,0.9743623845612313,-0.002288347915165,0.0697763806834436,-0.2243790846744315,-0.291905270468644,0.0563768266622892,0.0164861580178716
test2_linreg_DSnc5_nv8_nd9,linreg,5,15,0.3223794293145929,0.3366667578027363,0.335445009965318,0.3318288173069403,0.3095170140935613,0.3089790910293433,0.047609055797019,0.0483801112256111,0.0475591803260876,0.0476107840031837,0.0482544457049165,0.0514336782846172,1.3320533024102803,1.2974417793697544,1.3983630031403895,1.4106742589410328,1.2868837293961926,1.3425758298341204,0.4597932710745144,0.4685082348937854,0.4709575326566798,0.4702855845672112,0.4620006813924577,0.4642223693670339,0.0523721551563902,0.0539504905325924,0.0541053550300524,0.0564256469817797,0.0543891565676346,0.0545510267409068,1.6170779436722702,1.6586004306011055,1.7346392615640758,1.7110376993291538,1.6534413853577865,1.6669247547497008,0.3279838195306516,0.302267480009831,0.294953107860717,0.296963552156341,0.3215157983972679,0.314974662729784,0.972196579474188,0.9704955086245052,0.9703258806522684,0.967726175604152,0.970013761908741,0.9698350093488156,-0.0596728825884678,-0.1147910188652112,-0.219349648685474,-0.186394352179914,-0.1078667318473878,-0.1260091145020276,0.3073275844752413,0.2252550605848675,0.2732815845367636,0.2193657102309923,0.3006607512168561,0.2393648021039324,1.0764594064459831,1.0083217796187294,1.081603828206262,1.009102873547547,1.0824621547509623,1.0085080742862316,-0.6710226225433531,6.078492419274851,-0.9228205998501706,6.404685382152942,-0.7470206156054962,6.129597077175904,0.5731526579798825,0.5500130915446155,0.5476748235399611,0.5516462304124714,0.5737063554472734,0.5686998288572405,0.9877868170950216,0.9882245797664554,0.9990270682369506,0.999813119223604,0.9971402265464058,0.9985361602013932,0.0767149961126383,0.0205517428924415,-0.3525362487042561,-0.3409083916680698,0.1704659889694275,0.1701333141104726
test3_linreg_nc5_nv8_nd9,linreg,5,14,0.3308106758094731,0.3382671774262913,0.3698755742408067,0.3655008321361319,0.3339246367920684,0.3248469958280371,0.0542266815383401,0.0516304379580394,0.1408831847410812,0.1218179041080468,0.1055928875337387,0.0890929744128012,1.2160123473122006,1.1779146648588634,1.3707971447159972,1.3979855828659953,1.3652332286408968,1.3627010156007695,0.4693471379097688,0.4754431371913926,0.4959436341164016,0.4905141013274551,0.4861824281475611,0.4781702892560464,0.0727342105775374,0.0569745933966013,0.1688931556341885,0.1430010438748586,0.151132580216714,0.1270399850030665,1.5889343033851733,1.5545722434036024,1.7091746714232974,1.7517066165878323,1.691588114509141,1.724787674026648,0.2997665465673927,0.2814588026525114,0.2181577283547988,0.2351830548984222,0.2486314306256026,0.2731920257146067,0.9463740750674826,0.9670951583057372,0.7108511714167696,0.7927112406600905,0.7684666632802161,0.836401919267417,-0.0231087426869651,0.0206639712908235,-0.1838121969481343,-0.2434623911174249,-0.1595758547893668,-0.2055388022321584,0.2797189630335349,0.202149619722325,0.1957736960377583,0.1507661735406322,0.2271198560422865,0.1929703949987797,1.1966283914192304,1.0092808527855612,2.060212371471845,1.0584660603266411,1.848955567972541,1.0461430484117542,-0.5536095722283545,5.461419686341804,-0.7976407435138337,6.66466200397938,-0.760837409124594,6.4918989879465,0.5492094866933281,0.5343240834060313,0.4832757476754876,0.5031564557779481,0.5142686383936429,0.5404213878741384,0.9839141603051512,0.9855053204862017,0.947553708705665,0.9951015987040516,0.9218624412922096,0.960114893741334,0.1970510314519303,0.2404333991643967,-0.1766983004370123,-0.2035050395376269,-0.0601871365559495,-0.0978467495946723
test3_linreg_Anc5_nv8_nd9,linreg,5,13,0.335235980263586,0.3475582799070426,0.3857913668672985,0.380358141766333,0.3365430124202854,0.3329078414110062,0.0731283379552353,0.0722595346529805,0.1516036244017071,0.1302297992807461,0.1093399351599561,0.0973171179826924,1.3557337919871013,1.331573247909546,1.3694412410024532,1.395228637249006,1.3878935180829084,1.3691130498017254,0.4775154768299034,0.4805655352110886,0.5059767754725515,0.5001933408290646,0.4929018481398278,0.4887256334416326,0.0950315636904147,0.0836175355751336,0.1651974063253031,0.1475665654764457,0.1378640142600262,0.1259858531624904,1.7477035433927086,1.6487101029709037,1.713345075847262,1.7451954808538044,1.711613331048368,1.6989652711247705,0.2751812627553071,0.2658923498085491,0.1862037702115144,0.2047012156107978,0.2277189105602045,0.2407500992506726,0.9084553249243512,0.9291251644832832,0.7233671280056204,0.7792639454537478,0.8073366193197422,0.8391056107976526,-0.2377856604034518,-0.1015355355887919,-0.1895962737221748,-0.2342356117428081,-0.1871927461565983,-0.1697119225244536,0.2559513778896315,0.1848650153503316,0.1646132579926362,0.1169198928305327,0.2072298204322099,0.1569476819494223,1.5034957129160678,1.0199903382226638,2.5214807959690875,1.062258887179712,2.059648593741418,1.04538046874938,-0.8124718598764831,6.018106328793385,-0.7419088293788987,6.622628897939459,-0.7383893783007331,6.328687647055845,0.5277119145162726,0.5156508716935464,0.4561825608034699,0.4717232162439589,0.4940346528220933,0.5083902167645061,0.9692778336262684,0.9723494773753696,0.9800425412774968,0.986894928955314,0.957092897929782,0.9743623845612313,-0.1422568301486731,-0.0123724467240129,-0.2989219566881939,-0.291905270468644,0.0093037509863784,0.0164861580178716
test3_linreg_DSnc5_nv8_nd9,linreg,5,13,0.3229886309506609,0.3372943007713582,0.3344150226002226,0.3318288173069403,0.3096486915561671,0.3089790910293433,0.0451287624999876,0.04617164958489,0.0501529524904017,0.0476107840031837,0.0552811705708824,0.0514336782846172,1.369472444279208,1.3785126942342945,1.4073253115226694,1.4106742589410328,1.321505385611108,1.3425758298341204,0.4640809329521562,0.4693610469266532,0.4703475766606244,0.4702855845672112,0.4644807400483874,0.4642223693670339,0.0506435016449844,0.055401138584865,0.0575556994856391,0.0564256469817797,0.0606283849654021,0.0545510267409068,1.6860950772204302,1.7308649709226764,1.7322481015561266,1.7110376993291538,1.6774296257831345,1.6669247547497008,0.3153920177503451,0.299725043370909,0.2967781942586314,0.296963552156341,0.3142119260401692,0.314974662729784,0.9740017096460358,0.9688875137743184,0.966420516679432,0.967726175604152,0.9627394435951429,0.9698350093488156,-0.1520571787340165,-0.2140492115571943,-0.215990275246551,-0.186394352179914,-0.1402459323773319,-0.1260091145020276,0.2972289488335176,0.2224320018003691,0.2781212892083502,0.2193657102309923,0.2960175485677656,0.2393648021039324,1.1429905969468028,1.0087753166277564,1.1846871582631249,1.009102873547547,1.204933060226715,1.0085080742862316,-0.6869408688605243,6.530668630427218,-0.7805571887538783,6.404685382152942,-0.6696458295525218,6.129597077175904,0.5628057337805077,0.5501506206592268,0.5515839104993586,0.5516462304124714,0.5693873424398246,0.5686998288572405,0.9914799996554886,0.9944094978509131,0.9995271358756876,0.999813119223604,0.9971124055496416,0.9985361602013932,-0.0700458155863808,0.0750628692271319,-0.3720333595690311,-0.3409083916680698,0.1954847997205377,0.1701333141104726
test4_linreg_nc5_nv8_nd9,linreg,5,14,0.3208939898685212,0.3537080138921737,0.3693024981347767,0.3655008321361319,0.3251079123979941,0.3248469958280371,0.0383185142621634,0.0695262512872143,0.1310992370636599,0.1218179041080468,0.0977377638816551,0.0890929744128012,1.1858871522403898,1.483726563907805,1.4353600722513138,1.3979855828659953,1.4034865459581791,1.3627010156007695,0.4614459651349497,0.4816809022019216,0.4955805680836539,0.4905141013274551,0.4815145392282768,0.4781702892560464,0.0496774461535105,0.0822718502282737,0.1589467743212426,0.1430010438748586,0.1452981834942167,0.1270399850030665,1.5470008850563317,1.85150254438173,1.7764891884689542,1.7517066165878323,1.7256182007089318,1.724787674026648,0.3231441088479879,0.2624807458727425,0.219302037704832,0.2351830548984222,0.2629901067683845,0.2731920257146067,0.9749841157154088,0.9313880337254778,0.743905191736159,0.7927112406600905,0.7859980619665321,0.836401919267417,0.0301802190498529,-0.3891800572356916,-0.2788954762283151,-0.2434623911174249,-0.2067000735185002,-0.2055388022321584,0.3037658215757423,0.1810768546887184,0.1969507668006759,0.1507661735406322,0.2418896190276021,0.1929703949987797,1.0917249090435015,1.0193520930517883,1.939014296967417,1.0584660603266411,1.7846737727893824,1.0461430484117542,-0.4726892969983713,7.328486927407039,-0.9420264639022562,6.66466200397938,-0.8323964079355004,6.4918989879465,0.5698852058189374,0.512990411490597,0.4856357752686395,0.5031564557779481,0.5307538990771004,0.5404213878741384,0.989647249074952,0.9696087748978433,0.9689176124045072,0.9951015987040516,0.9353805162843464,0.960114893741334,0.257186389706162,-0.3751670686517788,-0.2478417354347891,-0.2035050395376269,-0.062807481489051,-0.0978467495946723
