,vo600_cluster1,vo600_cluster2,vo600_cluster3,vo600_cluster4,vo600_cluster5,vo600_cluster6
1965-01-01,-1.6139886e-05,-1.4322795e-06,-1.4009129e-07,-1.34298825e-05,-1.604118e-05,-6.8747613e-07
1965-02-01,-1.5422003e-05,-7.0497117e-06,9.321957e-08,-4.510199e-06,2.0314983e-06,-2.1497079e-05
1965-03-01,-2.2152148e-05,-8.081661e-06,-1.3694662e-06,-8.440606e-06,-5.640868e-06,-6.336413e-07
1965-04-01,-8.135503e-06,2.1884625e-07,2.6058042e-06,5.7644866e-06,-1.29273685e-05,4.615875e-06
1965-05-01,-2.9577786e-06,-1.5399637e-06,5.0017334e-06,3.36855e-06,-1.537714e-05,-1.073342e-06
1965-06-01,1.8295395e-07,5.2350442e-06,-3.1821182e-06,-6.986891e-06,-1.6642407e-05,-1.9172941e-05
1965-07-01,-1.5804108e-07,9.636497e-07,-1.5579135e-06,3.682624e-06,-3.7205318e-06,-1.3779849e-05
1965-08-01,-1.2469718e-05,9.614123e-06,2.0314983e-06,1.1969605e-06,-3.2090393e-06,-1.5718135e-05
1965-09-01,-4.6358327e-06,1.8713283e-05,6.195216e-06,-5.349284e-07,3.0858064e-07,1.2234392e-05
1965-10-01,-1.2604323e-05,1.3436846e-05,-2.859073e-06,-1.6207268e-06,-1.5709156e-05,-1.1904383e-05
1965-11-01,-1.4892568e-05,-1.0015501e-06,5.881142e-06,-4.0525483e-06,1.0206379e-05,-1.1832599e-05
1965-12-01,-8.036797e-06,-5.9639133e-06,3.0455049e-06,-3.9269216e-06,-1.0374497e-06,-1.2945311e-05
1966-01-01,-6.1939572e-06,-1.3615692e-05,-2.9270886e-06,-1.5448724e-05,-1.2051507e-05,5.741109e-06
1966-02-01,-3.4892182e-06,-1.2214441e-05,4.0495433e-07,7.3786177e-06,-5.061549e-06,-1.3058743e-06
1966-03-01,-1.0446587e-05,-5.9495505e-06,5.2441537e-06,-8.6787295e-06,-1.2059652e-05,-5.1593124e-06
1966-04-01,-7.921077e-06,-5.3059557e-06,1.757322e-06,-1.331426e-05,2.3941066e-05,-9.57488e-06
1966-05-01,2.498684e-06,1.4425677e-07,3.4437107e-06,1.8713799e-06,-9.297888e-06,1.8713799e-06
1966-06-01,-7.193048e-07,4.9916052e-06,7.3460287e-06,-4.8008515e-06,-1.852007e-05,-2.1159634e-05
1966-07-01,-4.9719347e-06,-2.7641508e-06,3.3866854e-06,1.4637419e-05,-1.5421319e-06,-1.3737896e-05
1966-08-01,-8.906842e-06,3.0719093e-07,1.6269732e-06,1.8306455e-06,-4.8008515e-06,-7.635939e-06
1966-09-01,-5.2326322e-06,1.3825702e-06,4.5272354e-06,7.19124e-06,-2.0165724e-05,-3.2122261e-06
