,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6
1965-01-01,36.64299484587063,43.396568298339844,39.83550298781622,23.031370288829514,53.88143144804856,28.480467303045867
1965-02-01,36.19386018627751,44.22134240468343,40.96861339750744,22.815020798426595,50.63619284794249,27.335471120373956
1965-03-01,36.200048627644556,44.93636290232341,42.16760605100601,22.62469741898745,50.80753523727944,26.917332616345636
1965-04-01,37.278779579775176,46.067609786987305,43.69319431365482,22.931547213326855,52.82484251877358,28.414032377045732
1965-05-01,38.44054841647183,46.275434494018555,44.36798398456876,23.274717960260848,56.49925758098734,30.331700423668174
1965-06-01,39.47043871357493,46.1631186803182,44.052015032087056,23.729152001705266,64.06140820733432,34.30764757353684
1965-07-01,39.98949510337662,46.0054890314738,43.68890126546224,24.558993886570036,73.6477358587857,39.995693338328394
1965-08-01,40.765953063964844,45.64225991566976,42.71520281594897,25.60307555997432,75.32466362262595,42.707101229963634
1965-09-01,41.09763820676037,45.77237447102865,42.600870889330665,25.9408873349882,76.10868256667565,41.106681166024046
1965-10-01,40.69893690791443,46.189635594685875,43.59684898739769,25.847358509973827,69.28453116581358,37.1563483928812
1965-11-01,39.23828932490662,46.04193846384685,43.33001696874225,25.27400951095039,59.75204993938578,33.8334478180984
1965-12-01,37.80835840823876,45.47780513763428,42.94056665329706,24.16787510595951,52.500303860368405,31.338668691700903
1966-01-01,36.91904109759922,45.62787373860677,43.04437485952226,22.987063645106282,49.77637652693124,29.4518832502694
1966-02-01,36.108380338571365,45.50732612609863,43.39668939984034,22.603440647802984,47.427720036999936,27.544003519518625
1966-03-01,36.2081792232764,45.373056729634605,43.53529612223307,22.713529519018184,45.76716587461274,27.333267803849846
1966-04-01,37.108163764006896,45.95147291819255,43.493434361049104,23.202098323609018,48.68736267089844,27.9402206683981
1966-05-01,38.58314152181583,45.942721366882324,42.82545664953807,23.781068676014236,53.08558694247542,30.40406128455853
1966-06-01,39.6875687759288,45.95402558644613,43.183620392330106,24.24160332849183,59.416553891938314,34.2127931529078
1966-07-01,40.49628738069186,45.916649500528976,43.47007388160342,24.895136489480887,69.79527966729526,39.622024009967674
1966-08-01,40.87684659192161,45.11209964752197,41.08444092765687,25.459689416256047,75.45433044433594,41.983581411427465
1966-09-01,41.01821453901973,45.01611391703288,40.86580427866134,25.70566961607957,74.54192062904096,41.709383602800045
1966-10-01,40.69582110773908,44.932756423950195,40.75887468126085,25.65682019073951,69.55209929367592,37.993595517914876
1966-11-01,39.450759609250255,44.61437543233236,40.495191301618306,25.07262350944093,62.386295713227376,34.16814146370724
1966-12-01,37.66959392241318,43.904433250427246,40.61062827942863,24.153317291724502,53.730162258805905,31.35950483124832
1967-01-01,36.66771659015739,43.531953493754074,40.233185177757626,23.222130325239927,49.670587736984785,29.338123058450634
1967-02-01,36.400451103266136,44.02843952178955,40.89200761583116,22.857065733314165,48.04914737569875,28.191316538843616
1967-03-01,36.56389417439481,44.597064654032394,41.72974843827505,23.05059771852445,48.05565866930732,28.20607218249091
1967-04-01,37.19096636250071,45.35581111907959,42.715638781350755,22.976327305517827,47.492796799232224,29.07633945859712
1967-05-01,38.40773227441049,45.89737892150879,42.9721438695514,23.506974931900878,52.08384086345804,30.92763506132981
1967-06-01,39.8368682304438,45.31344254811605,42.640259152367,24.10582431076747,62.17050881221377,34.93257391041723
1967-07-01,40.555291280259176,44.870781898498535,41.83888511052207,24.933662995469145,71.88177437617861,39.08144523357523
1967-08-01,40.985410926985914,44.52295780181885,40.083533998519655,25.885638125656826,78.70651771282328,42.87014665274785
1967-09-01,40.941288523430366,44.25522327423096,39.487669203016495,26.213478436929925,74.84541925890693,42.671019455482224
1967-10-01,40.37595038866474,43.895867665608726,38.956012423076324,25.651691649770978,68.7255464751145,39.74178577291555
1967-11-01,38.978983189937836,44.11180019378662,39.96570829361204,25.07005778666075,61.77116920208109,35.9891858594171
1967-12-01,37.837650828117866,43.69142532348633,39.47464170910063,23.874787267694618,56.68340222588901,32.55931591165477
1968-01-01,36.648274164130214,43.33404064178467,39.24788217695932,23.108929667981144,52.33940256053004,29.409875540897765
1968-02-01,35.934570758012086,43.90271345774333,40.59680454314701,23.208305436342503,49.08219699201913,27.118901548714476
1968-03-01,35.81721452030822,43.619704246520996,40.0611816890656,23.099152811892747,47.7505059077822,26.112271999490673
1968-04-01,36.869667220289685,44.78621482849121,41.67926425025576,23.24322347108483,50.42227383317619,27.959448715736126
1968-05-01,38.46880641296832,45.21264394124349,41.91767071920728,23.754710473384954,53.87652166958513,30.16181485406284
1968-06-01,40.023156326182566,44.86737251281738,41.78479815286303,24.51347409166055,62.11295292295259,34.23224810896249
1968-07-01,40.445020077002305,45.09415785471599,41.54093606131418,25.178707916724502,68.3000761887123,39.010587231866246
1968-08-01,41.14197779745951,45.17343680063884,41.63926745217944,25.72985421582527,78.07714528050917,42.51654723594929
1968-09-01,41.20969563505075,45.1959228515625,41.19935111394004,25.914767308888703,77.79854741589777,42.50584635241279
1968-10-01,40.7782171764513,45.25564193725586,42.01189979674324,25.765280554137256,70.29635988432786,38.22862690892713
1968-11-01,39.563496443476986,45.2380386988322,42.28930397639199,25.178900587982334,59.78236362851899,34.16883534398573
1968-12-01,37.834828787476475,45.1296329498291,42.68622322688027,23.949718959440435,52.621039028825436,30.176001581652415
1969-01-01,36.61819652919351,45.38249492645264,43.312378535195,23.379873866357173,49.17832078604863,27.85110473632813
1969-02-01,36.187048027985284,45.43165524800619,43.355193970695375,23.08228294256375,46.52632351579338,27.272538481087523
1969-03-01,36.3114517100536,46.1198616027832,43.6535154070173,22.61793552921508,44.94605557671909,27.412741759727744
1969-04-01,37.3229437500891,47.04279899597168,43.95092555454799,23.037114603265287,45.23104963631466,28.791792639370623
1969-05-01,38.604372957327065,47.210071881612144,44.2364011492048,23.51284123919337,48.34528627066777,31.193851602488554
1969-06-01,39.910795392781274,46.67969544728597,43.911328391423304,24.378616797742506,53.7536226469895,32.41501841051825
1969-07-01,40.59837090708043,46.06674671173096,42.05076429578993,24.78845373628103,67.52147674560547,38.71742116993872
1969-08-01,40.82828020527415,45.732479095458984,40.98753853449746,25.304378954892233,73.27897959742053,41.588592529296875
1969-09-01,40.949004235928946,45.64805666605632,40.21429334368025,25.47890910037278,73.66076502306709,42.187549327981884
1969-10-01,40.32471371393134,45.32497088114421,40.634706285264755,25.21301114619686,66.1099072160392,37.88714244447906
1969-11-01,39.293492449461105,45.27199745178223,41.31131550622365,24.595947071985545,59.771564089018725,33.30471104589002
1969-12-01,37.66478239184748,44.79081948598226,40.96787770589193,23.79177112869805,50.81640111988989,29.260901747078734
1970-01-01,36.60325655972,44.76776758829753,40.91224670410156,23.18367643404733,46.5320817355452,26.66839566724054
1970-02-01,35.9987314600144,44.72139835357666,41.15880330403646,22.83434601604636,44.405226871885105,25.686977649557182
1970-03-01,36.15431402721544,44.84696706136068,41.37979537721664,22.624943341095435,44.209276396652754,25.730050843337487
1970-04-01,37.28445985891523,45.89203039805095,42.33626411074684,22.916930339058037,47.60031206854459,28.307934465079473
1970-05-01,38.430744366054114,45.39895375569662,42.041645352802576,23.082507564331674,53.47713273147057,31.507649914971715
1970-06-01,39.53087938963061,44.96357599894206,41.07953631688678,23.720869074013027,60.30631887501684,34.565392855940196
1970-07-01,40.17099394415416,44.33361689249675,39.19226328531901,24.43590018954979,68.68745211897226,39.842990349079
1970-08-01,40.759107492265905,44.06572341918945,38.47432817731585,25.16761043955227,76.50965986580685,42.98027301656789
1970-09-01,40.67360119227945,44.07632986704509,38.29638466002449,25.129368583563014,78.08717530349206,42.574560231175916
1970-10-01,40.39364278751568,44.31234200795492,38.636053176153276,25.06034967257892,71.38066127382476,38.529238207586886
1970-11-01,38.949321830359686,43.635765711466476,37.943655347067214,24.3802714468864,60.24362629857557,34.86372191330482
1970-12-01,37.58547567103031,42.89130687713623,37.62316628107949,23.491903004912555,52.66781182124697,32.649566387308056
1971-01-01,36.506391093678715,42.9983123143514,38.30013880653987,22.59530875888573,49.13739829227843,29.380176807272026
1971-02-01,36.226013629105836,43.202829360961914,38.774832468184215,22.274758004900164,49.0143973251869,27.367294245752795
1971-03-01,36.158709282422585,43.64291032155355,39.40854753766741,22.199329627951997,47.71981732598667,27.21126490625842
1971-04-01,36.82819282921561,44.90036487579346,41.39224763900515,22.382348927144474,48.834524483516304,28.48906681455415
1971-05-01,38.24937500222756,44.89967187245687,40.989833407931854,22.566842790787597,52.92654366328799,31.280695158859782
1971-06-01,39.524645004829345,44.681928952534996,40.45698983328683,23.308950511332093,60.24525083344559,35.33188063522865
1971-07-01,40.04735877044009,44.77638244628906,40.78281039283389,24.23649608786336,71.93732426084321,40.70010678521518
1971-08-01,40.205416714187955,44.11322434743246,39.71387166825552,25.017808052488995,74.53440962166623,42.711234914845434
1971-09-01,40.278287177538346,43.727758725484215,38.41932387579055,25.231297488139973,73.16634079505658,42.53900462183459
1971-10-01,39.92647045720232,44.113690058390304,38.89610653831845,24.815654270540033,68.615670039736,38.86181403850687
1971-11-01,38.836264784318686,43.687850634257,38.828528873504155,23.760303749045747,62.642682831862885,35.04879721279802
1971-12-01,37.64749791500342,43.457043965657554,38.70293147980221,22.848195109875675,58.263259098447605,32.004372826937974
1972-01-01,36.632526703994635,43.786851565043136,39.485988919697114,22.19093051658669,53.90204067887932,29.561565662252494
1972-02-01,36.03067467682553,44.448561668395996,41.11192491319444,22.233008370181633,50.905418395996094,28.00178198978819
1972-03-01,36.23812598903684,44.95808283487956,42.06219022236173,22.4352173393753,49.692726135253906,27.096204099984007
1972-04-01,37.28409509589202,46.409573554992676,43.71938856821212,22.878634264021354,50.537000853439864,27.842768307389886
1972-05-01,38.53889938688626,46.79906686147054,44.33734227740575,23.171147961301852,53.71483769910089,30.97482878586342
1972-06-01,39.17250807267906,46.512131690979004,44.55364166744172,23.81123867131732,59.98025433770542,34.76347758852202
1972-07-01,39.90889361304958,46.80950005849203,44.896834237234934,24.48934467915956,69.93025417985588,39.70299424796269
1972-08-01,40.42648538185732,46.540211041768394,44.891657148088726,25.3650432915857,75.61806645886652,41.80997651198815
1972-09-01,40.705804755217834,46.2982972462972,43.890277923099575,25.588423830603585,75.13436942264953,40.92292456791319
1972-10-01,40.31489991793667,46.77161057790121,44.00975060841394,25.40450120335303,71.09506541285022,37.523762933139146
1972-11-01,39.205581776417084,46.53323809305827,43.86334494938926,24.532510786492207,63.269779599946126,33.976038571061764
1972-12-01,37.69445210477731,46.41448656717937,43.97032601492746,23.680786675002974,57.57304224474677,30.187498289963298
1973-01-01,36.784035620028085,46.104841232299805,43.94711691235739,22.845829803931533,50.65070514021249,27.41780281066895
1973-02-01,36.107330600710675,45.58169364929199,43.59881385924324,22.59468814443211,46.95284942100788,26.56840127089928
1973-03-01,36.39536530432039,46.02748076121013,43.456074548146084,22.44872369136907,46.50677319230705,27.489731229584795
1973-04-01,36.98504649809677,45.9294335047404,42.67873915414962,22.406267272639397,47.84265715500404,28.470900963092674
1973-05-01,38.15027223016224,45.83904266357422,42.69786410861545,23.04057590852534,52.264118194580085,30.999999210752293
1973-06-01,39.38933462992201,44.860262870788574,41.11222161187066,23.548348906076498,59.1531227374899,35.63389613710601
1973-07-01,40.217520720767276,44.656008084615074,40.46150389171782,24.47096732667255,66.03978913405847,39.725685119628906
1973-08-01,40.514565906385435,43.83731524149577,38.50651695614769,25.033197548183693,73.56593691069504,42.487835061961206
1973-09-01,40.561152548685556,43.41796398162842,38.01659478081597,25.114761391266953,72.94361509125808,41.8704000012628
1973-10-01,40.109901706667706,43.55480988820394,38.17312755281963,24.77571322833221,66.29314422607422,38.22805141580516
1973-11-01,39.14587341085837,43.413244883219406,37.815233260866194,24.19281393138285,58.61381662303004,34.92623033194707
1973-12-01,37.28939251308023,42.394329706827804,37.533750988188245,23.191422980448923,52.110625957620556,32.01499807423559
1974-01-01,36.59557982952925,42.473794619242355,37.541519649445064,22.701230509027006,49.2030012196508,29.096856610528356
1974-02-01,36.24177640371949,43.27864011128744,39.14640214708116,22.396491384748277,47.90435330621128,28.146326130834122
1974-03-01,36.51124856767863,43.74991099039714,40.342103867303756,22.42843995844652,46.80040622579641,27.99104164386618
1974-04-01,37.20563624027001,45.05075613657634,41.71499827551463,22.682828951608105,47.01326962175041,28.46173253552667
1974-05-01,38.380604764840896,45.24154345194499,41.94926307314918,23.023073806375418,52.052856313771215,30.81306260207604
1974-06-01,39.28916541329265,45.290727615356445,41.905109466068325,23.516187328977633,60.441247348127696,34.76380973026671
1974-07-01,39.8242616305386,44.786883989969894,40.7295893109034,24.36908295917027,67.62918932684538,39.456476014235925
1974-08-01,40.5939881819008,44.672724405924484,40.628018454899866,25.09807063843393,73.09845891492121,42.44456455625337
1974-09-01,40.630112251226045,44.39315478006999,40.18834431966146,25.535450853067,74.54580109694909,40.610852734795934
1974-10-01,39.94734548304203,43.99655342102051,39.028531029110866,24.942449385744666,70.49852568527749,37.613868713378906
1974-11-01,38.816621877851276,43.39529355367025,38.99232168046255,24.187832556400203,59.85490864720838,33.53543445981782
1974-12-01,37.541836369646724,42.98713843027751,38.597730606321306,23.24926986307057,53.7922135714827,30.795350568047887
1975-01-01,36.613753938326866,43.12782446543376,39.58851950509207,22.29594990686717,50.396100405989024,28.47041754887022
1975-02-01,36.31848662439054,43.73517354329427,40.94302162291512,22.037008450115998,47.78188836985621,27.573251724243168
1975-03-01,36.346530218194,44.283746083577476,41.699264163062686,21.981773763743753,47.51021286536908,27.89705539571828
1975-04-01,37.23194512137531,45.03237406412761,42.28731791178385,22.093620881211333,50.92363028690733,29.33079949740706
1975-05-01,38.15021514892578,44.81436729431152,41.02807120671348,22.392840312822216,54.817170110242124,31.59034663233264
1975-06-01,39.29551256834155,44.51096693674724,40.6993896242172,23.084199973169316,62.80805653539198,34.66293071878368
1975-07-01,39.87961650764855,44.167073567708336,40.17089359343998,23.903612436981977,72.19288266938308,38.9330765296673
1975-08-01,40.288082874604385,43.90801588694255,39.1604499211387,24.65163293828819,76.53888176227439,42.340594324572336
1975-09-01,40.13365446215998,43.40580622355144,37.95182061573816,24.64060613951707,75.86080616918105,40.92414461333176
1975-10-01,39.70323966367401,43.41062227884929,37.482588631766184,24.440788617593988,69.8324335032496,38.75823185361665
1975-11-01,38.642528283335,42.91882356007894,37.99367026677207,23.680990964628112,60.87518231622104,35.29083975430193
1975-12-01,37.32847227667369,42.44758288065593,37.63895488920666,22.84777491225809,55.91109703327048,31.561345067517514
1976-01-01,36.17193263812656,42.141269048055015,37.66315399654328,22.358364744234812,51.736861261828196,28.50586134811928
1976-02-01,35.61500075959811,42.997123400370285,39.38466632176959,22.162133425020325,50.44543167640423,27.384695513495085
1976-03-01,36.04687739462748,43.96332105000814,40.71234445723276,22.115363687428122,49.565844700254246,27.46573152213261
1976-04-01,36.72683465219762,45.1135524113973,42.01513320680648,22.098678743778752,50.3847911440093,29.301913031216326
1976-05-01,37.93248921415231,45.69023132324219,42.77533273848276,22.60251021022119,52.720605915990376,31.30883183972589
1976-06-01,39.052146020596915,45.88683605194092,43.116733006068635,23.47587643541055,62.53474663043845,35.207557678222656
1976-07-01,39.67220278551979,45.49246946970622,42.510147700234064,24.430706779363796,68.52587995858029,39.87239640334557
1976-08-01,40.27294660136647,45.172955195109054,41.68444436693948,25.22073348766656,72.51283711400526,41.93720653139312
1976-09-01,40.64250584066349,45.55141607920329,41.872481694297186,25.46775256316674,72.6572036743164,42.031636731377965
1976-10-01,39.95038749527757,45.28331756591797,41.077786400204616,25.554336509123672,65.31114907100283,37.70472756747542
1976-11-01,38.6508510060554,44.960624376932785,41.14939977252294,24.860665761879858,58.487911882071664,33.166319748450974
1976-12-01,37.41648318993784,44.72938219706218,41.00517696804471,23.841633288388326,54.588580953663794,29.959428721460807
1977-01-01,36.289319504786576,44.68006451924642,41.53302207825676,23.11406789092243,50.43111011899751,26.915711370007745
1977-02-01,36.03424434244197,44.748549461364746,41.87292976984902,22.852175368875418,47.47287487161571,25.80757469966494
1977-03-01,36.403218847121636,45.029238065083824,42.10073682996962,22.565568643172984,44.908191417825634,26.19539787029398
1977-04-01,36.88687512474338,45.46710332234701,42.095011756533665,22.670578351480707,46.925071190143456,27.63628466375943
1977-05-01,38.03335732787195,45.626959800720215,42.24773891388424,23.225171432882398,51.87617005973027,30.747541888006804
1977-06-01,39.349117418275256,45.425526301066085,41.9531746516152,23.98300751816803,58.82639391668912,33.87625135224441
1977-07-01,40.0456797467531,45.34649213155111,41.28508492121621,24.768256172916008,70.01426302153489,39.08894308682146
1977-08-01,40.5906997457908,44.55646514892578,40.03690689329117,25.57080844937242,75.55885972647832,40.64459965146821
1977-09-01,40.97818388556041,44.91355101267497,40.53932371593657,25.835783711544753,75.87895228944976,41.15706476671943
1977-10-01,40.272016594879815,45.047251383463546,40.64215705508278,25.644554099455704,68.96842430377829,38.20642274001549
1977-11-01,39.21184400572394,44.857732454935714,41.276229373992436,24.59784764323743,58.81141136432517,33.61999906342605
1977-12-01,37.81619524433665,44.61615721384685,40.68749745686849,23.9491148043405,54.205368305074764,29.869819509571997
1978-01-01,36.379449384926005,44.8147455851237,41.49340372236948,23.454612886845158,46.39834042253166,27.19355451649633
