,abs_vo500_cluster1,abs_vo500_cluster2,abs_vo500_cluster3,abs_vo500_cluster4,abs_vo500_cluster5,abs_vo500_cluster6
1965-01-01,0.00018741266103461385,2.6375984724594832e-05,4.180805795828984e-05,8.351246309978181e-05,0.00020870908580642816,0.00023710706859434905
1965-02-01,0.0001458462485551046,2.583023034057527e-05,3.958141767806566e-05,9.446618578019269e-05,0.00022215240783730728,0.00022561982500759003
1965-03-01,0.00018146355824473384,2.4660153030708898e-05,3.467170691188457e-05,9.212719140288588e-05,0.00022926000787669586,0.0002536466988538833
1965-04-01,0.00016372965686829187,2.520302638879025e-05,3.653779539647052e-05,9.42870787129681e-05,0.00023712677324915098,0.00020599980320854994
1965-05-01,0.00015896966942818835,2.5834049930507933e-05,3.749312457614089e-05,9.649042333352774e-05,0.00020395719831059172,0.00020010689025328152
1965-06-01,0.00013905829781344018,2.5947805124239573e-05,3.870649449193589e-05,9.142550797233443e-05,0.000211721109937773,0.00020706523317034895
1965-07-01,0.00014252687273815705,2.5012517613228013e-05,4.3008417175833584e-05,9.706796073728721e-05,0.00023480487369751144,0.0002086675330677903
1965-08-01,0.00014326581619500826,2.6526339740795965e-05,4.240552066887616e-05,8.820749247785318e-05,0.0002522600981238712,0.00020598931051178
1965-09-01,0.0001692844867088402,2.5800351424918575e-05,4.100611129464955e-05,9.451333894641279e-05,0.00022815474949311465,0.00018470640689453207
1965-10-01,0.0001444106321566953,2.4458633325144846e-05,4.273019695360136e-05,8.740897542200841e-05,0.00020955214697298492,0.00022772728698328137
1965-11-01,0.0001491049820637832,2.601089628241644e-05,3.6354689492924125e-05,9.297502511992316e-05,0.0002625253020798684,0.00022613733706652726
1965-12-01,0.00014882315064404302,2.5490536659796092e-05,3.866473275448483e-05,9.487389847477475e-05,0.0002310897697397094,0.00021725772009966406
1966-01-01,0.0001746582851270572,2.302831497137406e-05,4.207877340099246e-05,8.097069550069246e-05,0.0002138750763454785,0.0002461283369676063
1966-02-01,0.0001605565837682941,2.1124843439643373e-05,4.1146888909268244e-05,9.935182871148837e-05,0.0002445910164775948,0.0002389915033219088
1966-03-01,0.0001715919587205952,2.3891607126435838e-05,4.106288577728774e-05,8.296871204617094e-05,0.00022295371309155598,0.00023824761324488608
1966-04-01,0.00016577231200734296,2.5165161548413173e-05,4.027923617744077e-05,8.680141091286768e-05,0.00025594003495320474,0.00023067898980930055
1966-05-01,0.000152846951095853,2.501784564041764e-05,3.871157404881009e-05,9.790688140624711e-05,0.00022971970692095865,0.00020703494220996569
1966-06-01,0.00013824074602990339,2.6713925901184424e-05,4.1463373948717606e-05,8.771893121637262e-05,0.00020113299494065967,0.00021087615000157567
1966-07-01,0.00014279963719533183,2.496447060550537e-05,4.300796069059473e-05,9.513278200756758e-05,0.00024132750695571303,0.00020661314728816872
1966-08-01,0.000141257679877946,2.6057955653724793e-05,4.216530573925828e-05,9.032607494825214e-05,0.00022271522336975776,0.00021752005666616912
1966-09-01,0.00014607741412384293,2.6123129727457584e-05,4.058868740499909e-05,9.060146443185988e-05,0.00021024409054209376,0.00023369297866194852
1966-10-01,0.00015314022815660932,2.7339367347216282e-05,4.0233854709006254e-05,8.982892033986211e-05,0.0001960184615907363,0.00021305173791724404
1966-11-01,0.00015927248918720018,2.6819658114042875e-05,3.5624201596283744e-05,9.059412784126559e-05,0.00023911725293146446,0.00023405744669664847
1966-12-01,0.00016519899453179768,2.631009629458046e-05,3.889751444762768e-05,7.592242940463069e-05,0.00022442426496935595,0.00023270245276906185
1967-01-01,0.00015558455813264186,2.6358977245625375e-05,4.004046079835403e-05,7.583346979861909e-05,0.0002190374895387019,0.00023131230447784459
1967-02-01,0.00015962317635197766,2.67589401326266e-05,3.712820373015822e-05,8.42823283164762e-05,0.00019483355168227313,0.00024732230246483694
