,vo500_cluster1,vo500_cluster2,vo500_cluster3,vo500_cluster4,vo500_cluster5,vo500_cluster6
1965-01-01,2.2162552900576535e-05,-2.0892334860727254e-06,-4.01175346813694e-06,-1.0823237062140834e-05,-3.2007874829610555e-05,1.0941142279893698e-05
1965-02-01,-1.9403884065328523e-05,-2.6349868987174114e-06,-6.23838404515331e-06,1.3048488619571083e-07,-1.856451363993175e-05,-5.460404993659483e-07
1965-03-01,1.6213409883046272e-05,-3.8050579126354907e-06,-1.1148093652742422e-05,-2.208506002992208e-06,-1.145690096867232e-05,2.7480808440534593e-05
1965-04-01,-1.5205040645364184e-06,-3.262188008331485e-06,-9.282002561324525e-06,-4.862627203251715e-08,-3.590146333307429e-06,-2.0166044123470783e-05
1965-05-01,-6.280466253044254e-06,-2.6311658517224253e-06,-8.326674250598143e-06,2.1547074535385145e-06,-3.675971937708608e-05,-2.6058976225996095e-05
1965-06-01,-2.619182256379505e-05,-2.517409021044231e-06,-7.113308245051062e-06,-2.9101959360862866e-06,-2.899579764440811e-05,-1.9100633308928655e-05
1965-07-01,-2.2723251137134725e-05,-3.4526943014912554e-06,-2.8113929471772186e-06,2.732250843082235e-06,-5.91205472725657e-06,-1.7498320247748205e-05
1965-08-01,-2.198429368805731e-05,-1.9388712385252687e-06,-3.414289743782638e-06,-6.128205961541618e-06,1.154316401476131e-05,-2.017659426201135e-05
1965-09-01,4.034369829661535e-06,-2.664863462387708e-06,-4.813693904345351e-06,1.776276741855492e-07,-1.2562159352253528e-05,-4.145946915837397e-05
1965-10-01,-2.083950046373782e-05,-4.00657813986383e-06,-3.089613024585444e-06,-6.926729046233848e-06,-3.11647681883187e-05,1.5613795169070056e-06
1965-11-01,-1.614516454887612e-05,-2.4543139054141554e-06,-9.465115706070777e-06,-1.3606928270994765e-06,2.1808359128448905e-05,-2.8559077909568787e-08
1965-12-01,-1.6426971482220462e-05,-2.9746792978214007e-06,-7.155073313454053e-06,5.381754032317655e-07,-9.62715489549737e-06,-8.908129625763794e-06
1966-01-01,9.408147259539244e-06,-5.436898382419102e-06,-3.7410452666341705e-06,-1.3365008450791443e-05,-2.6841811025709227e-05,1.9962425013593594e-05
1966-02-01,-4.693558909051577e-06,-7.340368690936976e-06,-4.672912524302733e-06,5.016119420168142e-06,3.874091842388023e-06,1.2825588974488997e-05
1966-03-01,6.341825225647951e-06,-4.573609249412503e-06,-4.756932021394909e-06,-1.1367004307513442e-05,-1.776318817468968e-05,1.2081755142533343e-05
1966-04-01,5.221832129091825e-07,-3.3000488552785053e-06,-5.540574959338016e-06,-7.534291832846726e-06,1.5223129897397788e-05,4.513115850625725e-06
1966-05-01,-1.2403192893263902e-05,-3.4473689725651822e-06,-7.108233757016759e-06,3.571162124265384e-06,-1.0997190555725765e-05,-1.9130924269311916e-05
1966-06-01,-2.7009414574982096e-05,-1.7512870568634177e-06,-4.35643204680928e-06,-6.616775254308253e-06,-3.9583902536024754e-05,-1.5289777509583235e-05
1966-07-01,-2.2450507668299204e-05,-3.500745050806023e-06,-2.81185891838788e-06,7.970680869537758e-07,6.106133475390784e-07,-1.95527479119942e-05
1966-08-01,-2.3992447495402303e-05,-2.407257160415657e-06,-3.6545089457084343e-06,-4.00962865872619e-06,-1.800170316022963e-05,-8.645811608163823e-06
1966-09-01,-1.9172728990759843e-05,-2.342085910865385e-06,-5.231117142287823e-06,-3.7342448917577325e-06,-3.0472819566461516e-05,7.5270996172835825e-06
1966-10-01,-1.2109898342224858e-05,-1.1258500359837877e-06,-5.585949186572677e-06,-4.506777238268775e-06,-4.469847125518653e-05,-1.3114157282918887e-05
