,zgu850_cluster1,zgu850_cluster2,zgu850_cluster3,zgu850_cluster4,zgu850_cluster5,zgu850_cluster6
1965-01-01,-0.10917053,-0.018249512,-0.07234573,0.030633163,-0.43994218,-0.31969148
1965-02-01,0.036499023,0.07299729,0.03747673,0.0042362213,0.15577202,-0.5380331
1965-03-01,0.31936568,-0.05931015,-0.1072155,0.082774356,-0.22420768,-0.29199123
1965-04-01,-0.008798599,0.17043686,0.02867775,0.07299767,0.08570747,-0.22388153
1965-05-01,0.5315155,-0.17858353,0.09222527,-0.044646073,-0.06550255,-0.13915214
1965-06-01,0.38617134,-0.13621978,-0.17499924,0.054096602,-0.027700042,-0.17565098
1965-07-01,0.40344352,0.04497223,0.042364884,-0.019552995,0.19455223,-0.068761066
1965-08-01,0.28775483,-0.0055404664,-0.014339065,0.01173172,0.053444672,-0.3333786
1965-09-01,0.38193512,-0.1528389,0.14045563,-0.02281189,-0.08701058,-0.19520378
1965-10-01,-0.08570747,-0.10949669,0.26363945,0.0016296387,-0.3196911,0.23952408
1965-11-01,-0.22974738,0.07593079,-0.14632149,0.09222488,0.35130197,0.013035583
1965-12-01,0.11047439,-0.038454056,-0.12416153,0.03324013,0.054096602,-0.1808651
1966-01-01,-0.07614937,-0.17625885,-0.08501129,0.003938675,-0.26619452,-0.24157715
1966-02-01,0.15164223,-0.06597366,0.21105194,0.10700302,0.060394287,-0.34595412
1966-03-01,0.043326188,-0.12374268,0.0341362,0.08533974,-0.38140297,-0.17067948
1966-04-01,0.059081268,-0.03282242,-0.052188493,0.0068927766,-0.033807755,-0.30919266
1966-05-01,0.40470773,-0.3006584,-0.02494545,-0.0059082033,-0.08402672,0.0091903685
1966-06-01,0.1631302,-0.35842744,-0.16378632,-0.0052516935,-0.11258278,-0.30394077
1966-07-01,0.5819519,-0.07417984,-0.03347931,-0.026586533,0.2583168,-0.25634727
1966-08-01,0.4949711,0.02658615,0.01411438,0.0055797575,0.09354553,-0.05842476
1966-09-01,0.27440032,-0.01017456,0.059081268,0.04004402,-0.2448597,0.10306434
1966-10-01,0.2849037,-0.17002335,-0.24124908,0.025930023,-0.13194847,-0.079431534
1966-11-01,0.14573403,-0.20415917,-0.14639053,0.052516557,0.23402786,0.07188263
1966-12-01,-0.20579986,-0.15459672,-0.1637867,-0.033151247,0.04923439,-0.35481662
1967-01-01,-0.040164948,0.028083038,-0.07249298,0.08588104,-0.0519207,-0.05518608
1967-02-01,0.2011509,-0.08849411,-0.10808601,0.08490143,-0.18515053,-0.2860527
1967-03-01,0.14139366,-0.003918457,0.10416756,0.016000748,0.09012642,-0.35985145
1967-04-01,0.41764984,0.102207944,0.0414711,0.029715348,0.478714,-0.39871025
1967-05-01,0.31478843,-0.02449112,-0.033960722,0.06041069,-0.20996818,0.16784362
1967-06-01,0.4976532,-0.24784699,0.075431824,-0.009469604,-0.35430032,-0.22172356
1967-07-01,0.4130783,0.102861784,-0.20115128,0.02612381,0.0519207,0.005878067
1967-08-01,0.33829993,0.056819152,-0.091105655,0.008489991,-0.13747482,0.03494034
1967-09-01,0.23576507,-0.13420944,0.11722908,0.023838043,0.0052246093,0.23707084
1967-10-01,-0.06824799,-0.037552644,0.04538994,0.040818024,-0.30172652,-0.07183953
1967-11-01,0.17078248,-0.12212753,-0.13486251,0.07510529,0.33732033,-0.26711312
1967-12-01,0.31642112,0.03330765,-0.010122681,0.0068572997,-0.06073723,-0.10384102
1968-01-01,0.022610093,-0.1232605,0.009117126,0.058348466,-0.25454444,-0.03318558
1968-02-01,-0.34899598,-0.34389037,-0.04339676,0.12471962,-0.46459883,-0.020421982
1968-03-01,0.017139817,-0.07548752,-0.050325014,0.06017189,-0.21661797,0.15389366
1968-04-01,0.5327927,0.2326645,-0.23849869,0.0018234253,0.09044037,0.07694702
1968-05-01,0.0929924,-0.14623566,0.016775513,0.06782989,-0.39421615,0.2428749
1968-06-01,0.525864,-0.1549881,-0.18379745,0.042302705,-0.20239563,0.08205223
1968-07-01,0.44964677,0.041208647,0.09153442,0.026985932,-0.21114807,0.109767534
1968-08-01,0.107579805,0.0040115356,-0.16045837,0.011304855,0.30851668,-0.23412247
1968-09-01,0.105391696,-0.21734771,-0.043032072,0.03209152,0.02552719,0.2479805
1968-10-01,0.15389366,-0.36686477,0.27022552,0.03318558,-0.19874878,0.022245407
1968-11-01,-0.09882736,-0.05506592,0.09882774,-0.015681077,-0.39749795,0.16374016
1968-12-01,-0.1783268,-0.012763977,-0.05214882,0.06637154,-0.28627166,0.13967133
1969-01-01,0.0991867,-0.11477814,0.4239483,0.13965721,-0.037817,-0.2769924
1969-02-01,0.11146049,-0.077292636,-0.2225891,0.16320992,0.3168003,0.019903565
1969-03-01,0.10946999,-0.04843216,0.044451524,0.031513978,0.045778655,-0.18145522
1969-04-01,0.11046562,-0.13468094,-0.054734804,0.051086046,0.018576812,0.033835985
1969-05-01,0.07397537,-0.16818543,0.17415695,-0.017581558,-0.19771004,0.017913437
1969-06-01,0.30983353,-0.35826644,-0.0056396485,0.043124773,-0.3453289,-0.026206588
1969-07-01,0.5350769,-0.01758194,0.06037445,0.041797638,0.07297973,-0.37584764
1969-08-01,0.26571387,-0.16221467,-0.19041213,0.026869964,0.053739928,-0.20533943
1969-09-01,0.110133365,0.049427796,0.09653244,0.040470503,-0.07132149,-0.19605103
1969-10-01,0.04146614,-0.104162976,-0.10482597,-0.014596176,-0.19538765,0.00862484
1969-11-01,-0.12771492,-0.04677353,-0.08558579,0.0066345213,-0.22325286,0.26106986
1969-12-01,-0.35362205,-0.107811734,0.0006637573,0.020235443,-0.3406845,-0.08558579
1970-01-01,-0.28786698,-0.26257476,0.09018745,0.09551201,-0.27455482,-0.19767952
1970-02-01,-0.35875168,-0.117808536,-0.061566927,0.06922112,-0.19035797,-0.27122688
1970-03-01,0.09584465,-0.18436737,-0.1740509,-0.008652878,-0.22496872,-0.29851627
1970-04-01,0.4056755,0.1800415,-0.11315002,-0.03793869,-0.0063228607,-0.07155075
1970-05-01,0.51583064,-0.031948853,-0.12146988,-0.03627472,-0.12080383,0.06855545
1970-06-01,0.4126644,0.011980439,-0.12712708,-0.011314774,0.0019966126,-0.2735569
1970-07-01,0.39569205,-0.13578033,-0.027288819,-0.005324936,0.12280083,-0.11181869
1970-08-01,0.5068451,-0.11980591,-0.038604736,-0.02296257,0.0019966126,-0.14210281
1970-09-01,0.13977356,-0.047921754,-0.10682678,-0.030949783,-0.17072296,0.0049919127
1970-10-01,-0.16606407,-0.07288208,0.061899565,-0.035276033,0.1401062,-0.05757332
1970-11-01,-0.30151138,-0.015641022,0.14975739,0.06988678,-0.04126663,0.06655884
1970-12-01,0.11414833,0.021964263,-0.2945221,0.105162814,0.19102363,-0.016972352
1971-01-01,-0.019270707,-0.09472046,0.106478885,0.12248306,-0.1064785,-0.06793747
1971-02-01,0.19270667,-0.10353927,-0.29232636,0.0535656,-0.5088768,0.0029396056
1971-03-01,0.04082756,0.064344786,0.03494835,0.07838936,-0.2668499,0.031682204
1971-04-01,0.17343636,-0.18911438,0.064344026,0.042461015,0.11366425,-0.052912522
1971-05-01,0.27207604,-0.033641815,-0.11758347,0.024823379,-0.13489456,0.04082794
1971-06-01,0.16429062,0.041481018,-0.04932022,-0.06761055,0.15514526,-0.12476959
1971-07-01,0.09014778,-0.0117584225,-0.11235771,-0.02449646,0.05356598,0.025149917
1971-08-01,-0.14567299,-0.16233139,-0.08492203,-0.055852126,0.27860832,-0.21883659
1971-09-01,0.14567336,-0.048013307,-0.13489456,0.026456451,0.163311,-0.010778809
1971-10-01,0.25803107,-0.22340927,-0.036581803,0.02253685,-0.10713196,0.108111955
1971-11-01,0.11105118,-0.15187874,-0.019597244,0.052259445,-0.029069137,-0.096026614
1971-12-01,0.26946297,0.09145431,-0.15122566,0.06891747,0.3243355,-0.30016556
1972-01-01,0.067425534,0.08062363,-0.010615921,0.06713867,-0.32765922,-0.31360054
1972-02-01,-0.2631027,-0.08951797,-0.062260818,0.041028976,-0.072877124,-0.19223443
1972-03-01,-0.26224214,-0.1084549,0.10558548,0.045619965,-0.5916233,0.09123955
1972-04-01,0.057383347,-0.0088943485,-0.21432686,0.0060253143,0.23957558,0.17846222
1972-05-01,0.1592392,-0.31876487,0.012911225,-0.060539626,-0.2757271,0.12939969
1972-06-01,0.26338997,-0.23900223,0.06914711,-0.030126572,-0.107307054,-0.05279274
1972-07-01,0.2593731,0.15149231,-0.026970292,-0.018075943,0.08177147,-0.19682503
1972-08-01,0.0051643373,0.026109314,0.074885175,-0.011476899,0.20428467,-0.21891785
1972-09-01,0.14833641,-0.14288445,-0.17674065,0.016641235,-0.0814846,-0.010041809
1972-10-01,0.42750663,-0.27658805,0.20887566,0.035577394,-0.16182137,0.07144203
1972-11-01,0.14948387,0.007460022,0.06914711,0.032995604,-0.11419334,-0.035577774
1972-12-01,-0.100421146,0.0031562806,0.343153,0.041889954,-0.47283974,-0.114479825
1973-01-01,-0.22904015,-0.08792038,0.1315628,0.031536866,-0.18157578,0.033129692
1973-02-01,-0.2666298,-0.14780883,-0.049057387,0.12391777,-0.06657791,-0.06339226
1973-03-01,0.4093418,0.004460144,-0.2175724,0.04650917,0.1882656,-0.37812385
1973-04-01,0.29211426,-0.02771454,-0.08441696,0.019750595,-0.22203216,-0.10098152
1973-05-01,0.050013352,-0.0764534,0.052561186,0.068489075,-0.053516768,0.044916153
1973-06-01,0.3615589,-0.012104797,-0.05925102,-0.04300461,-0.06976318,-0.22521782
1973-07-01,0.27140808,0.035359956,0.1315628,-0.007645416,0.0025485992,-0.0066898344
1973-08-01,0.3529583,-0.16246262,0.018157577,-0.049375914,0.20132637,-0.12933274
1973-09-01,0.17616042,-0.040456392,0.06466675,-0.018157577,-0.1548172,-0.11340523
1973-10-01,0.002866745,-0.32938498,0.16692238,0.005096817,-0.026440049,0.12264328
1973-11-01,-0.0082824705,0.01783905,-0.21725388,0.058932494,0.301989,0.01783905
1973-12-01,-0.2828762,-0.15035781,0.32046548,0.003822708,-0.39691848,-0.1277403
1974-01-01,0.11505051,0.029584503,-0.2718479,0.13181457,-0.2797367,-0.23667526
1974-02-01,0.038788605,-0.09006806,-0.33857688,0.059168626,-0.065085985,-0.023339082
1974-03-01,-0.21037789,-0.063771054,-0.03747368,0.11143456,-0.06640053,-0.3020895
1974-04-01,0.12556915,-0.034843445,-0.05423813,0.025968552,-0.06475677,-0.1883541
1974-05-01,0.13904648,-0.16172867,-0.016436005,-0.051937103,-0.16139945,-0.12129631
1974-06-01,0.4720356,-0.15186615,-0.08743858,-0.026296997,0.0733036,0.035829924
1974-07-01,0.12293968,0.03911667,-0.011505127,-0.04733505,0.110119626,-0.18966904
1974-08-01,0.111105725,0.0144638065,-0.084479906,-0.0013149262,-0.09795723,0.14364854
1974-09-01,0.15022278,-0.25968474,0.07396126,-0.002958679,-0.31885415,-0.03878822
1974-10-01,0.45231247,-0.10190201,-0.00361557,0.03648758,0.0009860992,-0.11176338
1974-11-01,-0.2928852,-0.1078186,0.05062256,-0.0016433715,0.1525238,0.064099506
1974-12-01,0.14069024,0.08217926,-0.26132852,0.0039447783,-0.29617232,-0.24029103
1975-01-01,0.121926114,0.18938065,-0.052887343,0.08899002,-0.30338973,-0.34075928
1975-02-01,-0.11115837,0.06777191,-0.08423958,0.08455658,-0.00063323975,-0.21123275
1975-03-01,0.26095313,0.14219436,-0.046236802,0.077589415,0.079489514,-0.17386322
1975-04-01,0.4997383,0.17703018,0.090573505,0.050987244,0.10387459,-0.17291299
1975-05-01,0.0886734,-0.08772354,-0.09279022,-0.039586257,-0.2736206,0.18273048
1975-06-01,0.68531877,-0.028819274,-0.20553283,-0.029768754,-0.14852753,-0.105141446
1975-07-01,0.16087914,-0.004750824,-0.13015977,-0.01963501,0.04782028,-0.26222
1975-08-01,0.4899208,-0.04338684,-0.15169449,0.025968933,0.07283859,-0.15771218
1975-09-01,0.15581207,-0.19539872,0.0870903,0.06967201,0.0829731,0.3179577
1975-10-01,0.053837202,-0.079172514,-0.06967163,0.0,0.14599457,-0.07220535
1975-11-01,-0.02216835,0.06175537,0.07410584,0.030718993,-0.07188873,-0.2042656
1975-12-01,0.11179199,0.03958664,-0.0405365,0.007917404,-0.42088205,-0.19603157
1976-01-01,-0.092173,0.042385865,0.007400894,0.044741057,-0.335725,-0.12816735
1976-02-01,0.23716012,0.028593445,-0.025902558,0.09654579,0.008073807,-0.17324486
1976-03-01,0.26474458,0.09452744,0.16550751,0.08477211,-0.25061607,-0.3337063
1976-04-01,0.18064538,-0.17660828,0.042722322,0.07535324,0.14263229,-0.020856475
1976-05-01,0.2348053,-0.018165588,-0.095200345,0.0188385,-0.17694512,-0.06256981
1976-06-01,0.48878556,-0.12278519,-0.16718979,-0.071316145,0.07266159,-0.29333878
1976-07-01,0.09183655,0.17829132,0.014465332,-0.07232513,0.026911926,-0.11168404
1976-08-01,0.3326973,0.011437988,0.025902558,-0.041376878,0.23110542,-0.185355
1976-09-01,0.17223549,0.05516968,0.07299805,0.03263054,-0.19208297,0.10293732
1976-10-01,0.09318199,-0.05819702,0.16651611,-0.005382538,-0.25263482,-0.12648544
1976-11-01,-0.17425385,0.0037002563,0.17560005,0.039022066,-0.43227082,0.024557114
1976-12-01,-0.030948639,0.03263092,-0.18905525,-0.017829131,-0.28761977,-0.07636223
1977-01-01,0.19920807,0.00070800784,-0.16983986,0.053782273,-0.75720215,-0.3099575
1977-02-01,-0.035383224,-0.0017692565,-0.17868538,-0.015568542,-0.48510474,-0.073243715
1977-03-01,0.46776694,0.22256088,-0.03998337,0.0173378,-0.023706818,-0.14365616
1977-04-01,0.12065697,-0.05661316,0.18717805,-0.02193756,0.045290757,-0.14542504
1977-05-01,0.35949403,-0.36055604,0.096242525,0.0063690185,0.14719467,-0.18576202
1977-06-01,0.3354332,0.036444854,0.0137992855,-0.0038921356,-0.35560188,-0.07430496
1977-07-01,0.56684,0.12914887,-0.016983796,-0.015922546,-0.027952576,-0.10048866
1977-08-01,0.1043808,-0.05059738,0.08527374,0.031137085,-0.058382414,-0.12561035
1977-09-01,0.28801996,-0.0010620117,-0.16488571,0.029014206,0.0113220215,0.024414444
1977-10-01,0.17833176,-0.13976364,0.109687805,0.048475266,-0.26608238,0.06298218
1977-11-01,-0.09376526,0.023353577,0.19425431,0.047060013,-0.45042914,0.17939338
1977-12-01,-0.23352966,-0.08987351,-0.11888771,0.081381604,-0.25971335,-0.05024414
1978-01-01,-0.22377014,-0.10304336,-0.04591026,0.112565614,-0.29450607,-0.0710762
1978-02-01,-0.24995613,-0.11528625,-0.08263855,0.163237,-0.60635644,0.021764755
1978-03-01,-0.014283371,-0.10950394,-0.09454155,0.14147186,-0.0030605316,-0.05645256
1978-04-01,0.20982704,-0.1652771,0.117666245,0.035028078,0.13024941,-0.27750245
1978-05-01,0.35367927,-0.06767502,0.1462326,-0.05407219,-0.26525918,-0.16153602
1978-06-01,0.24077415,0.026526641,0.004761505,-0.0040809633,0.104063414,-0.36796266
1978-07-01,0.42339477,0.025165558,-0.17513962,-0.019044494,0.030266572,0.060533524
1978-08-01,0.22104988,-0.006801605,-0.018704224,-0.030266952,0.027545929,-0.26049882
1978-09-01,0.11732636,0.048970796,0.0105430605,0.0,0.009862137,-0.02924652
1978-10-01,0.30062753,-0.1095047,0.21696854,0.062234115,-0.28804436,-0.2152687
1978-11-01,0.37102318,-0.08127823,0.119026944,0.07617722,-0.08739968,-0.2207096
1978-12-01,0.19962463,-0.04250946,0.10440369,0.05781288,-0.10236321,-0.09692192
1979-01-01,0.11298027,0.010405731,-0.17779502,0.059760667,0.041326903,-0.19890442
1979-02-01,0.053516768,0.09395218,0.16174011,0.14836045,0.15876655,-0.25777283
1979-03-01,0.13052177,0.0056495667,-0.12368355,0.13557586,-0.08681641,-0.2993973
1979-04-01,0.03894844,-0.039245605,0.20514831,0.047570802,0.1745243,-0.4569748
1979-05-01,0.52773553,-0.10108719,0.11654778,-0.015460586,-0.19533654,-0.039245605
1979-06-01,0.19503936,-0.2530159,-0.06511231,-0.021704102,-0.059760284,-0.20039101
1979-07-01,0.47748947,-0.13319702,0.07403183,-0.012784576,-0.05827408,-0.1920658
1979-08-01,0.22447357,0.09276275,-0.03984032,-0.026758576,-0.21823005,0.19593124
1979-09-01,-0.009217071,-0.5779823,0.09811439,0.024082566,0.15400963,-0.072545245
1979-10-01,0.19117431,-0.112385176,0.1323059,0.031217957,-0.18195724,-0.09989834
1979-11-01,0.019919967,-0.13260269,0.21585159,0.014568711,-0.040435027,0.19028206
1979-12-01,-0.26371917,-0.022299195,0.08651886,0.028542329,-0.2446907,0.07195053
1980-01-01,-0.18907699,-0.028024292,0.094538115,0.07090378,-0.23938484,-0.074617766
1980-02-01,-0.36903724,-0.09386368,0.089473724,0.10196648,-0.16983147,-0.06280021
1980-03-01,0.4115799,0.09183731,-0.14349595,0.016881943,-0.020258332,-0.37815362
1980-04-01,0.0317379,-0.022621918,0.021946717,0.06854019,-0.14889793,0.16071549
1980-05-01,0.2539032,-0.15227433,0.13100281,0.025998306,-0.12256241,-0.12593842
1980-06-01,0.45108336,0.008778381,-0.05604782,0.010129166,0.26572037,-0.22891808
1980-07-01,0.4490574,-0.00337677,-0.10736847,0.025322724,0.02802353,-0.30556184
1980-08-01,0.42879945,-0.08238296,-0.13708115,0.034776688,-0.0081039425,-0.40145072
1980-09-01,0.10365448,-0.048619844,-0.10129128,0.08677292,0.1583519,-0.1637539
1980-10-01,0.040179063,-0.055034637,0.08609696,-0.012492371,-0.15024872,0.017219543
1980-11-01,-0.069553375,-0.11547241,-0.074280165,0.0020259856,-0.17354545,0.046256255
1980-12-01,-0.21980171,-0.14147034,0.10162888,0.02295952,-0.5469719,-0.17185727
1981-01-01,-0.3288784,-0.3204361,-0.19417076,-0.008442307,-0.41440162,-0.1347084
1981-02-01,-0.07928352,0.008074951,-0.1361763,0.09653473,-0.19563866,-0.3226387
1981-03-01,0.07708092,-0.14939041,0.10791397,0.03230057,0.13287278,-0.12736702
1981-04-01,0.27785835,0.04991913,0.33842164,0.07634697,-0.17912102,-0.070840836
1981-05-01,0.27932662,-0.18536147,-0.10864792,0.016884232,-0.22610398,0.188665
1981-06-01,0.49074858,-0.084422305,-0.11305161,0.088092424,-0.31089324,-0.008075332
1981-07-01,0.44817084,-0.057627104,0.0466156,-0.023124313,-0.053956605,-0.30134964
1981-08-01,0.30465278,-0.25363237,-0.14058152,0.02642784,-0.11341858,0.119659044
1981-09-01,0.2796936,0.0069740294,0.07818222,-0.011378479,-0.14094849,0.015415954
1981-10-01,0.09286423,-0.0946991,-0.15562972,0.009910202,-0.05542488,0.1361763
1981-11-01,-0.18462715,-0.20775147,0.1842598,0.040742874,0.18242455,-0.03083229
1981-12-01,-0.030832672,0.00513916,-0.035237122,0.08075142,-0.42064172,0.06533508
1982-01-01,0.20123787,-0.09867783,0.070206836,0.094148256,-0.18959045,-0.13879624
1982-02-01,-0.06955986,-0.056295015,0.08767738,0.092207335,-0.06114769,-0.13297233
1982-03-01,0.21094398,-0.058559418,0.20220833,0.105471805,0.4616825,-0.27629775
1982-04-01,0.26044425,0.011000061,-0.26206207,0.06955948,0.12747231,0.052088927
