,zgv850_cluster1,zgv850_cluster2,zgv850_cluster3,zgv850_cluster4,zgv850_cluster5,zgv850_cluster6
1965-01-01,-0.55705535,-0.052099705,0.05386586,0.31583637,0.23960003,0.32128185
1965-02-01,-0.54145485,-0.25122675,-0.022664856,1.0976273,-0.30612287,-0.27948442
1965-03-01,-0.39177847,0.16954498,-0.112294115,-0.028404664,0.010743737,-0.0086833
1965-04-01,-0.099931434,0.30730033,-0.086538576,-0.28139758,0.033114254,0.20560274
1965-05-01,-0.6510999,0.15247269,-0.08889339,-0.40899786,0.1639524,0.051216733
1965-06-01,-0.4465273,0.3963409,0.011185264,-0.11023369,-0.25196272,-0.12612852
1965-07-01,-0.28183922,0.04341645,0.12612852,0.04959779,-0.18087742,-0.08859901
1965-08-01,-0.073440075,0.10213909,0.13113248,-0.1978025,-0.1298079,-0.12877765
1965-09-01,-0.33393884,0.45329732,0.058722615,-0.29582068,0.042239092,-0.073292874
1965-10-01,-0.37867993,-0.0699079,0.10920346,0.27933714,-0.20354228,-0.024725294
1965-11-01,0.53806984,0.23592067,0.09419165,-0.27153692,0.7318986,-0.011921143
1965-12-01,0.17499042,0.24784179,0.017955279,-0.11126389,0.10787888,-0.12524548
1966-01-01,-0.20629494,-0.044846773,0.029367376,-0.113852836,-0.007378006,0.019674683
1966-02-01,-0.3325891,-0.017938709,0.013454008,0.11515482,-0.26329368,0.3635478
1966-03-01,-0.3864052,-0.28108773,0.014322018,-0.04991007,-0.15262353,0.1650649
1966-04-01,-0.6578002,-0.1873436,-0.012441349,0.4873826,-0.0001446247,0.08737874
1966-05-01,-0.62018675,0.67892164,-0.025461387,-0.22640362,0.11761417,0.045714714
1966-06-01,-0.46510404,0.66792685,0.08491943,-0.23725367,0.03153739,-0.027776051
1966-07-01,-0.07537136,0.022568036,0.14191818,-0.2093329,0.3046684,-0.115010165
1966-08-01,-0.47523063,0.24795899,0.11529946,-0.07869878,-0.1532022,-0.23016496
1966-09-01,-0.100832745,0.23595166,0.058156062,-0.4085392,0.11775885,-0.04079609
1966-10-01,-0.48839536,0.06090479,0.041953374,0.016058017,-0.07204409,-0.094178125
1966-11-01,0.11240616,-0.41649586,0.0868001,-0.47074598,0.22582495,-0.056130767
1966-12-01,-0.2771817,-0.13164692,-0.0056419848,0.15175554,-0.12455819,-0.01547935
1967-01-01,-0.31323934,-0.17668629,0.098917685,0.40133277,-0.13055801,-0.18651149
1967-02-01,-0.57901824,0.074438095,-0.012156534,0.03996675,0.18784371,-0.13855138
1967-03-01,0.32040006,-0.2481269,0.007160711,-0.16652812,0.20549569,-0.11673621
1967-04-01,-0.03680277,0.11207338,-0.10607842,0.14404683,-0.18068299,-0.007826829
