,r800_cluster1,r800_cluster2,r800_cluster3,r800_cluster4,r800_cluster5,r800_cluster6,r800_cluster7
1965-01-01,61.21959,31.720346,64.48909,37.50914,84.0881,44.023575,74.32054
1965-02-01,53.316105,36.803146,62.136887,57.288322,80.86937,47.496193,70.9806
1965-03-01,58.457874,14.755295,57.89767,35.12908,88.609055,54.161327,66.9789
1965-04-01,50.868893,14.258972,63.20488,32.726097,83.676956,41.00141,78.689156
1965-05-01,43.274994,14.32613,71.81763,50.01712,88.671295,42.883507,84.27156
1965-06-01,54.249783,21.179638,79.832504,39.179924,76.57119,63.39489,86.179855
1965-07-01,55.627365,23.846348,73.99785,48.426594,65.06732,62.61519,85.78673
1965-08-01,61.530815,33.97755,74.60555,52.362774,59.632343,65.71434,81.96358
1965-09-01,63.981304,46.88685,80.44348,47.071945,53.807514,64.36952,79.51964
1965-10-01,57.321083,38.775333,77.450806,46.813137,66.513695,53.348866,76.74646
1965-11-01,62.336727,34.560688,68.084564,55.891087,76.93974,50.477406,79.3804
1965-12-01,61.67496,17.03379,69.4949,53.076954,82.52378,44.08582,75.832436
1966-01-01,55.48435,13.922405,66.25322,47.50783,88.46402,44.8665,74.34137
1966-02-01,52.654236,11.712814,65.49152,32.029213,82.09135,49.812634,64.45731
1966-03-01,54.768612,17.97879,67.04447,50.011265,86.91107,42.50096,77.618
1966-04-01,49.33821,12.876705,73.392525,41.392883,85.36305,44.57758,74.68939
1966-05-01,38.89273,27.762705,78.286125,48.801407,84.873856,63.406693,84.443756
1966-06-01,55.553295,14.971386,83.204346,22.110687,72.83767,57.094753,87.042404
1966-07-01,53.611286,17.666885,79.19557,34.640995,75.301704,65.62942,86.72722
1966-08-01,55.758495,27.590338,76.792274,36.602703,67.37279,65.13365,81.74333
1966-09-01,59.555508,37.709137,80.820755,54.04631,55.600903,64.12736,80.10994
1966-10-01,60.982056,38.983017,78.91814,60.66851,69.84339,55.400627,77.52771
1966-11-01,60.194088,46.857758,66.24501,67.14461,77.3537,53.41101,80.433334
1966-12-01,67.03462,27.669134,62.081924,58.93006,83.79204,51.316334,81.300095
1967-01-01,50.696396,21.769253,67.34395,52.953007,85.70253,49.61201,71.024445
1967-02-01,48.76747,28.979925,62.165234,41.80678,83.04224,37.09932,72.433136
1967-03-01,53.13036,16.088882,63.280025,23.691422,78.049324,47.25237,79.59652
1967-04-01,57.85471,23.617104,68.734055,54.26373,74.89243,35.536926,82.15547
1967-05-01,46.441612,20.933159,68.95195,41.800026,86.76834,42.805027,85.06575
1967-06-01,57.00679,16.16996,80.150536,38.210735,80.8211,70.45523,86.23459
1967-07-01,47.590183,20.597034,73.29288,32.939125,66.39975,63.938766,85.41539
1967-08-01,54.510334,32.94757,73.884056,37.437138,65.88628,66.48251,80.483284
1967-09-01,63.911743,46.632477,79.382,56.16732,48.10704,65.2478,79.00196
1967-10-01,55.530537,43.62761,78.7638,55.250153,68.8827,40.465652,79.32288
1967-11-01,59.711006,41.664898,72.01087,55.515335,77.86183,36.079117,77.72333
1967-12-01,62.290226,36.768265,69.30834,64.029976,85.207634,46.684837,75.64577
1968-01-01,57.59331,23.636013,64.65614,57.026737,83.30956,46.96204,79.82965
1968-02-01,65.036,30.236898,50.417805,52.17547,89.46781,50.48863,72.08275
1968-03-01,61.6237,21.107365,60.54206,52.761353,81.85933,40.353104,72.23244
1968-04-01,51.942078,17.29749,70.71782,45.936737,80.18698,49.70959,84.95455
1968-05-01,45.65184,15.317707,78.24905,46.2667,84.09987,54.089256,85.76256
1968-06-01,55.138702,17.245983,83.37556,47.95354,88.7258,63.128654,86.4418
