,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5,ssta30_cluster6,ssta30_cluster7
1965-01-01,-5.1256104,-1.2017822,-8.19873,1.2680969,0.73168945,-3.1452332,-19.42337
1965-02-01,-6.947693,-1.5509338,-9.248413,0.8475647,1.7866211,-4.1156006,-21.619202
1965-03-01,-7.3338013,-1.2654419,-9.480347,1.0856628,2.539154,-4.136963,-22.459839
1965-04-01,-6.865509,-1.2506714,-8.99057,1.0201111,2.159729,-3.9535522,-22.19461
1965-05-01,-5.088196,-0.6643982,-7.5211487,1.4487,1.4037781,-2.7924805,-17.868622
1965-06-01,-2.8778381,0.75109863,-5.8756104,2.0618896,-0.594574,-0.5980835,-13.136505
1965-07-01,-0.4369812,1.6985779,-3.6577759,2.192047,-2.1040344,0.8453369,-6.112671
1965-08-01,1.1647034,2.338745,-1.9897461,2.0224,-2.068573,1.9830017,-2.451294
1965-09-01,0.5392151,2.7835693,-2.4580383,2.2227173,-1.039978,2.0196533,-5.6004944
1965-10-01,-0.9857788,2.19458,-4.796356,2.4994507,-0.41448975,0.87731934,-10.552399
1965-11-01,-3.092926,1.1717224,-6.967865,1.5409546,-0.113098145,-0.344635,-13.618011
1965-12-01,-4.2464905,0.17330933,-8.260132,1.4352112,-0.38702393,-1.4772339,-17.261414
1966-01-01,-5.9945984,-0.61932373,-9.394043,1.1880493,0.9127197,-2.793335,-20.098175
1966-02-01,-7.208313,-1.3035278,-10.22348,1.2930603,0.9960327,-3.873932,-21.840881
1966-03-01,-7.3769226,-1.7500305,-10.476807,1.5419922,1.6524353,-4.5977783,-22.314606
1966-04-01,-7.033844,-1.4049377,-10.381348,1.4660034,2.1216125,-3.878479,-21.571106
1966-05-01,-5.7666626,-0.85079956,-8.715759,2.2001648,1.3534546,-3.1786194,-18.831879
1966-06-01,-3.662445,0.19036865,-7.0966797,2.3875732,0.47930908,-1.4894409,-11.842072
1966-07-01,-1.5058289,1.2844238,-4.1836243,2.3575745,-1.0176697,0.16339111,-4.573944
1966-08-01,-0.037597656,2.47229,-2.5005493,2.2857056,-1.4370117,1.7476196,-3.3800354
1966-09-01,0.26889038,3.0238342,-2.9187622,2.000122,-0.7866211,2.0248413,-5.478058
1966-10-01,-0.5628357,2.5748901,-4.348053,2.2314758,-0.16040039,1.6530457,-9.916962
1966-11-01,-3.1656494,1.5137024,-6.647278,2.116333,0.11730957,-0.015319824,-11.729065
1966-12-01,-5.128113,0.09234619,-7.973816,1.7126465,1.11203,-2.1789856,-13.989532
1967-01-01,-6.11084,-0.9929199,-8.57489,1.5277405,1.8177185,-3.532074,-17.267212
1967-02-01,-6.452881,-1.5452881,-9.365692,0.93429565,2.261963,-3.787506,-18.854797
1967-03-01,-6.3520203,-1.4920349,-9.32193,0.68304443,2.010254,-3.8979797,-19.958435
1967-04-01,-6.001343,-1.5710449,-8.857025,1.012207,2.05896,-3.7165527,-19.905731
1967-05-01,-4.605438,-0.661438,-8.204376,1.6764221,0.34872437,-2.272583,-18.62503
1967-06-01,-2.3797913,0.50497437,-5.843506,2.1591797,-1.0586243,-0.6524353,-12.006653
1967-07-01,-0.33670044,1.4101868,-3.3035889,2.2345276,-2.4010925,0.68096924,-5.9118958
1967-08-01,1.2849121,2.2164612,-1.661438,2.0601807,-2.2514038,1.9364929,-3.9757385
1967-09-01,0.989563,2.7449646,-1.5245667,2.0828552,-1.4179077,1.9336243,-6.737152
1967-10-01,-0.2538452,2.5928345,-2.9207458,1.9277649,-0.63446045,1.1309509,-8.03717
1967-11-01,-2.1854858,1.7294617,-5.182434,1.7004089,-0.26330566,-0.008392334,-12.3081665
1967-12-01,-4.092346,0.30490112,-6.8529053,1.4582825,-0.13934326,-1.586731,-15.513153
1968-01-01,-5.292328,-0.66030884,-8.175903,1.1133728,0.9229431,-2.600647,-18.848633
1968-02-01,-6.278351,-1.2170105,-9.036316,0.9795532,1.85849,-3.2745972,-20.273376
1968-03-01,-6.2093506,-1.5540771,-9.126587,0.7097473,2.1188965,-3.5453796,-21.03186
1968-04-01,-5.6085815,-1.3682861,-9.529358,0.8317261,2.1132812,-3.3694763,-19.135712
1968-05-01,-4.6362915,0.013061523,-8.2751465,1.1778564,1.8604126,-1.8179932,-15.574127
1968-06-01,-3.395935,1.0318298,-6.201355,1.3825073,1.3231506,-0.16809082,-10.466888
1968-07-01,-1.4081116,2.0314026,-4.317932,1.6703186,-0.06921387,1.3968201,-4.908966
1968-08-01,0.57006836,3.0456238,-2.3065796,1.9169006,-0.73172,2.6073914,-3.311615
1968-09-01,0.37991333,3.0958252,-2.4546814,1.8919373,-0.3095703,2.3242493,-4.577057
1968-10-01,-1.7564087,2.495758,-5.0326843,2.2845764,0.15872192,0.85217285,-6.919647
1968-11-01,-3.728485,1.8546753,-7.601288,1.6781006,0.62509155,-0.053527832,-11.677368
1968-12-01,-4.817444,0.34976196,-9.403473,1.5343628,0.06536865,-1.5361938,-15.444153
1969-01-01,-6.337494,-0.61621094,-10.103119,1.2491455,1.0502014,-3.2676697,-17.825134
1969-02-01,-7.52829,-1.2040405,-10.650421,1.3212585,1.8642578,-3.9354553,-17.576141
1969-03-01,-8.550354,-1.3041992,-11.125916,1.6302795,2.0676575,-4.6939697,-18.008545
1969-04-01,-7.732849,-1.3060303,-10.681152,1.2807922,2.3093567,-4.639923,-17.075653
1969-05-01,-6.730438,-0.6630554,-9.753601,1.8222351,1.3817749,-3.6452026,-13.12085
