,zgv250_cluster1,zgv250_cluster2,zgv250_cluster3,zgv250_cluster4,zgv250_cluster5,zgv250_cluster6,zgv250_cluster7
1965-01-01,1.4417211,-0.5907583,-0.45771274,-0.026049804,-0.047978878,0.4084092,0.84698904
1965-02-01,-0.18794179,-0.20839909,-0.46698475,0.06652284,-0.40222788,1.4689485,-0.7555939
1965-03-01,-0.19397601,0.060047198,-0.38662732,-0.27609938,0.06652286,0.31774968,0.1738131
1965-04-01,1.1872565,-0.30111903,-0.41665095,-0.2537287,-0.022959232,0.24548702,1.4314189
1965-05-01,0.102286294,-0.14849906,-1.0193304,0.07888551,0.11199975,-0.20339513,0.68612736
1965-06-01,-0.606506,-0.25402313,-0.46566004,-0.061371706,0.104346655,-0.34409395,-0.16042018
1965-07-01,-0.14128748,-0.053277157,0.17293,-0.10140324,-0.067405894,0.40311092,0.45256153
1965-08-01,-0.08021009,-0.19176832,0.16792612,0.17293002,0.092131235,0.16218626,-0.00309062
1965-09-01,0.80268955,-0.050775193,-0.09551625,0.6226952,-0.28036737,0.39663523,0.65154135
1965-10-01,0.118181035,-0.1908853,-0.036940765,2.3960004,0.020751595,0.3340861,0.014864611
1965-11-01,-0.005298233,-0.31230423,-0.22576566,0.76309955,0.18014155,0.2687406,0.48788342
1965-12-01,0.05460167,-0.30067745,-0.6952522,-0.2048668,0.25961575,0.19809683,-0.11214695
1966-01-01,-0.3217391,-0.71508825,0.046727467,-0.08998279,0.54770863,0.13598683,-0.53931797
1966-02-01,-0.07045283,-0.0091139795,0.11312942,0.015623951,0.0423872,0.17287692,-0.016636658
1966-03-01,-0.070163414,-0.079422094,-0.1471262,-0.41620654,0.05656476,0.08708944,-0.06408739
1966-04-01,-0.12152014,-0.33852047,-0.46655053,-0.50025785,0.019240666,0.14293087,0.24521032
1966-05-01,-0.8043478,0.038192082,-0.5035853,-0.7315804,-0.4217039,-0.032260705,-0.5817055
1966-06-01,-0.63957226,-0.09851818,0.244487,0.42155933,0.073924735,0.09461217,-0.23696423
1966-07-01,-0.32289642,-0.018662024,0.06842742,-0.009982014,0.11833749,0.35486782,-0.20528226
1966-08-01,0.09359946,0.13396148,0.52051145,-0.1436542,0.041664053,-0.035732698,-0.68485296
1966-09-01,0.3733852,-0.06596808,0.16332889,0.5358461,-0.14133954,-0.26951435,-0.37309575
1966-10-01,0.40781593,-0.23117766,-0.39349386,-0.5796801,-0.3315765,0.044557404,-1.0825422
1966-11-01,0.86915857,-0.6248162,0.24535504,0.4555561,1.4158547,-0.120218135,0.29685646
1966-12-01,0.24795899,-0.6229355,0.020831967,0.35385513,0.05048876,-0.020976687,-0.013019944
1967-01-01,-0.12839317,-0.65112484,-0.45695305,-0.55204064,0.34671155,0.4842638,-1.007162
1967-02-01,1.9603688,-0.48060012,0.15686941,0.3518738,-0.22880945,0.28792706,-0.29575393
1967-03-01,0.8721077,0.80316496,-0.28975886,0.4519573,-0.18034992,0.03164034,0.823648
1967-04-01,0.865613,-0.0068276403,0.4872612,1.0151553,-0.16636156,0.042298127,1.1562046
1967-05-01,-0.48143262,-0.017985057,-0.55087495,0.9223989,-0.07027483,-0.017985035,0.09825158
1967-06-01,-0.1770194,-0.100249924,-0.177519,-0.020482946,0.21781883,-0.18934245,-0.016486263
1967-07-01,-0.30791044,0.029641997,0.19350564,-0.30074978,0.11840148,0.1530393,0.20199859
1967-08-01,-0.46677828,-0.066611245,0.13705263,-0.37751922,0.082764484,-0.12939234,0.18401355
1967-09-01,0.03597007,-0.0021648644,0.049625397,0.55587083,-0.26561236,-0.2666115,0.10124908
1967-10-01,0.20716095,-0.257619,-0.3212327,1.4016672,0.19666967,0.042298175,-1.1115751
1967-11-01,-0.039467238,-0.13705263,-0.68359774,1.8233163,0.26494616,-0.019317245,0.10957537
1967-12-01,0.85162485,-0.51590395,-0.19716921,-0.7487103,-0.45312294,-0.14088273,0.10158233
1968-01-01,0.14099827,-0.639164,-0.07715263,0.04232788,-0.040629007,0.18233518,0.18460016
1968-02-01,0.24349098,-0.60801965,0.14581147,0.906013,0.9557022,-0.29530364,-0.6526125
1968-03-01,1.0804206,-0.37415504,-0.64553434,1.6231788,-0.063137785,0.120896146,0.25948772
