,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7
1965-01-01,1020.5471,1011.96094,1012.3932,1018.418,1021.74335,1017.46545,1016.5557
1965-02-01,1018.7821,1011.6446,1014.1817,1019.86304,1012.74664,1014.78705,1015.8828
1965-03-01,1017.2429,1011.48834,1010.2933,1020.2693,1021.70807,1015.5957,1016.2494
1965-04-01,1016.983,1011.30786,1012.8093,1017.3818,1026.288,1012.78076,1015.22797
1965-05-01,1017.7154,1012.0043,1015.8921,1019.15045,1022.1967,1010.4397,1014.59906
1965-06-01,1016.3616,1014.1557,1020.24695,1021.59576,1023.6783,1011.2558,1015.8853
1965-07-01,1016.418,1013.9554,1022.51544,1022.0429,1024.6104,1008.1891,1015.67444
1965-08-01,1016.45776,1013.01276,1019.2051,1019.6063,1021.8451,1008.7664,1014.7901
1965-09-01,1014.8373,1012.92773,1017.7111,1017.1976,1021.806,1012.5315,1013.24646
1965-10-01,1017.7656,1012.6518,1017.35693,1016.4155,1017.64404,1013.7879,1013.20435
1965-11-01,1019.2199,1011.9485,1017.00903,1015.60626,1021.331,1017.0215,1013.5901
1965-12-01,1021.1183,1012.1129,1014.3516,1017.02954,1025.6417,1019.92694,1014.7647
1966-01-01,1020.66437,1011.8669,1008.85956,1018.0707,1015.1334,1018.47186,1014.5369
1966-02-01,1020.1462,1011.7787,1015.17596,1021.0237,1017.47485,1017.15375,1016.78394
1966-03-01,1020.3846,1010.8342,1017.47424,1018.78174,1019.82446,1014.17206,1015.2555
1966-04-01,1016.95416,1011.0332,1015.1322,1019.1147,1020.23065,1010.8342,1015.3869
1966-05-01,1015.39435,1011.9395,1022.8068,1021.51056,1023.1704,1010.4705,1014.91315
1966-06-01,1017.386,1012.44775,1022.93756,1020.8666,1023.0678,1010.20264,1014.8248
1966-07-01,1015.6166,1013.40283,1019.31055,1020.6869,1024.7195,1008.1454,1014.67834
1966-08-01,1016.3764,1012.8589,1019.89014,1020.18243,1021.5137,1008.25494,1014.8198
1966-09-01,1014.408,1013.03674,1016.50415,1017.8066,1020.1605,1011.022,1013.9091
1966-10-01,1017.27325,1012.04846,1016.57794,1015.6905,1016.23065,1013.262,1012.6743
1966-11-01,1021.79095,1010.96625,1017.2852,1012.43524,1020.52856,1015.6623,1013.24506
1966-12-01,1020.3201,1010.10626,1014.9638,1016.6512,1023.6161,1017.724,1015.02765
1967-01-01,1021.6929,1010.9607,1017.6833,1021.3446,1020.0843,1020.07556,1016.7872
1967-02-01,1020.8708,1010.9607,1015.91797,1020.5109,1023.6658,1015.0828,1016.76685
1967-03-01,1020.5225,1010.574,1015.545,1018.8225,1024.9072,1014.00604,1016.5811
1967-04-01,1018.60693,1011.1893,1010.632,1017.9721,1020.09296,1011.46936,1015.9869
1967-05-01,1016.317,1012.13904,1017.48663,1021.21185,1021.8968,1010.6168,1015.6821
1967-06-01,1014.9964,1012.8052,1023.7565,1019.4436,1024.2898,1010.14514,1014.5589
1967-07-01,1018.02576,1013.8253,1024.8702,1022.5106,1023.7456,1007.7333,1016.28217
1967-08-01,1016.8663,1013.3914,1024.5286,1020.7301,1022.12244,1007.615,1015.63135
1967-09-01,1015.83014,1013.1099,1016.8953,1017.1275,1020.8911,1011.25604,1013.411
1967-10-01,1018.4568,1012.9568,1020.17206,1016.0405,1022.7022,1013.65924,1013.144
1967-11-01,1019.9341,1011.33655,1016.02026,1015.5022,1019.6105,1014.5792,1013.3218
1967-12-01,1018.86237,1012.45905,1012.2225,1017.91986,1021.9186,1018.33344,1015.96875
1968-01-01,1023.22797,1012.1842,1017.914,1019.0053,1023.93286,1019.6679,1016.7118
1968-02-01,1019.6393,1011.6755,1006.40796,1016.00055,1017.0997,1015.04443,1014.9457
1968-03-01,1021.0154,1011.75415,1015.99835,1018.36554,1022.8795,1013.48944,1016.83276
1968-04-01,1017.27783,1011.46936,1015.44666,1016.8571,1019.70447,1010.9727,1015.58685
1968-05-01,1014.9257,1011.8229,1015.9955,1019.4082,1023.44415,1009.92584,1014.5593
1968-06-01,1014.87274,1013.06726,1018.63104,1020.7799,1022.5238,1010.0525,1015.23846
1968-07-01,1018.78204,1013.66693,1021.0591,1021.293,1023.1758,1007.56647,1016.5959
1968-08-01,1017.99634,1012.9213,1017.9998,1019.2035,1022.1403,1008.3437,1015.4638
1968-09-01,1015.7272,1012.7911,1015.63983,1016.92865,1021.9535,1011.0672,1013.51245
1968-10-01,1016.93646,1012.0197,1017.25134,1016.56866,1017.79376,1013.59467,1012.97
1968-11-01,1018.55444,1011.1967,1013.87946,1017.16907,1016.7883,1013.4079,1013.9432
1968-12-01,1020.75134,1011.44,1012.8161,1017.1827,1019.88257,1015.9941,1015.50604
1969-01-01,1019.50085,1010.0254,1014.47046,1017.0069,1012.06445,1015.1481,1014.46423
1969-02-01,1017.66956,1009.8968,1007.5732,1013.6319,1009.9006,1011.73065,1013.86835
1969-03-01,1017.4436,1010.6075,1007.34485,1016.0753,1014.0125,1011.1085,1014.12854
1969-04-01,1015.5274,1010.2887,1021.06256,1017.7712,1025.3611,1013.6936,1013.4366
1969-05-01,1015.2729,1011.3307,1020.2583,1017.69696,1022.4372,1011.0131,1012.3671
1969-06-01,1012.9155,1012.99414,1018.78455,1018.4657,1022.12463,1010.45337,1012.97797
1969-07-01,1015.3334,1013.7429,1019.3929,1020.42303,1022.6543,1009.20544,1015.1356
1969-08-01,1013.6362,1012.40894,1018.9274,1017.8223,1020.84485,1007.1252,1013.20386
1969-09-01,1015.2067,1012.18555,1018.7271,1015.59296,1022.4029,1010.59814,1011.9746
1969-10-01,1015.7658,1011.3631,1016.1046,1013.40906,1018.1156,1012.7545,1010.9894
1969-11-01,1019.9557,1011.48663,1016.40656,1015.78076,1017.35187,1015.04944,1012.5593
1969-12-01,1017.30695,1011.30444,1011.48047,1015.533,1025.1345,1017.1947,1014.4542
1970-01-01,1021.6227,1011.8262,1007.81,1018.76514,1013.54517,1017.1264,1015.87146
1970-02-01,1022.2442,1010.9331,1019.2191,1019.00165,1024.5479,1015.7728,1016.38666
1970-03-01,1015.43945,1010.6093,1011.6432,1018.7742,1016.2684,1012.6183,1015.19055
1970-04-01,1015.6065,1010.8059,1011.99854,1018.3962,1023.4112,1012.9938,1015.2173
1970-05-01,1018.146,1011.49225,1022.88477,1017.00104,1022.46765,1010.43396,1014.2262
1970-06-01,1016.36346,1013.2089,1022.57874,1021.21857,1024.129,1010.8784,1015.1739
1970-07-01,1016.88635,1013.18274,1021.7035,1021.1675,1022.2876,1006.9687,1015.3462
1970-08-01,1014.19226,1011.89276,1019.51263,1019.0634,1021.2436,1006.59845,1013.806
1970-09-01,1016.46265,1011.27893,1019.06226,1017.1526,1020.4135,1009.08875,1013.41266
1970-10-01,1015.77167,1010.9343,1018.647,1013.6682,1018.17456,1012.1993,1011.4958
1970-11-01,1019.748,1010.6069,1014.85956,1014.34076,1020.177,1014.52563,1013.41565
1970-12-01,1019.3831,1010.44586,1011.3758,1018.31537,1020.1669,1017.07587,1014.81555
1971-01-01,1019.35815,1010.3847,1011.3267,1019.0254,1020.1696,1017.62964,1015.6893
1971-02-01,1017.565,1009.9572,1017.5989,1020.1024,1021.26904,1014.4888,1015.704
1971-03-01,1017.7045,1009.9822,1013.2632,1018.2632,1021.3222,1011.6057,1015.1319
1971-04-01,1016.854,1010.6426,1010.7725,1017.30005,1017.7148,1011.34656,1014.9226
1971-05-01,1015.2458,1011.3056,1016.8732,1018.3643,1023.69446,1010.82947,1014.19305
1971-06-01,1016.8303,1012.5273,1018.1889,1020.59515,1023.969,1009.835,1015.919
1971-07-01,1016.614,1012.84406,1022.476,1020.8953,1022.229,1007.5549,1015.46533
1971-08-01,1015.49603,1012.4377,1020.79224,1018.73865,1023.1537,1006.9936,1014.3524
1971-09-01,1014.2468,1012.28925,1018.6209,1015.8307,1018.16907,1010.53705,1013.21204
1971-10-01,1016.1936,1012.26874,1019.64484,1016.82526,1017.8191,1014.6827,1013.0437
1971-11-01,1019.47845,1011.447,1014.2622,1015.5446,1021.80347,1015.0295,1013.3183
1971-12-01,1019.3056,1011.35803,1017.3858,1018.9422,1021.79315,1017.53174,1015.4429
1972-01-01,1019.40735,1010.2162,1019.72107,1021.30475,1022.2103,1016.1014,1015.6777
1972-02-01,1019.9261,1010.9174,1016.10016,1020.03735,1022.8427,1015.8814,1015.7551
1972-03-01,1016.3057,1010.6793,1015.1946,1017.0432,1020.7316,1013.4328,1014.3384
1972-04-01,1016.6132,1010.8918,1014.2834,1018.8618,1022.43835,1010.8406,1014.8846
1972-05-01,1014.1266,1011.36487,1022.09656,1019.23615,1025.1588,1010.9112,1013.2047
1972-06-01,1013.1591,1012.8529,1020.5079,1019.18805,1024.2507,1010.68805,1013.8072
1972-07-01,1018.4606,1013.1978,1020.15424,1021.32666,1022.55835,1008.1957,1015.71704
1972-08-01,1016.6594,1011.9842,1019.0493,1019.39545,1021.1954,1007.72577,1014.56714
1972-09-01,1016.3388,1012.48975,1018.32495,1016.75385,1017.6937,1011.11115,1013.41595
1972-10-01,1017.425,1011.5811,1017.8237,1014.56396,1015.5589,1012.636,1012.7085
1972-11-01,1017.2007,1011.22424,1012.6354,1016.9032,1022.3247,1015.7683,1013.6503
1972-12-01,1020.15607,1011.22736,1019.5048,1019.7011,1023.9451,1018.1875,1015.2914
1973-01-01,1020.1602,1012.266,1013.8878,1020.4464,1023.0161,1021.139,1016.00604
1973-02-01,1021.56604,1011.23773,1017.45483,1018.62524,1026.106,1016.3649,1016.10126
1973-03-01,1013.83826,1010.8719,1014.9045,1018.7243,1020.3744,1013.92444,1014.9772
1973-04-01,1015.5803,1010.3484,1014.0421,1017.6716,1015.8292,1011.1245,1014.3804
1973-05-01,1014.7456,1011.358,1017.83295,1018.8342,1021.3917,1009.8204,1014.93665
1973-06-01,1015.8318,1011.8982,1021.22833,1019.0979,1023.35565,1009.6757,1014.52826
1973-07-01,1015.49866,1012.4165,1021.8387,1019.6799,1023.6225,1006.7665,1014.9675
1973-08-01,1016.0479,1012.1258,1019.3082,1019.66187,1022.4129,1007.54333,1014.1971
1973-09-01,1013.853,1012.50073,1016.70447,1018.0696,1021.1654,1009.7445,1013.59845
1973-10-01,1016.471,1010.58374,1016.57776,1015.4736,1019.2985,1012.6203,1011.27374
1973-11-01,1018.5609,1011.1599,1013.53735,1017.669,1017.7609,1015.8137,1014.73987
1973-12-01,1018.80273,1011.12524,1020.15765,1018.9378,1022.56976,1018.2176,1016.0228
1974-01-01,1019.22156,1010.46936,1019.3717,1022.7428,1025.0972,1020.1195,1017.33057
1974-02-01,1018.43024,1009.50415,1012.1002,1019.2297,1023.4914,1015.59644,1015.4387
1974-03-01,1016.79865,1009.9341,1014.9585,1019.6264,1021.58264,1012.6525,1015.7777
1974-04-01,1017.8699,1011.1024,1017.6878,1020.3837,1021.38776,1011.23627,1015.7438
1974-05-01,1013.27466,1011.6207,1014.4247,1018.35345,1019.97076,1009.6855,1014.4029
1974-06-01,1013.7841,1011.60034,1019.4253,1019.3248,1020.51483,1008.4485,1014.40765
1974-07-01,1016.4196,1012.8719,1018.54297,1020.3532,1023.1144,1007.2619,1015.6847
1974-08-01,1016.04065,1012.25446,1020.9557,1019.9334,1021.71716,1007.70544,1014.5334
1974-09-01,1013.95667,1012.0146,1019.8322,1017.54443,1022.0419,1010.04956,1012.64703
1974-10-01,1021.1473,1011.56226,1017.93506,1016.47736,1021.3999,1013.634,1013.1436
1974-11-01,1019.335,1011.0453,1014.07007,1015.9075,1020.7078,1015.4503,1012.6525
1974-12-01,1018.7807,1010.9068,1013.8147,1017.4419,1023.6408,1019.5408,1015.3654
1975-01-01,1019.618,1011.02844,1017.68536,1021.26337,1024.1058,1020.43787,1016.78796
1975-02-01,1016.81915,1010.9302,1014.8326,1021.1616,1019.7902,1015.92377,1016.4324
1975-03-01,1015.22284,1011.1356,1013.35187,1019.0554,1021.2232,1013.1658,1015.3259
1975-04-01,1016.9035,1010.51154,1011.1259,1017.9864,1021.6985,1011.1301,1015.0249
