,vws_v250-50_cluster1,vws_v250-50_cluster2,vws_v250-50_cluster3,vws_v250-50_cluster4,vws_v250-50_cluster5,vws_v250-50_cluster6,vws_v250-50_cluster7
1965-01-01,0.7910628318786621,4.596994400024414,-3.3268792629241943,5.471210956573486,-2.7698235511779785,-0.9853330850601196,5.318885803222656
1965-02-01,7.738433837890625,7.60671329498291,2.432058334350586,9.505264282226562,-6.536754608154297,-1.2642288208007812,-3.4070892333984375
1965-03-01,1.7675654888153076,6.977542400360107,-3.095815420150757,6.4800920486450195,0.040472984313964844,0.2031008005142212,3.1156837940216064
1965-04-01,-0.4510897397994995,9.448600769042969,-3.02443528175354,1.2642287015914917,5.930395126342773,0.1530613899230957,3.1171553134918213
1965-05-01,0.08756875991821289,-2.717576742172241,1.160470724105835,3.0222277641296387,8.274148941040039,0.8639142513275146,2.286355495452881
1965-06-01,4.383591651916504,-5.50726842880249,-0.25755536556243896,1.4386303424835205,1.4342153072357178,-3.5557353496551514,4.955364227294922
1965-07-01,6.987844467163086,-3.824328660964966,3.2878780364990234,-3.538074254989624,2.352583885192871,-1.892663836479187,-1.2973430156707764
1965-08-01,7.119565010070801,-3.202516555786133,2.1509547233581543,-2.562307357788086,-0.30391526222229004,0.7778170108795166,-0.7263059616088867
1965-09-01,5.9833784103393555,4.575654029846191,1.1560554504394531,-2.6918210983276367,1.90443754196167,0.7469104528427124,5.206296920776367
1965-10-01,3.228271961212158,7.9628753662109375,-1.498236060142517,1.5122178792953491,-5.549213409423828,-0.2781597375869751,20.5926513671875
1965-11-01,1.393006443977356,4.559465408325195,-1.2252274751663208,-1.9279855489730835,9.586209297180176,-0.008830547332763672,5.800146102905273
1965-12-01,2.8228063583374023,6.9981465339660645,-1.8610212802886963,6.008398056030273,4.85013484954834,-2.8132400512695312,1.3289852142333984
1966-01-01,0.30669379234313965,1.1370816230773926,-0.6076006889343262,11.07641887664795,-9.389603614807129,0.47450733184814453,-2.2090630531311035
1966-02-01,-3.260791063308716,5.765697956085205,-2.577963352203369,5.020663738250732,-10.047837257385254,1.796039342880249,3.6499452590942383
1966-03-01,-0.6387041807174683,5.561717510223389,-2.525883436203003,4.363152503967285,-1.3106818199157715,-3.2246243953704834,0.16419696807861328
1966-04-01,-3.890091896057129,1.7598724365234375,-1.8011023998260498,-0.07378005981445312,-0.6567875146865845,0.6719775199890137,-0.46148717403411865
1966-05-01,2.5909833908081055,-1.0604079961776733,-0.43183064460754395,2.0672895908355713,-0.7761377096176147,-2.324073076248169,0.1396036148071289
1966-06-01,3.524808168411255,7.441662788391113,2.44704008102417,-3.688282012939453,-1.464751958847046,-0.17938685417175293,5.612351417541504
1966-07-01,4.640913009643555,6.209102153778076,1.5139389038085938,0.5960273742675781,2.891890287399292,1.2593251466751099,-6.640932083129883
1966-08-01,8.000078201293945,-0.6256842613220215,1.4625818729400635,-1.729492425918579,-0.6900609731674194,0.5439472198486328,1.2209882736206055
1966-09-01,6.626465320587158,4.39280891418457,-2.285013198852539,-2.1924262046813965,-5.799695014953613,-0.35298705101013184,6.585235118865967
1966-10-01,3.728788375854492,5.362076759338379,0.3631138801574707,3.8466920852661133,-0.196746826171875,-1.2455816268920898,-0.36022043228149414
