,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7
1965-01-01,0.050394933973773245,0.019608209690740033,0.0009983716576324147,-0.11240141766686594,-0.033670037307522514,0.027472337151502633,-1.5435250103473663
1965-02-01,0.04529603957488206,0.036601196493833296,0.007210750369488863,-0.03439537700145475,0.016908047890121285,0.02276328597943504,-1.5231870114803314
1965-03-01,0.04606912064067485,0.038032750448872964,-0.00814667321453437,-0.14837949026015498,0.0016019561073996802,0.019719626440049765,-2.528594136238098
1965-04-01,0.04481630105721324,0.022974004969000816,-0.01053392301179798,-0.22257282849281065,-0.05788570100610906,0.027970413604823798,-2.5129851698875427
1965-05-01,0.026435487899198487,-0.04421275769991259,-0.00998712870297511,-0.2745038799701198,-0.12799203395843506,0.012970611138583778,-5.223983526229858
1965-06-01,0.04226727117049067,-0.16674840402218605,0.00711784605451381,-0.028729084278306654,-0.08826493539593436,-0.023897171818784306,-4.586047530174255
1965-07-01,0.04451293409155887,-0.1333180574640151,0.00873535475307736,0.05850901887301476,-0.05393548783930865,-0.026010091464918155,-5.485140085220337
1965-08-01,0.03480339806045642,-0.14116081499284314,0.00866297092185824,0.07751335900637411,-0.023674832826310936,-0.031886612935983515,-5.172557830810547
1965-09-01,0.026268190169555436,-0.1291479795209823,-0.00027019931878174204,0.08299646358336171,-0.023241911760785362,-0.026373493231155655,-4.349924623966217
1965-10-01,0.018253996879147572,-0.09358442358432277,0.009394763809376658,0.07632635533809662,-0.043368579989129845,-0.01735821874304251,-4.15429413318634
1965-11-01,0.024083318215523043,-0.023755276455513893,0.002295641358478705,-0.012356011317141594,-0.06099770692261782,0.012833731817444424,-3.7226584553718567
1965-12-01,0.050663829527117996,0.004839369531480535,0.0027383832024276585,-0.06732481021073557,-0.02611241726712747,0.02383806851583642,-3.1660184264183044
1966-01-01,0.035963315320642376,0.024431649475328384,0.004002025469273164,-0.17327868169353855,0.011044123464009977,0.02241219248767797,-3.1076088547706604
1966-02-01,0.03838858224059406,0.04226201844792212,0.002379601728685653,-0.12441016733646393,0.009910291568799452,0.02351591315168839,-2.6741260290145874
1966-03-01,0.041699169747281876,0.007821173377094731,0.006136421581475548,-0.13575845908734108,-0.038468546488068314,0.019598438392405385,-2.2334611415863037
1966-04-01,0.04318454637054051,0.006517604924738407,0.0021885137603674804,-0.17412595691219454,-0.04792072894898328,0.018754709729707084,-3.3594536781311035
1966-05-01,0.02804463907505907,-0.08048785309637746,0.013488327096427343,-0.22046224724861885,-0.1341551271351901,-0.003914758804943654,-5.436139106750488
1966-06-01,0.03039027256757449,-0.13764196586224342,0.013727904683318585,-0.07673190125534611,-0.09682916104793547,-0.03635214835211828,-4.833105504512787
1966-07-01,0.0396755978500729,-0.11508366273295495,0.014439924460583628,-0.022609381666106564,-0.096905380487442,-0.03095372797703588,-4.039352238178253
1966-08-01,0.03376773705607967,-0.12169133030599164,0.010960071363090152,0.07420442397555997,-0.03494914621114731,-0.03049697775345344,-4.194720089435577
1966-09-01,0.027139716598976172,-0.11918883650533614,0.009069400607963293,0.0815278279685205,-0.02854600210081447,-0.03375289477891736,-2.9758575558662415
1966-10-01,0.015551021014023841,-0.11261714802634332,0.014826858632307684,0.07597570938448753,-0.02358874136751348,-0.01460749643866892,-2.791104018688202
1966-11-01,0.018764606623522688,-0.012004926740642517,0.013268136969916728,0.010845367045652482,-0.05695256319912997,0.02322865698438186,-2.1933314204216003
1966-12-01,0.040331165613740255,0.012182584783482936,0.004669482876335718,-0.10279380986767431,-0.04222464493729851,0.0251085769578621,-2.6408228278160095
1967-01-01,0.050663443629821524,0.023099674933379697,0.016546230351562656,-0.170199308664568,-0.012664944780143824,0.01863956560271901,-2.5349530577659607
1967-02-01,0.06185818160549876,0.0368376262485981,0.0017222283325718912,-0.25565854964717744,-0.0038921862671321087,0.02012036002978876,-1.7048515379428864
1967-03-01,0.040013310120721755,0.03417079907751853,-0.005400232142300566,-0.21095593129434895,-0.028151414272460068,0.030104830474048466,-1.6874493658542633
1967-04-01,0.0368549929637658,-0.002094789505785992,-0.014321047565719698,-0.20872390558642726,-0.06953683766451749,0.031243879710892576,-3.3954760432243347
1967-05-01,0.040497801057174446,-0.02717593264195227,-0.005574926517862641,-0.25007061419948456,-0.1413551785729148,0.010978003250217283,-5.279890298843384
1967-06-01,0.040784528095756424,-0.14301527652048296,0.010025336082962995,-0.026267694850121776,-0.12171200730583884,-0.029033912321576823,-6.402559876441956
1967-07-01,0.04344146841308147,-0.11922655807387444,0.012896200178901135,0.07244924143437416,-0.05867484618316997,-0.032179871144668235,-4.923466742038727
