,vws_u850-250_cluster1,vws_u850-250_cluster2,vws_u850-250_cluster3,vws_u850-250_cluster4,vws_u850-250_cluster5,vws_u850-250_cluster6,vws_u850-250_cluster7
1965-01-01,10.680821418762207,25.440073013305664,10.793252944946289,32.935386657714844,30.646055221557617,26.302034378051758,19.271102905273438
1965-02-01,18.0408935546875,28.777114868164062,7.72831916809082,34.5419921875,29.301790237426758,22.567411422729492,17.80299949645996
1965-03-01,22.0655517578125,33.637664794921875,5.896856307983398,22.490829467773438,41.713050842285156,17.957794189453125,19.600244522094727
1965-04-01,10.042089462280273,21.632125854492188,3.3060855865478516,33.65884780883789,24.395618438720703,24.543893814086914,10.892646789550781
1965-05-01,8.934087753295898,8.337721824645996,0.19390106201171875,19.35257339477539,17.02250862121582,27.911897659301758,7.858673095703125
1965-06-01,7.557231903076172,1.9878883361816406,-1.7613983154296875,9.721094131469727,6.007656097412109,17.584659576416016,2.268146514892578
1965-07-01,11.928955078125,-4.355428695678711,-4.296770095825195,6.527441024780273,2.1149826049804688,15.982940673828125,0.3275127410888672
1965-08-01,8.850988388061523,-5.207612991333008,-6.002767562866211,3.1626968383789062,8.653829574584961,11.756235122680664,-8.31328010559082
1965-09-01,4.883359909057617,4.143604278564453,-3.7851333618164062,11.655214309692383,14.056971549987793,8.487627029418945,-2.5207061767578125
1965-10-01,3.4657669067382812,15.891693115234375,1.2106571197509766,18.019710540771484,18.055559158325195,6.47041130065918,5.787687301635742
1965-11-01,12.688261985778809,23.391897201538086,2.3496170043945312,23.00572395324707,30.69493865966797,21.043907165527344,13.087469100952148
1965-12-01,6.398717880249023,24.853483200073242,10.387527465820312,28.25081443786621,31.387439727783203,19.676828384399414,22.163314819335938
1966-01-01,20.391284942626953,37.162193298339844,5.276294708251953,16.83491325378418,38.09600830078125,23.647323608398438,26.092636108398438
1966-02-01,31.16050910949707,35.35528564453125,5.304195404052734,11.809711456298828,37.1080322265625,19.224428176879883,19.670820236206055
1966-03-01,15.531840324401855,32.57353973388672,3.9174251556396484,31.677471160888672,21.932323455810547,30.723960876464844,13.372087478637695
1966-04-01,21.671382904052734,26.965728759765625,5.04981803894043,18.09367561340332,23.54393196105957,26.01714324951172,11.79166030883789
1966-05-01,5.978708267211914,8.908159255981445,-0.8648853302001953,24.36779022216797,19.985919952392578,23.801591873168945,4.010969161987305
1966-06-01,8.63572883605957,12.361140251159668,-9.93716049194336,11.23366928100586,7.870952606201172,12.546590805053711,-0.07221031188964844
1966-07-01,17.557018280029297,0.4792156219482422,-10.503358840942383,8.428945541381836,-0.331512451171875,9.226543426513672,-3.2199363708496094
1966-08-01,5.709558486938477,0.17067909240722656,-9.316804885864258,3.18218994140625,9.126433372497559,8.62424087524414,-10.042196273803711
1966-09-01,7.913623809814453,9.782893180847168,-4.199701309204102,9.904338836669922,15.572868347167969,2.821134567260742,-8.318986892700195
1966-10-01,5.913061141967773,11.442095756530762,2.6947669982910156,16.29497528076172,24.807619094848633,5.954090118408203,0.43982887268066406
1966-11-01,14.002287864685059,21.77477264404297,0.8238563537597656,16.403289794921875,26.66539764404297,17.962383270263672,15.188838958740234
1966-12-01,11.473276138305664,27.37929916381836,2.2697086334228516,30.865100860595703,26.86233901977539,26.978858947753906,17.977153778076172
1967-01-01,11.660890579223633,26.564361572265625,15.804734230041504,38.13545227050781,29.30243682861328,17.922372817993164,17.145198822021484
1967-02-01,10.464104652404785,27.978296279907227,3.7275009155273438,41.699684143066406,38.448936462402344,28.319536209106445,14.85938835144043
1967-03-01,9.463247299194336,23.248306274414062,6.6484375,39.63429260253906,24.562646865844727,29.411827087402344,5.156129837036133
1967-04-01,13.81934642791748,15.850448608398438,5.103885650634766,30.273902893066406,23.774044036865234,30.92535972595215,6.083515167236328
1967-05-01,11.866612434387207,12.20132064819336,1.1657638549804688,21.86702537536621,20.374719619750977,23.52423667907715,6.109640121459961
1967-06-01,9.629785537719727,7.610111236572266,-6.312097549438477,14.869184494018555,9.81264877319336,12.980125427246094,-1.8825263977050781
1967-07-01,6.557004928588867,-2.4719390869140625,-6.573333740234375,4.76264762878418,6.018207550048828,14.898574829101562,-9.188949584960938
1967-08-01,6.431285858154297,-0.7575817108154297,-3.449939727783203,3.658926010131836,12.682971954345703,12.620927810668945,-11.802936553955078
1967-09-01,10.0836820602417,5.414100646972656,-5.211643218994141,4.898160934448242,14.379368782043457,6.901510238647461,-9.90081787109375
1967-10-01,6.331689834594727,12.064172744750977,1.5543498992919922,18.64893341064453,12.26009750366211,7.420713424682617,3.0923728942871094
1967-11-01,7.4419403076171875,29.194673538208008,5.539819717407227,24.79939079284668,34.135284423828125,11.386592864990234,16.031681060791016
1967-12-01,13.324630737304688,26.13495635986328,13.20380973815918,34.70674133300781,32.16786193847656,19.352636337280273,18.319122314453125
1968-01-01,14.326339721679688,26.287750244140625,17.254697799682617,34.52033615112305,26.517498016357422,29.741243362426758,20.843122482299805
1968-02-01,23.29739761352539,42.60158157348633,4.058856964111328,24.524538040161133,34.704498291015625,28.191362380981445,17.730600357055664
1968-03-01,19.311477661132812,31.746965408325195,3.4936084747314453,24.241910934448242,31.637563705444336,22.44952392578125,11.082538604736328
1968-04-01,16.778793334960938,18.862924575805664,4.264900207519531,29.460439682006836,31.373170852661133,24.108806610107422,7.820501327514648
1968-05-01,12.380788803100586,16.12419891357422,-3.84552001953125,20.25598907470703,19.747264862060547,16.642040252685547,4.912202835083008
1968-06-01,3.200040817260742,3.608478546142578,-8.577207565307617,9.848106384277344,8.117713928222656,10.358652114868164,-2.215412139892578
1968-07-01,9.007524490356445,-5.273229598999023,-3.599365234375,4.91949462890625,2.924711227416992,11.381574630737305,-6.854108810424805
1968-08-01,4.498292922973633,-5.860361099243164,-3.429788589477539,2.7751922607421875,1.4404754638671875,8.952821731567383,-5.88041877746582
1968-09-01,4.5894622802734375,7.200550079345703,-0.25892066955566406,13.133846282958984,17.065065383911133,7.220607757568359,-3.943981170654297
1968-10-01,11.527444839477539,16.25912857055664,1.7376861572265625,18.01687240600586,17.354984283447266,7.4302978515625,0.01641082763671875
