,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7
1970-01-01,1018.86615,1022.2127,1011.1975,1014.2951,1013.58734,1017.86255,1012.1577
1970-02-01,1019.1841,1020.01294,1011.27954,1013.72046,1012.8292,1015.5055,1011.1292
1970-03-01,1019.31836,1018.2346,1009.93304,1011.6057,1013.4881,1015.60175,1010.86835
1970-04-01,1020.1449,1016.4163,1010.31866,1010.5237,1014.5464,1016.67487,1011.4025
1970-05-01,1020.22095,1010.3549,1009.595,1006.0399,1016.8038,1016.44006,1012.17737
1970-06-01,1022.37494,1009.1191,1010.42267,1002.82764,1019.12354,1018.22986,1014.1613
1970-07-01,1021.7498,1006.3614,1011.18744,1002.9828,1019.60474,1015.7015,1014.84235
1970-08-01,1022.076,1006.16235,1010.2313,1002.12,1019.7837,1013.8976,1013.5327
1970-09-01,1020.79736,1008.8962,1009.45,1004.60736,1017.54767,1014.1311,1012.6574
1970-10-01,1020.2204,1015.16077,1009.25806,1010.0769,1014.5571,1014.68964,1011.7721
1970-11-01,1020.2584,1019.392,1009.46545,1013.70795,1014.0158,1015.0853,1011.41565
1970-12-01,1018.4271,1020.0041,1009.0044,1015.0616,1013.6492,1016.06335,1011.09296
1971-01-01,1018.0916,1022.1041,1009.3832,1014.41705,1012.04083,1016.90454,1010.697
1971-02-01,1019.25,1019.1047,1008.48975,1012.9215,1011.00226,1015.98364,1009.9309
1971-03-01,1019.4445,1018.61835,1009.707,1012.782,1013.0354,1016.1347,1009.6692
1971-04-01,1020.79865,1013.6376,1009.43115,1009.2463,1014.57385,1016.4572,1010.59784
1971-05-01,1022.41583,1011.2672,1009.28784,1006.34595,1015.82947,1017.5708,1011.60187
1971-06-01,1022.47986,1007.7372,1010.30853,1003.61017,1018.2837,1017.44727,1013.4334
1971-07-01,1021.8777,1005.9114,1009.99243,1002.37634,1018.30994,1015.83264,1014.1675
1971-08-01,1022.15344,1008.0149,1010.09033,1002.9715,1019.305,1014.59625,1013.9422
1971-09-01,1021.6191,1008.56213,1009.8747,1006.68964,1017.7896,1015.343,1013.5806
1971-10-01,1021.78485,1016.59094,1010.2503,1011.5238,1016.9366,1015.4026,1013.1563
1971-11-01,1020.7469,1020.4358,1010.0859,1014.60583,1014.9207,1015.51587,1012.2706
1971-12-01,1017.08954,1021.1782,1009.2168,1014.69415,1013.9704,1016.68695,1012.1382
1972-01-01,1017.6475,1020.5435,1009.89874,1014.0178,1011.2911,1017.2313,1010.43115
1972-02-01,1018.67615,1017.6275,1009.09125,1013.7028,1012.18225,1018.22,1011.06744
1972-03-01,1018.6693,1017.84064,1010.418,1011.83795,1012.42914,1017.47314,1010.7756
1972-04-01,1020.5054,1015.1446,1010.6368,1009.9419,1014.2759,1016.4007,1011.06055
1972-05-01,1020.17487,1009.38,1010.5162,1009.0251,1015.84143,1016.69135,1011.9911
1972-06-01,1019.5555,1006.3321,1009.83563,1004.1016,1018.3505,1017.83685,1013.9997
1972-07-01,1020.10046,1001.3669,1010.3381,1002.993,1018.61804,1016.9982,1014.4546
1972-08-01,1020.45917,1005.9434,1010.69806,1004.3829,1017.64435,1015.05084,1013.4991
1972-09-01,1018.9562,1012.711,1010.42615,1007.54517,1016.8538,1015.8752,1013.5797
1972-10-01,1021.13354,1016.6351,1010.8937,1011.1948,1015.46765,1015.0977,1012.62354
1972-11-01,1020.308,1019.3717,1009.9844,1012.6429,1014.24835,1016.30444,1012.1417
