,vo1000_cluster1,vo1000_cluster2,vo1000_cluster3,vo1000_cluster4,vo1000_cluster5,vo1000_cluster6,vo1000_cluster7
1970-01-01,8.202423073684754e-06,-1.7230653519693594e-05,4.925597261154643e-06,0.0008969198461272754,-4.779964716892574e-06,-0.00044703895885807776,0.0001460814382880926
1970-02-01,1.5062154158261942e-05,-2.092599442880574e-05,4.883989025286374e-06,0.0017960459445021115,-5.054666847410801e-06,-0.0004512951919524413,0.0001865560729389212
1970-03-01,2.233954712044744e-05,-1.999917333146478e-05,4.371681489165687e-06,0.00024260323243652238,-4.809523301608729e-06,-0.00046455352276097983,0.00017797410172144218
1970-04-01,5.0236171360169955e-05,-3.77859436445485e-05,4.51201303796308e-06,-0.0015282193999155425,-4.800011204864581e-06,-0.0004359620409862449,0.0001971007649055017
1970-05-01,5.448801113578321e-05,-3.3451664037767524e-05,3.2746528510086015e-06,-0.002568851414253004,-3.8114185569006137e-06,-0.00033987792752062285,0.0001895388829455312
1970-06-01,6.656752785519612e-05,-4.44031083543033e-05,3.9227233931661025e-06,-0.0037741872802143916,-4.037107439834161e-06,-0.00028851564921852615,0.00017557120632513294
1970-07-01,7.708436566066335e-05,-5.377356384596744e-05,3.934399313972296e-06,-0.004119198274565861,-3.657387133730943e-06,-0.00025304044457799237,0.00015925763623922
1970-08-01,5.5619227416834534e-05,-4.708656329349743e-05,3.4814721943970617e-06,-0.004315343539929017,-3.6763634168804403e-06,-0.0002687404452848973,0.0001481430185127205
1970-09-01,4.86597855342552e-05,-4.317901526319307e-05,3.64456156638e-06,-0.0036861980333924294,-3.7947562047025715e-06,-0.00032840826962557103,0.00016442330628966116
1970-10-01,4.313814398218793e-05,-4.279254009165382e-05,4.381248733558022e-06,-0.0025998138880822808,-3.980503921202889e-06,-0.0003572504081401146,0.00016421664830496802
1970-11-01,2.1376864755108148e-05,-2.2653152506933075e-05,4.758631399467851e-06,-0.0014546274542226456,-4.200415478907729e-06,-0.0004164570984559962,0.00015171646996999959
1970-12-01,1.6702811494310893e-05,-1.6384346170926042e-05,5.222743881027016e-06,0.0016648473319946788,-5.485906363392097e-06,-0.0005103511891017358,0.00017665089606972679
1971-01-01,-3.7757346469582194e-06,-9.527896951329723e-06,4.447576545002062e-06,0.0010605079296510667,-4.665411792516288e-06,-0.0004657880102361863,0.00016745943867135793
1971-02-01,1.2478196202375163e-05,-1.4942125794774139e-05,4.523419474788876e-06,0.002039037826762069,-4.78442489865466e-06,-0.0004538280740638988,0.0001773834602707731
1971-03-01,2.5013712068109516e-05,-1.5941694786673603e-05,4.476926702178784e-06,0.00213241783058038,-5.019694036202994e-06,-0.00042571219738521095,0.00018593000796889622
1971-04-01,3.417568884535947e-05,-1.3915827567128403e-05,3.7103263028136935e-06,-0.0015171839550021105,-4.25767135107345e-06,-0.00038873788273324154,0.00016220855676302954
1971-05-01,4.9990468886045903e-05,-3.285063990047885e-05,3.404341616655884e-06,-0.002393793511146214,-3.840423584265566e-06,-0.00027341884560883045,0.00016362258715422028
