,mgv50_cluster1,mgv50_cluster2,mgv50_cluster3,mgv50_cluster4,mgv50_cluster5,mgv50_cluster6,mgv50_cluster7
1965-01-01,0.14570273,-0.08786316,-0.029140543,0.025166845,0.029729271,-0.16292217,0.04532974
1965-02-01,0.19412312,-0.020751607,-0.027815986,-0.08889337,0.076677874,-0.04120884,0.02693293
1965-03-01,0.18529268,-0.01133244,-0.030023575,-0.057692386,0.09816537,-0.03958993,-0.09566343
1965-04-01,0.06254916,0.022959232,-0.029434895,0.06166611,0.058722615,-0.15217844,-0.00029435157
1965-05-01,0.048714735,-0.059016965,0.03443885,0.14511403,0.07594204,0.008388924,-0.17705089
1965-06-01,-0.009124803,-0.0017660856,-0.03193686,-0.0069172024,0.23165259,0.050039314,-0.09007077
1965-07-01,-0.03797102,-0.037087966,-0.029582072,0.17528482,0.29758677,0.041503202,-0.26903495
1965-08-01,-0.08212338,-0.0019132852,0.00014717579,-0.11509047,0.28831476,0.016483545,0.04106169
1965-09-01,-0.0038265227,-0.025461197,-0.011921143,-0.012804198,0.21104817,0.03723514,-0.016042043
1965-10-01,0.052099753,-0.019427013,-0.026638579,-0.03958993,0.2588799,0.08506683,-0.22782607
1965-11-01,0.09286706,-0.02163465,-0.01295135,-0.022517705,0.12406812,0.023400735,0.047095824
1965-12-01,0.22252779,-0.002796316,-0.0085361,-0.024725318,0.013540054,-0.1298079,0.011332417
1966-01-01,0.22871828,-0.018951368,-0.020542692,0.041953422,0.05019941,0.022134017,0.09548011
1966-02-01,0.23768768,-0.029367352,0.03312869,0.10604081,-0.046582747,0.11211681,0.0746481
1966-03-01,0.08897014,-0.00868001,-0.005063319,-0.06755946,0.063942716,-0.10473881,0.11949482
1966-04-01,-0.0082459925,-0.015334701,-0.043834068,0.024738025,0.058879424,-0.032405376,-0.08622141
1966-05-01,-0.0028933524,0.00014467239,-0.042966057,-0.16115889,0.12687287,0.025171995,-0.21584293
1966-06-01,-0.009258652,-0.01851735,-0.03341806,0.033996724,0.27052698,0.030235361,-0.30235377
1966-07-01,-0.005063343,-0.14350954,-0.020687366,-0.048174094,0.023291301,0.02661872,-0.13859081
1966-08-01,-0.035154056,-0.11949482,-0.03645606,0.07016344,0.084340766,-0.0072333575,-0.039494086
1966-09-01,-0.004050684,0.024593353,-0.053526737,-0.0005786419,0.018662024,0.018662024,-0.05381608
1966-10-01,0.014466668,-0.058011413,-0.037902735,-0.13974817,0.10473881,0.017649364,0.0021699904
1966-11-01,0.16781358,-0.070452765,-0.06278541,-0.12441349,0.1286089,0.0031826734,0.03746872
1966-12-01,0.06987409,-0.068282746,0.011573339,-0.003472042,0.13092351,-0.2972904,0.019819355
1967-01-01,0.22381377,-0.033805203,0.04546219,0.038134944,0.07443806,-0.07377195,0.07810168
