,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5,ssta20_cluster6,ssta20_cluster7
1965-01-01,-3.0516968,-10.382965,-1.0184326,0.8791199,-3.9004211,-7.5663147,-13.124756
1965-02-01,-3.790863,-10.23996,-0.056640625,0.41537476,-3.9615173,-9.023499,-14.11142
1965-03-01,-3.7764282,-10.0903015,0.20181274,0.055603027,-4.2569275,-9.66217,-14.279572
1965-04-01,-3.9786072,-11.37619,-0.90997314,-0.046783447,-5.5039062,-9.035065,-14.299133
1965-05-01,-3.1524963,-12.63974,-1.5792542,0.65060425,-6.9121704,-7.4949646,-13.234497
1965-06-01,-1.2229614,-13.018921,-2.5646667,1.3521729,-7.5313416,-4.937744,-11.295013
1965-07-01,0.10864258,-13.524994,-3.742859,1.2807007,-8.11676,-1.8597717,-6.0904846
1965-08-01,1.067749,-13.33429,-4.391388,1.151062,-8.786743,-0.2425232,-2.9868164
1965-09-01,1.263092,-12.893951,-3.864746,1.0500183,-8.503601,-1.041626,-5.3132324
1965-10-01,0.10726929,-13.752899,-3.4503174,0.62020874,-8.267303,-2.9598389,-8.61908
1965-11-01,-0.97354126,-13.40271,-3.107605,0.55477905,-7.377228,-5.456238,-10.08609
1965-12-01,-1.9060059,-11.686157,-1.7104187,0.75994873,-6.0858154,-6.913574,-11.434174
1966-01-01,-2.9267273,-10.036255,-1.1213379,0.53323364,-4.3437805,-8.528412,-12.871368
1966-02-01,-3.6924133,-8.786285,-0.6999512,0.52246094,-3.5703735,-9.673828,-14.287109
1966-03-01,-4.4726562,-9.641663,-0.9249573,0.19104004,-3.9915466,-9.913971,-13.953369
1966-04-01,-4.029724,-10.932007,-0.9565735,0.11505127,-5.4957275,-9.885101,-14.0914
1966-05-01,-3.5099182,-12.559967,-1.7352905,0.83761597,-7.013733,-8.261871,-12.469696
1966-06-01,-2.0476074,-13.164734,-2.3370667,1.169281,-7.651306,-5.908966,-11.350281
1966-07-01,-0.48693848,-13.332794,-3.8707275,1.5433655,-8.097229,-3.4380493,-7.8349915
1966-08-01,0.9213257,-13.348145,-3.9213867,1.4523621,-8.506439,-1.7166443,-4.1508484
1966-09-01,1.519043,-13.489746,-4.0680237,1.1100464,-8.411499,-1.9449463,-5.1214905
1966-10-01,0.98184204,-13.703674,-3.785736,0.66363525,-8.165527,-3.2204285,-8.099457
1966-11-01,-0.384552,-13.696899,-2.8142395,0.78842163,-6.738159,-5.8843994,-10.464386
1966-12-01,-2.1231384,-11.9956665,-1.6743164,1.4901428,-5.8352356,-7.4963684,-11.829254
1967-01-01,-3.3395996,-9.864868,-0.95669556,1.276001,-4.5466003,-8.268219,-13.171295
1967-02-01,-3.8122559,-8.8089905,-0.047576904,0.6656189,-4.361664,-8.698822,-14.081665
1967-03-01,-4.012848,-9.150818,-0.5536499,0.13449097,-4.5101624,-8.838287,-13.573608
1967-04-01,-3.9252014,-10.249634,-1.3474731,0.2581787,-5.523834,-8.675537,-13.099335
1967-05-01,-2.8457031,-11.643707,-2.241211,0.33703613,-6.406067,-7.0987244,-11.977264
1967-06-01,-1.3625488,-12.772827,-3.112915,0.8210449,-7.4145203,-4.711548,-9.721313
1967-07-01,-0.22479248,-13.270782,-3.7841492,1.4479675,-7.7717285,-1.9686584,-6.5096436
1967-08-01,0.96990967,-13.3797,-4.1930847,1.3280029,-7.7344055,-0.34472656,-2.3184814
1967-09-01,1.2742004,-13.801117,-4.173279,1.1219482,-7.385071,-0.6719971,-3.147583
1967-10-01,0.8330078,-13.3819275,-3.6483765,1.0283203,-6.910248,-2.1153564,-6.686371
1967-11-01,-0.4376831,-13.168152,-2.7640076,0.9185486,-5.9737854,-4.2564697,-8.9817505
1967-12-01,-1.8640442,-11.648163,-1.9161377,0.93255615,-5.006714,-6.5377502,-11.084717
1968-01-01,-2.6286316,-9.920685,-0.39892578,0.78811646,-4.2010193,-8.004578,-12.372986
1968-02-01,-3.3363342,-9.143555,-0.29000854,0.6932678,-4.036194,-8.443665,-13.484741
1968-03-01,-3.6646729,-8.791321,-0.473938,0.535553,-3.9762878,-8.572693,-14.45462
