,r200_cluster1,r200_cluster2,r200_cluster3,r200_cluster4,r200_cluster5,r200_cluster6,r200_cluster7
1970-01-01,33.663467,23.48888,42.328743,76.40897,64.59599,49.883556,72.735
1970-02-01,27.684158,38.82854,40.787994,78.54716,55.99857,42.557125,73.91167
1970-03-01,21.564182,57.304317,39.897633,82.51902,55.25219,46.661385,76.29313
1970-04-01,52.458645,57.85376,42.43135,91.14624,42.36846,35.303513,67.31175
1970-05-01,66.330376,54.30556,42.199657,78.96586,68.15081,27.555073,63.25549
1970-06-01,63.775143,81.14046,42.512444,75.83471,39.81985,15.336632,58.950985
1970-07-01,76.29974,76.12101,41.054436,74.68618,30.538935,12.07143,56.235226
1970-08-01,84.774704,77.18514,44.22365,74.91456,38.05899,10.775612,52.422237
1970-09-01,70.6746,73.61378,43.934036,80.303055,30.722633,14.125214,57.822315
1970-10-01,72.46359,59.611305,38.911285,78.297264,45.24475,22.02922,70.24431
1970-11-01,33.0561,32.19884,49.833908,84.33449,54.747433,46.583603,69.74287
1970-12-01,20.806217,41.120636,43.09167,74.469376,53.871967,39.258827,74.04075
1971-01-01,16.007092,25.928783,41.080963,83.02458,43.959927,41.98201,69.78608
1971-02-01,13.81617,17.74495,37.103157,72.521355,60.44255,31.911552,70.14786
1971-03-01,23.065033,21.44382,38.6652,77.567566,67.88762,31.80336,67.65095
1971-04-01,55.962658,41.692932,35.230057,85.917076,49.479492,31.243795,60.892227
1971-05-01,63.95208,70.075165,49.54035,82.51912,40.223866,21.60611,59.708862
1971-06-01,66.14638,83.8969,35.716927,81.45578,27.147652,12.810307,60.339428
1971-07-01,67.49373,59.84241,36.075317,72.99301,26.608376,10.8848,45.493233
1971-08-01,84.28741,75.84323,44.71559,77.84651,32.13639,8.110645,52.91295
1971-09-01,70.61106,67.814926,45.54564,75.99031,39.584846,14.72398,48.811733
1971-10-01,44.21858,63.455063,53.609444,75.09264,48.07805,18.781242,64.07042
1971-11-01,41.312565,43.06564,38.668583,84.505486,58.381798,50.679764,75.12984
1971-12-01,16.948711,64.158325,46.940323,71.307556,66.08214,53.212173,68.076965
1972-01-01,12.289566,43.337605,38.230923,79.541084,66.16002,39.131336,79.38018
1972-02-01,13.83522,47.056282,34.58213,73.551865,49.596622,52.622925,76.52941
1972-03-01,24.032331,31.121876,45.36435,84.21381,48.49467,43.348984,65.46602
1972-04-01,34.71216,48.673454,44.675224,81.97253,52.951233,51.641243,57.146126
1972-05-01,53.123516,79.554085,32.178318,79.955536,40.173153,38.832283,43.95684
1972-06-01,66.98892,85.484795,37.91399,78.53015,47.45936,28.342619,40.912663
1972-07-01,64.16253,69.534134,34.35784,66.8979,23.174175,10.943821,47.80392
1972-08-01,69.17657,79.34442,30.621284,83.58807,31.045486,12.442341,43.8642
1972-09-01,66.047874,78.84871,35.87912,83.64658,29.785883,16.117138,61.719707
1972-10-01,42.063374,62.860664,40.192657,71.18706,50.253242,30.21821,55.020237
1972-11-01,32.7553,66.22015,44.44118,74.89599,48.56781,54.5554,69.469124
1972-12-01,21.947077,53.676117,38.645374,66.005615,59.540184,53.09101,68.59796
1973-01-01,10.900658,52.467308,36.50641,47.525818,57.46135,41.50374,64.29798
1973-02-01,20.258121,26.841848,47.732742,74.750824,68.89953,36.956383,66.19148
1973-03-01,17.7028,40.71382,45.318653,77.38661,53.08315,32.45009,62.22384
1973-04-01,56.74862,51.19129,52.11751,75.583435,45.423756,32.573254,56.464516
